seed,pair,P15_correlation,weighted_correlation,unweighted_correlation,narrow_pair_width,broad_pair_width,dominant_global_direction,global_width_ratio,first_marginal_width,second_marginal_width
red1,sigma~kcat_scale,-0.857,0.3703714904122888,0.334383840067519,0.8087406486589661,1.2787322432710049,7,0.6054514542611033,1.1875708902633322,0.9374929159057034
red1,dCp_scale~dTopt,-0.853,-0.639406804494967,-0.30821150693904364,0.5579380062864049,1.2117532159972113,2,0.3061860875233495,1.0129672116829913,0.8680657252729305
red1,kappa_scale~tm_scale,0.804,0.29819978147101756,0.10636520609790708,0.7874890189216652,1.2496538309911218,3,0.4249179414648347,0.8569716144180064,1.2030682874694976
red2,sigma~kcat_scale,-0.857,0.3070258943948127,0.22017469775809984,0.645149569348213,1.0767023277683687,8,0.5620713931923669,1.0411999918946937,0.7010053111999212
red2,dCp_scale~dTopt,-0.853,-0.39293224822468453,-0.37958412727952323,0.6095123567315291,1.0664132447581929,2,0.2422356984666696,1.0089085284313184,0.7006040985197499
red2,kappa_scale~tm_scale,0.804,-0.04001653005863215,0.014289241377181851,0.8524524875491529,0.970520950194848,10,0.6274299161544089,0.9678240949400995,0.8555131089289203
