seed,f_metab_unit_mean,expected_mean,f_metab_unit_sd,expected_sd,weighted_KS_to_uniform,logz_strand_sd
red1,0.3191196133320926,0.5,0.2590329733486019,0.2886751345948129,0.2908781416360029,0.08611900155092594
red2,0.3937148977225725,0.5,0.22227991176755477,0.2886751345948129,0.21614604552442107,0.08556479738712036
