fixed,new_smallest,new_largest,new_condition,passes_500,p38_logl_fixed,cost,natural_at_p38,nominal,space
dTm,0.0006176821561350397,0.2829270871520121,458.04639868883896,True,-60.309228563466284,50.31983876806439,-4.021352847306332,0.0,add
tm_scale,0.0003999094392547125,0.2832057250205986,708.1746446105205,False,-10.07314169278482,0.08375189738292832,0.9892112754158581,1.0,log
