temp_C,growth,mu_pred,mu_measured
22.0,0.0873449590252774,0.16749947467865317,0.289
24.0,0.13816115800187942,0.26494856308321113,0.3675
26.0,0.19733868774719185,0.3784319885233861,0.4785
28.0,0.25629446964795743,0.4914901730808906,0.5453
30.0,0.307889976800773,0.5904337233477613,0.578
32.0,0.35369502381234524,0.6782730376904358,0.8002
34.0,0.3842965628033579,0.7369569246892215,0.6742
36.0,0.40033473871702685,0.7677129759865373,0.6231
38.0,0.40383089245865,0.7744174718344111,0.4819
40.0,0.3948963627591571,0.7572839240273443,0.0
42.0,0.3754146499914582,0.7199242791108514,0.0
44.0,0.34868284300426483,0.6686612906392415,0.0
