,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.9224086035244413,-0.047475519133273136,0.5022367176270836,0.35260696921636014,0.09371968788645559,-0.024737829015903882,0.241100076394194,0.241100076394194,-0.6113271754982984
topt_scale,0.35784197562023584,0.04828807556080283,0.1671371414999022,0.16587413693663236,0.04292860810307658,-0.0012848114452392527,0.09720119452739773,0.09720119452739773,-0.30815334398222094
dCp_scale,0.10046386118242528,-0.06491423015487185,0.776211111107149,-0.8267881463977328,-0.9588595719757566,-0.951135495520522,0.9726369886797692,0.9726369886797692,-0.6021945968470032
budget_scale,-0.004093385008993332,0.9965692061948745,-0.0014289797668471885,0.14240505922955882,0.1155564064885881,0.28448503368289463,0.009695117716508089,0.009695117716508089,0.1219112438363775
