temp_C,growth
8.0,0.06677697914657574
9.0,0.07918610208678724
10.0,0.09290752125271742
11.0,0.10796829914400247
12.0,0.12437712525252127
13.0,0.14212207634622182
14.0,0.1611686999816458
15.0,0.18145851109427377
16.0,0.2029079834445061
17.0,0.22540810566025304
18.0,0.2488245559435054
19.0,0.2729985307326815
20.0,0.29774824144651046
21.0,0.3226212618713755
22.0,0.3472077503438932
23.0,0.3717136042277021
24.0,0.39589934869122223
25.0,0.4195191105951279
26.0,0.44232504241815274
27.0,0.46407191101518036
28.0,0.4845217253792841
29.0,0.5034482752727903
30.0,0.520641455019074
31.0,0.5356292036440792
32.0,0.5479850565557324
33.0,0.5571454001862771
34.0,0.5632004469156591
35.0,0.5675537666040914
36.0,0.5701716313835823
37.0,0.5710429624384838
38.0,0.5701790831202092
39.0,0.5676130049030482
40.0,0.5633982809233145
41.0,0.5576074729803241
42.0,0.5491655614890437
43.0,0.5376223457194369
44.0,0.5239262927800775
45.0,0.5081988142945651
46.0,0.49104722082325714
47.0,0.4726710787513638
48.0,0.453273670470569
49.0,0.4330586095495186
50.0,0.4122266809568967
51.0,0.39097296215614247
52.0,0.36948426873115886
53.0,0.3479369558164816
54.0,0.32649509443184055
55.0,0.3050738321901359
56.0,0.2836965541507835
57.0,0.26284503563892964
58.0,0.2426264416395259
59.0,0.22313163107783587
60.0,0.20443542024145905
61.0,0.18659710375059746
62.0,0.1696611939247588
63.0,0.15365833856039465
64.0,0.13860637751728525
65.0,0.1245114999486435
66.0,0.1113694663144223
67.0,0.09916686230234174
68.0,0.08788235526402115
69.0,0.07748792757589672
70.0,0.06795006530031585
71.0,0.05923088450521717
72.0,0.05128918148277571
73.0,0.044081396787319406
74.0,0.03756248641329473
75.0,0.031686696499602325
76.0,0.026408240639428416
77.0,0.02168188117736501
78.0,0.01746341778378366
79.0,0.01371008812042915
80.0,0.010380886571129889
81.0,0.007436807835011791
