temp_C,growth,mu_pred,mu_measured
22.0,0.018186010406773524,0.16385008418565403,0.3161
24.0,0.02929176605817953,0.26390935819500044,0.4344
26.0,0.041780122450522726,0.37642541864241735,0.4929
28.0,0.05346935841152379,0.481741661921517,0.622
30.0,0.06286594423452879,0.5664018674157163,0.6739
32.0,0.06867667616148794,0.6187546866496649,0.7124
34.0,0.07116235430376129,0.6411498444528428,0.6502
36.0,0.07168793445363328,0.6458851519709096,0.561
38.0,0.07038834876598289,0.6341763043696415,0.1953
40.0,0.06731871335787828,0.6065198800749609,0.0
42.0,0.06285483150198116,0.5663017452821238,0.0
44.0,0.057384523114346137,0.5170160322649547,0.0
