temp_C,growth,mu_pred
15.0,0.01260719110006037,0.02614888378494859
15.5,0.01391713948247939,0.028865879802879368
16.0,0.015227493173205943,0.03158371648069597
16.5,0.01652119997720258,0.03426702544309786
17.0,0.017782861703209214,0.03688386892452229
17.5,0.019328828842302553,0.04009039722528769
18.0,0.023662411072807733,0.04907878625013999
18.5,0.028751850605508986,0.05963491741487587
19.0,0.03466971973030747,0.07190931468312621
19.5,0.04148083784799522,0.08603642156136826
20.0,0.04923859173902947,0.10212696887828138
20.5,0.057981398454261514,0.1202606383797912
21.0,0.06772957608241843,0.140479572311275
21.5,0.07848288937435123,0.16278328273671205
22.0,0.09021898834009484,0.1871254129946103
22.5,0.10289286934690814,0.2134126199482545
23.0,0.11643738820009879,0.2415056381792093
23.5,0.13076475337399848,0.27122237713425135
24.0,0.14576884188313396,0.30234272453047567
24.5,0.1613281218042345,0.33461460802975834
25.0,0.17730893576747386,0.36776080560834734
25.5,0.1935689221904237,0.40148604162198415
26.0,0.2097509460840499,0.435049573644408
26.5,0.22591241076807808,0.46857046330675156
27.0,0.24191599730643487,0.5017638940410454
27.5,0.25762210694998117,0.5343403206632124
28.0,0.27289353475769185,0.5660151630452038
28.5,0.2875994288668864,0.59651701813434
29.0,0.30161669150027454,0.6255905658163303
29.5,0.31483054392103643,0.6529977407024403
30.0,0.32714648429805154,0.6785425342305865
30.5,0.3385761194867036,0.7022490204637483
31.0,0.34895318106802264,0.7237723380025669
31.5,0.3581780524943754,0.7429058697261905
32.0,0.36618915695839294,0.7595218976705654
32.5,0.37293134385505533,0.7735060326152943
33.0,0.37835813717501793,0.7847618775312929
33.5,0.38242753343066355,0.793202311956315
34.0,0.3851263531380127,0.7987999999999001
34.5,0.38645423777432003,0.8015541980412428
35.0,0.3864198517989337,0.8014828772476519
35.5,0.38504332988050133,0.7986277994284262
36.0,0.3823560756768111,0.7930540996791955
36.5,0.3783906515627005,0.7848293164189961
37.0,0.37317335584772865,0.7740079956156765
37.5,0.36678510110377827,0.7607579600159619
38.0,0.35929299248323243,0.7452183940596779
38.5,0.35077337270704045,0.7275476420538225
39.0,0.3413093724440461,0.7079181273543446
39.5,0.33099000683624324,0.6865144784470523
40.0,0.31990894762609584,0.6635309821868194
40.5,0.30816337327455906,0.6391691987992147
41.0,0.29585283591843037,0.6136356118089981
41.5,0.28307803512134805,0.5871390846470377
42.0,0.2699395691735046,0.5598882706904683
42.5,0.2565370088077504,0.5320896920345782
43.0,0.24296766322329588,0.5039451800723532
43.5,0.22932564500496372,0.4756499360205984
44.0,0.21570091988785017,0.4473905600135538
44.5,0.20217844577373037,0.4193432653157364
45.0,0.18883793381442981,0.3916733827791104
45.5,0.17575207288967376,0.3645316781891159
46.0,0.16298662392726704,0.33805454789646355
46.5,0.15060031944811375,0.3123638104609997
47.0,0.13864454152738526,0.2875660387030792
47.5,0.12716306634919938,0.26375202987817
48.0,0.11619205299117143,0.2409967824146158
48.5,0.1057627609690704,0.21936513243955474
49.0,0.09589392777143109,0.1988959438367995
49.5,0.0865997979702134,0.1796187616218726
50.0,0.07788755852211728,0.1615484924376592
50.5,0.06975881659094789,0.14468846974196378
51.0,0.06220952507608825,0.12903029934429147
51.5,0.055230540611616814,0.11455501676548203
52.0,0.04880821217981475,0.10123430809539936
52.5,0.04292498695781167,0.08903176659429525
53.0,0.03756002064116106,0.07790415857988285
53.5,0.03268978039524623,0.06780267402361272
54.0,0.02829371642461764,0.05868469009152047
54.5,0.024352331918740137,0.0505097679714382
55.0,0.020898396679965854,0.04334587631288986
55.5,0.01781513867716213,0.03695081538659508
56.0,0.015062973445636075,0.031242482084991818
56.5,0.012620122236972795,0.026175704572675734
57.0,0.010460079953501834,0.02169550797751294
57.5,0.008555453451938626,0.01774507551021489
58.0,0.0068834994377076,0.014277234746565639
58.5,0.005422410156398825,0.011246753689116273
59.0,0.004151450721509806,0.008610625602017016
59.5,0.003051071843422839,0.0063283028249496946
60.0,0.0021029891319902434,0.004361861256561699
60.5,0.0012902292678839164,0.002676096119592752
61.0,0.0005971483745822571,0.001238560066662876
61.5,9.427282463913e-06,1.955335741325952e-05
62.0,0.0,0.0
62.5,0.0,0.0
63.0,0.0,0.0
63.5,0.0,0.0
64.0,0.0,0.0
64.5,0.0,0.0
65.0,0.0,0.0
65.5,0.0,0.0
66.0,0.0,0.0
66.5,0.0,0.0
67.0,0.0,0.0
67.5,0.0,0.0
68.0,0.0,0.0
68.5,0.0,0.0
69.0,0.0,0.0
69.5,0.0,0.0
70.0,0.0,0.0
70.5,0.0,0.0
71.0,0.0,0.0
71.5,0.0,0.0
72.0,0.0,0.0
72.5,0.0,0.0
73.0,0.0,0.0
73.5,0.0,0.0
74.0,0.0,0.0
74.5,0.0,0.0
75.0,0.0,0.0
