kind,index,T_opt_range,CT_max_range,plateau_lo,plateau_hi,mu_max_ratio,asymmetry,T_opt_censored,min_mu_max,no_CT_max_crossing,degenerate,plateau_loose,CT_max_loose,T_opt_loose,plateau_tight,CT_max_tight,T_opt_tight
prior_draw,5,1.5663985755767271,3.7292700483249064e-08,1.0,3.5,16.26895179856485,42002819.72822841,False,0.0592129442055739,False,False,1.0,48.49500003106198,47.124999999931354,3.5,48.49499999376928,45.55860142435463
prior_draw,9,6.000055064620156,1.4999202209207,0.0,7.0,16.268972006338814,4.000249467226415,True,0.0592128706354468,True,True,1.0,45.995,45.49999828639037,7.0,,49.62499999907564
prior_draw,1,3.389268120510504,3.5068625845474912,0.5,3.0,4.282410895183574,0.9664673304978784,False,0.0370201532025178,False,False,1.5,42.417788981260166,34.98772317058022,0.5,38.96970704080578,31.598455050069713
prior_draw,19,19.7064756863598,,0.5,2.5,11.384262103859978,inf,False,0.0846196728431659,True,True,0.5,,49.624999999998614,0.5,40.89984317573831,29.918524313638816
prior_draw,8,20.01209622281283,6.519507669468496,0.0,3.0,12.467330588450242,3.0695716973432625,False,0.0153085615919555,False,False,3.0,44.602481684471655,28.48790377718717,0.0,42.4754923305315,39.60103411905842
prior_draw,25,1.6047329200871658,1.3716422677014537,0.0,0.5,3.014303495697668,1.169935454654891,False,0.0395991287085165,False,False,0.0,41.83217723686086,38.565929996483554,0.5,40.547257975851714,36.96119707639639
prior_draw,13,2.03931984179194,4.498951885992948,0.0,1.0,9.485965168879725,0.453287764232635,False,0.0191125986936218,False,False,0.0,36.166781903553805,31.00540062022129,0.0,31.984832075218023,28.96608077842935
prior_draw,29,5.462120123176685,1.2583463653609286,0.5,4.0,2.719574493627265,4.340712758851573,False,0.0940945259804534,False,False,4.0,44.27936929832397,34.46527530933747,0.5,43.0318471026745,29.116240242141433
prior_draw,30,0.0091537026787911,0.4684754548561685,0.0,0.0,1.013139953952114,0.01953934316922,False,0.0132876891492276,False,False,0.0,37.2340513990009,28.032630099119743,0.0,36.76557594414473,28.02347639644095
prior_draw,46,20.414639721098787,0.0637550146253076,0.0,2.0,3.875034532417867,320.20445514877457,True,0.0930643344855576,True,True,2.0,40.38262576437065,35.94269911624112,0.0,40.44638077899596,29.585360278901213
prior_draw,45,2.2899621902390166,0.2385647476145749,0.0,0.5,2.1456753986338746,9.598912719236615,False,0.0619257082035066,False,False,0.5,45.42134985180857,40.39614302129451,0.0,45.659914599423146,38.1061808310555
prior_draw,42,1.0022026548844778,10.499760001302777,0.5,11.5,15.439968168291362,0.0954500535974277,False,0.0625256000559438,False,False,11.0,42.49699778810538,38.62482686318333,0.5,49.99472026946033,37.62262420829885
prior_draw,39,0.0283286174220833,1.2060528068985334,0.0,0.0,1.3281673921239063,0.0234887040269263,False,0.0156589811316354,False,False,0.0,44.09137824654332,33.56120415050407,0.0,42.88532543964479,33.555774428902225
prior_draw,52,1.925742574257427,0.0,4.0,4.5,16.268972066492065,inf,False,0.0592128704165117,False,False,4.0,47.995,46.03488372093023,4.5,47.995,47.375
prior_draw,47,0.1403747621164797,4.95941172368871,0.0,0.5,1.560144200633289,0.0283047203856815,False,0.0517382922968431,False,False,0.0,44.414424724983185,36.05343438959092,0.5,39.455013001294475,35.91305962747444
prior_draw,51,10.088531874505325,2.622712687689095,0.0,1.0,2.5342513116480374,3.8466020017596576,False,0.0592129375084695,False,False,0.0,38.95222008347127,30.483082339830677,1.0,41.49499999908621,40.52674957322739
prior_draw,59,20.37626744196413,14.584441720422056,0.0,1.5,11.70599719044185,1.3971235809069054,False,0.0308071078964933,False,False,0.5,42.617250937242645,31.10644931146358,1.5,32.91055827957794,26.623732757373674
prior_draw,60,0.0093542926544287,1.5526851967408106,0.5,0.5,1.497582948440562,0.0060245906086205,False,0.0624535996860659,False,False,0.5,42.993303075087944,37.42011180426249,0.5,41.44061787834713,37.41729420079711
prior_draw,61,1.973227983732496,4.753638911641907,0.0,1.0,2.589905541041129,0.4150984162680002,False,0.0601967060787271,False,False,1.0,42.71695181998503,33.46250925131909,0.0,37.96331290834312,31.489281267586595
prior_draw,67,3.0590683941981496,4.501498242285976,0.0,12.0,14.839208240250567,0.6795667196894597,False,0.0650569261454135,False,False,11.5,44.996394514905305,38.62480591508357,0.0,44.994506521497115,35.56573752088542
prior_draw,70,21.106959608378265,9.320424899160209,0.0,0.5,1.620003543224818,2.2645919941139216,False,0.0454715659109504,False,False,0.0,40.71098670687465,28.02737914819101,0.5,49.99499999582981,49.12499979149072
prior_draw,68,1.3302619994512952,0.8425948170791031,0.0,0.5,1.944969209648504,1.5787683148381029,False,0.0464173573573757,False,False,0.5,43.885272549215976,34.570290965623236,0.5,43.154428112310214,35.90055296507453
prior_draw,66,4.417065908689818,3.397621550686761,0.5,2.0,7.05329591135185,1.3000464715668514,False,0.0318362772299097,False,False,1.5,35.066925746638425,28.9428969469241,2.0,31.999602669458792,24.525831038234283
prior_draw,72,1.3774380492438,1.000102610489897,0.0,2.5,15.568013806898916,1.3772967241522012,False,0.0619257092083181,False,False,1.5,39.99505172212229,39.49994439015971,0.0,38.994949111632394,38.12250634091591
prior_draw,74,5.3577575421332035,7.71945074424702,0.0,0.0,13.178608302502942,0.6940594246457384,False,0.0075003590268942,False,False,0.0,39.98187404686607,35.91674629588962,0.0,32.486921426563164,30.558988753756413
prior_draw,80,5.355769231693593,1.848121655712021e-11,5.5,6.5,16.268972006338828,289795274847.8666,False,0.059212870635447,False,False,5.5,47.995,46.48076923076923,6.5,47.99499999998152,41.12499999907564
prior_draw,76,2.0183552807784437,3.8401216141879786,0.0,0.0,11.354343849652889,0.5255967085316489,False,0.0019429905224525,False,False,0.0,42.32872951999019,39.067210467427,0.0,38.48860790580221,37.04885518664856
prior_draw,84,16.338917764782806,1.4983534616603291,0.0,7.5,12.238679245399055,10.904581717772794,False,0.0787121318786345,False,False,6.5,47.995,44.00013667992048,0.0,49.49335346166033,32.036082415451034
prior_draw,81,2.1188300213815197,10.027539516741882,0.0,0.5,2.2601439279963236,0.2113010891499297,False,0.0268175354126763,False,False,0.5,42.41487190541147,31.11703443502192,0.0,32.387332388669584,28.9982044136404
prior_draw,83,9.602031543493055,7.104387297614686,0.0,2.0,17.846207463872467,1.351563638248855,False,0.0592128706354468,False,False,0.5,39.89061270236683,35.897968456506945,2.0,46.99499999998152,44.62499999907567
prior_draw,89,4.375000000924459,1.848121655712021e-11,3.5,7.0,16.268951792678468,236726840324.74664,True,0.0592129442055742,True,True,3.5,49.995,46.9975,7.0,,50.0
prior_draw,86,12.05879463539727,15.666911051536974,0.0,0.0,338175.56060774776,0.7696982893264249,False,9.786976626270147e-08,False,False,0.0,45.9354942873341,41.906431190309725,0.0,30.495,29.95435259641598
prior_draw,87,14.027524256562195,7.98367463134354,1.0,3.5,6.090349242152277,1.7570260443093184,False,0.059212944205574,True,True,1.0,41.51132536865646,35.483670617204375,3.5,,46.93330881092908
prior_draw,101,4.839824461665913,8.005140880165499,0.0,0.5,16.97128784126184,0.6045895424098837,False,0.0033067777685001,False,False,0.5,43.499735942513865,39.39560650553198,0.0,35.49459506234837,34.55578204386607
prior_draw,102,21.939450190764724,1.3824545492293083,0.0,22.5,,15.86992512918095,True,0.0,False,True,0.0,43.554391370722264,41.503275968789914,22.5,42.5,20.0
prior_draw,107,0.3652334673525317,5.912746623116931,0.0,0.5,1.1902450888342706,0.0617705257188912,False,0.0155306554520016,False,False,0.0,39.48897428815528,29.48112894426219,0.5,33.57622766503835,29.115895476909657
prior_draw,112,4.704376821714881,0.0368326579628757,0.5,5.5,1.1956173956472629,127.72297960295197,False,0.0687467285590722,False,False,0.5,43.77487806520096,31.379834920330616,1.0,43.811710723163834,32.465128230028704
prior_draw,118,3.918996724335237,4.400372167019796,0.0,0.5,5.729543237471946,0.8906057432386278,False,0.0226697700594484,False,False,0.5,42.79707945029339,39.404389539411774,0.0,38.47043852736612,35.48539281507654
prior_draw,124,6.0030958415956945,10.307440619798529,0.0,5.5,7.240124781817187,0.582404115922332,False,0.0190769463917326,False,False,0.5,43.235329177147506,36.429591230966714,0.0,32.92788855734898,30.42649538937102
prior_draw,126,4.523690751002118,3.4663297628754037,0.5,1.0,2.0998132910691742,1.3050376220552102,False,0.0674303452546624,False,False,1.0,41.79372208095472,36.412349333112715,0.5,38.40732555594284,31.888658582110597
