temp_C,growth,mu_pred,mu_measured
22.0,0.01400111560688756,0.16385330274244425,0.3161
24.0,0.022493995520535964,0.26324441290238704,0.4344
26.0,0.03137407603809462,0.3671668832450393,0.4929
28.0,0.03882062103662694,0.4543128669143354,0.622
30.0,0.04443773423865013,0.5200492393486094,0.6739
32.0,0.04786153817739421,0.5601175881186056,0.7124
34.0,0.04918715337755903,0.5756310968139942,0.6502
36.0,0.04878442503846301,0.5709180174907722,0.561
38.0,0.046750978285885134,0.5471208447714156,0.1953
40.0,0.04320496920915897,0.5056223445740139,0.0
42.0,0.03847702872921876,0.45029184916500464,0.0
44.0,0.032893100845691095,0.38494384035765317,0.0
