line,step_sd,logL,T_C,growth,o2
axis:topt_scale,-0.75,-9.458000852865379,45.0,1.3929279230598661,44.712508250865696
axis:topt_scale,-0.75,-9.458000852865379,47.0,0.3539586904328424,20.02157967564824
axis:topt_scale,-0.75,-9.458000852865379,50.0,0.0010303118458374753,6.807607166883408
axis:topt_scale,-0.7000000000000001,-9.112769338726146,15.0,0.015110500365414097,1.8283023952140096
axis:topt_scale,-0.7000000000000001,-9.112769338726146,20.0,0.20608694209485834,6.900377241413163
axis:topt_scale,-0.7000000000000001,-9.112769338726146,25.0,0.7689418660841965,16.649064587656056
axis:topt_scale,-0.7000000000000001,-9.112769338726146,27.0,1.0317505253304402,20.657948761689795
axis:topt_scale,-0.7000000000000001,-9.112769338726146,30.0,1.3381002016543282,23.99099821073366
axis:topt_scale,-0.7000000000000001,-9.112769338726146,35.0,1.58199682131394,33.53623928251259
axis:topt_scale,-0.7000000000000001,-9.112769338726146,37.0,1.6369839593374713,36.74871217683529
axis:topt_scale,-0.7000000000000001,-9.112769338726146,40.0,1.6753470135977644,39.68459608433892
axis:topt_scale,-0.7000000000000001,-9.112769338726146,43.0,1.6165660186136033,37.397575796409804
axis:topt_scale,-0.7000000000000001,-9.112769338726146,45.0,1.39421476772981,44.76293989088724
axis:topt_scale,-0.7000000000000001,-9.112769338726146,47.0,0.35571626232554365,20.067052012666643
axis:topt_scale,-0.7000000000000001,-9.112769338726146,50.0,0.0010310184109251976,6.8077309156536945
axis:topt_scale,-0.65,-8.713243911928894,15.0,0.013457933775653564,1.7931488221960197
axis:topt_scale,-0.65,-8.713243911928894,20.0,0.19930117631389643,6.92779012216967
axis:topt_scale,-0.65,-8.713243911928894,25.0,0.7536809051600201,16.221588638919165
axis:topt_scale,-0.65,-8.713243911928894,27.0,1.0201907540737076,20.4986129018601
axis:topt_scale,-0.65,-8.713243911928894,30.0,1.3309573706351447,23.855164163323693
axis:topt_scale,-0.65,-8.713243911928894,35.0,1.5786653283486758,33.37400262740166
axis:topt_scale,-0.65,-8.713243911928894,37.0,1.6346482211700442,36.629693763754254
axis:topt_scale,-0.65,-8.713243911928894,40.0,1.6743799689751375,39.64857627826306
axis:topt_scale,-0.65,-8.713243911928894,43.0,1.6167695217675624,37.408642600035805
axis:topt_scale,-0.65,-8.713243911928894,45.0,1.3954767648254953,44.812143093093304
axis:topt_scale,-0.65,-8.713243911928894,47.0,0.3574834411063308,20.112301284629773
axis:topt_scale,-0.65,-8.713243911928894,50.0,0.0010317215313929602,6.807858765237973
axis:topt_scale,-0.6000000000000001,-8.363802746925064,15.0,0.011830122375872784,1.717228960400003
axis:topt_scale,-0.6000000000000001,-8.363802746925064,20.0,0.19255074866363095,7.1369093248360524
axis:topt_scale,-0.6000000000000001,-8.363802746925064,25.0,0.738322846745591,15.79111878009137
axis:topt_scale,-0.6000000000000001,-8.363802746925064,27.0,1.0084238617132133,20.336401749776588
axis:topt_scale,-0.6000000000000001,-8.363802746925064,30.0,1.3234197922693205,23.73991938185666
axis:topt_scale,-0.6000000000000001,-8.363802746925064,35.0,1.5752525136041453,33.20780577378715
axis:topt_scale,-0.6000000000000001,-8.363802746925064,37.0,1.632242387809917,36.50609473885968
axis:topt_scale,-0.6000000000000001,-8.363802746925064,40.0,1.67335740982383,39.60985286228529
axis:topt_scale,-0.6000000000000001,-8.363802746925064,43.0,1.6169292978196075,37.41733145894328
axis:topt_scale,-0.6000000000000001,-8.363802746925064,45.0,1.3967111753082042,44.8599338450555
axis:topt_scale,-0.6000000000000001,-8.363802746925064,47.0,0.3592599500530877,20.15710587703653
axis:topt_scale,-0.6000000000000001,-8.363802746925064,50.0,0.0010324211226524324,6.807990737146691
axis:topt_scale,-0.55,-8.254666646334629,15.0,0.010269021787911876,1.4022791356481252
axis:topt_scale,-0.55,-8.254666646334629,20.0,0.18581792678084227,7.154422641965778
axis:topt_scale,-0.55,-8.254666646334629,25.0,0.722624117724769,15.353787216626829
axis:topt_scale,-0.55,-8.254666646334629,27.0,0.9964340224942552,20.17145287916204
axis:topt_scale,-0.55,-8.254666646334629,30.0,1.3157371459525897,23.622288906015186
axis:topt_scale,-0.55,-8.254666646334629,35.0,1.5717557836087985,33.03752242509427
axis:topt_scale,-0.55,-8.254666646334629,37.0,1.6297650272641915,36.375935921815554
axis:topt_scale,-0.55,-8.254666646334629,40.0,1.6722775032367356,39.56711621636694
axis:topt_scale,-0.55,-8.254666646334629,43.0,1.6170438801167484,37.42356261436809
axis:topt_scale,-0.55,-8.254666646334629,45.0,1.3979166566591616,44.90614864856836
axis:topt_scale,-0.55,-8.254666646334629,47.0,0.36104549937278313,20.201094059116272
axis:topt_scale,-0.55,-8.254666646334629,50.0,0.0010331171020713811,6.8081274791416515
axis:topt_scale,-0.5,-7.850222498963945,15.0,0.008772078513119152,1.2664678973535393
axis:topt_scale,-0.5,-7.850222498963945,20.0,0.17908397884507596,7.170848237238611
axis:topt_scale,-0.5,-7.850222498963945,25.0,0.7066116247129249,14.90946812463593
axis:topt_scale,-0.5,-7.850222498963945,27.0,0.9842004219144173,20.0027068403407
axis:topt_scale,-0.5,-7.850222498963945,30.0,1.3073592980704307,23.510347831880093
axis:topt_scale,-0.5,-7.850222498963945,35.0,1.568173595511861,32.86307744775676
axis:topt_scale,-0.5,-7.850222498963945,37.0,1.6272140137782567,36.23050929465008
axis:topt_scale,-0.5,-7.850222498963945,40.0,1.6711383296855062,39.51154548425436
axis:topt_scale,-0.5,-7.850222498963945,43.0,1.617111759410594,37.42725399113788
axis:topt_scale,-0.5,-7.850222498963945,45.0,1.3990918261217271,44.95056279720191
axis:topt_scale,-0.5,-7.850222498963945,47.0,0.3628398984937173,20.306976147699775
axis:topt_scale,-0.5,-7.850222498963945,50.0,0.00103380938929022,6.808268852177415
axis:topt_scale,-0.45,-7.411879473007602,15.0,0.00732151970909156,1.135609335102787
axis:topt_scale,-0.45,-7.411879473007602,20.0,0.1723287411360323,7.1864211371662385
axis:topt_scale,-0.45,-7.411879473007602,25.0,0.6899885744962047,14.498075622428047
axis:topt_scale,-0.45,-7.411879473007602,27.0,0.9717156666773813,19.829850107670403
axis:topt_scale,-0.45,-7.411879473007602,30.0,1.2985969640411685,23.280399615983544
axis:topt_scale,-0.45,-7.411879473007602,35.0,1.5645028657173556,32.68432067717779
axis:topt_scale,-0.45,-7.411879473007602,37.0,1.6245871009958648,35.949951828226204
axis:topt_scale,-0.45,-7.411879473007602,40.0,1.6699414394918277,39.386805093193594
axis:topt_scale,-0.45,-7.411879473007602,43.0,1.617131382170081,37.42832110593019
axis:topt_scale,-0.45,-7.411879473007602,45.0,1.4002352602313917,44.992843518662035
axis:topt_scale,-0.45,-7.411879473007602,47.0,0.36464285559049636,20.341978810404065
axis:topt_scale,-0.45,-7.411879473007602,50.0,0.001034497906522434,6.80841576244234
axis:topt_scale,-0.4,-6.974051647484877,15.0,0.005912951388031392,1.0085437825425003
axis:topt_scale,-0.4,-6.974051647484877,20.0,0.16555177709041882,7.096696437487348
axis:topt_scale,-0.4,-6.974051647484877,25.0,0.6729479357323547,14.056993066496617
axis:topt_scale,-0.4,-6.974051647484877,27.0,0.9589358314277572,19.65356971290287
axis:topt_scale,-0.4,-6.974051647484877,30.0,1.2893610434018774,23.43329090847325
axis:topt_scale,-0.4,-6.974051647484877,35.0,1.5607404484428737,32.50109892041366
axis:topt_scale,-0.4,-6.974051647484877,37.0,1.6218896462815495,35.80606724105771
axis:topt_scale,-0.4,-6.974051647484877,40.0,1.6686873840484753,39.348086566966074
axis:topt_scale,-0.4,-6.974051647484877,43.0,1.617101148743385,37.42667696730309
axis:topt_scale,-0.4,-6.974051647484877,45.0,1.4013436622411688,44.987602718565405
axis:topt_scale,-0.4,-6.974051647484877,47.0,0.36645384348134813,20.376353864466836
axis:topt_scale,-0.4,-6.974051647484877,50.0,0.0010351825788505727,6.808568092983804
axis:topt_scale,-0.35000000000000003,-6.482220331079067,15.0,0.004544635033480075,0.933200313972546
axis:topt_scale,-0.35000000000000003,-6.482220331079067,20.0,0.15903969273879157,6.879661388672585
axis:topt_scale,-0.35000000000000003,-6.482220331079067,25.0,0.6554004601386874,13.774651067540411
axis:topt_scale,-0.35000000000000003,-6.482220331079067,27.0,0.9457927130542593,19.47227471325774
axis:topt_scale,-0.35000000000000003,-6.482220331079067,30.0,1.2799361286145639,23.571198179941955
axis:topt_scale,-0.35000000000000003,-6.482220331079067,35.0,1.5568829904706452,32.31324888285629
axis:topt_scale,-0.35000000000000003,-6.482220331079067,37.0,1.6191123045429365,35.65517881005973
axis:topt_scale,-0.35000000000000003,-6.482220331079067,40.0,1.667366326067095,39.3057490058162
axis:topt_scale,-0.35000000000000003,-6.482220331079067,43.0,1.6170194113462577,37.422231966302675
axis:topt_scale,-0.35000000000000003,-6.482220331079067,45.0,1.4024171571060258,44.95408291608339
axis:topt_scale,-0.35000000000000003,-6.482220331079067,47.0,0.3682725173813567,20.409807903229837
axis:topt_scale,-0.35000000000000003,-6.482220331079067,50.0,0.0010358633345178764,6.8087266003061275
axis:topt_scale,-0.30000000000000004,-5.967508381654875,15.0,0.003217462097009773,0.8878101113224562
axis:topt_scale,-0.30000000000000004,-5.967508381654875,20.0,0.15283650406412225,6.671634332037118
axis:topt_scale,-0.30000000000000004,-5.967508381654875,25.0,0.637175545028378,13.428121496695065
axis:topt_scale,-0.30000000000000004,-5.967508381654875,27.0,0.9322108721717278,19.28492326035573
axis:topt_scale,-0.30000000000000004,-5.967508381654875,30.0,1.2702983980831966,23.707840908572557
axis:topt_scale,-0.30000000000000004,-5.967508381654875,35.0,1.552926754249997,32.12058855370092
axis:topt_scale,-0.30000000000000004,-5.967508381654875,37.0,1.6162521321961496,35.46940821710888
axis:topt_scale,-0.30000000000000004,-5.967508381654875,40.0,1.6659755429892154,39.25615304525198
axis:topt_scale,-0.30000000000000004,-5.967508381654875,43.0,1.616884471846484,37.41489375597849
axis:topt_scale,-0.30000000000000004,-5.967508381654875,45.0,1.4034554835353872,44.917139899571126
axis:topt_scale,-0.30000000000000004,-5.967508381654875,47.0,0.3700985222741573,20.44189270075745
axis:topt_scale,-0.30000000000000004,-5.967508381654875,50.0,0.001036540105213659,6.80889170250498
axis:topt_scale,-0.25,-5.4678073517495225,15.0,0.0019337888683562383,0.8438864504664754
axis:topt_scale,-0.25,-5.4678073517495225,20.0,0.14687733408218845,6.472148465439364
axis:topt_scale,-0.25,-5.4678073517495225,25.0,0.6183084040451098,13.157019707557199
axis:topt_scale,-0.25,-5.4678073517495225,27.0,0.9180814483839996,19.09001176043554
axis:topt_scale,-0.25,-5.4678073517495225,30.0,1.2604249942161196,23.846010962690173
axis:topt_scale,-0.25,-5.4678073517495225,35.0,1.5488675202633113,31.922912451370934
axis:topt_scale,-0.25,-5.4678073517495225,37.0,1.6133077898675834,35.31240623947014
axis:topt_scale,-0.25,-5.4678073517495225,40.0,1.6645120880790107,39.15973411743773
axis:topt_scale,-0.25,-5.4678073517495225,43.0,1.6167489487107058,37.40752380666156
axis:topt_scale,-0.25,-5.4678073517495225,45.0,1.4044570533081597,44.871368077689056
axis:topt_scale,-0.25,-5.4678073517495225,47.0,0.3719314935766675,20.47188437463252
axis:topt_scale,-0.25,-5.4678073517495225,50.0,0.0010372128263567053,6.809063613383465
axis:topt_scale,-0.2,-4.984021693505636,15.0,0.0006947912182351253,0.8015250670160049
axis:topt_scale,-0.2,-4.984021693505636,20.0,0.1409935231065884,6.275621064699846
axis:topt_scale,-0.2,-4.984021693505636,25.0,0.5987176431868949,13.214657361135483
axis:topt_scale,-0.2,-4.984021693505636,27.0,0.9032441434551942,18.888126332106662
axis:topt_scale,-0.2,-4.984021693505636,30.0,1.2499598575908268,23.802659138357118
axis:topt_scale,-0.2,-4.984021693505636,35.0,1.5447004565558609,31.719985269899762
axis:topt_scale,-0.2,-4.984021693505636,37.0,1.6102762006528555,35.16233072608452
axis:topt_scale,-0.2,-4.984021693505636,40.0,1.6629773193405886,38.98445177227253
axis:topt_scale,-0.2,-4.984021693505636,43.0,1.6168785255148173,37.41457038563453
axis:topt_scale,-0.2,-4.984021693505636,45.0,1.4054202283693569,44.795366637464575
axis:topt_scale,-0.2,-4.984021693505636,47.0,0.37377105776305214,20.529631164367927
axis:topt_scale,-0.2,-4.984021693505636,50.0,0.001037881437366714,6.809243386695729
axis:topt_scale,-0.15000000000000002,-4.612603821024295,15.0,0.0,
axis:topt_scale,-0.15000000000000002,-4.612603821024295,20.0,0.13518617884020165,6.080231820400844
axis:topt_scale,-0.15000000000000002,-4.612603821024295,25.0,0.5808961530126452,13.27033255027921
axis:topt_scale,-0.15000000000000002,-4.612603821024295,27.0,0.8851720072461727,18.67533464252472
axis:topt_scale,-0.15000000000000002,-4.612603821024295,30.0,1.2377545621670323,23.788396955173965
axis:topt_scale,-0.15000000000000002,-4.612603821024295,35.0,1.5404199425908585,31.511533301043986
axis:topt_scale,-0.15000000000000002,-4.612603821024295,37.0,1.607152012322569,35.00767119460758
axis:topt_scale,-0.15000000000000002,-4.612603821024295,40.0,1.6613896017080674,38.41961349963064
axis:topt_scale,-0.15000000000000002,-4.612603821024295,43.0,1.6169599141364424,37.41899641970563
axis:topt_scale,-0.15000000000000002,-4.612603821024295,45.0,1.4063433188928232,44.43045418767836
axis:topt_scale,-0.15000000000000002,-4.612603821024295,47.0,0.3756168329273609,20.618658026925132
axis:topt_scale,-0.15000000000000002,-4.612603821024295,50.0,0.0010385458820204995,6.809431453360963
axis:topt_scale,-0.1,-4.427323464361727,15.0,0.0,
axis:topt_scale,-0.1,-4.427323464361727,20.0,0.12945635898250454,5.889291255095234
axis:topt_scale,-0.1,-4.427323464361727,25.0,0.5643920495226986,12.953491642614653
axis:topt_scale,-0.1,-4.427323464361727,27.0,0.8630123309534653,18.720635078500123
axis:topt_scale,-0.1,-4.427323464361727,30.0,1.2247055440526609,23.60221820167629
axis:topt_scale,-0.1,-4.427323464361727,35.0,1.5360193289994082,31.297232734614553
axis:topt_scale,-0.1,-4.427323464361727,37.0,1.6039314231331252,34.84823944387301
axis:topt_scale,-0.1,-4.427323464361727,40.0,1.659739648150027,38.33256725179052
axis:topt_scale,-0.1,-4.427323464361727,43.0,1.6169912768275723,37.4207019694092
axis:topt_scale,-0.1,-4.427323464361727,45.0,1.4072293823220603,43.980666313840075
axis:topt_scale,-0.1,-4.427323464361727,47.0,0.3774596566102186,20.680022060670872
axis:topt_scale,-0.1,-4.427323464361727,50.0,0.001039206108631831,6.8096283634834105
axis:topt_scale,-0.05,-4.2989094272355555,15.0,0.0,
axis:topt_scale,-0.05,-4.2989094272355555,20.0,0.12385228551148318,5.551204813070179
axis:topt_scale,-0.05,-4.2989094272355555,25.0,0.5476290523944487,12.232747429878035
axis:topt_scale,-0.05,-4.2989094272355555,27.0,0.842093199420407,18.440283239455873
axis:topt_scale,-0.05,-4.2989094272355555,30.0,1.211038708287775,23.395532579011928
axis:topt_scale,-0.05,-4.2989094272355555,35.0,1.5314920682752509,31.07676472091581
axis:topt_scale,-0.05,-4.2989094272355555,37.0,1.600610184135771,34.68382513431405
axis:topt_scale,-0.05,-4.2989094272355555,40.0,1.6580124787221298,38.24141671513165
axis:topt_scale,-0.05,-4.2989094272355555,43.0,1.616970749296487,37.41958565179424
axis:topt_scale,-0.05,-4.2989094272355555,45.0,1.408074748863266,43.9595526129617
axis:topt_scale,-0.05,-4.2989094272355555,47.0,0.3792928697363691,20.714280319774776
axis:topt_scale,-0.05,-4.2989094272355555,50.0,0.001039862070515721,6.8098353816032
axis:topt_scale,0.0,-4.222477976570538,15.0,0.0,
axis:topt_scale,0.0,-4.222477976570538,20.0,0.11834294554443253,5.361107214410037
axis:topt_scale,0.0,-4.222477976570538,25.0,0.532543802270648,11.935151350736097
axis:topt_scale,0.0,-4.222477976570538,27.0,0.8216112608677085,18.197831158931137
axis:topt_scale,0.0,-4.222477976570538,30.0,1.196704095074697,23.456076446998143
axis:topt_scale,0.0,-4.222477976570538,35.0,1.526831668346877,30.8498131098087
axis:topt_scale,0.0,-4.222477976570538,37.0,1.5971836562400126,34.51419861282276
axis:topt_scale,0.0,-4.222477976570538,40.0,1.6562052344531948,38.14599875072689
axis:topt_scale,0.0,-4.222477976570538,43.0,1.6168964144917108,37.41597020263076
axis:topt_scale,0.0,-4.222477976570538,45.0,1.4088748931669104,43.93948842422541
axis:topt_scale,0.0,-4.222477976570538,47.0,0.38112494249750395,20.74581553250344
axis:topt_scale,0.0,-4.222477976570538,50.0,0.0010405137263009346,6.810053065922612
axis:topt_scale,0.05,-4.200203107827306,15.0,0.0,
axis:topt_scale,0.05,-4.200203107827306,20.0,0.11291748399343485,5.175176842531108
axis:topt_scale,0.05,-4.200203107827306,25.0,0.51764831236804,11.64437346742446
axis:topt_scale,0.05,-4.200203107827306,27.0,0.8010579002724225,17.927202851332844
axis:topt_scale,0.05,-4.200203107827306,30.0,1.1829475945681125,23.267495350897445
axis:topt_scale,0.05,-4.200203107827306,35.0,1.5220240259317517,30.615691101287705
axis:topt_scale,0.05,-4.200203107827306,37.0,1.593646583615382,34.339099695249416
axis:topt_scale,0.05,-4.200203107827306,40.0,1.654314710382592,38.04612612580411
axis:topt_scale,0.05,-4.200203107827306,43.0,1.6167662706525807,37.40889275308497
axis:topt_scale,0.05,-4.200203107827306,45.0,1.4096278972173661,43.9205052867762
axis:topt_scale,0.05,-4.200203107827306,47.0,0.38297463750563115,20.816355561855946
axis:topt_scale,0.05,-4.200203107827306,50.0,0.0010411610403762961,6.810282761661421
axis:topt_scale,0.1,-4.230980346163729,15.0,0.0,
axis:topt_scale,0.1,-4.230980346163729,20.0,0.10757490078302959,4.99200483154773
axis:topt_scale,0.1,-4.230980346163729,25.0,0.5028166292898587,11.355319566216957
axis:topt_scale,0.1,-4.230980346163729,27.0,0.7808753619623018,17.660048928818455
axis:topt_scale,0.1,-4.230980346163729,30.0,1.168652621579638,23.069521581907317
axis:topt_scale,0.1,-4.230980346163729,35.0,1.5171025352361611,30.3766638369095
axis:topt_scale,0.1,-4.230980346163729,37.0,1.5899650372615601,34.157552091078244
axis:topt_scale,0.1,-4.230980346163729,40.0,1.6523375493921921,37.94159385177217
axis:topt_scale,0.1,-4.230980346163729,43.0,1.616578223549388,37.39866642278513
axis:topt_scale,0.1,-4.230980346163729,45.0,1.4103317745334771,43.90263055481187
axis:topt_scale,0.1,-4.230980346163729,47.0,0.3848273168253989,20.886915200970357
axis:topt_scale,0.1,-4.230980346163729,50.0,0.001041803983397926,6.81052525115676
axis:topt_scale,0.15000000000000002,-4.323199101116266,15.0,0.0,
axis:topt_scale,0.15000000000000002,-4.323199101116266,20.0,0.10231425145438366,4.811506673690081
axis:topt_scale,0.15000000000000002,-4.323199101116266,25.0,0.4880481701745831,11.067685677696128
axis:topt_scale,0.15000000000000002,-4.323199101116266,27.0,0.7623365159808558,17.70366510163948
axis:topt_scale,0.15000000000000002,-4.323199101116266,30.0,1.1537216538707755,22.86378249787438
axis:topt_scale,0.15000000000000002,-4.323199101116266,35.0,1.5120582429633953,30.13190357237273
axis:topt_scale,0.15000000000000002,-4.323199101116266,37.0,1.5860641327811833,33.96758630054428
axis:topt_scale,0.15000000000000002,-4.323199101116266,40.0,1.650270105068444,37.83216460417456
axis:topt_scale,0.15000000000000002,-4.323199101116266,43.0,1.6163300774740168,37.38517180528666
axis:topt_scale,0.15000000000000002,-4.323199101116266,45.0,1.4109844647506253,43.885884474932915
axis:topt_scale,0.15000000000000002,-4.323199101116266,47.0,0.38668269148974804,20.95719894749808
axis:topt_scale,0.15000000000000002,-4.323199101116266,50.0,0.0010424425328905184,6.810782334521946
axis:topt_scale,0.2,-4.4591011402675464,15.0,0.0,
axis:topt_scale,0.2,-4.4591011402675464,20.0,0.09713361553576237,4.633505136939935
axis:topt_scale,0.2,-4.4591011402675464,25.0,0.47334040361927465,10.781326770085835
axis:topt_scale,0.2,-4.4591011402675464,27.0,0.743765795451561,17.386924288717456
axis:topt_scale,0.2,-4.4591011402675464,30.0,1.1383044525250021,22.68434250413693
axis:topt_scale,0.2,-4.4591011402675464,35.0,1.5068402503647285,29.878714982231415
axis:topt_scale,0.2,-4.4591011402675464,37.0,1.5820248312984628,33.770880868962976
axis:topt_scale,0.2,-4.4591011402675464,40.0,1.648108391336367,37.71755084746507
axis:topt_scale,0.2,-4.4591011402675464,43.0,1.6160195247055704,37.368283402690395
axis:topt_scale,0.2,-4.4591011402675464,45.0,1.4115838272754313,43.87027514752391
axis:topt_scale,0.2,-4.4591011402675464,47.0,0.3885402813069434,21.013901950482435
axis:topt_scale,0.2,-4.4591011402675464,50.0,0.0010430766739632398,6.811055242517819
axis:topt_scale,0.25,-4.6450808537979835,15.0,0.0,
axis:topt_scale,0.25,-4.6450808537979835,20.0,0.09202962497626307,4.457596369755969
axis:topt_scale,0.25,-4.6450808537979835,25.0,0.458687910817734,10.496096784250174
axis:topt_scale,0.25,-4.6450808537979835,27.0,0.7247358247314205,16.866024129359964
axis:topt_scale,0.25,-4.6450808537979835,30.0,1.122852203683162,22.46654703223862
axis:topt_scale,0.25,-4.6450808537979835,35.0,1.501427204468391,29.616061972869932
axis:topt_scale,0.25,-4.6450808537979835,37.0,1.5778357614486382,33.56688203494213
axis:topt_scale,0.25,-4.6450808537979835,40.0,1.6458526176994877,37.59761851879734
