fit,tol,consecutive,after_other,logL
E_LB,1e-07,6.165432238725863,4.4816197215422875,-45.25306337779159
E_LB,1e-09,2.5896987665419147e-08,3.8833853466258006e-08,-35.35273643069293
F_LB,1e-07,1.5604550475328978,45.788408399778966,-77.59019176744192
F_LB,1e-09,0.05250307630913298,0.5054570736359452,-31.80178334285094
E_NLDM,1e-07,0.12429382599606509,0.12423532574996088,0.7968640854965265
E_NLDM,1e-09,7.30615568045323e-12,1.238107749657047e-07,-0.19857535527252868
