tag,line,sign_changes,max_jump,max_jump_frac,range,ll_at_map,s_per_eval
both,axis:topt_scale,1,3.2066871437425952,0.18076686726405944,17.739352306517276,-4.222477976570538,8.1
both,axis:dCp_scale,3,7.833762751095399,0.2661964233810556,29.42850490474661,-4.222477976570538,7.88
both,axis:kcat_scale,1,1.6101408030944526,0.088372068243798,18.220019459683215,-4.222477976570538,7.66
both,axis:f_maint,1,0.10150700427979498,0.14346756764546428,0.7075257909901849,-4.222477976570538,7.5
both,axis:ngam_scale,1,0.37472915307830856,0.10079838554295127,3.7176106646929625,-4.222477976570538,7.54
both,axis:clearance_mult,3,0.13918352568161207,0.09453636464970727,1.4722749938326833,-4.222477976570538,7.53
both,PC1,1,0.884385621464796,0.1265696038882649,6.9873460475196545,-4.222477976570538,7.58
both,PC2,5,2.1811407164539034,0.3226236602409144,6.76063471236167,-4.222477976570538,7.51
both,PC3,1,0.6772095851614583,0.07619577623089913,8.887757545894445,-4.222477976570538,7.42
both,random1,1,2.447937138516359,0.16421369334976102,14.90702199421618,-4.222477976570538,7.78
both,random2,1,0.9016871732785283,0.08759350275819955,10.293996071462301,-4.222477976570538,7.56
both,random3,3,0.36456621524586197,0.08530254210170897,4.273802471339927,-4.222477976570538,7.44
