line,step_from,step_to,step_logL,T_C,growth_from,growth_to,o2_from,o2_to,w_from,w_to,d_growth_term,d_resp_term
PC2,-1.0,-0.95,2.1811407164539034,30.0,1.1318147435813426,1.1362648029232718,22.107921484526884,22.17891797378453,1.0,1.0,-0.010580608533681923,5.436795464619504e-05
PC2,-1.0,-0.95,2.1811407164539034,35.0,1.5152857342095285,1.516202406662461,29.979312282316002,30.038835393926245,1.0,1.0,0.004208314158631765,0.0006463686654533118
PC2,-1.0,-0.95,2.1811407164539034,37.0,1.586740601606688,1.5875515267422777,33.75506800949884,33.80523832501896,1.0,1.0,0.0034302533941480418,0.0006015729819000004
PC2,-1.0,-0.95,2.1811407164539034,40.0,1.6450012109447105,1.645839893805755,38.198882540440025,38.25254252001171,1.0,1.0,-0.0011673767918360944,-0.0005696638880905436
PC2,-1.0,-0.95,2.1811407164539034,43.0,1.6062613851887937,1.6072085463278787,36.57095898994597,36.63294810806574,1.0,1.0,0.0025363966352729417,0.0011025786382169445
PC2,-1.0,-0.95,2.1811407164539034,45.0,1.4587444959390916,1.4571682301906905,29.834451302063325,29.807543263965332,1.0,1.0,0.007553706304751495,7.970354987119066e-06
PC2,-1.0,-0.95,2.1811407164539034,47.0,0.7269489534484591,0.7076603509718002,24.865631811341277,24.718016868168675,1.0,1.0,0.18262767123598223,-0.0021738835866887962
PC2,-1.0,-0.95,2.1811407164539034,50.0,0.0011689427011369693,0.0011624793372306784,6.328762344540048,6.352119144581525,0.11689427011369692,0.11624793372306784,0.001421217195483826,0.00030040778579848437
PC3,0.7000000000000001,0.75,0.6772095851614583,15.0,0.0,0.0,,,0.0,0.0,-0.0018941052125883706,0.0
PC3,0.7000000000000001,0.75,0.6772095851614583,20.0,0.08688498744800369,0.08492726812603249,4.190961833783395,4.1174139697110625,1.0,1.0,-0.0161523372687421,-0.017796298231700036
PC3,0.7000000000000001,0.75,0.6772095851614583,25.0,0.4248451134350043,0.4180050931194629,9.777694689425845,9.640276878285528,1.0,1.0,-0.05961886587566989,-0.006347517502200861
PC3,0.7000000000000001,0.75,0.6772095851614583,27.0,0.6687367083463619,0.6585938833428456,15.272552314595112,14.995635770725427,1.0,1.0,-0.03596935077539287,-1.3215239601627182e-05
PC3,0.7000000000000001,0.75,0.6772095851614583,30.0,1.0968880120399882,1.0896953241065863,22.03616614709712,21.933793378951634,1.0,1.0,0.00879383387176369,-0.000740412226927667
PC3,0.7000000000000001,0.75,0.6772095851614583,35.0,1.4740440108670785,1.470215261651548,28.24082655788929,28.092889526954913,1.0,1.0,-0.012878347251937483,-0.002949072928271179
PC3,0.7000000000000001,0.75,0.6772095851614583,37.0,1.5444537904234905,1.5405964115292015,31.901368451533212,31.71080017493458,1.0,1.0,-0.029321555457554216,-0.0035710364556060803
PC3,0.7000000000000001,0.75,0.6772095851614583,40.0,1.606379511824982,1.6027060158230668,36.44016391996476,36.25698276479704,1.0,1.0,-0.0391447736556394,0.0009794630331608767
PC3,0.7000000000000001,0.75,0.6772095851614583,43.0,1.5838107798816494,1.5810106429246047,35.711387607793704,35.5672948129036,1.0,1.0,-0.002994392893831299,-0.003750374613409879
PC3,0.7000000000000001,0.75,0.6772095851614583,45.0,1.4558437663064192,1.4569634899482395,30.05197554674808,30.104141543485095,1.0,1.0,-0.005613778831903948,-0.001651255945434249
PC3,0.7000000000000001,0.75,0.6772095851614583,47.0,0.8146269763985128,0.845413289680416,25.805141234504813,26.038684717079636,1.0,1.0,-0.4487233827097934,0.002120616343959547
PC3,0.7000000000000001,0.75,0.6772095851614583,50.0,0.000903917710173549,0.000893887130558581,7.004271325906302,7.000262587264905,0.0903917710173549,0.08938871305585809,-0.0009853460914120982,0.0010119207572737016
axis:clearance_mult,0.5,0.55,0.13918352568161207,15.0,0.00027686935645033025,0.0007146356721981816,0.6152020489938999,0.6227832225793501,0.027686935645033026,0.07146356721981816,0.0024962885566943704,-0.1371120040628006
axis:clearance_mult,0.5,0.55,0.13918352568161207,20.0,0.12225912995424305,0.1226822824114083,5.2154372388001145,5.199697273129552,1.0,1.0,0.0034562256091161814,-0.0012849934989133116
axis:clearance_mult,0.5,0.55,0.13918352568161207,25.0,0.5379156461219088,0.5384960858273183,11.997371874982115,12.004094941353783,1.0,1.0,0.001664906981540648,-2.9453295463333085e-05
axis:clearance_mult,0.5,0.55,0.13918352568161207,27.0,0.8290001478314863,0.8295536644990834,18.446104756468056,18.47234353418404,1.0,1.0,-0.0033544990893723536,-0.0005727992542136073
axis:clearance_mult,0.5,0.55,0.13918352568161207,30.0,1.2049461122161376,1.205564115697411,23.65485426028815,23.67731852855475,1.0,1.0,-0.004123138414198313,-0.00012483681443009598
axis:clearance_mult,0.5,0.55,0.13918352568161207,35.0,1.531590010413892,1.5320237580231906,31.030430958546706,31.037938473616997,1.0,1.0,0.0004693446092839393,3.3874782970677586e-05
axis:clearance_mult,0.5,0.55,0.13918352568161207,37.0,1.6024367568127427,1.602839979347474,34.74948133787536,34.75548697063329,1.0,1.0,0.002851570198923903,2.6912563812819812e-05
axis:clearance_mult,0.5,0.55,0.13918352568161207,40.0,1.6636930533291459,1.6641829125940781,38.65523937554129,38.70265006237765,1.0,1.0,0.006047323595314236,-0.00038370677870458447
axis:clearance_mult,0.5,0.55,0.13918352568161207,43.0,1.6239419810472653,1.624435687709009,37.69392678748466,37.71152826094254,1.0,1.0,-0.0004779877806568855,0.00015322978086496075
axis:clearance_mult,0.5,0.55,0.13918352568161207,45.0,1.417350663496176,1.4182573397609903,43.52051082598011,43.47631959713027,1.0,1.0,-0.006622901910038559,-0.000583685473067086
axis:clearance_mult,0.5,0.55,0.13918352568161207,47.0,0.3816891272758496,0.38174333040381475,20.526649415747467,20.49548291050693,1.0,1.0,0.00017691014371512548,-0.0010782191663093466
axis:clearance_mult,0.5,0.55,0.13918352568161207,50.0,0.0010407916016272607,0.0010408083431182281,6.6820422787954055,6.777700008377001,0.10407916016272607,0.10408083431182281,2.760533673873411e-08,-0.0008119145710169667
axis:dCp_scale,0.9,0.95,7.833762751095399,15.0,0.0,0.0,,,0.0,0.0,0.0,0.0
axis:dCp_scale,0.9,0.95,7.833762751095399,20.0,0.0,0.0,,,0.0,0.0,0.0,0.0
axis:dCp_scale,0.9,0.95,7.833762751095399,25.0,0.1267093345478162,0.11431487223114169,1.4962776589482973,0.3614250812997887,1.0,1.0,-0.35013052327776606,-6.187301720320141
axis:dCp_scale,0.9,0.95,7.833762751095399,27.0,0.2805892267430353,0.25784858715421943,7.1597085609978,7.341708826042962,1.0,1.0,-0.6066706694233845,0.027136185789034872
axis:dCp_scale,0.9,0.95,7.833762751095399,30.0,0.7275345611803898,0.6918475050397964,16.326483856467302,15.343954273801145,1.0,1.0,-0.5461063569255873,-0.030239782001271975
axis:dCp_scale,0.9,0.95,7.833762751095399,35.0,1.413091555565458,1.403688516781635,27.524895456825337,27.055928683544504,1.0,1.0,-0.050154604418316484,-0.005272333757846748
axis:dCp_scale,0.9,0.95,7.833762751095399,37.0,1.5314121322645915,1.5266444622419026,31.306149565906296,31.073974128281968,1.0,1.0,-0.043623074871210754,-0.0024018683324424916
axis:dCp_scale,0.9,0.95,7.833762751095399,40.0,1.6340951019964398,1.6324843439550332,36.95442354117673,36.87979675048407,1.0,1.0,-0.021363594515878326,0.0004991994413936496
axis:dCp_scale,0.9,0.95,7.833762751095399,43.0,1.6077821064738809,1.6071320812026457,36.943540042501006,36.91080477252024,1.0,1.0,0.000280291982420966,-0.0003201326478018407
axis:dCp_scale,0.9,0.95,7.833762751095399,45.0,1.3940371199323305,1.3929935579839774,44.766903479456374,44.72556371945726,1.0,1.0,0.007254627107943223,-0.0004895617228369842
axis:dCp_scale,0.9,0.95,7.833762751095399,47.0,0.3224238913587869,0.31860962077746113,19.45430734164532,19.396307941540805,1.0,1.0,-0.022564287175346642,-0.0023709034484851177
axis:dCp_scale,0.9,0.95,7.833762751095399,50.0,0.001020963286544678,0.0010200804861138914,6.804690616984919,6.8044859957465595,0.10209632865446779,0.10200804861138914,-1.4559814892067813e-06,7.781332712726574e-05
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,15.0,0.0002893863143010637,6.293144314525919e-05,0.5669597926641526,0.5714785326338782,0.028938631430106367,0.0,-0.0012957500016255175,0.09871456219710541
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,20.0,0.12240021250496204,0.12217480878493223,5.279220719624836,5.283769969312649,1.0,1.0,-0.0018435791495480247,0.0003468975820956066
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,25.0,0.5363685415325439,0.5361560560179949,11.879763695459863,11.882840787418361,1.0,1.0,-0.0006345779938152774,-9.527153521426968e-06
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,27.0,0.8256767727126937,0.8254509109435287,18.141266420635777,18.144408906117878,1.0,1.0,0.0013197764564135683,-6.504260672035578e-05
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,30.0,1.2491490910194831,1.2462613837286869,23.80800283146973,23.845020490834475,1.0,1.0,0.024701549493170383,-0.00022046956269550222
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,35.0,1.569250996604375,1.5668943672567377,32.58953718565888,32.49288584811172,1.0,1.0,0.0003943008620567179,-0.00023325367307136524
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,37.0,1.6422363116348373,1.6397442027117082,36.407404981589224,36.30059077061598,1.0,1.0,-0.014926186388020124,-0.0002532756696567162
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,40.0,1.7048284379796617,1.7021339241351219,40.192389118677355,40.112941855691496,1.0,1.0,-0.030072215346791165,0.0007242724949967361
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,43.0,1.663539256307604,1.6609622808845346,39.32912048045001,39.25332647398906,1.0,1.0,0.0056426897764876305,-0.0005071179418582039
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,45.0,1.4512075704337244,1.448855755030029,42.90056547725607,42.95828341875937,1.0,1.0,0.018279980983331168,0.0008003894644994514
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,47.0,0.38164899710921785,0.3816233577729891,20.325678311318978,20.352867776465555,1.0,1.0,-8.377153779071111e-05,0.000966040652976119
axis:f_maint,-0.9,-0.8500000000000001,0.10150700427979498,50.0,0.0010421718002429675,0.001042079685023968,6.2059451567541455,6.239506683943515,0.10421718002429675,0.10420796850239679,-1.518882339901495e-07,-0.0002385367699918317
axis:kcat_scale,-1.0,-0.95,1.610140803094449,15.0,0.0,0.0,,,0.0,0.0,0.0,0.0
axis:kcat_scale,-1.0,-0.95,1.610140803094449,20.0,0.05290424118341748,0.05536575838641833,3.1231331135767895,3.207399136906367,1.0,1.0,0.030395533809786768,0.03238956794301817
axis:kcat_scale,-1.0,-0.95,1.610140803094449,25.0,0.2923679561299289,0.3014353911682614,7.2664843030255,7.437224526257507,1.0,1.0,0.1589600775326292,0.01674602605163278
axis:kcat_scale,-1.0,-0.95,1.610140803094449,27.0,0.45838457193578497,0.4724449227168547,11.08367214479479,11.357888274142724,1.0,1.0,0.2138467190741531,0.009473122417684054
axis:kcat_scale,-1.0,-0.95,1.610140803094449,30.0,0.8021788940632265,0.824410414589441,18.07397251499746,18.37354944647788,1.0,1.0,0.238069414699001,0.004445926084244767
axis:kcat_scale,-1.0,-0.95,1.610140803094449,35.0,1.2398616885853186,1.2569056584916631,23.96133260616658,23.72642987044611,1.0,1.0,0.1848625059842346,-0.0047472498901866
axis:kcat_scale,-1.0,-0.95,1.610140803094449,37.0,1.3298947532500605,1.3435247625133313,24.379816081231308,24.808729486331195,1.0,1.0,0.19870385073075747,0.012022987271055885
axis:kcat_scale,-1.0,-0.95,1.610140803094449,40.0,1.3911356315147032,1.4053666937603215,27.87066217402119,28.449804275229443,1.0,1.0,0.28894004988324795,0.0028168821765235386
axis:kcat_scale,-1.0,-0.95,1.610140803094449,43.0,1.3352577012638684,1.3501742596842985,25.689186660355322,26.428939096392927,1.0,1.0,0.12030124176189971,0.025923709583300925
axis:kcat_scale,-1.0,-0.95,1.610140803094449,45.0,1.154760558557887,1.1661985070478016,29.07416614015214,29.78493692215242,1.0,1.0,-0.04079773424035382,0.028771748608134695
axis:kcat_scale,-1.0,-0.95,1.610140803094449,47.0,0.21312522282814408,0.21946503189842603,14.571705642375113,14.864216580867495,1.0,1.0,0.06613640399518261,0.02435059634947856
axis:kcat_scale,-1.0,-0.95,1.610140803094449,50.0,0.0005785843589967566,0.0005959601168932852,6.784610238853318,6.785567329737559,0.05785843589967566,0.059596011689328515,2.8790492939634316e-05,-0.0014993686163235487
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,15.0,0.002710517025485275,0.0016813198011065304,0.5265636767687022,0.5391847862978888,0.2710517025485275,0.16813198011065303,-0.005761734302240917,0.3845345531624338
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,20.0,0.1248110406465017,0.1237856849585156,5.230563762111405,5.251258181314545,1.0,1.0,-0.00826025924626872,0.0016386720170273872
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,25.0,0.538641051203057,0.5376746106034066,11.846845714023937,11.860849960822776,1.0,1.0,-0.0027749153100911084,-3.914523622106092e-05
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,27.0,0.8280924999648163,0.8270650606231609,18.10765565144638,18.12195073657786,1.0,1.0,0.006124643944781738,-0.0002943971607909379
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,30.0,1.2009388951091313,1.2002675728366115,23.31297065907716,23.335656524273986,1.0,1.0,0.004340389370118158,-0.00010615474255348811
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,35.0,1.5322113239466935,1.5313585132842558,30.59206992007293,30.632928695564026,1.0,1.0,-0.0009234448722047484,0.0002105815656161525
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,37.0,1.6023404297285475,1.6015229514842382,34.223622202970894,34.26968586931096,1.0,1.0,-0.005797473225358396,0.0002399082367297023
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,40.0,1.6613142042265294,1.6605043040728893,37.8334691239856,37.88301292708468,1.0,1.0,-0.01007171239880389,-0.00036987553005096707
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,43.0,1.6217915470158975,1.621015545442318,37.03688718616451,37.0969813747943,1.0,1.0,0.0006819309605010648,0.0005757763909215452
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,45.0,1.4151681603595223,1.4141705192905107,43.785039896154075,43.80952387077387,1.0,1.0,0.007241938322869235,0.0003151412072276427
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,47.0,0.38192322520755045,0.3818065925303311,20.03487066538091,20.158554833797115,1.0,1.0,-0.00037991855659758045,0.004562278377200024
axis:ngam_scale,-0.3,-0.25,0.37472915307830856,50.0,0.0010431570278194402,0.001042737998073369,5.846984279481644,5.999654901037408,0.10431570278194402,0.10427379980733689,-6.909295565682427e-07,-0.0009569389424610164
axis:topt_scale,0.95,1.0,3.2066871437425988,15.0,0.0,0.0,,,0.0,0.0,0.0,0.0
axis:topt_scale,0.95,1.0,3.2066871437425988,20.0,0.020221355836190627,0.018710103464840876,1.1315368664560725,1.2320457080803244,1.0,1.0,-0.021866630652768837,0.23688984351684272
axis:topt_scale,0.95,1.0,3.2066871437425988,25.0,0.18875463446768384,0.14564974887447277,7.308147679335979,6.297725731125613,1.0,1.0,-1.0953765435531713,-0.12615052926768988
axis:topt_scale,0.95,1.0,3.2066871437425988,27.0,0.3794916088399779,0.32392822997897247,9.160957666907333,8.07980271691104,1.0,1.0,-1.2143827406844405,-0.10163017728016521
axis:topt_scale,0.95,1.0,3.2066871437425988,30.0,0.8349016346395991,0.77668068943225,18.892310132460466,18.11208876128533,1.0,1.0,-0.6428386208370258,-0.01043483667099021
axis:topt_scale,0.95,1.0,3.2066871437425988,35.0,1.3906450178515501,1.3778149942572033,26.58625837503108,25.95177083950462,1.0,1.0,-0.07911253199001078,-0.008606828807796396
axis:topt_scale,0.95,1.0,3.2066871437425988,37.0,1.4997940048265992,1.4915371699636852,30.137221547830727,29.731324952312157,1.0,1.0,-0.08332392042318526,-0.005235595716139518
axis:topt_scale,0.95,1.0,3.2066871437425988,40.0,1.6021482797297995,1.597687582630884,35.509441084594144,35.2857792889332,1.0,1.0,-0.06362156826686505,0.0011838432904955898
axis:topt_scale,0.95,1.0,3.2066871437425988,43.0,1.6015605365472556,1.5997036264150006,36.630221806629244,36.536707820018655,1.0,1.0,0.0003939832436772317,-0.0009609530985675852
axis:topt_scale,0.95,1.0,3.2066871437425988,45.0,1.4123454898083778,1.4116795443327694,43.75150383511044,43.767229443163764,1.0,1.0,0.004808439836995415,0.00020307593413693148
axis:topt_scale,0.95,1.0,3.2066871437425988,47.0,0.4163322224030574,0.41815717886055337,21.178655523334616,21.188066664927796,1.0,1.0,0.0031467793543885625,0.0002929938809910215
axis:topt_scale,0.95,1.0,3.2066871437425988,50.0,0.001052088674578978,0.001052718727344035,6.819589903097939,6.820880188602592,0.1052088674578978,0.1052718727344035,1.0387757674590326e-06,-6.56643270774554e-05
random1,0.95,1.0,2.4479371385163624,15.0,0.0,0.0,,,0.0,0.0,-0.001997380811520899,0.0
random1,0.95,1.0,2.4479371385163624,20.0,0.011546412868671937,0.008058239688858134,1.15756262148698,0.5425771426839928,1.0,0.8058239688858133,-0.03720358816547731,-1.4870037250662294
random1,0.95,1.0,2.4479371385163624,25.0,0.2264882351694745,0.21371357248567355,7.608971655525545,7.681292492574464,1.0,1.0,-0.22312104457702375,0.006083610996455935
random1,0.95,1.0,2.4479371385163624,27.0,0.410833905484703,0.39294971471929124,10.042609274013772,9.709854551859312,1.0,1.0,-0.2788797759220294,-0.02108197113246546
random1,0.95,1.0,2.4479371385163624,30.0,0.8478610832801156,0.8225247713454809,19.39095992062433,19.06925929937637,1.0,1.0,-0.21898764851041053,-0.0035404758438917217
random1,0.95,1.0,2.4479371385163624,35.0,1.4134764591106355,1.405881057633668,27.93515315056783,27.86566902116433,1.0,1.0,-0.03748757366285116,-0.000850826729110632
random1,0.95,1.0,2.4479371385163624,37.0,1.5131663747304924,1.5078768792858714,31.088129211254486,30.867701375197075,1.0,1.0,-0.04383718324483521,-0.002670967127541557
random1,0.95,1.0,2.4479371385163624,40.0,1.6040391900058713,1.600626441413203,36.158287709857234,36.0297488655598,1.0,1.0,-0.03470160776812037,0.0009535947236569697
random1,0.95,1.0,2.4479371385163624,43.0,1.5756427314043249,1.5730271467045882,36.10621337548168,36.02094888935824,1.0,1.0,-0.0035926990211061494,-0.0011824287617862028
random1,0.95,1.0,2.4479371385163624,45.0,1.3652306194284332,1.3629140384769693,45.47497147052888,45.41913966658113,1.0,1.0,0.0163736649756272,-0.0009191666034311652
random1,0.95,1.0,2.4479371385163624,47.0,0.21827843460332436,0.21173829950482284,17.397447594111586,17.15016242740916,1.0,1.0,-0.05821506342773264,-0.015027920814560503
random1,0.95,1.0,2.4479371385163624,50.0,0.0009347210153319014,0.0009299474133293535,7.872522598115735,7.932218977936908,0.09347210153319015,0.09299474133293535,-0.0010234277420302917,-2.3532931728964535e-05
random2,0.8500000000000001,0.9,0.9016871732785283,15.0,0.0,0.0,,,0.0,0.0,0.0007349427260923136,0.0
random2,0.8500000000000001,0.9,0.9016871732785283,20.0,0.07622796259524026,0.07411521524195647,3.915394306966937,3.842613387401961,1.0,1.0,-0.026729954818407897,-0.016506141867778212
random2,0.8500000000000001,0.9,0.9016871732785283,25.0,0.3860832229028038,0.3786255898941507,9.009015558526386,8.859534529809235,1.0,1.0,-0.100462415474736,-0.006996312576342811
random2,0.8500000000000001,0.9,0.9016871732785283,27.0,0.6094938520153943,0.5984194964925172,13.861647893971764,13.64013800822778,1.0,1.0,-0.08323803130169494,-0.001289457791082027
random2,0.8500000000000001,0.9,0.9016871732785283,30.0,0.9740889830347687,0.9621464923089823,20.215053879308392,20.040855464929212,1.0,1.0,-0.04712460775371774,-0.001280765550577434
random2,0.8500000000000001,0.9,0.9016871732785283,35.0,1.388700165362873,1.3799533617452036,25.864423333505258,25.501445873129,1.0,1.0,-0.05585898203292572,-0.0055300310028979505
random2,0.8500000000000001,0.9,0.9016871732785283,37.0,1.4687989722565582,1.4614666807616454,28.005200876028383,27.822986888135794,1.0,1.0,-0.08509398867487028,-0.003360360749461777
random2,0.8500000000000001,0.9,0.9016871732785283,40.0,1.5315902190901982,1.5246242075483127,31.59974795751727,31.236195619127486,1.0,1.0,-0.12438211886508821,-5.573855333229627e-05
random2,0.8500000000000001,0.9,0.9016871732785283,43.0,1.5140672266194304,1.5081114543953162,31.83412677171711,31.51285493980072,1.0,1.0,-0.01567659754031192,-0.006175978021666029
random2,0.8500000000000001,0.9,0.9016871732785283,45.0,1.3922048657277606,1.389729034108459,27.849997285603816,27.81727706772547,1.0,1.0,0.016453174741194898,-0.0012563973536372508
random2,0.8500000000000001,0.9,0.9016871732785283,47.0,0.7611350483370917,0.7847592457390647,24.939187884214473,25.109846950893115,1.0,1.0,-0.34144509270321155,0.00243219094562086
random2,0.8500000000000001,0.9,0.9016871732785283,50.0,0.0008943823010679569,0.0008864876161413578,6.198662934869943,6.1739420681761175,0.08943823010679569,0.08864876161413578,0.00038553663399837346,0.0007699543063055536
random3,0.9,0.95,0.36456621524586197,15.0,0.0,0.0,,,0.0,0.0,-0.0005146743708908108,0.0
random3,0.9,0.95,0.36456621524586197,20.0,0.1031272560860908,0.10209068013023609,5.323207767606782,3.866025019076083,1.0,1.0,-0.008942821070107687,-0.2577567656412495
random3,0.9,0.95,0.36456621524586197,25.0,0.5795601407637787,0.5817010567214216,14.323607345818862,14.275823609132427,1.0,1.0,-0.0004571053663660063,0.0020674738044397234
random3,0.9,0.95,0.36456621524586197,27.0,0.8640325367404689,0.8645517007269692,18.504602910531652,18.519299420204252,1.0,1.0,-0.003969145849389011,0.00152787348327299
random3,0.9,0.95,0.36456621524586197,30.0,1.2320294583134888,1.233446496361154,23.827627057319237,23.85594574583081,1.0,1.0,-0.010580985626260198,0.0005292008060523434
random3,0.9,0.95,0.36456621524586197,35.0,1.550031547527973,1.5510141380469962,32.40448447000695,32.48154721530408,1.0,1.0,-0.00018568977343869086,-3.100757134011367e-05
random3,0.9,0.95,0.36456621524586197,37.0,1.6184960284743395,1.6194608223216769,36.09364919859178,36.173627436788415,1.0,1.0,0.006522635934229637,-7.104923530820706e-05
random3,0.9,0.95,0.36456621524586197,40.0,1.6726493503054503,1.6732263729764343,39.51961288777846,39.579962516565395,1.0,1.0,0.008838356880171094,0.0011244328869396414
random3,0.9,0.95,0.36456621524586197,43.0,1.6185012902194182,1.6182739020439671,38.00954884410588,38.02639442335883,1.0,1.0,-0.00038358306395369635,-0.0014516995383856424
random3,0.9,0.95,0.36456621524586197,45.0,1.3926261728625309,1.3915507478693412,46.42918769324185,46.426710215702,1.0,1.0,0.007975661314832738,-0.002469413921809216
random3,0.9,0.95,0.36456621524586197,47.0,0.21664333090731835,0.2094252909042917,16.939950909504184,16.559346923556504,1.0,1.0,-0.0730586036990073,-0.032131832892920986
random3,0.9,0.95,0.36456621524586197,50.0,0.0011988698154255298,0.001208832651861186,7.542059456308981,7.5839251575499524,0.11988698154255298,0.12088326518611861,-0.000251891474122079,-0.0008955816979440284
