rxn_id,mw_kDa,kcat_s,source,group
TR2900036_CYTMEM__plas,31.9,6.567,dlkcat,Transporters pathway
TO1000926_CYTMEM__plas,95.135714,3.6436,dlkcat,Transporters pathway
TR0011624_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R02372__cyto,69.47,1.3251,dlkcat,Pyrimidine metabolism
TO1000365_CYTMEM__plas,60.686667,0.8848,dlkcat,Transporters pathway
R08359__cyto,35.915,1.0904,dlkcat,Glutathione metabolism
R01724__cyto,47.9,28.736,dlkcat,Nicotinate and nicotinamide metabolism
R00191__cyto,46.74,1.94,dlkcat,Purine metabolism
R03018__cyto,63.44,29.36,dlkcat,Pantothenate and CoA biosynthesis
R08177__pero,33.66,13.6137,dlkcat,Biosynthesis of unsaturated fatty acids
TR2901003_CYTMEM__plas,34.64,2.8127,dlkcat,Transporters pathway
R00569__cyto,80.86,18.5305,dlkcat,Pyrimidine metabolism
R03238__cyto,107.505,9.1048,dlkcat,Galactose metabolism
R07384__cyto,44.7,4.1414,dlkcat,Ether lipid metabolism
R02541__cyto,84.445,13.7,default_13.7,Sphingolipid metabolism
R03348__cyto,32.38,0.4493,dlkcat,Nicotinate and nicotinamide metabolism
R07274__cyto,45.745,9.4077,dlkcat,Biosynthesis of amino acids
R05639__cyto,52.77,2.4891,dlkcat,Steroid biosynthesis
R07494__cyto,38.72,0.6993,dlkcat,Steroid biosynthesis
TR1000212_CYTMEM__plas,60.932,61.2846,dlkcat,Transporters pathway
TR0012785_CYTMEM__plas,108.486667,14.166,dlkcat,Transporters pathway
TO0010516_EXTR__plas,59.41,15.2819,dlkcat,Transporters pathway
R02030__mito,27.78,13.7,default_13.7,Glycerophospholipid metabolism
R01857__cyto,16.86,1.6951,dlkcat,Purine metabolism
R12173__cyto,59.47,2.0143,dlkcat,Biosynthesis of unsaturated fatty acids
R00710__cyto,58.812,123.0748,dlkcat,Glycolysis / Gluconeogenesis
R04420__cyto,44.56,34.7481,dlkcat,Cysteine and methionine metabolism
R02568__cyto,39.67,0.4664,dlkcat,Fructose and mannose metabolism
R03304__cyto,28.94,48.2956,dlkcat,Tyrosine metabolism
R02250__cyto,52.10375,13.7,default_13.7,Glycerolipid metabolism
R00590__pero,37.385,2.9804,dlkcat,Cysteine and methionine metabolism
R12119__mito,59.48,0.3203,dlkcat,
R10633__cyto,55.92,13.7,default_13.7,Nicotinate and nicotinamide metabolism
R04856__cyto,30.896,13.7,default_13.7,Sphingolipid metabolism
R02855__cyto,44.89,12.195,dlkcat,Butanoate metabolism
R00157__cyto,26.57,13.7,default_13.7,
TR0000404_CYTMEM__plas,32.98,0.1863,dlkcat,Transporters pathway
R02537__pero,53.566667,339.68,dlkcat,Phenylalanine metabolism
R00275__cyto,24.306,67.241,dlkcat,
R07394__cyto,26.76,6.4083,dlkcat,Cysteine and methionine metabolism
R00964__cyto,69.47,1.2505,dlkcat,Pyrimidine metabolism
TR0001080_CYTMEM__plas,47.15,10.1373,dlkcat,Transporters pathway
TZ2900039_CYTMEM__plas,85.15,1.0076,dlkcat,Transporters pathway
R11218__cyto,59.885,13.7,default_13.7,
TR0015429_CYTMEM__plas,108.486667,13.7,default_13.7,Transporters pathway
R00939__mito,16.5,7.0826,dlkcat,Folate biosynthesis
R02850__cyto,56.453333,19.1668,dlkcat,
R00621__mito,113.41,1.2496,dlkcat,Citrate cycle (TCA cycle)
TR2000083_CYTMEM__plas,37.08,0.2701,dlkcat,Transporters pathway
R03084__cyto,170.15,7.4574,dlkcat,"Phenylalanine, tyrosine and tryptophan biosynthesis"
TR1000276_CYTMEM__plas,60.932,68.9681,dlkcat,Transporters pathway
TR2000128_CYTMEM__plas,32.76,81.3504,dlkcat,Transporters pathway
R00867__cyto,56.453333,23.1388,dlkcat,Fructose and mannose metabolism
R07491__cyto,47.22,0.2631,dlkcat,Steroid biosynthesis
TR0003225_CYTMEM__plas,108.486667,7.6358,dlkcat,Transporters pathway
R01083__cyto,54.49,2.5555,dlkcat,Purine metabolism
R02978__cyto,37.55,0.7131,dlkcat,Sphingolipid metabolism
TR0002557_CYTMEM__plas,108.486667,1.7929,dlkcat,Transporters pathway
R02035__cyto,34.07,11.0779,dlkcat,Pentose phosphate pathway
R12427__mito,31.79,13.7,default_13.7,Lipoic acid metabolism
R00428__cyto,30.98,13.7,default_13.7,Folate biosynthesis
R12152__cyto,65.71,6.7475,dlkcat,
R02694__cyto,72.18,13.7,default_13.7,
R04725__cyto,130.5775,13.7,default_13.7,Fatty acid biosynthesis
TR0000056_CYTMEM__plas,46.88,11.657,dlkcat,Transporters pathway
R03363__cyto,88.4,13.7,default_13.7,Inositol phosphate metabolism
TR0015426_CYTMEM__plas,108.486667,13.7,default_13.7,Transporters pathway
R07509__cyto,35.88,1.719,dlkcat,Steroid biosynthesis
R04945__cyto,66.08,2.1104,dlkcat,
TR0002544_CYTMEM__plas,36.06,0.5773,dlkcat,Transporters pathway
R04513__mito,39.62,13.7,default_13.7,Inositol phosphate metabolism
R07483__cyto,52.77,9.1692,dlkcat,Steroid biosynthesis
R03401__cyto,42.39,0.5505,dlkcat,alpha-Linolenic acid metabolism
R02665__cyto,19.45,0.388,dlkcat,Tryptophan metabolism
R00402__cyto,62.765,0.494,dlkcat,Carbon fixation pathways in prokaryotes
R00782__cyto,42.89,1.1816,dlkcat,Cysteine and methionine metabolism
R11099__cyto,37.385,4.9354,dlkcat,Spontaneous
R00870__cyto,30.325,630.8896,dlkcat,Fructose and mannose metabolism
R00127__mito,30.745,13.7,default_13.7,Purine metabolism
R03650__cyto,87.8,0.5861,dlkcat,Aminoacyl-tRNA biosynthesis
R00342__cyto,35.676667,99.201,dlkcat,Citrate cycle (TCA cycle)
TR2000679_CYTMEM__plas,51.63,10.4713,dlkcat,Transporters pathway
TO1000125_CYTMEM__plas,60.686667,50.6523,dlkcat,Transporters pathway
R07762__cyto,39.07,13.7,default_13.7,Fatty acid biosynthesis
TR2900310_CYTMEM__plas,32.76,81.3504,dlkcat,Transporters pathway
R00939__cyto,16.5,7.0826,dlkcat,Folate biosynthesis
R01315__e_r_,55.99,13.7,default_13.7,Glycerophospholipid metabolism
TO1003705_CYTMEM__plas,70.25,11.4134,dlkcat,Transporters pathway
R07238__mito,59.81,5.6602,dlkcat,
R05190__cyto,173.86,10.9024,dlkcat,Fatty acid biosynthesis
TR1000074_CYTMEM__plas,59.725455,23.4034,dlkcat,Transporters pathway
TR2900153_CYTMEM__plas,42.78,6.6445,dlkcat,Transporters pathway
R01899__mito,47.055,7.2653,dlkcat,2-Oxocarboxylic acid metabolism
R04953__cyto,122.9675,13.7,default_13.7,Fatty acid biosynthesis
TR0000829_CYTMEM__plas,108.486667,4.468,dlkcat,Transporters pathway
TO1001017_CYTMEM__plas,95.135714,64.436,dlkcat,Transporters pathway
R01324__cyto,85.75,12.7182,dlkcat,2-Oxocarboxylic acid metabolism
R02408__cyto,42.89,2.0028,dlkcat,Cysteine and methionine metabolism
R04990__mito,55.17,2.4585,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
TO1000493_CYTMEM__plas,60.686667,0.1772,dlkcat,Transporters pathway
TR2900160_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R03341__cyto,69.5,4.3077,dlkcat,Isoquinoline alkaloid biosynthesis
TO0000654_CYTMEM__plas,45.88,0.8819,dlkcat,Transporters pathway
R04543__cyto,122.9675,13.7,default_13.7,Fatty acid biosynthesis
R03968__cyto,85.09,2.7613,dlkcat,2-Oxocarboxylic acid metabolism
TR0012582_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R00181__cyto,87.88,13.7,default_13.7,Purine metabolism
R02297__cyto,32.79,2.6476,dlkcat,Purine metabolism
R01082__mito,51.72,6.5129,dlkcat,Citrate cycle (TCA cycle)
R03469__cyto,62.47,13.7,default_13.7,Inositol phosphate metabolism
R00702__cyto,50.71,0.2339,dlkcat,Sesquiterpenoid and triterpenoid biosynthesis
R01954__cyto,46.24,4.4071,dlkcat,Biosynthesis of amino acids
TR0000012_CYTMEM__plas,57.5175,13.7,default_13.7,Transporters pathway
TR0000067_CYTMEM__plas,73.417,13.7,default_13.7,Transporters pathway
R00089__cyto,110.52,13.7,default_13.7,Purine metabolism
R00372__cyto,41.78,6.581,dlkcat,Carbon metabolism
R00529__cyto,58.88,11.9712,dlkcat,Purine metabolism
TR1000644_CYTMEM__plas,58.226667,5.7817,dlkcat,Transporters pathway
R11218__mito,59.885,13.7,default_13.7,
R01074__cyto,74.115,3.2061,dlkcat,Biotin metabolism
TR0011715_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R07043__cyto,65.45,4.7523,dlkcat,Arachidonic acid metabolism
TR2900039_CYTMEM__plas,31.9,13.5958,dlkcat,Transporters pathway
R03596__cyto,34.75,1.5335,dlkcat,Selenocompound metabolism
R12085__cyto,37.18,153.3433,dlkcat,Arginine and proline metabolism
R00494__cyto,68.92,11.3648,dlkcat,Glutathione metabolism
R06527__cyto,51.36,6.0871,dlkcat,Sphingolipid metabolism
R00707__mito,65.33,7.3282,dlkcat,Arginine and proline metabolism
R00114__cyto,235.87,10.98,dlkcat,Nitrogen metabolism
R03088__cyto,65.45,1.5037,dlkcat,
R03654__cyto,73.83,3.4131,dlkcat,Aminoacyl-tRNA biosynthesis
TO1000310_CYTMEM__plas,95.135714,11.3211,dlkcat,Transporters pathway
TR1000258_CYTMEM__plas,60.932,63.8967,dlkcat,Transporters pathway
R12423__mito,45.87,13.7,default_13.7,Lipoic acid metabolism
R00927__cyto,42.325,26.8076,dlkcat,"Valine, leucine and isoleucine degradation"
R00719__cyto,80.86,14.5124,dlkcat,Purine metabolism
R03050__mito,74.55,5.5971,dlkcat,
R00935__cyto,16.5,0.3787,dlkcat,Propanoate metabolism
R03659__cyto,76.025,4.7371,dlkcat,Aminoacyl-tRNA biosynthesis
R04911__cyto,34.16,7.2325,dlkcat,Tryptophan metabolism
TR0000776_CYTMEM__plas,108.486667,10.1691,dlkcat,Transporters pathway
R11319__cyto,30.745,22.7532,dlkcat,Thiamine metabolism
TR0015541_CYTMEM__plas,67.958889,13.7,default_13.7,Transporters pathway
R01041__cyto,36.843333,12.0026,dlkcat,Glycerolipid metabolism
R00122__cyto,80.86,13.7,default_13.7,Purine metabolism
R01354__cyto,74.31,5.5428,dlkcat,Propanoate metabolism
R00330__cyto,16.86,13.7,default_13.7,Purine metabolism
TR1008367_CYTMEM__plas,63.976,157.68,dlkcat,Transporters pathway
R02697__pero,53.566667,348.9281,dlkcat,Tyrosine metabolism
R01082__cyto,51.72,6.5129,dlkcat,Citrate cycle (TCA cycle)
TR2900183_CYTMEM__plas,42.78,6.9472,dlkcat,Transporters pathway
R00994__cyto,40.14,44.4604,dlkcat,2-Oxocarboxylic acid metabolism
R04360__cyto,32.771667,13.7,default_13.7,Ether lipid metabolism
R05069__mito,44.46,1.4759,dlkcat,2-Oxocarboxylic acid metabolism
R09365__cyto,85.88,3.1814,dlkcat,Selenocompound metabolism
TR2901049_CYTMEM__plas,34.64,7.357,dlkcat,Transporters pathway
TR1000108_CYTMEM__plas,60.322727,40.4284,dlkcat,Transporters pathway
R01320__cyto,23.76,13.7,default_13.7,Glycerophospholipid metabolism
R03096__cyto,64.786667,2.2101,dlkcat,Tryptophan metabolism
R04957__cyto,218.285,13.7,default_13.7,Fatty acid biosynthesis
R04586__cyto,84.78,13.7,default_13.7,
TR0012599_CYTMEM__plas,108.486667,13.7,default_13.7,Transporters pathway
R00369__cyto,41.78,7.1115,dlkcat,"Alanine, aspartate and glutamate metabolism"
TR2900120_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R12026__cyto,38.52,34.0474,dlkcat,Thiamine metabolism
R07238__cyto,59.81,5.6602,dlkcat,
R03302__pero,53.566667,129.893,dlkcat,Tyrosine metabolism
TR0000015_CYTMEM__plas,89.36,13.7,default_13.7,Transporters pathway
R00706__cyto,59.31,4.771,dlkcat,Inositol phosphate metabolism
R07364__cyto,24.38,140.5141,dlkcat,Cysteine and methionine metabolism
R00774__cyto,201.13,1530.2804,dlkcat,Arginine biosynthesis
R03646__cyto,74.63,0.9447,dlkcat,Aminoacyl-tRNA biosynthesis
R00115__cyto,53.75,123.1761,dlkcat,Glutathione metabolism
TR2900171_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R04640__cyto,30.69,6.1486,dlkcat,Histidine metabolism
R00926__cyto,74.31,5.5428,dlkcat,Propanoate metabolism
TZ2900003_CYTMEM__plas,50.33,1.4848,dlkcat,Transporters pathway
R08282__cyto,53.566667,18.5555,dlkcat,
R09366__cyto,42.89,1.331,dlkcat,Selenocompound metabolism
R02124__cyto,39.8325,140.5139,dlkcat,
R01579__cyto,46.375,49.178,dlkcat,D-Glutamine and D-glutamate metabolism
R00156__cyto,16.86,13.7,default_13.7,Pyrimidine metabolism
TO1001217_CYTMEM__plas,70.25,9.2474,dlkcat,Transporters pathway
R00217__mito,70.53,12.232,dlkcat,Pyruvate metabolism
R01959__cyto,34.16,8.3263,dlkcat,Tryptophan metabolism
TR0002198_CYTMEM__plas,79.254545,128.4737,dlkcat,Transporters pathway
TR2900227_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R01201__cyto,62.72,6.2568,dlkcat,Amino sugar and nucleotide sugar metabolism
TR0011789_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R10828__cyto,36.81,13.7,default_13.7,Fatty acid elongation
R01858__cyto,55.49,11.3027,dlkcat,Purine metabolism
R04958__cyto,229.63,13.7,default_13.7,Fatty acid biosynthesis
R05724__cyto,45.9,2.231,dlkcat,
R00876__cyto,56.453333,23.1388,dlkcat,
TO0021423_CYTMEM__plas,45.88,0.8455,dlkcat,Transporters pathway
R09375__cyto,24.71,98.0215,dlkcat,Riboflavin metabolism
R01920__cyto,35.915,1.0904,dlkcat,Glutathione metabolism
R04891__pero,53.566667,79.6718,dlkcat,Tyrosine metabolism
TR2900009_CYTMEM__plas,31.89,3.0048,dlkcat,Transporters pathway
R05064__cyto,53.92,27.5522,dlkcat,"Valine, leucine and isoleucine degradation"
R00715__cyto,41.3,3.0037,dlkcat,Lysine degradation
R07140__cyto,40.19,7.9566,dlkcat,
TO1000506_CYTMEM__plas,95.135714,36.5493,dlkcat,Transporters pathway
R01138__cyto,55.49,11.3027,dlkcat,Purine metabolism
TR0020344_CYTMEM__plas,108.486667,15.832,dlkcat,Transporters pathway
R01641__cyto,74.48,24.1998,dlkcat,Pentose phosphate pathway
R04892__pero,53.566667,79.6718,dlkcat,Tyrosine metabolism
R03875__cyto,130.8925,13.7,default_13.7,Lysine degradation
R00274__cyto,35.69,294.5155,dlkcat,Glutathione metabolism
TR0012438_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R00714__cyto,53.765,6.7477,dlkcat,Nicotinate and nicotinamide metabolism
TR2900121_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R03655__cyto,54.35,9.5389,dlkcat,Aminoacyl-tRNA biosynthesis
TR0000096_CYTMEM__plas,79.254545,13.7,default_13.7,Transporters pathway
R08283__cyto,53.566667,18.5555,dlkcat,
TR2900172_CYTMEM__plas,42.78,7.7585,dlkcat,Transporters pathway
R03435__cyto,105.09,13.7,default_13.7,Inositol phosphate metabolism
R07136__cyto,35.676667,616.1723,dlkcat,Methane metabolism
R01139__cyto,56.453333,19.1668,dlkcat,
R04480__cyto,58.66,13.7,default_13.7,Glycerophospholipid metabolism
TR2900035_CYTMEM__plas,31.9,7.4898,dlkcat,Transporters pathway
R03838__cyto,72.18,13.7,default_13.7,
R01175__cyto,79.8425,26.7147,dlkcat,Carbon metabolism
R02199__mito,42.61,21.7127,dlkcat,Glucosinolate biosynthesis
R03098__cyto,155.19,3.8259,dlkcat,Lysine biosynthesis
TR1000048_CYTMEM__plas,63.976,15.474,dlkcat,Transporters pathway
TR2900852_CYTMEM__plas,31.89,2.1369,dlkcat,Transporters pathway
R04954__cyto,218.285,13.7,default_13.7,Fatty acid biosynthesis
R01799__cyto,47.625,23.4202,dlkcat,Glycerophospholipid metabolism
TR0003387_CYTMEM__plas,58.682727,8.0281,dlkcat,Transporters pathway
R03991__cyto,42.503333,26.8076,dlkcat,Fatty acid elongation
R04544__cyto,218.285,13.7,default_13.7,Fatty acid biosynthesis
R03332__cyto,105.09,13.7,default_13.7,Inositol phosphate metabolism
R04231__cyto,39.3,0.1577,dlkcat,Pantothenate and CoA biosynthesis
R00185__cyto,38.24,0.8379,dlkcat,Purine metabolism
T_Choline_c00114_ExtrCyto__plas,62.99,0.2504,dlkcat,Transporters pathway
TO0003705_CYTMEM__plas,45.88,1.4121,dlkcat,Transporters pathway
R11098__cyto,50.603333,15.7381,dlkcat,Spontaneous
TR0003476_CYTMEM__plas,108.486667,0.524,dlkcat,Transporters pathway
R07763__cyto,87.413333,13.7,default_13.7,Fatty acid biosynthesis
TR0008685_CYTMEM__plas,108.486667,0.9346,dlkcat,Transporters pathway
TR0000903_CYTMEM__plas,47.15,9.4156,dlkcat,Transporters pathway
TR0003443_CYTMEM__plas,108.486667,7.9604,dlkcat,Transporters pathway
R07393__cyto,26.76,7.2361,dlkcat,Cysteine and methionine metabolism
TR2900290_CYTMEM__plas,31.55,64.2981,dlkcat,Transporters pathway
TR0000577_CYTMEM__plas,108.486667,17.1659,dlkcat,Transporters pathway
TR1000104_CYTMEM__plas,63.356667,2.2367,dlkcat,Transporters pathway
R01481__cyto,37.275,13.2023,dlkcat,Ascorbate and aldarate metabolism
R02382__cyto,77.175,289.1814,dlkcat,Tyrosine metabolism
R00965__cyto,39.345,21.1262,dlkcat,Pyrimidine metabolism
R11219__cyto,39.58,13.7,default_13.7,
R00619__cyto,34.785,217.0421,dlkcat,Thiamine metabolism
R00306__cyto,87.74,11.8815,dlkcat,Starch and sucrose metabolism
R01518__cyto,28.71,40.3394,dlkcat,Biosynthesis of amino acids
TR0011652_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R01234__cyto,46.74,1.4945,dlkcat,Purine metabolism
TZ2900043_CYTMEM__plas,85.15,2.5109,dlkcat,Transporters pathway
R01049__cyto,41.425,49.4347,dlkcat,Pentose phosphate pathway
R00711__cyto,53.566667,123.0748,dlkcat,Glycolysis / Gluconeogenesis
R12118__mito,59.48,0.3203,dlkcat,
T_S_Adenosyl_L_Methionine_c00019_CytoMito___plas,30.45,13.7,default_13.7,Transporters pathway
R08161__cyto,47.22,13.7,default_13.7,Fatty acid biosynthesis
R00999__cyto,66.08,2.4199,dlkcat,Cysteine and methionine metabolism
TR1000218_CYTMEM__plas,58.8025,0.995,dlkcat,Transporters pathway
R10851__mito,28.88,0.0393,dlkcat,"Glycine, serine and threonine metabolism"
TZ3000003_CYTMEM__plas,81.730769,11.8342,dlkcat,Transporters pathway
R07237__cyto,59.81,10.0075,dlkcat,
R04014__cyto,229.63,13.7,default_13.7,Fatty acid biosynthesis
R02819__cyto,35.98,13.7,default_13.7,
R02750__cyto,33.27,7.0038,dlkcat,Pentose phosphate pathway
R07896__cyto,79.8425,19.0134,dlkcat,alpha-Linolenic acid metabolism
TO0000021_CYTMEM__plas,59.145,15.2819,dlkcat,Transporters pathway
TR2900293_CYTMEM__plas,31.55,26.0365,dlkcat,Transporters pathway
TR1000832_CYTMEM__plas,60.932,49.6859,dlkcat,Transporters pathway
R03527__cyto,87.74,13.7,default_13.7,Starch and sucrose metabolism
R07951__cyto,99.28,12.9454,dlkcat,Biosynthesis of unsaturated fatty acids
T_Ethanol_c00469__plas,44.165,27.3249,dlkcat,Transporters pathway
R07395__cyto,26.76,7.2361,dlkcat,Cysteine and methionine metabolism
R02222__cyto,59.47,2.0528,dlkcat,Biosynthesis of unsaturated fatty acids
R11217__cyto,39.58,13.7,default_13.7,
TO1011451_CYTMEM__plas,60.686667,66.1068,dlkcat,Transporters pathway
TR0003176_CYTMEM__plas,47.15,414.4423,dlkcat,Transporters pathway
TZ3000018_CYTMEM__plas,81.730769,13.9241,dlkcat,Transporters pathway
R04952__cyto,218.285,13.7,default_13.7,Fatty acid biosynthesis
R01513__cyto,50.2,7.1114,dlkcat,Biosynthesis of amino acids
TR0001122_CYTMEM__plas,47.15,19.2989,dlkcat,Transporters pathway
R07045__cyto,65.45,1.3547,dlkcat,Arachidonic acid metabolism
R00590__cyto,37.385,2.9804,dlkcat,Cysteine and methionine metabolism
R02473__cyto,34.9,0.7243,dlkcat,Pantothenate and CoA biosynthesis
R04482__cyto,32.32,53.2087,dlkcat,
R00092__cyto,79.42,10.072,dlkcat,
TR1000395_CYTMEM__plas,63.976,37.8761,dlkcat,Transporters pathway
R07235__mito,36.54,1.8141,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
TR0000074_CYTMEM__plas,57.516552,44.5794,dlkcat,Transporters pathway
TR0015555_CYTMEM__plas,74.281429,13.7,default_13.7,Transporters pathway
R07953__cyto,42.503333,37.4728,dlkcat,Biosynthesis of unsaturated fatty acids
R00836__cyto,79.836667,16.1781,dlkcat,
R02251__cyto,72.18,13.7,default_13.7,Glycerolipid metabolism
R01602__cyto,75.08,15.4493,dlkcat,Glycolysis / Gluconeogenesis
R07760__cyto,23.486667,2.4575,dlkcat,Biosynthesis of unsaturated fatty acids
TR0003846_CYTMEM__plas,47.15,4.8403,dlkcat,Transporters pathway
TR2916859_CYTMEM__plas,31.9,6.567,dlkcat,Transporters pathway
TR0010516_CYTMEM__plas,73.265789,21.9955,dlkcat,Transporters pathway
TR0000119_CYTMEM__plas,32.98,0.3361,dlkcat,Transporters pathway
R08163__cyto,229.63,13.7,default_13.7,Fatty acid biosynthesis
R00968__cyto,69.47,1.2505,dlkcat,Pyrimidine metabolism
R07237__mito,59.81,10.0075,dlkcat,
R01325__mito,85.75,12.7182,dlkcat,2-Oxocarboxylic acid metabolism
R04734__cyto,13.36,38.3204,dlkcat,Folate biosynthesis
R07859__cyto,55.99,13.7,default_13.7,alpha-Linolenic acid metabolism
R07042__cyto,65.45,4.7523,dlkcat,Arachidonic acid metabolism
R03093__cyto,34.01,6.5018,dlkcat,Tryptophan metabolism
TR0012801_CYTMEM__plas,108.486667,13.7,default_13.7,Transporters pathway
TZ2900046_CYTMEM__plas,85.15,2.3017,dlkcat,Transporters pathway
TR2900963_CYTMEM__plas,34.64,120.7365,dlkcat,Transporters pathway
R02848__cyto,56.453333,19.1668,dlkcat,
R04983__mito,55.17,2.4406,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R01676__cyto,57.66,4.3348,dlkcat,Purine metabolism
R00094__cyto,53.75,123.1761,dlkcat,
R01899__pero,47.055,7.2653,dlkcat,2-Oxocarboxylic acid metabolism
R01896__cyto,40.185,52.489,dlkcat,Pentose and glucuronate interconversions
R10948__cyto,139.326667,1.1834,dlkcat,
TR0002507_CYTMEM__plas,36.06,0.4065,dlkcat,Transporters pathway
R00430__cyto,39.09,4.3459,dlkcat,Purine metabolism
TR2900024_CYTMEM__plas,33.59,19.507,dlkcat,Transporters pathway
R12424__mito,45.87,13.7,default_13.7,Lipoic acid metabolism
R07044__cyto,65.45,1.3967,dlkcat,Arachidonic acid metabolism
TR1001307_CYTMEM__plas,60.932,50.6673,dlkcat,Transporters pathway
R03663_Cyto__cyto,77.4,6.5801,dlkcat,Aminoacyl-tRNA biosynthesis
R01230__cyto,59.07,3.1707,dlkcat,Purine metabolism
R07761__cyto,36.81,0.705,dlkcat,Biosynthesis of unsaturated fatty acids
R04325__cyto,25.87,0.6125,dlkcat,Purine metabolism
R01326__cyto,56.453333,19.1668,dlkcat,Fructose and mannose metabolism
TR0000099_CYTMEM__plas,66.285333,10.911,dlkcat,Transporters pathway
R01827__cyto,35.77,95.9689,dlkcat,Pentose phosphate pathway
R02317__cyto,155.19,9.8634,dlkcat,Spontaneous
R00524__cyto,46.67,4.1844,dlkcat,Cyanoamino acid metabolism
R07892__cyto,79.8425,18.5889,dlkcat,alpha-Linolenic acid metabolism
R03777__cyto,79.8425,21.3899,dlkcat,Fatty acid metabolism
TO1000128_CYTMEM__plas,60.686667,104.5793,dlkcat,Transporters pathway
TR0002169_CYTMEM__plas,108.486667,11.3107,dlkcat,Transporters pathway
R03118__cyto,201.183333,4.2201,dlkcat,Starch and sucrose metabolism
R01548__cyto,69.47,1.3251,dlkcat,Pyrimidine metabolism
TR2900856_CYTMEM__plas,31.89,2.6026,dlkcat,Transporters pathway
TI6900007_CYTMEM__plas,27.69,13.1699,dlkcat,Transporters pathway
R12429__mito,52.47,2.463,dlkcat,Lipoic acid metabolism
TR0008908_CYTMEM__plas,108.486667,13.7,default_13.7,Transporters pathway
TR2901086_CYTMEM__plas,34.64,8.2268,dlkcat,Transporters pathway
R00967__cyto,69.47,1.2505,dlkcat,Pyrimidine metabolism
R02197__mito,46.19,1.7534,dlkcat,"Valine, leucine and isoleucine degradation"
R10852__mito,28.88,0.0393,dlkcat,
R02909__cyto,48.21,18.716,dlkcat,Tryptophan metabolism
R01547__cyto,30.745,13.5253,dlkcat,Purine metabolism
TR2900923_CYTMEM__plas,33.29,0.0608,dlkcat,Transporters pathway
TR0000052_CYTMEM__plas,79.254545,170.9039,dlkcat,Transporters pathway
R03778__cyto,42.503333,26.8076,dlkcat,Fatty acid elongation
R03090__cyto,65.45,1.5037,dlkcat,
R10852__cyto,28.88,0.0393,dlkcat,
R04673__mito,74.55,5.0965,dlkcat,
R07891__cyto,42.503333,26.8076,dlkcat,alpha-Linolenic acid metabolism
TR0000048_CYTMEM__plas,58.682727,90.7316,dlkcat,Transporters pathway
R12428__mito,31.79,13.7,default_13.7,Lipoic acid metabolism
R01268__cyto,25.0,1.6355,dlkcat,Nicotinate and nicotinamide metabolism
TR0000126_CYTMEM__plas,79.254545,103.5836,dlkcat,Transporters pathway
R01731__cyto,53.86,116.8026,dlkcat,"Phenylalanine, tyrosine and tryptophan biosynthesis"
R00028__cyto,79.806667,28.4157,dlkcat,Starch and sucrose metabolism
R10851__cyto,28.88,0.0393,dlkcat,"Glycine, serine and threonine metabolism"
R08193__cyto,59.43,2.4854,dlkcat,Amino sugar and nucleotide sugar metabolism
R07486__cyto,47.22,0.2233,dlkcat,Steroid biosynthesis
R04892__cyto,53.566667,79.6718,dlkcat,Tyrosine metabolism
R04326__cyto,25.87,0.6125,dlkcat,One carbon pool by folate
TR2900235_CYTMEM__plas,42.78,6.5761,dlkcat,Transporters pathway
R01986__cyto,62.486667,296.5865,dlkcat,Arginine and proline metabolism
R12205__cyto,49.95,2.2544,dlkcat,Biosynthesis of unsaturated fatty acids
R01327__cyto,56.453333,19.1668,dlkcat,
R07324__cyto,58.06,12.1649,dlkcat,Inositol phosphate metabolism
R00746__cyto,37.275,16.1976,dlkcat,Glycolysis / Gluconeogenesis
TI6900011_CYTMEM__plas,27.69,15.167,dlkcat,Transporters pathway
R03460__cyto,170.15,9.5734,dlkcat,"Phenylalanine, tyrosine and tryptophan biosynthesis"
R03245__cyto,46.13,1.7753,dlkcat,Terpenoid backbone biosynthesis
R03300__cyto,53.566667,129.893,dlkcat,Tyrosine metabolism
TR0002603_CYTMEM__plas,78.363333,13.7,default_13.7,Transporters pathway
R07765__cyto,229.63,13.7,default_13.7,Fatty acid biosynthesis
R00025__cyto,40.6,1.2683,dlkcat,Nitrogen metabolism
TO1000246_CYTMEM__plas,70.25,10.5463,dlkcat,Transporters pathway
R07109__cyto,71.11,13.8115,dlkcat,Arachidonic acid metabolism
R01395__cyto,139.326667,0.4431,dlkcat,Nitrogen metabolism
R07392__cyto,30.55,4.2661,dlkcat,Cysteine and methionine metabolism
R02695__cyto,53.566667,348.9281,dlkcat,Tyrosine metabolism
R06521__mito,50.2,10.7907,dlkcat,Sphingolipid metabolism
