config,medium,run,model_medium,point,o2_closure,data,growth_R2,growth_RMSE,resp_R2,resp_RMSE,resp_scale,F_ETC,C_max,his_growth_R2,his_resp_R2,chain_steps,walkers
E,NLDM,calibration_configE_NLDM,NLDM,MAP,his (after build),pre-fix,0.666509851809522,0.3741872791353316,-0.48515268376871146,1.160216984175927e-11,10.230363328368098,0.2818791149652198,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,MAP,his (after build),current,0.6893208078355768,0.3689833048189668,-0.47874566627540216,1.1620090326441465e-11,10.230363328368098,0.2818791149652198,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,MAP,core (in provider),pre-fix,0.6665098518095336,0.3741872791353251,-0.4851526837687383,1.1602169841759376e-11,10.230363328368098,0.2818791149652198,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,MAP,core (in provider),current,0.6893208078355879,0.3689833048189602,-0.4787456662754275,1.1620090326441565e-11,10.230363328368098,0.2818791149652198,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,posterior median,his (after build),pre-fix,0.5519536971023964,0.43371951535188785,-0.07175318808478925,9.856008255034596e-12,9.087830551590736,0.3471021303692291,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,posterior median,his (after build),current,0.5772729133268091,0.4304083330286292,-0.06789400583985317,9.874766520424465e-12,9.087830551590736,0.3471021303692291,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,posterior median,core (in provider),pre-fix,0.551876199646647,0.4337570234234912,-0.8878811210521356,1.3081001284225693e-11,9.087830551590736,0.3471021303692291,,0.85,0.72,1500,36
E,NLDM,calibration_configE_NLDM,NLDM,posterior median,core (in provider),current,0.5772550731841555,0.43041741508806053,-0.8939426546236722,1.3150618350789091e-11,9.087830551590736,0.3471021303692291,,0.85,0.72,1500,36
E,LB,calibration_configE_LB,LB,MAP,his (after build),pre-fix,0.9015468393630198,0.3312509540948599,0.605453232193577,8.743167944590825e-12,3.3492637728111294,0.3202480209444699,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,MAP,his (after build),current,0.901169152788737,0.333058929570529,0.6092001540566643,8.698085739642075e-12,3.3492637728111294,0.3202480209444699,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,MAP,core (in provider),pre-fix,0.9015821590657345,0.3311915312452545,0.6062793767891803,8.734009453586792e-12,3.3492637728111294,0.3202480209444699,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,MAP,core (in provider),current,0.90120422410024,0.3329998293490367,0.6100269574166048,8.688879729987503e-12,3.3492637728111294,0.3202480209444699,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,posterior median,his (after build),pre-fix,0.5456664221140055,0.711589815769648,0.5260836653379397,9.582314368096157e-12,4.464795063824639,0.3097060637298997,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,posterior median,his (after build),current,0.5391750914119708,0.7191886014688765,0.527297818639753,9.566218485356682e-12,4.464795063824639,0.3097060637298997,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,posterior median,core (in provider),pre-fix,0.5456699235496547,0.7115870737416863,0.5260803683562786,9.582347699569968e-12,4.464795063824639,0.3097060637298997,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB,LB,posterior median,core (in provider),current,0.5391786281385107,0.7191858416589716,0.5272947006744935,9.566250034912506e-12,4.464795063824639,0.3097060637298997,459.0,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,MAP,his (after build),pre-fix,0.8283962317063271,0.43732642166441404,0.801401013801263,6.203090099671165e-12,5.324875699245547,0.2843065237076081,459.25090282932365,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,MAP,his (after build),current,0.8260484388057086,0.44186437490248187,0.801876208807433,6.1931957531505014e-12,5.324875699245547,0.2843065237076081,459.25090282932365,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,MAP,core (in provider),pre-fix,0.8284117021300026,0.43730670829335744,0.7449169370370289,7.030081945138372e-12,5.324875699245547,0.2843065237076081,459.25090282932365,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,MAP,core (in provider),current,0.8260638004312615,0.4418448639970069,0.7453470918703482,7.021353075267127e-12,5.324875699245547,0.2843065237076081,459.25090282932365,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,posterior median,his (after build),pre-fix,0.6192653259781553,0.6514086505902511,0.7332942916764945,7.18845786114176e-12,4.230644449455445,0.32314329991071133,353.9410780374056,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,posterior median,his (after build),current,0.6153522747055228,0.6570620843273859,0.7336466348988091,7.180845560782942e-12,4.230644449455445,0.32314329991071133,353.9410780374056,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,posterior median,core (in provider),pre-fix,0.6192653259782418,0.6514086505901772,0.7332942916765222,7.188457861141387e-12,4.230644449455445,0.32314329991071133,353.9410780374056,0.83,0.81,1500,36
E,LB,calibration_configE_LB_freecmax,LB,posterior median,core (in provider),current,0.6153522747056087,0.6570620843273125,0.7336466348988369,7.180845560782568e-12,4.230644449455445,0.32314329991071133,353.9410780374056,0.83,0.81,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,MAP,his (after build),pre-fix,0.9050642600527596,0.1996468142807237,0.9635839583240716,1.8167703572495944e-12,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,MAP,his (after build),current,0.9178948994557097,0.1896861847052259,0.9624943729809148,1.8505932627013667e-12,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,MAP,core (in provider),pre-fix,0.9050642600583297,0.19964681427486683,0.9635839583239664,1.816770357252219e-12,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,MAP,core (in provider),current,0.9178948994610456,0.18968618469906215,0.96249437298081,1.850593262703952e-12,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,posterior median,his (after build),pre-fix,0.8271263257428579,0.2694089046005046,-0.36576075612222114,1.1126049333559398e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,posterior median,his (after build),current,0.8432198115829441,0.2621176246959978,-0.3789752417657586,1.1221243741805222e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,posterior median,core (in provider),pre-fix,0.8271263257338564,0.26940890460751876,-0.36576075613814973,1.1126049333624278e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM_blanket,posterior median,core (in provider),current,0.84321981157432,0.26211762470320704,-0.3789752417815695,1.1221243741869551e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,MAP,his (after build),pre-fix,0.5740951313357965,0.42286702184947367,-1.4390857542866193,1.486850151293933e-11,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,MAP,his (after build),current,0.6008074285999792,0.4182556902735381,-1.4442487964007156,1.493947949529643e-11,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,MAP,core (in provider),pre-fix,0.5740951313359854,0.42286702184937985,-1.4390857542864408,1.486850151293879e-11,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,MAP,core (in provider),current,0.60080742860016,0.41825569027344334,-1.4442487964005384,1.4939479495295887e-11,11.040892185725701,0.3180714208661237,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,posterior median,his (after build),pre-fix,0.6805343497804528,0.36623479158901834,-0.6874416070804663,1.2367104860236904e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,posterior median,his (after build),current,0.702775077137922,0.3609052870139262,-0.6806560189746935,1.2388028023706684e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,posterior median,core (in provider),pre-fix,0.6805343497809605,0.36623479158872735,-0.6874416065529394,1.2367104858303805e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM,NLDM,posterior median,core (in provider),current,0.7027750771381596,0.36090528701378194,-0.6806560184289465,1.2388028021695347e-11,9.741434124200506,0.34076497262204986,,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,MAP,his (after build),pre-fix,0.1606833331904466,0.5936226159320923,-0.7669137551828249,1.265497648137382e-11,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,MAP,his (after build),current,0.1270203748146318,0.6185184893971621,-0.7528068650738546,1.2651143861204474e-11,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,MAP,core (in provider),pre-fix,0.1606833332885862,0.5936226158973867,-0.7669137552299667,1.265497648154264e-11,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,MAP,core (in provider),current,0.12702037491284524,0.6185184893623693,-0.7528068651206123,1.2651143861373214e-11,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,posterior median,his (after build),pre-fix,0.34502065100107127,0.5243983522644404,-1.111864927087685,1.3835241214698807e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,posterior median,his (after build),current,0.32729277583355876,0.5429548020411232,-1.0994993544937466,1.3845882261326386e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,posterior median,core (in provider),pre-fix,0.3450206510010708,0.5243983522644406,-1.111864927087686,1.383524121469881e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM_blanket,posterior median,core (in provider),current,0.3272927758335583,0.5429548020411235,-1.099499354493747,1.3845882261326387e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,MAP,his (after build),pre-fix,0.3480381435053751,0.5231890051270482,0.41671201637736544,7.271017356310887e-12,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,MAP,his (after build),current,0.31531885280227545,0.5477656791069809,0.4137758805400733,7.316352188660951e-12,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,MAP,core (in provider),pre-fix,0.348038143505506,0.5231890051269958,0.416712016377647,7.271017356309132e-12,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,MAP,core (in provider),current,0.31531885280240046,0.5477656791069309,0.41377588054035286,7.316352188659206e-12,3.466138431680894,0.3916609039498434,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,posterior median,his (after build),pre-fix,0.37610213389468006,0.5118046942550729,-0.3479971022668764,1.1053457502765223e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,posterior median,his (after build),current,0.363670470556531,0.5280702138098559,-0.34087176211666703,1.1065126518158096e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,posterior median,core (in provider),pre-fix,0.37610213389470704,0.5118046942550619,-0.3479971022668551,1.1053457502765136e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_recipe,NLDM,posterior median,core (in provider),current,0.3636704705565569,0.5280702138098452,-0.3408717621166457,1.1065126518158008e-11,3.0496860628351627,0.3429207092329295,,0.91,0.96,98,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,MAP,his (after build),pre-fix,0.7706694850088043,0.3102976152924578,0.7866497871573164,4.3974428781208995e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,MAP,his (after build),current,0.7890825315131401,0.3040233273396468,0.7877628797089891,4.402237142660368e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,MAP,core (in provider),pre-fix,0.770666587609022,0.3102995754620483,0.7795610547214262,4.469900221140917e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,MAP,core (in provider),current,0.7890814309479797,0.30402412053389477,0.7829199450565457,4.452180087836803e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,posterior median,his (after build),pre-fix,0.46651702275405116,0.4732687162169428,0.2371614834048983,8.649245405013911e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,posterior median,his (after build),current,0.4943744284162598,0.4707227060248241,0.23996850380555468,8.664881812670033e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,posterior median,core (in provider),pre-fix,0.6369716539898636,0.39040716838125455,0.0200810063671647,9.424292447535937e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM_blanket,posterior median,core (in provider),current,0.6576805894445672,0.38731685393379034,0.02459768411228247,9.437449761038187e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,MAP,his (after build),pre-fix,0.6759172580523225,0.3688718102874592,-0.05250284982999598,9.767092634976871e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,MAP,his (after build),current,0.6983041587281065,0.36360956118128124,-0.04832373361827491,9.783865428951647e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,MAP,core (in provider),pre-fix,0.6759172580497953,0.3688718102888974,-0.05250285052503467,9.767092638201807e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,MAP,core (in provider),current,0.6983041587272034,0.3636095611818254,-0.04832373435472803,9.783865432388258e-12,8.158848507096192,0.5206655444379575,947.1607455249543,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,posterior median,his (after build),pre-fix,0.5463146908559345,0.4364403275633666,0.22068830476857093,8.404449334852358e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,posterior median,his (after build),current,0.5708421450107821,0.43366978600395667,0.22048655360039082,8.436738089632588e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,posterior median,core (in provider),pre-fix,0.5463146908560661,0.4364403275633033,0.22068830476886137,8.40444933485079e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,NLDM,calibration_configF_NLDM_cap,NLDM,posterior median,core (in provider),current,0.5708421450109078,0.43366978600389317,0.22048655360067904,8.436738089631029e-12,6.85294804144518,0.3261954989835482,758.4953815899324,0.91,0.96,1500,36
F,LB,calibration_configF_LB_combined,LB,MAP,his (after build),pre-fix,0.8654105443024943,0.38730029234527413,0.8834026485875756,4.7529573622193625e-12,4.024375287487331,0.28327671878594807,409.4687888373288,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,MAP,his (after build),current,0.8651598771388288,0.3890311639472808,0.8857802902988748,4.702372386131022e-12,4.024375287487331,0.28327671878594807,409.4687888373288,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,MAP,core (in provider),pre-fix,0.7005443745868384,0.577708216509745,0.4960443133725173,9.881337904792797e-12,4.024375287487331,0.28327671878594807,409.4687888373288,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,MAP,core (in provider),current,0.7014531539808528,0.5788700316084016,0.49811307712433817,9.857106124997704e-12,4.024375287487331,0.28327671878594807,409.4687888373288,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,posterior median,his (after build),pre-fix,0.6509867543997797,0.623682073261409,0.7742952261639446,6.612869436617015e-12,4.439170616998408,0.3330768250541393,347.5478936829605,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,posterior median,his (after build),current,0.6454062786928231,0.6308706794654768,0.7743098949219229,6.610019668702743e-12,4.439170616998408,0.3330768250541393,347.5478936829605,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,posterior median,core (in provider),pre-fix,0.6509867543993455,0.6236820732617969,0.7742952261652181,6.61286943659836e-12,4.439170616998408,0.3330768250541393,347.5478936829605,0.88,0.85,1500,36
F,LB,calibration_configF_LB_combined,LB,posterior median,core (in provider),current,0.6454062786923918,0.6308706794658605,0.7743098949231967,6.610019668684089e-12,4.439170616998408,0.3330768250541393,347.5478936829605,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,MAP,his (after build),pre-fix,0.8808607795221587,0.36439271300438986,0.8523787109484079,5.348032925916069e-12,4.7045043213540305,0.22058765058958144,509.92543685989665,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,MAP,his (after build),current,0.8799364698567685,0.36709661256103016,0.8527487843221306,5.339196896411658e-12,4.7045043213540305,0.22058765058958144,509.92543685989665,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,MAP,core (in provider),pre-fix,0.8808607840723239,0.3643927060459464,0.8524992734360942,5.345848607318604e-12,4.7045043213540305,0.22058765058958144,509.92543685989665,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,MAP,core (in provider),current,0.879936474374934,0.3670966056538401,0.8528694429458538,5.3370089614258425e-12,4.7045043213540305,0.22058765058958144,509.92543685989665,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,posterior median,his (after build),pre-fix,0.7714010836573494,0.504753559299878,0.9059899542950329,4.267826027378788e-12,4.402701569093682,0.30000162145176534,391.60962897370695,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,posterior median,his (after build),current,0.7704877478551663,0.5075487471417304,0.9075779971399077,4.229939738714578e-12,4.402701569093682,0.30000162145176534,391.60962897370695,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,posterior median,core (in provider),pre-fix,0.7714010836650975,0.5047535592913238,0.9059899543217257,4.267826026772895e-12,4.402701569093682,0.30000162145176534,391.60962897370695,0.88,0.85,1500,36
F,LB,calibration_configF_LB,LB,posterior median,core (in provider),current,0.77048774786286,0.5075487471332234,0.9075779971666218,4.2299397381032585e-12,4.402701569093682,0.30000162145176534,391.60962897370695,0.88,0.85,1500,36
