,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.9221722216732094,0.19047619047619052,0.5000000000000001,0.6946232319096901,0.4047619047619048,0.38095238095238104,-0.2142857142857143,-0.2142857142857143,-0.14285714285714288
topt_scale,-0.05988131309566295,-0.04761904761904763,0.3571428571428572,0.07185757571479554,-0.1666666666666667,-0.14285714285714288,0.2142857142857143,0.2142857142857143,0.2380952380952381
dCp_scale,-0.1197626261913259,-0.6428571428571429,0.523809523809524,-0.6467181814331598,-0.9761904761904763,-0.9523809523809524,0.9285714285714287,0.9285714285714287,0.09523809523809526
budget_scale,0.047905050476530354,1.0,-0.28571428571428575,0.5988131309566295,0.6904761904761906,0.7619047619047621,-0.3333333333333334,-0.3333333333333334,0.07142857142857144
