,Topt_C,rmax,CTmax_C,CTmin_C,niche_width_C,Ea_eV
dTopt,0.14285714285714285,0.0,0.0007385335076217625,0.5259166315027077,-0.1320038248294173,0.06253870465771968
topt_scale,0.5714285714285714,0.0,0.0019489993373874677,1.559833952886947,-0.3918170840949251,0.09671217247961247
dCp_scale,0.14285714285714285,0.0,-0.00046360965947628497,1.6072825261833357,-0.40683244814259295,0.5328939647829244
budget_scale,-0.14285714285714285,-1.0087203591708026e-15,0.004879637172613315,-0.5137551650677715,0.13596813272845115,0.5125254565004198
f_metab,-1.2857142857142858,-1.5196957284440522,0.011722851373049278,-1.047300691949965,0.2793982994007001,1.30610601838072
f_maint,-1.4285714285714286,-1.1165466091798175,0.005285504030921375,-0.20186132780448424,0.05764328339158047,0.7119809037345114
