,Topt_C,rmax,CTmax_C,CTmin_C,niche_width_C,Ea_eV
dTopt,1.0,0.0,0.006924762427281905,0.994918985815108,-0.9879942233878296,0.011781731569637355
topt_scale,4.0,0.0,0.018274536284479836,2.9508639230745874,-2.932589386790106,0.018219706690560833
dCp_scale,1.0,0.0,-0.0043469750766007564,3.0406262230184593,-3.0449731980950574,0.1003924478851066
budget_scale,-1.0,-1.1102230246251565e-16,0.04575327700498377,-0.9719121571150939,1.017665434120076,0.09655520343989754
f_metab,-9.0,-0.16726153812638567,0.1099177760940222,-1.9812633407334168,2.0911811168274426,0.24605867029498796
f_maint,-10.0,-0.12288993102088075,0.04955883429099117,-0.38187738417908257,0.4314362184700684,0.13413082244696573
