experiment,strain,param,required,permissive_preserved,permissive_growth,permissive_baseline,baseline_fail
candida_B5_respire,chaemulonii_draft,dTm,13.3,True,0.6048,0.609,0.6545
candida_B5_respire,chaemulonii_draft,dTopt,14.94,False,0.3512,0.609,0.6545
candida_B5_respire,cduobushaemulonii_draft,dTm,13.57,True,0.571,0.5756,0.5056
candida_B5_respire,cduobushaemulonii_draft,dTopt,13.84,False,0.2862,0.5756,0.5056
candida_B5_respire,cparapsilosis_iDC1003,dTm,13.77,True,0.9517,0.9604,0.9715
candida_B5_respire,cparapsilosis_iDC1003,dTopt,19.93,False,0.3089,0.9604,0.9715
