descriptor,V_A,V_E,V_AE,V,S_A,S_E,S_AE,T_A,T_E,phi_A,phi_E,n_valid,n_alloc,n_env
Topt_C,10.64251708984375,53.63714599609375,15.66705322265625,79.94671630859375,0.13312012777064802,0.6709111827564593,0.19596868947289264,0.32908881724354067,0.866879872229352,0.23110447250709434,0.7688955274929057,256.0,16.0,16.0
rmax,0.004205172582238719,0.011845089564947762,0.001601934072621125,0.017652196219807605,0.238223761501137,0.6710263933989322,0.09074984509993085,0.32897360660106784,0.7617762384988631,0.28359868405110245,0.7164013159488977,256.0,16.0,16.0
CTmin_C,0.6160289564743773,221.1886095034664,0.674490233029933,222.4791286929707,0.0027689292029029816,0.9941993696348692,0.0030317011622279146,0.005800630365130896,0.9972310707970972,0.004284779784016939,0.9957152202159831,256.0,16.0,16.0
CTmax_C,0.014351091658046405,2.686146516022662,0.0055904721136774485,2.7060880797943856,0.005303261104175453,0.9926308519221447,0.0020658869736798163,0.00736914807785527,0.9946967388958246,0.0063362045910153614,0.9936637954089846,256.0,16.0,16.0
niche_width_C,0.8089752647530745,184.12103132282834,0.7490283069182935,185.67903489449972,0.004356847638790901,0.991609157315167,0.004033995046042118,0.00839084268483302,0.995643152361209,0.00637384516181196,0.9936261548381881,256.0,16.0,16.0
B80_C,9.284132210081182,75.91683946028526,4.168007844637735,89.36897951500418,0.1038854002861526,0.8494764052613979,0.04663819445244943,0.15052359473860205,0.8961145997138473,0.12720449751237733,0.8727955024876226,256.0,16.0,16.0
Ea_eV,0.06675703330978094,2.3546967087072694,0.023445472260731588,2.444899214277782,0.02730461563402352,0.9631058388649537,0.009589545501022761,0.03689416113504628,0.9726953843659765,0.032099388384534897,0.9679006116154651,190.0,16.0,12.0
skewness,0.005799160074372917,0.23819583681627662,0.017403106752333225,0.26139810364298277,0.02218516505495925,0.9112378150286975,0.06657701991634327,0.08876218497130252,0.9778148349450407,0.055473675013130885,0.9445263249868692,256.0,16.0,16.0
