temp_C,growth,cap_lhs,cap_ub,cap_slack,pool_lhs,pool_ub,pool_slack
45.0,0.2691084488412736,0.06391372340123008,0.06391372340123008,0.0,0.06106996010279522,0.06106996010279522,0.0
46.0,0.07541242922218118,0.017910582752324548,0.06391372340123008,0.04600314064890554,0.06106996010279522,0.06106996010279522,0.0
47.0,0.0072159422744163485,0.0017137988071058842,0.06391372340123008,0.0621999245941242,0.06106996010279522,0.06106996010279522,0.0
48.0,0.0007224004038638651,0.00017157134900927943,0.06391372340123008,0.06374215205222081,0.06106996010279522,0.06106996010279522,0.0
49.0,5.699406661716486e-05,1.3536189684736751e-05,0.06391372340123008,0.06390018721154535,0.06106996010279522,0.06106996010279522,0.0
50.0,9.744081163587134e-06,2.3142361786492054e-06,0.06391372340123008,0.06391140916505143,0.06106996010279522,0.06106996010279522,0.0
51.0,9.687836430018733e-06,2.3008779568633594e-06,0.06391372340123008,0.06391142252327323,0.06106996010279522,0.06106996010279522,0.0
52.0,9.254217418693812e-06,2.1978926895086274e-06,0.06391372340123008,0.06391152550854057,0.06106996010279522,0.06106996010279522,0.0
53.0,8.247138113637191e-06,1.958709607655792e-06,0.06391372340123008,0.06391176469162242,0.06106996010279522,0.06106996010279522,0.0
54.0,5.811478736975745e-06,1.3802362807504331e-06,0.06391372340123008,0.06391234316494933,0.06106996010279522,0.06106996010279522,0.0
55.0,3.9762461308127344e-06,9.4436535335192e-07,0.06391372340123008,0.06391277903587674,0.06106996010279522,0.06106996010279522,0.0
56.0,2.5354067098197157e-06,6.021634915543635e-07,0.06391372340123008,0.06391312123773853,0.06106996010279522,0.06106996010279522,0.0
57.0,2.3582256183668022e-06,5.600826749920827e-07,0.06391372340123008,0.0639131633185551,0.06106996010279522,0.06106996010279522,0.0
58.0,2.1048747062384295e-06,4.999113938935359e-07,0.06391372340123008,0.06391322348983619,0.06106996010279522,0.06106996010279522,0.0
59.0,1.7666967980797992e-06,4.195935540950321e-07,0.06391372340123008,0.06391330380767599,0.06106996010279522,0.06106996010279522,0.0
60.0,1.6000130341311264e-06,3.8000587102390335e-07,0.06391372340123008,0.06391334339535906,0.06106996010279522,0.06106996010279522,0.0
