temp_C,growth,cap_lhs,cap_ub,cap_slack,pool_lhs,pool_ub,pool_slack
5.0,0.001283862660013673,0.00010100551697687571,0.040750247682075164,0.04064924216509829,0.11617256997014706,0.11617256997014706,0.0
6.0,0.005839442311107754,0.00045940730878784116,0.040750247682075164,0.04029084037328732,0.11617256997014706,0.11617256997014706,0.0
7.0,0.011216509704836978,0.0008824381273002651,0.040750247682075164,0.0398678095547749,0.11617256997014706,0.11617256997014706,0.0
8.0,0.017654479029375423,0.0013889334403576193,0.040750247682075164,0.03936131424171754,0.11617256997014706,0.11617256997014706,0.0
9.0,0.025332361518224805,0.0019929766252148482,0.040750247682075164,0.03875727105686032,0.11617256997014706,0.11617256997014706,0.0
10.0,0.03437932413288931,0.002704729653342424,0.040750247682075164,0.03804551802873274,0.11617256997014706,0.11617256997014706,0.0
11.0,0.04494471404917219,0.0035359421371956865,0.040750247682075164,0.03721430554487948,0.11617256997014706,0.11617256997014706,0.0
12.0,0.05717378164657954,0.00449804138136884,0.040750247682075164,0.03625220630070632,0.11617256997014706,0.11617256997014706,0.0
13.0,0.07120023350577702,0.005601546503462205,0.040750247682075164,0.03514870117861296,0.11617256997014706,0.11617256997014706,0.0
14.0,0.08714574652792607,0.006856030208320882,0.040750247682075164,0.03389421747375428,0.11617256997014706,0.11617256997014706,0.0
15.0,0.1051129669171563,0.008269567995947117,0.040750247682075164,0.03248067968612805,0.11617256997014706,0.11617256997014706,0.0
16.0,0.1251800993121568,0.009848312471449542,0.040750247682075164,0.03090193521062562,0.11617256997014706,0.11617256997014706,0.0
17.0,0.14740224562952403,0.011596598676063942,0.040750247682075164,0.029153649006011223,0.11617256997014706,0.11617256997014706,0.0
18.0,0.17184916952016796,0.0135199151358187,0.040750247682075164,0.027230332546256463,0.11617256997014706,0.11617256997014706,0.0
19.0,0.19855688531520008,0.015621095211513057,0.040750247682075164,0.025129152470562105,0.11617256997014706,0.11617256997014706,0.0
20.0,0.22737964974861893,0.017888672821620648,0.040750247682075164,0.022861574860454516,0.11617256997014706,0.11617256997014706,0.0
21.0,0.2582045616862106,0.020313765678507657,0.040750247682075164,0.020436482003567506,0.11617256997014706,0.11617256997014706,0.0
22.0,0.29086958342818087,0.02288362576624746,0.040750247682075164,0.017866621915827705,0.11617256997014706,0.11617256997014706,0.0
23.0,0.32521377721245515,0.025585591604476356,0.040750247682075164,0.015164656077598808,0.11617256997014706,0.11617256997014706,0.0
24.0,0.3610264885791404,0.02840309034370844,0.040750247682075164,0.012347157338366724,0.11617256997014706,0.11617256997014706,0.0
25.0,0.39792979683219776,0.03130638977311732,0.040750247682075164,0.009443857908957846,0.11617256997014706,0.11617256997014706,0.0
26.0,0.42846812065045,0.0337089358404957,0.04119013834616911,0.007481202505673405,0.11465584532495994,0.11465584532495994,0.0
27.0,0.45846156112537945,0.03606861421999864,0.041630029010263074,0.005561414790264431,0.11313912067977279,0.11313912067977279,0.0
28.0,0.4874893250240053,0.038352319783358645,0.04206991967435703,0.003717599890998388,0.11162239603458567,0.11162239603458567,0.0
29.0,0.5151307671400541,0.04052695904803526,0.042509810338451,0.001982851290415741,0.11010567138939854,0.11010567138939854,0.0
30.0,0.5409989222218188,0.042562088239536014,0.04294970100254494,0.00038761276300892933,0.1085889467442114,0.1085889467442114,0.0
31.0,0.5429018962625913,0.042711801197758324,0.042711801197758324,0.0,0.10302250259028492,0.10862168869258722,0.005599186102302298
32.0,0.5398779953378527,0.04247390139297171,0.04247390139297171,0.0,0.09744153108625808,0.10865443064096303,0.011212899554704947
33.0,0.5368540944131144,0.042236001588185114,0.042236001588185114,0.0,0.092686987240604,0.10868717258933884,0.016000185348734847
34.0,0.5338301934883757,0.041998101783398495,0.041998101783398495,0.0,0.08865974311827844,0.10871991453771465,0.02006017141943621
35.0,0.530806292563637,0.04176020197861187,0.04176020197861187,0.0,0.08527850034621107,0.10875265648609045,0.023474156139879382
36.0,0.5277823916388984,0.041522302173825264,0.041522302173825264,0.0,0.08247711914041662,0.10878539843446626,0.026308279294049636
37.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.08020271515488848,0.10881814038284207,0.028615425227953586
38.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.0788468264646873,0.10881814038284207,0.029971313918154774
39.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.07793908020783061,0.10881814038284207,0.030879060175011463
40.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.07747454247477115,0.10881814038284207,0.031343597908070925
41.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.0774768387530013,0.10881814038284207,0.031341301629840765
42.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.0780568322417814,0.10881814038284207,0.030761308141060678
43.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.07979563447063365,0.10881814038284207,0.029022505912208424
44.0,0.52475849071416,0.041284402369038666,0.041284402369038666,0.0,0.08712514765873201,0.10881814038284207,0.021692992724110058
45.0,0.4915814924434461,0.03867426347611481,0.041284402369038666,0.002610138892923858,0.10881814038284207,0.10881814038284207,0.0
46.0,0.13375562504712651,0.010522976076199831,0.041284402369038666,0.030761426292838834,0.10881814038284207,0.10881814038284207,0.0
47.0,0.01281307533237284,0.0010080449711000934,0.041284402369038666,0.04027635739793857,0.10881814038284207,0.10881814038284207,0.0
48.0,0.0012824642332197468,0.00010089549833884372,0.041284402369038666,0.04118350687069982,0.10881814038284207,0.10881814038284207,0.0
49.0,0.00010114443650429788,7.957351215699805e-06,0.041284402369038666,0.04127644501782297,0.10881814038284207,0.10881814038284207,0.0
50.0,1.728562468997003e-05,1.3599145083478601e-06,0.041284402369038666,0.041283042454530315,0.10881814038284207,0.10881814038284207,0.0
51.0,1.717861728007942e-05,1.3514958985596118e-06,0.041284402369038666,0.041283050873140104,0.10881814038284207,0.10881814038284207,0.0
52.0,1.6401729468112408e-05,1.2903756888014074e-06,0.041284402369038666,0.041283111993349865,0.10881814038284207,0.10881814038284207,0.0
53.0,1.4607440726610349e-05,1.1492133452067482e-06,0.041284402369038666,0.04128325315569346,0.10881814038284207,0.10881814038284207,0.0
54.0,1.0282650665563954e-05,8.089684969549946e-07,0.041284402369038666,0.04128359340054171,0.10881814038284207,0.10881814038284207,0.0
55.0,7.020657970592535e-06,5.523372631072314e-07,0.041284402369038666,0.04128385003177556,0.10881814038284207,0.10881814038284207,0.0
56.0,4.4545501697615475e-06,3.504534844804995e-07,0.041284402369038666,0.04128405191555418,0.10881814038284207,0.10881814038284207,0.0
57.0,4.092229389850461e-06,3.219485681633645e-07,0.041284402369038666,0.0412840804204705,0.10881814038284207,0.10881814038284207,0.0
58.0,3.5425607687145656e-06,2.78704407418627e-07,0.041284402369038666,0.041284123664631245,0.10881814038284207,0.10881814038284207,0.0
59.0,3.285645443563166e-06,2.584920700367431e-07,0.041284402369038666,0.04128414387696863,0.10881814038284207,0.10881814038284207,0.0
60.0,2.7605642291536937e-06,2.1718227797868168e-07,0.041284402369038666,0.041284185186760684,0.10881814038284207,0.10881814038284207,0.0
