temp_C,growth,mu_pred,mu_measured
22.0,0.11042286180147082,0.22903076169237038,0.289
24.0,0.16339840630740318,0.33890863581481184,0.3675
26.0,0.21850281011778463,0.4532020291520194,0.4785
28.0,0.2677577008731068,0.555362804219123,0.5453
30.0,0.30360546306090075,0.6297155256111713,0.578
32.0,0.32230130007552776,0.6684930189860024,0.8002
34.0,0.3238415035725361,0.6716875927755795,0.6742
36.0,0.3293290331843397,0.6830694123217931,0.6231
38.0,0.3163076809486367,0.6560615067834493,0.4819
40.0,0.28513645854852504,0.5914085110839233,0.0
42.0,0.2397599219105568,0.49729192526458,0.0
44.0,0.18829981070911694,0.3905572484688472,0.0
