i,j,t,logl
1,2,0.8,-8.91421856029076
1,2,0.8250000000000001,-8.853572878646933
1,2,0.8500000000000001,-8.791101185509486
1,2,0.875,-8.729559823067552
1,2,0.9,-8.670996881418953
1,2,0.925,-8.615293274268119
1,2,0.9500000000000001,-8.562458292875089
1,2,0.9750000000000001,-8.511764394862446
1,2,1.0,-8.446559606057448
1,3,0.0,-8.299549237911323
1,3,0.025,-8.332586655898016
1,3,0.05,-8.34817623227908
1,3,0.07500000000000001,-8.367028550987806
1,3,0.1,-8.393555926513876
1,3,0.125,-8.42463650877579
1,3,0.15000000000000002,-8.458919549343392
1,3,0.17500000000000002,-8.495353872715615
1,3,0.2,-8.53670007269414
1,3,0.225,-8.58103961159216
1,3,0.25,-8.626800134109661
1,3,0.275,-8.653617599415785
1,3,0.30000000000000004,-8.705239292019812
1,3,0.325,-8.75838653595352
1,3,0.35000000000000003,-8.768008474694959
1,3,0.375,-8.759586712653793
1,3,0.4,-8.74861434948065
1,3,0.42500000000000004,-8.738402986678604
1,3,0.45,-8.728679086037044
1,3,0.47500000000000003,-8.719922547309196
1,3,0.5,-8.72836633036065
1,3,0.525,-8.735592212496492
1,3,0.55,-8.74204303674112
1,3,0.5750000000000001,-8.748369304589884
1,3,0.6000000000000001,-8.756229623050146
1,3,0.625,-8.765093954373144
1,3,0.65,-8.776363854793258
1,3,0.675,-8.790847954305807
1,3,0.7000000000000001,-8.815675870631772
1,3,0.7250000000000001,-8.846081307681601
1,3,0.75,-8.87385533351284
1,3,0.775,-8.901980637353171
1,3,0.8,-8.929010879121748
1,3,0.8250000000000001,-8.993202431632602
1,3,0.8500000000000001,-8.930684763005413
1,3,0.875,-8.869949562166362
1,3,0.9,-8.81413983082659
1,3,0.925,-8.76404508951644
1,3,0.9500000000000001,-8.720154160345754
1,3,0.9750000000000001,-8.678196443184351
1,3,1.0,-8.641046913110078
1,4,0.0,-8.299549237912213
1,4,0.025,-8.296272905441718
1,4,0.05,-8.405116576286431
1,4,0.07500000000000001,-8.401348083204141
1,4,0.1,-8.394067470549672
1,4,0.125,-8.391228453354763
1,4,0.15000000000000002,-8.394421505499192
1,4,0.17500000000000002,-8.402032197734583
1,4,0.2,-8.408471070744746
1,4,0.225,-8.414610193974905
1,4,0.25,-8.421400303273547
1,4,0.275,-8.429667129904297
1,4,0.30000000000000004,-8.437555586420451
1,4,0.325,-8.445727081523103
1,4,0.35000000000000003,-8.454288122268244
1,4,0.375,-8.463608015260402
1,4,0.4,-8.473616840315044
1,4,0.42500000000000004,-8.484402959051781
1,4,0.45,-8.49563514129411
1,4,0.47500000000000003,-8.50678398324128
1,4,0.5,-8.520207605899255
1,4,0.525,-8.544086420776186
1,4,0.55,-9.006814446016893
1,4,0.5750000000000001,-9.031876718093933
1,4,0.6000000000000001,-9.417470679820532
1,4,0.625,-9.384757509076158
1,4,0.65,-9.025203058223784
1,4,0.675,-9.052297207028637
1,4,0.7000000000000001,-9.081496271468
1,4,0.7250000000000001,-8.655107611568312
1,4,0.75,-8.596785716612885
1,4,0.775,-8.612577701068552
1,4,0.8,-8.62982449592554
1,4,0.8250000000000001,-8.64829320783027
1,4,0.8500000000000001,-8.666820478686564
1,4,0.875,-8.688737980224962
1,4,0.9,-8.71282067832272
1,4,0.925,-8.739400042675117
1,4,0.9500000000000001,-8.76758879933237
1,4,0.9750000000000001,-8.797701290790112
1,4,1.0,-8.79695067180208
1,5,0.0,-8.29954923792128
1,5,0.025,-8.471685602390016
1,5,0.05,-8.657203266027
1,5,0.07500000000000001,-8.869979245991189
1,5,0.1,-9.109049890012955
1,5,0.125,-9.373873304040991
1,5,0.15000000000000002,-9.665739033033827
1,5,0.17500000000000002,-9.982973228649067
1,5,0.2,-10.321695391931074
1,5,0.225,-10.678248323415636
1,5,0.25,-11.056122334895043
1,5,0.275,-11.406410534161173
1,5,0.30000000000000004,-11.37737854872955
1,5,0.325,-11.414916559511006
1,5,0.35000000000000003,-11.44983536620488
1,5,0.375,-11.478947507806605
1,5,0.4,-11.509492881974209
1,5,0.42500000000000004,-11.536652006694508
1,5,0.45,-11.561753186552648
1,5,0.47500000000000003,-11.586228679768155
1,5,0.5,-11.610141215946424
1,5,0.525,-11.62907394180824
1,5,0.55,-11.634117867837396
1,5,0.5750000000000001,-11.75730951009972
1,5,0.6000000000000001,-11.763507193992798
1,5,0.625,-11.77604633001422
1,5,0.65,-11.736983471660093
1,5,0.675,-11.522382127241887
1,5,0.7000000000000001,-11.298448189049086
1,5,0.7250000000000001,-11.137781161030874
1,5,0.75,-10.984884197359062
1,5,0.775,-10.824031707149246
1,5,0.8,-10.48135745140868
1,5,0.8250000000000001,-10.109618203876385
1,5,0.8500000000000001,-9.755112568502573
1,5,0.875,-9.42747065891356
1,5,0.9,-9.131452967340197
1,5,0.925,-8.868580285573618
1,5,0.9500000000000001,-8.691825262273404
1,5,0.9750000000000001,-8.73902817690573
1,5,1.0,-8.976148623045908
1,6,0.0,-8.299549238002562
1,6,0.025,-8.723119212422876
1,6,0.05,-9.0325039901618
1,6,0.07500000000000001,-9.362840651400294
1,6,0.1,-9.700385006794304
1,6,0.125,-10.030421989463047
1,6,0.15000000000000002,-10.161484431458046
1,6,0.17500000000000002,-10.452026027461557
1,6,0.2,-10.739617585108803
1,6,0.225,-11.021752654767088
1,6,0.25,-11.169803244343719
1,6,0.275,-11.203963997725879
1,6,0.30000000000000004,-11.27171250983271
1,6,0.325,-11.372504849817187
1,6,0.35000000000000003,-11.488098839494992
1,6,0.375,-11.577337302159872
1,6,0.4,-11.684206859511006
1,6,0.42500000000000004,-11.802801969988844
1,6,0.45,-11.898419006437148
1,6,0.47500000000000003,-11.959995474538058
1,6,0.5,-11.999424068484283
1,6,0.525,-12.068198303080205
1,6,0.55,-12.119684304903469
1,6,0.5750000000000001,-12.163300979153792
1,6,0.6000000000000001,-12.199940322638561
1,6,0.625,-12.232659507597708
1,6,0.65,-12.259683010444341
1,6,0.675,-12.272710474313513
1,6,0.7000000000000001,-12.303477020770616
1,6,0.7250000000000001,-12.31150015533634
1,6,0.75,-12.31327482958832
1,6,0.775,-12.30862133677575
1,6,0.8,-12.30589131081327
1,6,0.8250000000000001,-12.279111783438733
1,6,0.8500000000000001,-12.212948578695498
1,6,0.875,-12.150652776340477
1,6,0.9,-12.1002388762751
1,6,0.925,-12.068652383720115
1,6,0.9500000000000001,-12.074294398356415
1,6,0.9750000000000001,-12.086736264716254
1,6,1.0,-12.134843972092725
1,7,0.0,-8.29954923794449
1,7,0.025,-8.575226936397453
1,7,0.05,-8.720574553151657
1,7,0.07500000000000001,-8.866002650889222
1,7,0.1,-9.012158006383316
1,7,0.125,-9.157166836549482
1,7,0.15000000000000002,-9.306859951448946
1,7,0.17500000000000002,-9.458080289122734
1,7,0.2,-9.612244822562204
1,7,0.225,-9.76860029403074
1,7,0.25,-9.925639126263079
1,7,0.275,-10.083491198531274
1,7,0.30000000000000004,-10.241451688017323
1,7,0.325,-10.390544165354914
1,7,0.35000000000000003,-10.545425815194916
1,7,0.375,-10.694554775182208
1,7,0.4,-10.844489644904627
1,7,0.42500000000000004,-10.995001064485226
1,7,0.45,-11.142678695328666
1,7,0.47500000000000003,-11.292487315643807
1,7,0.5,-11.432921262563102
1,7,0.525,-11.496490751568516
