basin,n,best_key,holds,logl,growth_term,resp_term,peak_growth,face_width_mean,face_width_max,dTopt,topt_scale,dCp_scale,dTm,tm_scale,kcat_scale,kappa_scale,sigma,f_metab,f_maint,ngam_scale,ngam_steepness,clearance_mult,resp_scale,disc_resp,disc_growth
1,11,p38(b22),"A(b20),Bstar(b8),P4(b13),big(b10,n=64),big(b6,n=2),big(b9,n=3),p38(b22),p50(b19),p81(b7),p83(b21),worst(b5)",-7.185975143991527,6.362977578410803,-13.548952722361431,1.7133155653277712,0.00944882823179529,0.02137433885970985,1.9127077887257669,0.954483801018219,1.9846702102553306,-4.021352847306332,0.9892112754158581,1.3293771387884894,1.0000084015420778,0.96218887281632,0.2800003061663638,0.3597200421602227,1.292794747978792,0.974802748767838,0.6441264911967556,3.1666152649982644,0.3470398220118837,0.10479399561832624
2,1,B(b3),B(b3),-18.87686280902222,-18.859630544795294,-0.017232264226925108,0.00010000000007120028,4.355042440789222,4.355042440789222,13.87315712135784,1.215149626778265,0.9999984811205035,0.0003563439327363,0.9999986252767941,1.0000251527559243,0.9999999953335448,0.4500062108674798,0.2799999987775389,0.3599995958390461,1.0183782225703661,1.01015510645212,0.9954277193460956,0.9999999839936715,0.4622042098744743,1.0133250236671871
