a,b,t,logl
worst(b5),Bstar(b8),0.225,-27.789551645800216
worst(b5),Bstar(b8),0.25,-27.38857046333523
worst(b5),Bstar(b8),0.275,-26.966905999360485
worst(b5),Bstar(b8),0.30000000000000004,-26.577040439881745
worst(b5),Bstar(b8),0.325,-26.392573447800668
worst(b5),Bstar(b8),0.35000000000000003,-26.624531458599954
worst(b5),Bstar(b8),0.375,-27.315604265198196
worst(b5),Bstar(b8),0.4,-28.703706901352895
worst(b5),Bstar(b8),0.42500000000000004,-29.164809621775845
worst(b5),Bstar(b8),0.45,-29.547191117056116
worst(b5),Bstar(b8),0.47500000000000003,-29.5929127090818
worst(b5),Bstar(b8),0.5,-29.269419137682142
worst(b5),Bstar(b8),0.525,-28.527738870065484
worst(b5),Bstar(b8),0.55,-27.058922115230075
worst(b5),Bstar(b8),0.5750000000000001,-25.660644151414807
worst(b5),Bstar(b8),0.6000000000000001,-24.43412014653707
worst(b5),Bstar(b8),0.625,-24.030728144888627
worst(b5),Bstar(b8),0.65,-22.57013132174054
worst(b5),Bstar(b8),0.675,-21.36642977279137
worst(b5),Bstar(b8),0.7000000000000001,-20.556800090935987
worst(b5),Bstar(b8),0.7250000000000001,-19.743574930163884
worst(b5),Bstar(b8),0.75,-18.44045436017453
worst(b5),Bstar(b8),0.775,-16.835462755775573
worst(b5),Bstar(b8),0.8,-15.683346279503311
worst(b5),Bstar(b8),0.8250000000000001,-15.381774491387818
worst(b5),Bstar(b8),0.8500000000000001,-15.491966420547142
worst(b5),Bstar(b8),0.875,-15.481296725761652
worst(b5),Bstar(b8),0.9,-14.336075932645752
worst(b5),Bstar(b8),0.925,-12.95330773881163
worst(b5),Bstar(b8),0.9500000000000001,-11.399181268030484
worst(b5),Bstar(b8),0.9750000000000001,-9.54602536502355
worst(b5),Bstar(b8),1.0,-8.310937715920604
worst(b5),P4(b13),0.0,-25.964338959703674
worst(b5),P4(b13),0.025,-26.226254286936054
worst(b5),P4(b13),0.05,-26.84598243414429
worst(b5),P4(b13),0.07500000000000001,-27.94043162785384
worst(b5),P4(b13),0.1,-28.03204238797187
worst(b5),P4(b13),0.125,-28.309975697020345
worst(b5),P4(b13),0.15000000000000002,-28.273904707167503
worst(b5),P4(b13),0.17500000000000002,-28.074989061181867
worst(b5),P4(b13),0.2,-27.854652216231266
worst(b5),P4(b13),0.225,-27.53515420209785
worst(b5),P4(b13),0.25,-27.122247314377383
worst(b5),P4(b13),0.275,-26.714939676208488
worst(b5),P4(b13),0.30000000000000004,-26.320580617642847
worst(b5),P4(b13),0.325,-26.119496302917696
worst(b5),P4(b13),0.35000000000000003,-26.309101493417554
worst(b5),P4(b13),0.375,-26.94925550476046
worst(b5),P4(b13),0.4,-28.26245361386284
worst(b5),P4(b13),0.42500000000000004,-28.710271091649595
worst(b5),P4(b13),0.45,-28.96738528883028
worst(b5),P4(b13),0.47500000000000003,-29.153821385408158
worst(b5),P4(b13),0.5,-28.806700840284048
worst(b5),P4(b13),0.525,-28.02311193564031
worst(b5),P4(b13),0.55,-26.80172540023522
worst(b5),P4(b13),0.5750000000000001,-25.24018459465325
worst(b5),P4(b13),0.6000000000000001,-24.00946860652223
worst(b5),P4(b13),0.625,-23.550818910812225
worst(b5),P4(b13),0.65,-22.26645963399932
worst(b5),P4(b13),0.675,-21.34904522369026
worst(b5),P4(b13),0.7000000000000001,-20.48615197806034
worst(b5),P4(b13),0.7250000000000001,-19.42512871930849
worst(b5),P4(b13),0.75,-18.156162890950483
worst(b5),P4(b13),0.775,-16.736963240397387
worst(b5),P4(b13),0.8,-15.59646827507205
worst(b5),P4(b13),0.8250000000000001,-15.070710301517243
worst(b5),P4(b13),0.8500000000000001,-15.350323558767837
worst(b5),P4(b13),0.875,-15.1838320023792
worst(b5),P4(b13),0.9,-14.900885674932518
worst(b5),P4(b13),0.925,-14.480023622573437
worst(b5),P4(b13),0.9500000000000001,-13.604422826851588
worst(b5),P4(b13),0.9750000000000001,-12.418679425440398
worst(b5),P4(b13),1.0,-11.447068165850023
worst(b5),p81(b7),0.0,-25.96433895957616
worst(b5),p81(b7),0.025,-26.230325131670618
worst(b5),p81(b7),0.05,-26.872565391186477
worst(b5),p81(b7),0.07500000000000001,-28.007698508124935
worst(b5),p81(b7),0.1,-28.094915535636773
worst(b5),p81(b7),0.125,-28.365132195035514
worst(b5),p81(b7),0.15000000000000002,-28.34876402047108
worst(b5),p81(b7),0.17500000000000002,-28.190983026216724
worst(b5),p81(b7),0.2,-28.034945529041707
worst(b5),p81(b7),0.225,-27.71646494879848
worst(b5),p81(b7),0.25,-27.29201333038107
worst(b5),p81(b7),0.275,-26.844525368325776
worst(b5),p81(b7),0.30000000000000004,-26.431793757380667
worst(b5),p81(b7),0.325,-26.231985138509977
worst(b5),p81(b7),0.35000000000000003,-26.45752134400489
worst(b5),p81(b7),0.375,-27.18925692899853
worst(b5),p81(b7),0.4,-28.628509665795942
worst(b5),p81(b7),0.42500000000000004,-28.970997285911572
worst(b5),p81(b7),0.45,-29.20847325810397
worst(b5),p81(b7),0.47500000000000003,-29.354135248786626
worst(b5),p81(b7),0.5,-28.950850606261405
worst(b5),p81(b7),0.525,-28.11195155551424
worst(b5),p81(b7),0.55,-26.68329342423582
worst(b5),p81(b7),0.5750000000000001,-25.261382946420774
worst(b5),p81(b7),0.6000000000000001,-24.041167313094334
worst(b5),p81(b7),0.625,-23.57934584759744
worst(b5),p81(b7),0.65,-22.34746409917132
worst(b5),p81(b7),0.675,-21.221570552234148
worst(b5),p81(b7),0.7000000000000001,-20.20210741940567
worst(b5),p81(b7),0.7250000000000001,-19.26515573652899
worst(b5),p81(b7),0.75,-17.574179291757005
worst(b5),p81(b7),0.775,-15.972617983232812
worst(b5),p81(b7),0.8,-14.95589229253841
worst(b5),p81(b7),0.8250000000000001,-14.733543654660078
worst(b5),p81(b7),0.8500000000000001,-15.021204968796692
worst(b5),p81(b7),0.875,-15.122486929828472
worst(b5),p81(b7),0.9,-17.039946921163434
worst(b5),p81(b7),0.925,-16.24982672182183
worst(b5),p81(b7),0.9500000000000001,-11.53814447186696
worst(b5),p81(b7),0.9750000000000001,-9.502001433240796
worst(b5),p81(b7),1.0,-8.291822949712408
worst(b5),A(b20),0.0,-25.964338960224218
worst(b5),A(b20),0.025,-26.227155223893877
worst(b5),A(b20),0.05,-26.8646358009213
worst(b5),A(b20),0.07500000000000001,-27.996535959521808
worst(b5),A(b20),0.1,-28.108014183435323
worst(b5),A(b20),0.125,-28.36886904556267
worst(b5),A(b20),0.15000000000000002,-28.397461207146257
worst(b5),A(b20),0.17500000000000002,-28.316319967848216
worst(b5),A(b20),0.2,-28.16722647583117
worst(b5),A(b20),0.225,-27.804067794879046
worst(b5),A(b20),0.25,-27.374770810366734
worst(b5),A(b20),0.275,-26.929505835832604
worst(b5),A(b20),0.30000000000000004,-26.563356443414072
worst(b5),A(b20),0.325,-26.50294731734501
worst(b5),A(b20),0.35000000000000003,-26.810147537209957
worst(b5),A(b20),0.375,-27.66101192365596
worst(b5),A(b20),0.4,-29.190548769622325
worst(b5),A(b20),0.42500000000000004,-29.619834292303246
worst(b5),A(b20),0.45,-30.096062471918422
worst(b5),A(b20),0.47500000000000003,-30.244033710344976
worst(b5),A(b20),0.5,-29.95446965961968
worst(b5),A(b20),0.525,-29.27241398748034
worst(b5),A(b20),0.55,-28.016373000804293
worst(b5),A(b20),0.5750000000000001,-26.38086803868125
worst(b5),A(b20),0.6000000000000001,-24.73537621868674
worst(b5),A(b20),0.625,-23.697921829311156
worst(b5),A(b20),0.65,-22.038556839954524
worst(b5),A(b20),0.675,-21.037282498148116
worst(b5),A(b20),0.7000000000000001,-19.942987594357184
worst(b5),A(b20),0.7250000000000001,-19.04109875386508
worst(b5),A(b20),0.75,-17.776853280977463
worst(b5),A(b20),0.775,-16.427842205990558
worst(b5),A(b20),0.8,-15.250312867182402
worst(b5),A(b20),0.8250000000000001,-14.567914780356837
worst(b5),A(b20),0.8500000000000001,-14.370299034172032
worst(b5),A(b20),0.875,-13.993994744093076
worst(b5),A(b20),0.9,-13.400403495745035
worst(b5),A(b20),0.925,-12.413955873647497
worst(b5),A(b20),0.9500000000000001,-10.665756343980505
worst(b5),A(b20),0.9750000000000001,-8.689665816711283
worst(b5),A(b20),1.0,-7.197362472692174
worst(b5),"big(b9,n=3)",0.0,-25.964338959813702
worst(b5),"big(b9,n=3)",0.025,-26.22183912674776
worst(b5),"big(b9,n=3)",0.05,-26.84157247068014
worst(b5),"big(b9,n=3)",0.07500000000000001,-27.930777529473197
worst(b5),"big(b9,n=3)",0.1,-27.983697170066712
worst(b5),"big(b9,n=3)",0.125,-28.23675537306501
worst(b5),"big(b9,n=3)",0.15000000000000002,-28.166572770171832
worst(b5),"big(b9,n=3)",0.17500000000000002,-27.93874245341989
worst(b5),"big(b9,n=3)",0.2,-27.706471485643952
worst(b5),"big(b9,n=3)",0.225,-27.39156977138744
worst(b5),"big(b9,n=3)",0.25,-26.96785224443528
worst(b5),"big(b9,n=3)",0.275,-26.588457364719385
worst(b5),"big(b9,n=3)",0.30000000000000004,-26.220736534248402
worst(b5),"big(b9,n=3)",0.325,-26.046184503194517
worst(b5),"big(b9,n=3)",0.35000000000000003,-26.267721674862575
worst(b5),"big(b9,n=3)",0.375,-26.935748064191795
worst(b5),"big(b9,n=3)",0.4,-28.27898216881094
worst(b5),"big(b9,n=3)",0.42500000000000004,-28.687381511538206
worst(b5),"big(b9,n=3)",0.45,-28.958752289518912
worst(b5),"big(b9,n=3)",0.47500000000000003,-29.183491852827352
worst(b5),"big(b9,n=3)",0.5,-28.983235496736494
worst(b5),"big(b9,n=3)",0.525,-28.393959485844874
worst(b5),"big(b9,n=3)",0.55,-27.538048576140525
worst(b5),"big(b9,n=3)",0.5750000000000001,-26.75165394431146
worst(b5),"big(b9,n=3)",0.6000000000000001,-26.30160303592551
worst(b5),"big(b9,n=3)",0.625,-26.403393032414204
worst(b5),"big(b9,n=3)",0.65,-25.554430617227766
worst(b5),"big(b9,n=3)",0.675,-24.89085648314576
worst(b5),"big(b9,n=3)",0.7000000000000001,-24.406973402733122
worst(b5),"big(b9,n=3)",0.7250000000000001,-23.61908041184434
worst(b5),"big(b9,n=3)",0.75,-22.575748375666773
worst(b5),"big(b9,n=3)",0.775,-21.372322756191906
worst(b5),"big(b9,n=3)",0.8,-20.625719181942564
worst(b5),"big(b9,n=3)",0.8250000000000001,-20.17840267698174
worst(b5),"big(b9,n=3)",0.8500000000000001,-19.9772482712501
worst(b5),"big(b9,n=3)",0.875,-19.25809357857924
worst(b5),"big(b9,n=3)",0.9,-18.32314434120576
worst(b5),"big(b9,n=3)",0.925,-17.179754683916332
worst(b5),"big(b9,n=3)",0.9500000000000001,-15.428068329346313
worst(b5),"big(b9,n=3)",0.9750000000000001,-13.499905446356161
worst(b5),"big(b9,n=3)",1.0,-12.359970906075777
worst(b5),p50(b19),0.0,-25.964338959798233
worst(b5),p50(b19),0.025,-26.27438215675656
worst(b5),p50(b19),0.05,-27.0099893743499
worst(b5),p50(b19),0.07500000000000001,-28.240823425133712
worst(b5),p50(b19),0.1,-28.46379387921109
worst(b5),p50(b19),0.125,-29.048966406741698
worst(b5),p50(b19),0.15000000000000002,-29.20516801429922
worst(b5),p50(b19),0.17500000000000002,-29.375348010856666
worst(b5),p50(b19),0.2,-29.50234230749434
worst(b5),p50(b19),0.225,-29.42743361537315
worst(b5),p50(b19),0.25,-29.27927880485533
worst(b5),p50(b19),0.275,-29.141981998661315
worst(b5),p50(b19),0.30000000000000004,-29.09206902933908
worst(b5),p50(b19),0.325,-29.40548279563658
worst(b5),p50(b19),0.35000000000000003,-30.216065489933072
worst(b5),p50(b19),0.375,-31.696636387804254
worst(b5),p50(b19),0.4,-33.6785336326825
worst(b5),p50(b19),0.42500000000000004,-34.72160655050662
worst(b5),p50(b19),0.45,-35.970562678888705
worst(b5),p50(b19),0.47500000000000003,-36.59791022346428
worst(b5),p50(b19),0.5,-36.62704212741531
worst(b5),p50(b19),0.525,-36.05714143229473
worst(b5),p50(b19),0.55,-34.76282134027376
worst(b5),p50(b19),0.5750000000000001,-32.875955135601046
worst(b5),p50(b19),0.6000000000000001,-30.983328797196698
worst(b5),p50(b19),0.625,-28.590573165468133
worst(b5),p50(b19),0.65,-26.35557805248115
worst(b5),p50(b19),0.675,-25.30602781090637
worst(b5),p50(b19),0.7000000000000001,-23.97177164969925
worst(b5),p50(b19),0.7250000000000001,-22.54715937908974
worst(b5),p50(b19),0.75,-21.10483807251352
worst(b5),p50(b19),0.775,-19.433103633071454
worst(b5),p50(b19),0.8,-17.92488283155399
worst(b5),p50(b19),0.8250000000000001,-17.346331986534654
worst(b5),p50(b19),0.8500000000000001,-16.46465671410719
worst(b5),p50(b19),0.875,-15.882061979807576
worst(b5),p50(b19),0.9,-15.113440093305996
worst(b5),p50(b19),0.925,-13.528089928717
worst(b5),p50(b19),0.9500000000000001,-11.4360877607068
worst(b5),p50(b19),0.9750000000000001,-9.183886996707807
worst(b5),p50(b19),1.0,-8.116550991989833
worst(b5),p38(b22),0.0,-25.964338959541593
worst(b5),p38(b22),0.025,-26.22627256858702
worst(b5),p38(b22),0.05,-26.864778068341764
worst(b5),p38(b22),0.07500000000000001,-27.988404615058336
worst(b5),p38(b22),0.1,-28.09893217528579
worst(b5),p38(b22),0.125,-28.348280065317972
worst(b5),p38(b22),0.15000000000000002,-28.340921256102746
worst(b5),p38(b22),0.17500000000000002,-28.27424125411035
worst(b5),p38(b22),0.2,-28.103059520054508
worst(b5),p38(b22),0.225,-27.70453933024098
worst(b5),p38(b22),0.25,-27.262573711421126
worst(b5),p38(b22),0.275,-26.807549806568623
worst(b5),p38(b22),0.30000000000000004,-26.453288161188745
worst(b5),p38(b22),0.325,-26.405837241410403
worst(b5),p38(b22),0.35000000000000003,-26.7568301137051
worst(b5),p38(b22),0.375,-27.646699412129976
worst(b5),p38(b22),0.4,-29.168974404075946
worst(b5),p38(b22),0.42500000000000004,-29.566191346666095
worst(b5),p38(b22),0.45,-30.01991831845512
worst(b5),p38(b22),0.47500000000000003,-30.113999905225914
worst(b5),p38(b22),0.5,-29.96201905352075
worst(b5),p38(b22),0.525,-29.182718281616236
worst(b5),p38(b22),0.55,-27.83307488536326
worst(b5),p38(b22),0.5750000000000001,-26.093159644518238
worst(b5),p38(b22),0.6000000000000001,-24.636375990095633
worst(b5),p38(b22),0.625,-23.605687262728495
worst(b5),p38(b22),0.65,-22.02703607372167
worst(b5),p38(b22),0.675,-21.12444566414082
worst(b5),p38(b22),0.7000000000000001,-20.552782061955366
worst(b5),p38(b22),0.7250000000000001,-19.586853256837667
worst(b5),p38(b22),0.75,-18.227438399986656
worst(b5),p38(b22),0.775,-16.883706398189442
worst(b5),p38(b22),0.8,-15.57189408987644
worst(b5),p38(b22),0.8250000000000001,-14.971164925024732
worst(b5),p38(b22),0.8500000000000001,-14.81050222512186
worst(b5),p38(b22),0.875,-14.251475538441348
worst(b5),p38(b22),0.9,-13.43621632761161
worst(b5),p38(b22),0.925,-12.36466570190155
worst(b5),p38(b22),0.9500000000000001,-10.539284480106055
worst(b5),p38(b22),0.9750000000000001,-8.510595646275902
worst(b5),p38(b22),1.0,-7.201679661165882
worst(b5),"big(b10,n=64)",0.0,-25.964338959673682
worst(b5),"big(b10,n=64)",0.025,-26.228478825117318
worst(b5),"big(b10,n=64)",0.05,-26.84752341012909
worst(b5),"big(b10,n=64)",0.07500000000000001,-27.93449235459986
worst(b5),"big(b10,n=64)",0.1,-28.034946577742073
worst(b5),"big(b10,n=64)",0.125,-28.304073032318755
worst(b5),"big(b10,n=64)",0.15000000000000002,-28.25300471865169
worst(b5),"big(b10,n=64)",0.17500000000000002,-28.047096907184077
worst(b5),"big(b10,n=64)",0.2,-27.834816666247384
worst(b5),"big(b10,n=64)",0.225,-27.54434854068558
worst(b5),"big(b10,n=64)",0.25,-27.134698259055234
worst(b5),"big(b10,n=64)",0.275,-26.76160755241866
worst(b5),"big(b10,n=64)",0.30000000000000004,-26.387778488750975
worst(b5),"big(b10,n=64)",0.325,-26.19259438756582
worst(b5),"big(b10,n=64)",0.35000000000000003,-26.371459448694665
worst(b5),"big(b10,n=64)",0.375,-26.97544976575668
worst(b5),"big(b10,n=64)",0.4,-28.2288403070471
worst(b5),"big(b10,n=64)",0.42500000000000004,-28.666374111538058
worst(b5),"big(b10,n=64)",0.45,-28.927936628966094
worst(b5),"big(b10,n=64)",0.47500000000000003,-29.086444386883763
worst(b5),"big(b10,n=64)",0.5,-28.779319171009448
worst(b5),"big(b10,n=64)",0.525,-28.055702027912165
worst(b5),"big(b10,n=64)",0.55,-26.846556265593357
worst(b5),"big(b10,n=64)",0.5750000000000001,-25.559283143808187
worst(b5),"big(b10,n=64)",0.6000000000000001,-24.635231396204986
worst(b5),"big(b10,n=64)",0.625,-24.34416179485533
worst(b5),"big(b10,n=64)",0.65,-23.082415737309386
worst(b5),"big(b10,n=64)",0.675,-22.21649140049258
worst(b5),"big(b10,n=64)",0.7000000000000001,-21.344434045542314
worst(b5),"big(b10,n=64)",0.7250000000000001,-20.283400920732312
worst(b5),"big(b10,n=64)",0.75,-18.971770743652833
worst(b5),"big(b10,n=64)",0.775,-17.478779882549123
worst(b5),"big(b10,n=64)",0.8,-16.363015707842468
worst(b5),"big(b10,n=64)",0.8250000000000001,-15.978119815587437
worst(b5),"big(b10,n=64)",0.8500000000000001,-16.096382615410104
worst(b5),"big(b10,n=64)",0.875,-15.817040937278774
worst(b5),"big(b10,n=64)",0.9,-15.490697848850456
worst(b5),"big(b10,n=64)",0.925,-14.965501825105024
worst(b5),"big(b10,n=64)",0.9500000000000001,-14.045065228690449
worst(b5),"big(b10,n=64)",0.9750000000000001,-12.844338707348868
worst(b5),"big(b10,n=64)",1.0,-11.986465033736758
worst(b5),p83(b21),0.0,-25.964338959218004
worst(b5),p83(b21),0.025,-26.24379571489895
worst(b5),p83(b21),0.05,-26.905513340832833
worst(b5),p83(b21),0.07500000000000001,-28.07927394742179
worst(b5),p83(b21),0.1,-28.27304486579407
worst(b5),p83(b21),0.125,-28.671994004318243
worst(b5),p83(b21),0.15000000000000002,-28.794122961982538
worst(b5),p83(b21),0.17500000000000002,-28.789435680081635
worst(b5),p83(b21),0.2,-28.75496954584854
worst(b5),p83(b21),0.225,-28.503668430719742
worst(b5),p83(b21),0.25,-28.151577395333398
worst(b5),p83(b21),0.275,-27.80252033502436
worst(b5),p83(b21),0.30000000000000004,-27.52912024361302
worst(b5),p83(b21),0.325,-27.585576449395802
worst(b5),p83(b21),0.35000000000000003,-28.03616134682865
worst(b5),p83(b21),0.375,-29.076277921587614
worst(b5),p83(b21),0.4,-30.821251979613177
worst(b5),p83(b21),0.42500000000000004,-31.70681650514865
worst(b5),p83(b21),0.45,-32.43602412971447
worst(b5),p83(b21),0.47500000000000003,-32.97898385831473
worst(b5),p83(b21),0.5,-32.915038109075255
worst(b5),p83(b21),0.525,-32.27337519379451
worst(b5),p83(b21),0.55,-30.92440727104652
worst(b5),p83(b21),0.5750000000000001,-29.062594960235636
worst(b5),p83(b21),0.6000000000000001,-27.05627557450013
worst(b5),p83(b21),0.625,-25.940705322635
worst(b5),p83(b21),0.65,-24.124582601397982
worst(b5),p83(b21),0.675,-23.058424415898486
worst(b5),p83(b21),0.7000000000000001,-22.04628207078784
worst(b5),p83(b21),0.7250000000000001,-20.78357727950339
worst(b5),p83(b21),0.75,-19.345285396285377
worst(b5),p83(b21),0.775,-17.772231971201897
worst(b5),p83(b21),0.8,-16.32833398778486
worst(b5),p83(b21),0.8250000000000001,-15.575655321626419
worst(b5),p83(b21),0.8500000000000001,-15.666373155113346
worst(b5),p83(b21),0.875,-15.313353794745584
worst(b5),p83(b21),0.9,-14.710621622018607
worst(b5),p83(b21),0.925,-13.758913247695599
worst(b5),p83(b21),0.9500000000000001,-12.033786654149328
worst(b5),p83(b21),0.9750000000000001,-9.966030696174236
worst(b5),p83(b21),1.0,-8.432798857616106
B(b3),"big(b6,n=2)",0.0,-18.876862809022217
B(b3),"big(b6,n=2)",0.025,-18.98097567586983
B(b3),"big(b6,n=2)",0.05,-19.113491485277432
B(b3),"big(b6,n=2)",0.07500000000000001,-19.24228025436686
B(b3),"big(b6,n=2)",0.1,-19.478177694954148
B(b3),"big(b6,n=2)",0.125,-19.710459885721956
B(b3),"big(b6,n=2)",0.15000000000000002,-19.96802711066357
B(b3),"big(b6,n=2)",0.17500000000000002,-20.327655519108323
B(b3),"big(b6,n=2)",0.2,-21.089410283838127
B(b3),"big(b6,n=2)",0.225,-21.81371337968735
B(b3),"big(b6,n=2)",0.25,-22.504481160944977
B(b3),"big(b6,n=2)",0.275,-24.344316267926118
B(b3),"big(b6,n=2)",0.30000000000000004,-25.961397210758868
B(b3),"big(b6,n=2)",0.325,-29.29635423246598
B(b3),"big(b6,n=2)",0.35000000000000003,-32.03307557987
B(b3),"big(b6,n=2)",0.375,-33.1665371507481
B(b3),"big(b6,n=2)",0.4,-35.04194744369453
B(b3),"big(b6,n=2)",0.42500000000000004,-35.65878272465398
B(b3),"big(b6,n=2)",0.45,-36.46311011639875
B(b3),"big(b6,n=2)",0.47500000000000003,-37.887233114944316
B(b3),"big(b6,n=2)",0.5,-38.54730478876108
B(b3),"big(b6,n=2)",0.525,-38.24514747119033
B(b3),"big(b6,n=2)",0.55,-38.67032697227246
B(b3),"big(b6,n=2)",0.5750000000000001,-38.64530265763329
B(b3),"big(b6,n=2)",0.6000000000000001,-37.69496138122332
B(b3),"big(b6,n=2)",0.625,-36.491244487529045
B(b3),"big(b6,n=2)",0.65,-36.142865154731204
B(b3),"big(b6,n=2)",0.675,-34.96946254065686
B(b3),"big(b6,n=2)",0.7000000000000001,-34.852822982195256
B(b3),"big(b6,n=2)",0.7250000000000001,-33.093890764517695
B(b3),"big(b6,n=2)",0.75,-31.484587790485985
B(b3),"big(b6,n=2)",0.775,-29.108412447171105
B(b3),"big(b6,n=2)",0.8,-27.320244981635717
B(b3),"big(b6,n=2)",0.8250000000000001,-26.58877760470444
B(b3),"big(b6,n=2)",0.8500000000000001,-26.228699696445222
B(b3),"big(b6,n=2)",0.875,-26.185726168945735
B(b3),"big(b6,n=2)",0.9,-25.884062078781092
B(b3),"big(b6,n=2)",0.925,-25.78324354655959
B(b3),"big(b6,n=2)",0.9500000000000001,-25.255234990877273
B(b3),"big(b6,n=2)",0.9750000000000001,-24.150301291472232
B(b3),"big(b6,n=2)",1.0,-23.790998382899595
B(b3),Bstar(b8),0.0,-18.8596305447953
B(b3),Bstar(b8),0.025,-19.157822934563637
B(b3),Bstar(b8),0.05,-19.51717158086251
B(b3),Bstar(b8),0.07500000000000001,-20.058542209935297
B(b3),Bstar(b8),0.1,-20.74819909568248
B(b3),Bstar(b8),0.125,-21.593711911658527
B(b3),Bstar(b8),0.15000000000000002,-22.640343708948635
B(b3),Bstar(b8),0.17500000000000002,-23.84528573627478
B(b3),Bstar(b8),0.2,-25.40067450973729
B(b3),Bstar(b8),0.225,-27.907334854490934
B(b3),Bstar(b8),0.25,-29.634863766335357
B(b3),Bstar(b8),0.275,-32.34718522875204
B(b3),Bstar(b8),0.30000000000000004,-36.03215029653909
B(b3),Bstar(b8),0.325,-40.30751744770919
B(b3),Bstar(b8),0.35000000000000003,-45.151319045680324
B(b3),Bstar(b8),0.375,-49.403048515532106
B(b3),Bstar(b8),0.4,-53.08656510508068
B(b3),Bstar(b8),0.42500000000000004,-56.667998206051294
B(b3),Bstar(b8),0.45,-60.535700702618925
B(b3),Bstar(b8),0.47500000000000003,-64.63804619930696
B(b3),Bstar(b8),0.5,-68.78642156218419
B(b3),Bstar(b8),0.525,-72.9992355838348
B(b3),Bstar(b8),0.55,-77.01002592438391
B(b3),Bstar(b8),0.5750000000000001,-77.69715451649901
B(b3),Bstar(b8),0.6000000000000001,-77.86355153471375
B(b3),Bstar(b8),0.625,-75.88584538847968
B(b3),Bstar(b8),0.65,-73.93812273281003
B(b3),Bstar(b8),0.675,-69.99310947709645
B(b3),Bstar(b8),0.7000000000000001,-62.41248663195217
B(b3),Bstar(b8),0.7250000000000001,-55.62683353938479
B(b3),Bstar(b8),0.75,-50.849758152339625
B(b3),Bstar(b8),0.775,-46.18728510292699
B(b3),Bstar(b8),0.8,-41.04378429439301
B(b3),Bstar(b8),0.8250000000000001,-34.45299136012346
B(b3),Bstar(b8),0.8500000000000001,-27.59052872285637
B(b3),Bstar(b8),0.875,-22.02747655514478
B(b3),Bstar(b8),0.9,-17.745727580143352
B(b3),Bstar(b8),0.925,-14.251396358205676
B(b3),Bstar(b8),0.9500000000000001,-11.389754090544638
B(b3),Bstar(b8),0.9750000000000001,-9.389159977370443
B(b3),Bstar(b8),1.0,-8.310937716137708
B(b3),P4(b13),0.0,-18.87686280902222
B(b3),P4(b13),0.025,-19.145059404536354
B(b3),P4(b13),0.05,-19.48538920326136
B(b3),P4(b13),0.07500000000000001,-19.99393826245073
B(b3),P4(b13),0.1,-20.624154282987252
B(b3),P4(b13),0.125,-21.408321928602163
B(b3),P4(b13),0.15000000000000002,-22.332864147368372
B(b3),P4(b13),0.17500000000000002,-23.44828366366066
B(b3),P4(b13),0.2,-24.89317344849144
B(b3),P4(b13),0.225,-26.83449977033759
B(b3),P4(b13),0.25,-28.520488685787015
B(b3),P4(b13),0.275,-30.698180433581587
B(b3),P4(b13),0.30000000000000004,-33.34996436404027
B(b3),P4(b13),0.325,-37.0481857476859
B(b3),P4(b13),0.35000000000000003,-41.819540697352345
B(b3),P4(b13),0.375,-46.798261735710284
B(b3),P4(b13),0.4,-50.37190452629681
B(b3),P4(b13),0.42500000000000004,-53.80406492011502
B(b3),P4(b13),0.45,-57.23830236867648
B(b3),P4(b13),0.47500000000000003,-61.46296192156524
B(b3),P4(b13),0.5,-65.39974169580442
B(b3),P4(b13),0.525,-69.49004306689588
B(b3),P4(b13),0.55,-73.31641648444294
B(b3),P4(b13),0.5750000000000001,-78.05172664481056
B(b3),P4(b13),0.6000000000000001,-78.96833241332072
B(b3),P4(b13),0.625,-80.32803010026922
B(b3),P4(b13),0.65,-78.51886973333255
B(b3),P4(b13),0.675,-77.80774085788946
B(b3),P4(b13),0.7000000000000001,-76.54545493506723
B(b3),P4(b13),0.7250000000000001,-70.78278319213491
B(b3),P4(b13),0.75,-63.465096418463574
B(b3),P4(b13),0.775,-57.049874111183144
B(b3),P4(b13),0.8,-51.645577855088504
B(b3),P4(b13),0.8250000000000001,-46.00798230644565
B(b3),P4(b13),0.8500000000000001,-39.89678766233351
B(b3),P4(b13),0.875,-31.67794571338611
B(b3),P4(b13),0.9,-24.056291003324013
B(b3),P4(b13),0.925,-18.284821368759744
B(b3),P4(b13),0.9500000000000001,-14.511913800105493
B(b3),P4(b13),0.9750000000000001,-12.37692569533551
B(b3),P4(b13),1.0,-11.447068165622674
B(b3),p81(b7),0.0,-18.8596305447953
B(b3),p81(b7),0.025,-19.16361462894782
B(b3),p81(b7),0.05,-19.575407566383234
B(b3),p81(b7),0.07500000000000001,-20.08248069665435
B(b3),p81(b7),0.1,-20.825323519767224
B(b3),p81(b7),0.125,-21.701052685747428
B(b3),p81(b7),0.15000000000000002,-22.776735573682387
B(b3),p81(b7),0.17500000000000002,-24.151574690618922
B(b3),p81(b7),0.2,-25.8979140941299
B(b3),p81(b7),0.225,-28.509776677280833
B(b3),p81(b7),0.25,-30.498286140484403
B(b3),p81(b7),0.275,-33.36108087253467
B(b3),p81(b7),0.30000000000000004,-37.66688439559557
B(b3),p81(b7),0.325,-42.08372315804624
B(b3),p81(b7),0.35000000000000003,-46.44204203959032
B(b3),p81(b7),0.375,-50.48767933370992
B(b3),p81(b7),0.4,-54.262278302888745
