a,b,t,logl
B(b3),p81(b7),0.42500000000000004,-57.859865016615586
B(b3),p81(b7),0.45,-61.81837282702193
B(b3),p81(b7),0.47500000000000003,-65.58464437937732
B(b3),p81(b7),0.5,-69.29838450195109
B(b3),p81(b7),0.525,-71.51406650345834
B(b3),p81(b7),0.55,-73.4385980963202
B(b3),p81(b7),0.5750000000000001,-74.7344934528221
B(b3),p81(b7),0.6000000000000001,-76.36438722405367
B(b3),p81(b7),0.625,-75.9745403861809
B(b3),p81(b7),0.65,-72.50592956012666
B(b3),p81(b7),0.675,-69.30883013548853
B(b3),p81(b7),0.7000000000000001,-62.654092264877505
B(b3),p81(b7),0.7250000000000001,-56.390379572384994
B(b3),p81(b7),0.75,-50.60469871199056
B(b3),p81(b7),0.775,-46.20452853534087
B(b3),p81(b7),0.8,-40.20229736072305
B(b3),p81(b7),0.8250000000000001,-34.07230449315786
B(b3),p81(b7),0.8500000000000001,-26.90543992766119
B(b3),p81(b7),0.875,-20.845512433520074
B(b3),p81(b7),0.9,-16.606009080250633
B(b3),p81(b7),0.925,-13.4035113460759
B(b3),p81(b7),0.9500000000000001,-10.805241272421599
B(b3),p81(b7),0.9750000000000001,-9.082969878299524
B(b3),p81(b7),1.0,-8.2918229496028
B(b3),A(b20),0.0,-18.876862809022217
B(b3),A(b20),0.025,-19.1761918772539
B(b3),A(b20),0.05,-19.606303429129028
B(b3),A(b20),0.07500000000000001,-20.14315857289137
B(b3),A(b20),0.1,-20.91713065584009
B(b3),A(b20),0.125,-21.84021779130541
B(b3),A(b20),0.15000000000000002,-22.966515184674446
B(b3),A(b20),0.17500000000000002,-24.480954971526728
B(b3),A(b20),0.2,-26.46359767798077
B(b3),A(b20),0.225,-28.48428044295272
B(b3),A(b20),0.25,-30.97719637492972
B(b3),A(b20),0.275,-34.53081383780819
B(b3),A(b20),0.30000000000000004,-38.206962051693424
B(b3),A(b20),0.325,-43.899151140287564
B(b3),A(b20),0.35000000000000003,-48.630128691021696
B(b3),A(b20),0.375,-52.05133368220734
B(b3),A(b20),0.4,-55.91029417085612
B(b3),A(b20),0.42500000000000004,-60.15833333752067
B(b3),A(b20),0.45,-64.35749939126458
B(b3),A(b20),0.47500000000000003,-68.08375034779003
B(b3),A(b20),0.5,-73.24587342858402
B(b3),A(b20),0.525,-74.40352871133362
B(b3),A(b20),0.55,-75.79944528697938
B(b3),A(b20),0.5750000000000001,-76.27561329456076
B(b3),A(b20),0.6000000000000001,-76.76870888749006
B(b3),A(b20),0.625,-74.73134790018328
B(b3),A(b20),0.65,-68.9934484229857
B(b3),A(b20),0.675,-62.133785106755866
B(b3),A(b20),0.7000000000000001,-55.79988367787497
B(b3),A(b20),0.7250000000000001,-50.72936621138382
B(b3),A(b20),0.75,-45.37618185715701
B(b3),A(b20),0.775,-39.01017768515026
B(b3),A(b20),0.8,-32.38051371051183
B(b3),A(b20),0.8250000000000001,-27.01285241820711
B(b3),A(b20),0.8500000000000001,-22.508499513008623
B(b3),A(b20),0.875,-18.55105710330898
B(b3),A(b20),0.9,-15.082575926307431
B(b3),A(b20),0.925,-12.073484017407283
B(b3),A(b20),0.9500000000000001,-9.609390631653064
B(b3),A(b20),0.9750000000000001,-7.993664915201394
B(b3),A(b20),1.0,-7.213070075590181
B(b3),"big(b9,n=3)",0.0,-18.8596305447953
B(b3),"big(b9,n=3)",0.025,-19.130091268589755
B(b3),"big(b9,n=3)",0.05,-19.48106462000557
B(b3),"big(b9,n=3)",0.07500000000000001,-19.90018777454461
B(b3),"big(b9,n=3)",0.1,-20.525513005805426
B(b3),"big(b9,n=3)",0.125,-21.235628644039434
B(b3),"big(b9,n=3)",0.15000000000000002,-22.087553362356026
B(b3),"big(b9,n=3)",0.17500000000000002,-23.01164020505539
B(b3),"big(b9,n=3)",0.2,-24.25431700550076
B(b3),"big(b9,n=3)",0.225,-26.257874175845654
B(b3),"big(b9,n=3)",0.25,-28.284914822780358
B(b3),"big(b9,n=3)",0.275,-30.778185419403627
B(b3),"big(b9,n=3)",0.30000000000000004,-32.87828360579502
B(b3),"big(b9,n=3)",0.325,-36.34082247108698
B(b3),"big(b9,n=3)",0.35000000000000003,-39.91438793674734
B(b3),"big(b9,n=3)",0.375,-43.92071497716708
B(b3),"big(b9,n=3)",0.4,-48.37082980595915
B(b3),"big(b9,n=3)",0.42500000000000004,-51.352643253776534
B(b3),"big(b9,n=3)",0.45,-54.62299700556315
B(b3),"big(b9,n=3)",0.47500000000000003,-58.28988621924886
B(b3),"big(b9,n=3)",0.5,-60.987888788035306
B(b3),"big(b9,n=3)",0.525,-64.07598572001552
B(b3),"big(b9,n=3)",0.55,-67.55220494632943
B(b3),"big(b9,n=3)",0.5750000000000001,-70.85587909100501
B(b3),"big(b9,n=3)",0.6000000000000001,-72.72325462512535
B(b3),"big(b9,n=3)",0.625,-73.27024389432025
B(b3),"big(b9,n=3)",0.65,-74.47541952023661
B(b3),"big(b9,n=3)",0.675,-75.23734122229439
B(b3),"big(b9,n=3)",0.7000000000000001,-75.75127544326759
B(b3),"big(b9,n=3)",0.7250000000000001,-77.49102908169773
B(b3),"big(b9,n=3)",0.75,-75.67935979763635
B(b3),"big(b9,n=3)",0.775,-72.48384277879866
B(b3),"big(b9,n=3)",0.8,-66.97269238071344
B(b3),"big(b9,n=3)",0.8250000000000001,-59.45669687462898
B(b3),"big(b9,n=3)",0.8500000000000001,-51.39844442046632
B(b3),"big(b9,n=3)",0.875,-44.09138376092579
B(b3),"big(b9,n=3)",0.9,-38.189565267884475
B(b3),"big(b9,n=3)",0.925,-31.540568803105074
B(b3),"big(b9,n=3)",0.9500000000000001,-24.383995111353382
B(b3),"big(b9,n=3)",0.9750000000000001,-16.56975356640062
B(b3),"big(b9,n=3)",1.0,-12.35997090451354
B(b3),p50(b19),0.0,-18.8596305447953
B(b3),p50(b19),0.025,-19.23496844449475
B(b3),p50(b19),0.05,-19.776811757237986
B(b3),p50(b19),0.07500000000000001,-20.491462214618785
B(b3),p50(b19),0.1,-21.498039504973647
B(b3),p50(b19),0.125,-22.75228344759668
B(b3),p50(b19),0.15000000000000002,-24.322081110132615
B(b3),p50(b19),0.17500000000000002,-26.223320013479203
B(b3),p50(b19),0.2,-28.420130249331912
B(b3),p50(b19),0.225,-31.462775929107995
B(b3),p50(b19),0.25,-34.66567945615178
B(b3),p50(b19),0.275,-38.584573341836546
B(b3),p50(b19),0.30000000000000004,-44.0591017342297
B(b3),p50(b19),0.325,-49.55901790867254
B(b3),p50(b19),0.35000000000000003,-57.46189558577488
B(b3),p50(b19),0.375,-64.57945513760495
B(b3),p50(b19),0.4,-70.78994125561803
B(b3),p50(b19),0.42500000000000004,-77.82443165825273
B(b3),p50(b19),0.45,-85.52055859264362
B(b3),p50(b19),0.47500000000000003,-93.74173772278891
B(b3),p50(b19),0.5,-101.73955934857275
B(b3),p50(b19),0.525,-111.0001825149819
B(b3),p50(b19),0.55,-116.93019112142326
B(b3),p50(b19),0.5750000000000001,-121.77381936143989
B(b3),p50(b19),0.6000000000000001,-125.42394981155701
B(b3),p50(b19),0.625,-129.48923354985854
B(b3),p50(b19),0.65,-130.96423844316456
B(b3),p50(b19),0.675,-126.85552402943512
B(b3),p50(b19),0.7000000000000001,-120.13197914132806
B(b3),p50(b19),0.7250000000000001,-111.61546728661716
B(b3),p50(b19),0.75,-101.785351201921
B(b3),p50(b19),0.775,-90.7013521013001
B(b3),p50(b19),0.8,-80.83538016940396
B(b3),p50(b19),0.8250000000000001,-67.1243973016875
B(b3),p50(b19),0.8500000000000001,-50.95312463505894
B(b3),p50(b19),0.875,-36.77576818358429
B(b3),p50(b19),0.9,-26.1507373928884
B(b3),p50(b19),0.925,-18.348320819403718
B(b3),p50(b19),0.9500000000000001,-12.871880069648533
B(b3),p50(b19),0.9750000000000001,-9.513860817742353
B(b3),p50(b19),1.0,-8.11655099233866
B(b3),p38(b22),0.0,-18.87686280902222
B(b3),p38(b22),0.025,-19.1773281475501
B(b3),p38(b22),0.05,-19.609657367395243
B(b3),p38(b22),0.07500000000000001,-20.141533047602085
B(b3),p38(b22),0.1,-20.931315051327964
B(b3),p38(b22),0.125,-21.85680560367358
B(b3),p38(b22),0.15000000000000002,-22.97977179858077
B(b3),p38(b22),0.17500000000000002,-24.52441144369865
B(b3),p38(b22),0.2,-26.4558466341439
B(b3),p38(b22),0.225,-28.666742951899074
B(b3),p38(b22),0.25,-31.144398263095294
B(b3),p38(b22),0.275,-34.967708104777884
B(b3),p38(b22),0.30000000000000004,-39.44741313763495
B(b3),p38(b22),0.325,-45.57891790300472
B(b3),p38(b22),0.35000000000000003,-48.79903021781811
B(b3),p38(b22),0.375,-51.99611873476837
B(b3),p38(b22),0.4,-56.32653466787432
B(b3),p38(b22),0.42500000000000004,-60.16377641048948
B(b3),p38(b22),0.45,-63.889273271502056
B(b3),p38(b22),0.47500000000000003,-67.88940289259065
B(b3),p38(b22),0.5,-70.91526215507938
B(b3),p38(b22),0.525,-73.33042421352361
B(b3),p38(b22),0.55,-74.45325452635667
B(b3),p38(b22),0.5750000000000001,-76.10516435725191
B(b3),p38(b22),0.6000000000000001,-75.75571929944434
B(b3),p38(b22),0.625,-72.24924543373002
B(b3),p38(b22),0.65,-66.75115803387088
B(b3),p38(b22),0.675,-59.66566061098838
B(b3),p38(b22),0.7000000000000001,-53.93732787793262
B(b3),p38(b22),0.7250000000000001,-48.02462287830291
B(b3),p38(b22),0.75,-42.33398051544195
B(b3),p38(b22),0.775,-36.224365862856494
B(b3),p38(b22),0.8,-30.581272841872163
B(b3),p38(b22),0.8250000000000001,-26.23016943928666
B(b3),p38(b22),0.8500000000000001,-22.139196735507305
B(b3),p38(b22),0.875,-18.451951018451272
B(b3),p38(b22),0.9,-15.153924411452968
B(b3),p38(b22),0.925,-12.221253684582384
B(b3),p38(b22),0.9500000000000001,-9.906789142643662
B(b3),p38(b22),0.9750000000000001,-8.18286845651206
B(b3),p38(b22),1.0,-7.1859751440702215
B(b3),"big(b10,n=64)",0.0,-18.87686280902222
B(b3),"big(b10,n=64)",0.025,-19.129138893052684
B(b3),"big(b10,n=64)",0.05,-19.4484014764194
B(b3),"big(b10,n=64)",0.07500000000000001,-19.92116376388852
B(b3),"big(b10,n=64)",0.1,-20.494262240286417
B(b3),"big(b10,n=64)",0.125,-21.188654485679894
B(b3),"big(b10,n=64)",0.15000000000000002,-22.034863059775475
B(b3),"big(b10,n=64)",0.17500000000000002,-23.068251713457954
B(b3),"big(b10,n=64)",0.2,-24.16807781681366
B(b3),"big(b10,n=64)",0.225,-25.65605705638838
B(b3),"big(b10,n=64)",0.25,-27.554452279975134
B(b3),"big(b10,n=64)",0.275,-29.348921512466493
B(b3),"big(b10,n=64)",0.30000000000000004,-31.522052359447624
B(b3),"big(b10,n=64)",0.325,-34.21819345502328
B(b3),"big(b10,n=64)",0.35000000000000003,-37.79097801134018
B(b3),"big(b10,n=64)",0.375,-41.48080597587206
B(b3),"big(b10,n=64)",0.4,-46.52719435733552
B(b3),"big(b10,n=64)",0.42500000000000004,-50.75578922321548
B(b3),"big(b10,n=64)",0.45,-54.27882935892498
B(b3),"big(b10,n=64)",0.47500000000000003,-57.926633250443814
B(b3),"big(b10,n=64)",0.5,-61.72823729232667
B(b3),"big(b10,n=64)",0.525,-65.74458477200005
B(b3),"big(b10,n=64)",0.55,-69.87929279476566
B(b3),"big(b10,n=64)",0.5750000000000001,-74.25836518915948
B(b3),"big(b10,n=64)",0.6000000000000001,-78.52560241689159
B(b3),"big(b10,n=64)",0.625,-82.87375551152194
B(b3),"big(b10,n=64)",0.65,-86.22156892118568
B(b3),"big(b10,n=64)",0.675,-86.12933722824968
B(b3),"big(b10,n=64)",0.7000000000000001,-85.81234490560996
B(b3),"big(b10,n=64)",0.7250000000000001,-81.13985470131259
B(b3),"big(b10,n=64)",0.75,-76.16415367303546
B(b3),"big(b10,n=64)",0.775,-70.02142550687813
B(b3),"big(b10,n=64)",0.8,-61.47865749839431
B(b3),"big(b10,n=64)",0.8250000000000001,-54.55602392253103
B(b3),"big(b10,n=64)",0.8500000000000001,-47.476793439283526
B(b3),"big(b10,n=64)",0.875,-40.22443678443983
B(b3),"big(b10,n=64)",0.9,-32.02118893148477
B(b3),"big(b10,n=64)",0.925,-24.0178252249438
B(b3),"big(b10,n=64)",0.9500000000000001,-17.460103642451482
B(b3),"big(b10,n=64)",0.9750000000000001,-13.61800683908347
B(b3),"big(b10,n=64)",1.0,-11.98646503122176
B(b3),p83(b21),0.0,-18.87686280902222
B(b3),p83(b21),0.025,-19.19439036017664
B(b3),p83(b21),0.05,-19.62221309810292
B(b3),p83(b21),0.07500000000000001,-20.267133750808977
B(b3),p83(b21),0.1,-21.08734840915153
B(b3),p83(b21),0.125,-22.121842841757445
B(b3),p83(b21),0.15000000000000002,-23.365083118669936
B(b3),p83(b21),0.17500000000000002,-24.88714048424909
B(b3),p83(b21),0.2,-26.814094858680566
B(b3),p83(b21),0.225,-29.156237775155596
B(b3),p83(b21),0.25,-31.60852143048867
B(b3),p83(b21),0.275,-34.62274570422599
B(b3),p83(b21),0.30000000000000004,-38.39122752285369
B(b3),p83(b21),0.325,-43.1264842031341
B(b3),p83(b21),0.35000000000000003,-48.907742330378454
B(b3),p83(b21),0.375,-56.21172276921153
B(b3),p83(b21),0.4,-61.07455216632893
B(b3),p83(b21),0.42500000000000004,-66.17406697908056
B(b3),p83(b21),0.45,-71.49548686901014
B(b3),p83(b21),0.47500000000000003,-78.13324366161712
B(b3),p83(b21),0.5,-84.70357581176364
B(b3),p83(b21),0.525,-91.42858163132327
B(b3),p83(b21),0.55,-97.84064607595108
B(b3),p83(b21),0.5750000000000001,-105.86459790171769
B(b3),p83(b21),0.6000000000000001,-107.18597212335513
B(b3),p83(b21),0.625,-109.79109897612048
B(b3),p83(b21),0.65,-106.77504068716998
B(b3),p83(b21),0.675,-104.82730850707945
B(b3),p83(b21),0.7000000000000001,-100.86242400400869
B(b3),p83(b21),0.7250000000000001,-92.70207647475847
B(b3),p83(b21),0.75,-83.34065607505644
B(b3),p83(b21),0.775,-75.3337062815785
B(b3),p83(b21),0.8,-67.2515924290823
B(b3),p83(b21),0.8250000000000001,-57.718106860639054
B(b3),p83(b21),0.8500000000000001,-46.186798902875424
B(b3),p83(b21),0.875,-35.02047954575652
B(b3),p83(b21),0.9,-25.68294103905589
B(b3),p83(b21),0.925,-18.569576593282257
B(b3),p83(b21),0.9500000000000001,-13.390466681838415
B(b3),p83(b21),0.9750000000000001,-9.92061632516906
B(b3),p83(b21),1.0,-8.432798857715078
"big(b6,n=2)",Bstar(b8),0.0,-23.790998384580526
"big(b6,n=2)",Bstar(b8),0.025,-23.89784263217339
"big(b6,n=2)",Bstar(b8),0.05,-24.209224986208355
"big(b6,n=2)",Bstar(b8),0.07500000000000001,-24.77636775843525
"big(b6,n=2)",Bstar(b8),0.1,-25.529147755006047
"big(b6,n=2)",Bstar(b8),0.125,-25.506386515289844
"big(b6,n=2)",Bstar(b8),0.15000000000000002,-25.482995465494007
"big(b6,n=2)",Bstar(b8),0.17500000000000002,-25.539267892889324
"big(b6,n=2)",Bstar(b8),0.2,-25.52590919167325
"big(b6,n=2)",Bstar(b8),0.225,-25.376221559473095
"big(b6,n=2)",Bstar(b8),0.25,-25.080689933228538
"big(b6,n=2)",Bstar(b8),0.275,-24.644968687872
"big(b6,n=2)",Bstar(b8),0.30000000000000004,-24.03624097575544
"big(b6,n=2)",Bstar(b8),0.325,-23.32175264864098
"big(b6,n=2)",Bstar(b8),0.35000000000000003,-22.643140161138355
"big(b6,n=2)",Bstar(b8),0.375,-22.198765934816045
"big(b6,n=2)",Bstar(b8),0.4,-21.957123706748686
"big(b6,n=2)",Bstar(b8),0.42500000000000004,-22.145770347546133
"big(b6,n=2)",Bstar(b8),0.45,-21.59864922915572
"big(b6,n=2)",Bstar(b8),0.47500000000000003,-20.969426061747733
"big(b6,n=2)",Bstar(b8),0.5,-20.406033760200593
"big(b6,n=2)",Bstar(b8),0.525,-19.969872609819554
"big(b6,n=2)",Bstar(b8),0.55,-19.34404431570029
"big(b6,n=2)",Bstar(b8),0.5750000000000001,-18.71997843502899
"big(b6,n=2)",Bstar(b8),0.6000000000000001,-18.09526557446422
"big(b6,n=2)",Bstar(b8),0.625,-17.28755562405756
"big(b6,n=2)",Bstar(b8),0.65,-16.35704466888488
"big(b6,n=2)",Bstar(b8),0.675,-15.566090874750962
"big(b6,n=2)",Bstar(b8),0.7000000000000001,-15.030203524705046
"big(b6,n=2)",Bstar(b8),0.7250000000000001,-14.910848705976516
"big(b6,n=2)",Bstar(b8),0.75,-15.054554601497866
"big(b6,n=2)",Bstar(b8),0.775,-15.14816086278634
"big(b6,n=2)",Bstar(b8),0.8,-14.983057873268928
"big(b6,n=2)",Bstar(b8),0.8250000000000001,-15.152984729250429
"big(b6,n=2)",Bstar(b8),0.8500000000000001,-14.39957245882424
"big(b6,n=2)",Bstar(b8),0.875,-13.49086442159317
"big(b6,n=2)",Bstar(b8),0.9,-12.593120305258415
"big(b6,n=2)",Bstar(b8),0.925,-11.454780823456352
"big(b6,n=2)",Bstar(b8),0.9500000000000001,-10.206079978596861
"big(b6,n=2)",Bstar(b8),0.9750000000000001,-9.034194743019182
"big(b6,n=2)",Bstar(b8),1.0,-8.310937716190073
"big(b6,n=2)",P4(b13),0.0,-23.790998381068487
"big(b6,n=2)",P4(b13),0.025,-23.895959293772762
"big(b6,n=2)",P4(b13),0.05,-24.204655820179482
"big(b6,n=2)",P4(b13),0.07500000000000001,-24.762186364437426
"big(b6,n=2)",P4(b13),0.1,-25.499937224764253
"big(b6,n=2)",P4(b13),0.125,-25.46500085893402
"big(b6,n=2)",P4(b13),0.15000000000000002,-25.427321777155917
"big(b6,n=2)",P4(b13),0.17500000000000002,-25.435531745168912
"big(b6,n=2)",P4(b13),0.2,-25.505267720533688
"big(b6,n=2)",P4(b13),0.225,-25.30669711064131
"big(b6,n=2)",P4(b13),0.25,-24.98527252605952
"big(b6,n=2)",P4(b13),0.275,-24.5640844707885
"big(b6,n=2)",P4(b13),0.30000000000000004,-24.053578279047755
"big(b6,n=2)",P4(b13),0.325,-23.450638193163236
"big(b6,n=2)",P4(b13),0.35000000000000003,-22.79379009029601
"big(b6,n=2)",P4(b13),0.375,-22.164568358351197
"big(b6,n=2)",P4(b13),0.4,-21.92618195856584
"big(b6,n=2)",P4(b13),0.42500000000000004,-22.0417690684591
"big(b6,n=2)",P4(b13),0.45,-21.52025218625661
"big(b6,n=2)",P4(b13),0.47500000000000003,-20.91793384203214
"big(b6,n=2)",P4(b13),0.5,-20.4104764986875
"big(b6,n=2)",P4(b13),0.525,-20.01873499002392
"big(b6,n=2)",P4(b13),0.55,-19.528415736691734
"big(b6,n=2)",P4(b13),0.5750000000000001,-18.917169519456877
"big(b6,n=2)",P4(b13),0.6000000000000001,-18.220650711943584
"big(b6,n=2)",P4(b13),0.625,-17.411972867687236
"big(b6,n=2)",P4(b13),0.65,-16.569579544116692
"big(b6,n=2)",P4(b13),0.675,-15.761817557964118
"big(b6,n=2)",P4(b13),0.7000000000000001,-15.179776943167239
"big(b6,n=2)",P4(b13),0.7250000000000001,-14.826698078614909
"big(b6,n=2)",P4(b13),0.75,-14.988121084912038
"big(b6,n=2)",P4(b13),0.775,-15.132499152930984
"big(b6,n=2)",P4(b13),0.8,-15.069532627142662
"big(b6,n=2)",P4(b13),0.8250000000000001,-14.91150502460219
"big(b6,n=2)",P4(b13),0.8500000000000001,-14.739505850311463
"big(b6,n=2)",P4(b13),0.875,-14.544572511892003
"big(b6,n=2)",P4(b13),0.9,-14.123462411016414
"big(b6,n=2)",P4(b13),0.925,-13.536498473100115
"big(b6,n=2)",P4(b13),0.9500000000000001,-12.802066131954803
"big(b6,n=2)",P4(b13),0.9750000000000001,-12.005008858245132
"big(b6,n=2)",P4(b13),1.0,-11.447068165610684
"big(b6,n=2)",p81(b7),0.0,-23.790998384385063
"big(b6,n=2)",p81(b7),0.025,-23.895060060467735
"big(b6,n=2)",p81(b7),0.05,-24.206633699969743
"big(b6,n=2)",p81(b7),0.07500000000000001,-24.781984690325842
"big(b6,n=2)",p81(b7),0.1,-25.514664550528597
"big(b6,n=2)",p81(b7),0.125,-25.483653025059866
"big(b6,n=2)",p81(b7),0.15000000000000002,-25.449848629732287
"big(b6,n=2)",p81(b7),0.17500000000000002,-25.479383571292384
"big(b6,n=2)",p81(b7),0.2,-25.44694154981498
"big(b6,n=2)",p81(b7),0.225,-25.302504836861328
"big(b6,n=2)",p81(b7),0.25,-24.979687407061775
"big(b6,n=2)",p81(b7),0.275,-24.520457944781185
"big(b6,n=2)",p81(b7),0.30000000000000004,-23.882597693795436
"big(b6,n=2)",p81(b7),0.325,-23.125321891526028
"big(b6,n=2)",p81(b7),0.35000000000000003,-22.50042589343802
"big(b6,n=2)",p81(b7),0.375,-22.020806489495484
"big(b6,n=2)",p81(b7),0.4,-21.85090337556498
"big(b6,n=2)",p81(b7),0.42500000000000004,-22.050604442365024
"big(b6,n=2)",p81(b7),0.45,-21.405219858696626
"big(b6,n=2)",p81(b7),0.47500000000000003,-20.76115706461709
"big(b6,n=2)",p81(b7),0.5,-20.16980085982236
"big(b6,n=2)",p81(b7),0.525,-19.566492637881286
"big(b6,n=2)",p81(b7),0.55,-19.38238719205193
"big(b6,n=2)",p81(b7),0.5750000000000001,-18.672311372456132
"big(b6,n=2)",p81(b7),0.6000000000000001,-17.921114669277756
"big(b6,n=2)",p81(b7),0.625,-17.16640729777287
"big(b6,n=2)",p81(b7),0.65,-16.101290498007938
"big(b6,n=2)",p81(b7),0.675,-14.941347709891438
"big(b6,n=2)",p81(b7),0.7000000000000001,-14.496962828721868
"big(b6,n=2)",p81(b7),0.7250000000000001,-14.398793493943765
"big(b6,n=2)",p81(b7),0.75,-14.58843462867459
"big(b6,n=2)",p81(b7),0.775,-14.77678644271052
"big(b6,n=2)",p81(b7),0.8,-14.705404380271633
"big(b6,n=2)",p81(b7),0.8250000000000001,-14.602404105409892
"big(b6,n=2)",p81(b7),0.8500000000000001,-14.761735737880624
"big(b6,n=2)",p81(b7),0.875,-16.080894137327448
"big(b6,n=2)",p81(b7),0.9,-15.648214977393806
"big(b6,n=2)",p81(b7),0.925,-11.741735016946135
"big(b6,n=2)",p81(b7),0.9500000000000001,-10.64955103828451
"big(b6,n=2)",p81(b7),0.9750000000000001,-8.965754203507945
"big(b6,n=2)",p81(b7),1.0,-8.291822949787154
"big(b6,n=2)",A(b20),0.0,-23.79099838122474
"big(b6,n=2)",A(b20),0.025,-23.88697709727101
"big(b6,n=2)",A(b20),0.05,-24.190921872216183
"big(b6,n=2)",A(b20),0.07500000000000001,-24.76238155123226
"big(b6,n=2)",A(b20),0.1,-25.478229855614153
"big(b6,n=2)",A(b20),0.125,-25.45879372740214
"big(b6,n=2)",A(b20),0.15000000000000002,-25.444129180211412
"big(b6,n=2)",A(b20),0.17500000000000002,-25.52199271074184
"big(b6,n=2)",A(b20),0.2,-25.5285267093061
"big(b6,n=2)",A(b20),0.225,-25.370087698232993
"big(b6,n=2)",A(b20),0.25,-25.094882756679638
"big(b6,n=2)",A(b20),0.275,-24.69703624086264
"big(b6,n=2)",A(b20),0.30000000000000004,-24.184666653721756
"big(b6,n=2)",A(b20),0.325,-23.575374456550456
"big(b6,n=2)",A(b20),0.35000000000000003,-22.943821941721183
"big(b6,n=2)",A(b20),0.375,-22.302414315807862
"big(b6,n=2)",A(b20),0.4,-21.841383959028818
"big(b6,n=2)",A(b20),0.42500000000000004,-21.83784768308297
"big(b6,n=2)",A(b20),0.45,-21.134928909972302
"big(b6,n=2)",A(b20),0.47500000000000003,-20.575847606830465
"big(b6,n=2)",A(b20),0.5,-19.986026777342836
"big(b6,n=2)",A(b20),0.525,-19.556658318772467
"big(b6,n=2)",A(b20),0.55,-18.93418849719472
"big(b6,n=2)",A(b20),0.5750000000000001,-18.245645686440387
"big(b6,n=2)",A(b20),0.6000000000000001,-17.51922710191089
"big(b6,n=2)",A(b20),0.625,-16.726546935705816
"big(b6,n=2)",A(b20),0.65,-15.923665486235752
"big(b6,n=2)",A(b20),0.675,-15.26350313168511
"big(b6,n=2)",A(b20),0.7000000000000001,-14.623813988041634
"big(b6,n=2)",A(b20),0.7250000000000001,-14.271873644407211
"big(b6,n=2)",A(b20),0.75,-14.33714217236401
"big(b6,n=2)",A(b20),0.775,-14.169331474687558
"big(b6,n=2)",A(b20),0.8,-13.973861075588585
"big(b6,n=2)",A(b20),0.8250000000000001,-13.736730050478949
"big(b6,n=2)",A(b20),0.8500000000000001,-13.320247094682362
"big(b6,n=2)",A(b20),0.875,-12.857920152083775
"big(b6,n=2)",A(b20),0.9,-11.948798344011198
"big(b6,n=2)",A(b20),0.925,-10.747183840576593
"big(b6,n=2)",A(b20),0.9500000000000001,-9.424830227489885
"big(b6,n=2)",A(b20),0.9750000000000001,-8.123245806363688
"big(b6,n=2)",A(b20),1.0,-7.197362473001997
"big(b6,n=2)","big(b9,n=3)",0.0,-23.79099838503175
"big(b6,n=2)","big(b9,n=3)",0.025,-23.91722216139358
"big(b6,n=2)","big(b9,n=3)",0.05,-24.24717017087186
"big(b6,n=2)","big(b9,n=3)",0.07500000000000001,-24.82756691219612
"big(b6,n=2)","big(b9,n=3)",0.1,-25.5759343247558
"big(b6,n=2)","big(b9,n=3)",0.125,-25.554319926268562
"big(b6,n=2)","big(b9,n=3)",0.15000000000000002,-25.530100715429292
"big(b6,n=2)","big(b9,n=3)",0.17500000000000002,-25.547164366248474
"big(b6,n=2)","big(b9,n=3)",0.2,-25.55489169253707
"big(b6,n=2)","big(b9,n=3)",0.225,-25.463994401967923
"big(b6,n=2)","big(b9,n=3)",0.25,-25.170104861328404
"big(b6,n=2)","big(b9,n=3)",0.275,-24.790766921255248
"big(b6,n=2)","big(b9,n=3)",0.30000000000000004,-24.292611268018764
"big(b6,n=2)","big(b9,n=3)",0.325,-23.78239223212313
"big(b6,n=2)","big(b9,n=3)",0.35000000000000003,-23.36646198929532
"big(b6,n=2)","big(b9,n=3)",0.375,-23.147383690260806
"big(b6,n=2)","big(b9,n=3)",0.4,-23.15360023136556
"big(b6,n=2)","big(b9,n=3)",0.42500000000000004,-23.543284693667147
"big(b6,n=2)","big(b9,n=3)",0.45,-23.18955164623425
"big(b6,n=2)","big(b9,n=3)",0.47500000000000003,-22.827844097717723
"big(b6,n=2)","big(b9,n=3)",0.5,-22.534853262215726
"big(b6,n=2)","big(b9,n=3)",0.525,-22.368246093155012
"big(b6,n=2)","big(b9,n=3)",0.55,-22.12864619412492
"big(b6,n=2)","big(b9,n=3)",0.5750000000000001,-21.75805312053054
"big(b6,n=2)","big(b9,n=3)",0.6000000000000001,-21.284905349556084
"big(b6,n=2)","big(b9,n=3)",0.625,-20.745748965540496
"big(b6,n=2)","big(b9,n=3)",0.65,-20.134939352281542
"big(b6,n=2)","big(b9,n=3)",0.675,-19.664557818307422
"big(b6,n=2)","big(b9,n=3)",0.7000000000000001,-19.49257049482621
"big(b6,n=2)","big(b9,n=3)",0.7250000000000001,-19.411351544601658
"big(b6,n=2)","big(b9,n=3)",0.75,-19.62246056303976
"big(b6,n=2)","big(b9,n=3)",0.775,-19.55225884796564
"big(b6,n=2)","big(b9,n=3)",0.8,-19.249845885004238
"big(b6,n=2)","big(b9,n=3)",0.8250000000000001,-18.888674626583477
"big(b6,n=2)","big(b9,n=3)",0.8500000000000001,-18.342430995795702
"big(b6,n=2)","big(b9,n=3)",0.875,-17.734862028789664
"big(b6,n=2)","big(b9,n=3)",0.9,-16.840117387748567
"big(b6,n=2)","big(b9,n=3)",0.925,-15.658010632238101
