restart,logl,logpost,peak_growth,alive,nfev,success,wall_s,dCp_scale,kcat_scale,dTopt,topt_scale,dTm,tm_scale
0,-14.785634037190349,-28.20664070371082,1.6592492936299108,True,1000,False,1565.9787561893463,3.9999999473061765,1.2338813502763246,-8.660430998173014,1.3499997406799857,0.0,1.0
1,-14.785631623621784,-28.206589811088964,1.6591930041962202,True,167,True,1832.9598851203918,3.9999999991469926,1.2337769127484641,-8.660431626662197,1.3499999569148284,0.0,1.0
