strain,role,growth_scale,thermal_limit_C,peak_mu,peak_T_C,peak_mu_model,pool_binds,mu_pool_free_model,pool_binding_ratio,mu_all_caps_free_model,all_caps_ratio,fit_r2,descr_Topt_C,descr_rmax,descr_CTmax_C,descr_CTmin_C,descr_Ea_eV,median_enzyme_Tm_C,pheno_sigma,pheno_w,pool_budget,mu_22C,mu_24C,mu_26C,mu_28C,mu_30C,mu_32C,mu_34C,mu_36C,mu_38C,mu_40C,mu_42C,mu_44C,model_mu_22C,model_mu_24C,model_mu_26C,model_mu_28C,model_mu_30C,model_mu_32C,model_mu_34C,model_mu_36C,model_mu_38C,model_mu_40C,model_mu_42C,model_mu_44C
cauris_iRV973,calibrate_on,2.074124487953964,54.5283203125,0.7988000000000336,34.0,0.38512635313804905,True,2.044991485091811,5.309923531404799,2.044991485091811,5.309923531404799,0.9007429920852851,34.5,0.8015541980412906,55.2555226954438,17.498021641792928,1.3124956168610589,53.68015200000002,10.231397335263933,8.788454874341648,0.3569742369684501,0.18712541299424146,0.30234272453047895,0.4350495736442007,0.5660151630448069,0.6785425342306637,0.7595218976705933,0.7988000000000336,0.7930540996792499,0.7452183940597402,0.6635309821868667,0.5598882706905055,0.4473905600135865,0.09021898833991046,0.14576884188312497,0.20975094608393474,0.2728935347574807,0.32714648429806503,0.3661891569583798,0.38512635313804905,0.38235607567680957,0.35929299248323643,0.3199089476260954,0.2699395691735029,0.21570091988785028
chaemulonii_draft,predict,2.074124487953964,53.5576171875,0.7304977220742457,34.0,0.3521956981448354,True,2.044991485091812,5.806406767213998,2.044991485091812,5.806406767213998,-0.6683618233273556,34.5,0.7316136198517221,54.55725538104521,15.340752527448856,1.1874211196104765,53.53632600000003,10.231397335263933,8.788454874341648,0.3569742369684501,0.2202859912616636,0.31907702405100663,0.4293606537190207,0.5388474637744791,0.6313748757361611,0.6996078033773475,0.7304977220742457,0.7192024056488219,0.6688878464238137,0.5884108184596486,0.48909408272830285,0.38333696751541213,0.10620673568102287,0.15383696875676087,0.2070081406456788,0.2597951409879111,0.3044054874251958,0.3373027064867649,0.3521956981448354,0.3467498743811103,0.32249165867746116,0.2836911775917997,0.23580748675831575,0.18481868843540716
cduobushaemulonii_draft,predict,2.074124487953964,52.7099609375,0.5536769372990842,34.0,0.26694489193619375,True,2.0449914850918116,7.660725291498018,2.0449914850918116,7.660725291498018,0.25488063059394106,34.0,0.553676937299084,54.70133788809491,15.0,1.1561942524175477,53.52176400000002,10.231397335263933,8.788454874341648,0.3569742369684501,0.21242138776308564,0.2931445899351346,0.37540035447215025,0.44949729817107886,0.5073655122842312,0.5423626500802302,0.5536769372990842,0.5380969388831833,0.496233670492892,0.4346495628103212,0.3611441087725188,0.2843035520066814,0.1024149654453144,0.1413341347820011,0.180992200155964,0.2167166439534634,0.24461671188537276,0.26148992176224095,0.26694489193619375,0.259433289567876,0.23924970433303427,0.2095580884053322,0.17411882019134353,0.1370715951033078
cparapsilosis_iDC1003,predict,2.074124487953964,53.329833984375,0.6830694123218574,36.0,0.3293290331843468,True,2.836721790301638,8.613640172786507,2.836721790301638,8.613640172786507,0.04186354783335111,36.0,0.6830694123218544,54.35768453191258,15.96735648073988,1.2974738496321276,54.206860000000006,10.231397335263933,8.788454874341648,0.3569742369684501,0.22903076169237266,0.3389086358148441,0.4532020291520538,0.5553628042191754,0.629715525611241,0.6684930189860356,0.6716875927756244,0.6830694123218574,0.6560615067834977,0.5914085110839674,0.49729192526462174,0.39055724846888085,0.11042286180146389,0.16339840630740687,0.21850281011778536,0.2677577008731126,0.30360546306091235,0.3223013000755204,0.3238415035725342,0.3293290331843468,0.31630768094863704,0.2851364585485256,0.23975992191055953,0.1882998107091195
