medium,Topt_C,rmax,o2_at_Topt,co2_at_Topt,glc__D_at_Topt,pyr_at_Topt,lac__D_at_Topt,ac_at_Topt,co2_release_at_Topt,RQ_at_Topt
glucose_minimal,38.0,1.1889391390976296,50.131351768165274,-9.926498062888788,57.179302468303,-87.46059850132872,0.0,-9.007721921050221,9.926498062888788,0.19800978255671883
NLDM,39.0,1.9110213263275302,36.58214096902926,-38.207844804556224,4.375,-20.00206013820725,2.625,-24.987496450923047,38.207844804556224,1.0444398220679127
NLDM_blanket,38.5,2.264885569278664,31.390686664233915,-231.49887123594996,0.6873859756193667,195.17127387555365,-163.49371373812974,-31.60259695485194,231.49887123594996,7.374762894235007
LB,39.0,2.1297522044317247,14.596113455867323,-29.835644220463315,0.0,-64.47249437022377,0.0,-28.76479629306622,29.835644220463315,2.0440814132251095
BHI,39.0,2.1303513122256965,14.602464206673382,-29.84852671793196,0.0,-64.48481551444344,0.0,-28.777377556739626,29.84852671793196,2.0440746366829696
