,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
budget_scale,-0.18639133190746907,0.5779915271893881,-0.1377955752614324,-0.06593559230377986,0.14101673727342176,0.12363358566567123,0.18136190992946283,0.18136190992946283,0.12800194457948466
thermal_Z,0.9415066162256926,-0.6792555038544342,0.8862078013026159,0.9099931244967319,-0.8122508507535243,-0.8498090145148968,0.541942485078676,0.541942485078676,-0.7887908882561288
