,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.9321682481149683,-0.06735884436419196,0.707299117994305,0.6342141799346456,-0.11031321619556912,-0.02104312799499965,0.17020626432391137,0.17020626432391137,-0.5717063684978122
topt_scale,0.3570824762266113,0.05521911243836377,0.23152302243211328,0.28779742020421367,-0.06334467671366066,-0.0011945273977359537,0.0763177998472116,0.0763177998472116,-0.25073268977012286
dCp_scale,0.09268459939305074,-0.05645530939648586,0.7113827349121467,-0.575462532562027,-0.9864504479477741,-0.9526494895478852,0.9731995277449821,0.9731995277449821,-0.07537328981179248
budget_scale,-0.03289201882040538,0.9937217862351553,-0.08276963678033195,0.11783754614666951,0.14303771095214943,0.27942218209597885,0.019751371623029375,0.019751371623029375,0.01207028265851795
