fit,reuse_consecutive_spread,reuse_after_other_theta_delta,rebuild_spread,rebuild_then_history_delta,reuse_reset_delta,fresh_vs_reused_first,T_of_max_o2_change,o2_fresh_at_T,o2_after_at_T,growth_fresh_at_T,growth_after_at_T,fva_o2_at_T_after_state,fva_o2_at_T_fresh,model_data_identical
D_NLDM,1.3105072582675348e-11,1.3325053060952996e-08,0.0,-1.3105072582675348e-11,1.3044692437347294e-08,0.0,50.0,6.801477600784894,6.801477570486636,0.0010405139908218374,0.001040514004056218,"(6.795655927672391, 6.810055904180652)","(6.7956533417119775, 6.810059714221497)",True
D_LB,2.0548895918182097e-11,-2.2950530365051236e-11,0.0,-2.2254198484006338e-11,6.768225802034067e-08,0.0,50.0,30.259657093427613,30.259657093431727,0.7373157344911503,0.7373157344912751,"(30.237391960447237, 30.266281941751625)","(30.237391959250445, 30.266281941495702)",True
E_NLDM,0.5152907225901426,0.5152906293199657,0.0,0.5152907225901426,0.5152957923259134,0.0,20.0,2.919974317170839,3.2528512670549596,0.07458258764609868,0.07460569208370225,"(3.2472880469009437, 7.8376580156937194)","(3.247287952345255, 7.837658062347635)",True
E_LB,2.4978107138038155,-2.4992070866686937,0.0,-2.4978107138038155,-1.0948042472591624e-10,0.0,30.0,42.787671751815516,42.78767175179873,0.6479990678781654,0.647999067875476,"(0.7958843769029595, 42.79907003341862)","(9.946468513224795, 10.033715069264302)",True
F_NLDM,1.9239256765501977e-07,1.0256984595002905e-08,0.0,1.9239256765501977e-07,0.011899154335548445,0.0,50.0,9.59420042400106,9.594201681141971,0.0010151641414895348,0.0010151839489466615,"(1.0254589339833287, 29.958706696346958)","(9.198650226095516, 9.726898614015719)",True
F_LB,2.353022985728483,2.353022985728817,0.0,2.353022985728483,2.353022985728458,0.0,35.0,26.241040677021058,16.829295336783,1.6234686609914628,1.624346423982248,"(16.472993457066767, 26.250349184258795)","(16.47299345702699, 26.250349186054777)",True
