,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
dTopt,0.9272252503278002,-0.05963608583929439,0.7073477324814222,0.6342141799346456,-0.11034794082922425,-0.021182026529620108,0.16878255434405165,0.16878255434405165,-0.5656573373150913
topt_scale,0.36473298995701553,0.04902423779429126,0.23083547468574206,0.28779742020421367,-0.06457392874505173,-0.0017987360233349538,0.07620668101951523,0.07620668101951523,-0.25893464823946105
dCp_scale,0.08947845623137009,-0.06633099520800055,0.7117091464685047,-0.575462532562027,-0.9865198972150842,-0.95288561705674,0.9732550871588302,0.9732550871588302,-0.07862351552191124
budget_scale,-0.003498437246633264,0.9969442322383498,-0.08158205430932702,0.11783754614666951,0.1426696298354052,0.27879019376345576,0.020563928050559063,0.020563928050559063,0.03396763664143343
