label,t1_n_structural_zero,expected,ll_old,ll_new,verdict,diff
red2_6800:327,12,NEG_INF,-18.72192093939847,-inf,OK,
red2_6800:328,12,NEG_INF,-18.682670061336182,-inf,OK,
red2_6800:329,12,NEG_INF,-18.715841829742345,-inf,OK,
red2_6800:330,12,NEG_INF,-18.726465126294684,-inf,OK,
red2_6800:331,12,NEG_INF,-18.683454918464808,-inf,OK,
red2_6800:332,12,NEG_INF,-18.77044821909113,-inf,OK,
red2_6800:333,12,NEG_INF,-18.743936749563275,-inf,OK,
red2_6800:334,12,NEG_INF,-18.75439866690484,-inf,OK,
red2_6800:335,12,NEG_INF,-18.683133274879847,-inf,OK,
red2_6800:336,12,NEG_INF,-18.75787244913516,-inf,OK,
red2_6800:337,12,NEG_INF,-18.688831661565487,-inf,OK,
red2_6800:338,12,NEG_INF,-18.688539574826734,-inf,OK,
red2_6800:339,12,NEG_INF,-18.700122611617427,-inf,OK,
red2_6800:340,12,NEG_INF,-18.687350160655917,-inf,OK,
red2_6800:341,12,NEG_INF,-18.72265140586095,-inf,OK,
red2_6800:342,12,NEG_INF,-18.69868384869937,-inf,OK,
red2_6800:343,12,NEG_INF,-18.75683544728219,-inf,OK,
red2_6800:344,12,NEG_INF,-18.694262159720317,-inf,OK,
red2_6800:345,12,NEG_INF,-18.716473596302706,-inf,OK,
red2_6800:346,12,NEG_INF,-18.747822092636916,-inf,OK,
red2_6800:347,12,NEG_INF,-18.733012280670156,-inf,OK,
red2_6800:348,12,NEG_INF,-18.763498899730667,-inf,OK,
red2_6800:349,12,NEG_INF,-18.69215068201308,-inf,OK,
red2_6800:350,12,NEG_INF,-18.70483959786728,-inf,OK,
red2_6800:351,12,NEG_INF,-18.689238242367026,-inf,OK,
red2_6800:352,12,NEG_INF,-18.695693671848904,-inf,OK,
red2_6800:353,12,NEG_INF,-18.70958954718087,-inf,OK,
red2_6800:354,12,NEG_INF,-18.73685065274643,-inf,OK,
red2_6800:355,12,NEG_INF,-18.726993234026462,-inf,OK,
red2_6800:356,12,NEG_INF,-18.75623924567251,-inf,OK,
red2_6800:357,12,NEG_INF,-18.69819066493795,-inf,OK,
red2_6800:358,12,NEG_INF,-18.69083326851126,-inf,OK,
red2_6800:359,12,NEG_INF,-18.717657691431057,-inf,OK,
red2_6800:360,12,NEG_INF,-18.713170429377,-inf,OK,
red2_6800:361,12,NEG_INF,-18.75089020594075,-inf,OK,
red2_6800:362,1,NEG_INF,-17.81376322972109,-inf,OK,
red2_6800:363,12,NEG_INF,-18.685395074933787,-inf,OK,
red2_6800:364,12,NEG_INF,-18.753385844070294,-inf,OK,
red2_6800:365,12,NEG_INF,-18.69551139213659,-inf,OK,
red2_6800:366,12,NEG_INF,-18.69682991494676,-inf,OK,
red2_6800:367,12,NEG_INF,-18.7578053144035,-inf,OK,
red2_6800:368,12,NEG_INF,-18.682579883407804,-inf,OK,
red2_6800:369,12,NEG_INF,-18.698123583147236,-inf,OK,
red2_6800:370,12,NEG_INF,-18.716704593250537,-inf,OK,
red2_6800:371,12,NEG_INF,-18.710488037649338,-inf,OK,
red2_6800:372,12,NEG_INF,-18.69750286245979,-inf,OK,
red2_6800:373,12,NEG_INF,-18.779744501919687,-inf,OK,
red2_6800:374,12,NEG_INF,-18.742331603424233,-inf,OK,
red2_6800:375,12,NEG_INF,-18.711087251484663,-inf,OK,
red2_6800:376,12,NEG_INF,-18.763786712725526,-inf,OK,
red2_6800:377,12,NEG_INF,-18.693522011434244,-inf,OK,
red2_6800:378,12,NEG_INF,-18.686880225836234,-inf,OK,
red2_6800:379,12,NEG_INF,-18.71600455724601,-inf,OK,
red2_6800:380,12,NEG_INF,-18.775143807248977,-inf,OK,
red2_6800:381,12,NEG_INF,-18.765671700420643,-inf,OK,
red2_6800:382,12,NEG_INF,-18.70064150799121,-inf,OK,
red2_6800:383,12,NEG_INF,-18.70689410050956,-inf,OK,
red2_6800:384,12,NEG_INF,-18.732162032581087,-inf,OK,
red2_6800:385,12,NEG_INF,-18.696410597733077,-inf,OK,
red2_6800:386,12,NEG_INF,-18.72270370999391,-inf,OK,
red2_6800:387,12,NEG_INF,-18.73542029356227,-inf,OK,
red2_6800:388,12,NEG_INF,-18.715852515905908,-inf,OK,
red2_6800:389,12,NEG_INF,-18.698854495940576,-inf,OK,
red2_6800:390,12,NEG_INF,-18.73313968657105,-inf,OK,
red2_6800:391,12,NEG_INF,-18.68285894442069,-inf,OK,
red2_6800:392,12,NEG_INF,-18.713839359897335,-inf,OK,
red2_6800:393,12,NEG_INF,-18.76431370610552,-inf,OK,
red2_6800:394,12,NEG_INF,-18.70834652437489,-inf,OK,
red2_6800:395,12,NEG_INF,-18.682546831259597,-inf,OK,
red2_6800:396,12,NEG_INF,-18.69380120969647,-inf,OK,
red2_6800:397,12,NEG_INF,-18.69187065434596,-inf,OK,
red2_6800:398,12,NEG_INF,-18.776536812397868,-inf,OK,
red2_6800:399,12,NEG_INF,-18.726900897812943,-inf,OK,
red2_6800:400,12,NEG_INF,-18.702268903821036,-inf,OK,
red2_6800:401,12,NEG_INF,-18.69886666826949,-inf,OK,
red2_6800:402,1,NEG_INF,-16.874333636624925,-inf,OK,
red2_6800:403,12,NEG_INF,-18.74885295433748,-inf,OK,
red2_6800:404,12,NEG_INF,-18.682937272186603,-inf,OK,
red2_6800:405,12,NEG_INF,-18.683144217419844,-inf,OK,
red2_6800:406,12,NEG_INF,-18.707514027527804,-inf,OK,
red2_6800:407,12,NEG_INF,-18.68430306727612,-inf,OK,
red2_6800:408,12,NEG_INF,-18.758578573126226,-inf,OK,
red2_6800:409,12,NEG_INF,-18.71940398825278,-inf,OK,
red2_6800:410,12,NEG_INF,-18.687903801331903,-inf,OK,
red2_6800:411,12,NEG_INF,-18.698650014026736,-inf,OK,
red2_6800:412,12,NEG_INF,-18.69894429738538,-inf,OK,
red2_6800:413,12,NEG_INF,-18.731117062808668,-inf,OK,
red2_6800:414,12,NEG_INF,-18.74691250914446,-inf,OK,
red2_6800:415,0,UNCHANGED,-18.136280925635266,-18.13628092558087,OK,5.439559913611447e-11
red2_6800:416,12,NEG_INF,-18.690774863981456,-inf,OK,
red2_6800:417,12,NEG_INF,-18.682830653994117,-inf,OK,
red2_6800:418,12,NEG_INF,-18.6914656045356,-inf,OK,
red2_6800:419,1,NEG_INF,-17.789253757476725,-inf,OK,
red2_6800:420,12,NEG_INF,-18.69991496754866,-inf,OK,
red2_6800:421,12,NEG_INF,-18.74879349240308,-inf,OK,
red2_6800:422,12,NEG_INF,-18.743389427284185,-inf,OK,
red2_6800:423,12,NEG_INF,-18.693540220473896,-inf,OK,
red2_6800:424,12,NEG_INF,-18.710599056060868,-inf,OK,
red2_6800:425,12,NEG_INF,-18.729052887559003,-inf,OK,
red2_6800:426,12,NEG_INF,-18.68526165403202,-inf,OK,
red2_6800:427,12,NEG_INF,-18.69224998755053,-inf,OK,
red2_6800:428,12,NEG_INF,-18.698939009657455,-inf,OK,
red2_6800:429,12,NEG_INF,-18.701633113394212,-inf,OK,
red2_6800:430,12,NEG_INF,-18.756933763174818,-inf,OK,
red2_6800:431,12,NEG_INF,-18.78037512322301,-inf,OK,
red2_6800:432,12,NEG_INF,-18.760630121881977,-inf,OK,
red2_6800:433,12,NEG_INF,-18.72834206359483,-inf,OK,
red2_6800:434,12,NEG_INF,-18.752685596309245,-inf,OK,
red2_6800:435,12,NEG_INF,-18.683695343185875,-inf,OK,
red2_6800:436,12,NEG_INF,-18.70359107553409,-inf,OK,
red2_6800:437,12,NEG_INF,-18.690889754052684,-inf,OK,
red2_6800:438,12,NEG_INF,-18.688908832820537,-inf,OK,
red2_6800:439,12,NEG_INF,-18.68590878446446,-inf,OK,
red2_6800:440,12,NEG_INF,-18.699532195151647,-inf,OK,
red2_6800:441,12,NEG_INF,-18.754344578082225,-inf,OK,
red2_6800:442,1,NEG_INF,-18.754194065104397,-inf,OK,
red2_6800:443,12,NEG_INF,-18.683861784801255,-inf,OK,
red2_6800:444,12,NEG_INF,-18.776012394870342,-inf,OK,
red2_6800:445,12,NEG_INF,-18.780704815152458,-inf,OK,
red2_6800:446,12,NEG_INF,-18.774722106184164,-inf,OK,
red2_6800:447,12,NEG_INF,-18.707555504355437,-inf,OK,
red2_6800:448,12,NEG_INF,-18.70796452578329,-inf,OK,
red2_6800:449,12,NEG_INF,-18.746240408019965,-inf,OK,
red2_6800:450,12,NEG_INF,-18.68783407898981,-inf,OK,
red2_6800:451,12,NEG_INF,-18.77350978477971,-inf,OK,
red2_6800:452,12,NEG_INF,-18.70652220512201,-inf,OK,
red2_6800:453,12,NEG_INF,-18.69768009639667,-inf,OK,
red2_6800:454,12,NEG_INF,-18.73966817059049,-inf,OK,
red2_6800:455,12,NEG_INF,-18.70957148203656,-inf,OK,
red2_6800:456,12,NEG_INF,-18.69352940876936,-inf,OK,
red2_6800:457,12,NEG_INF,-18.689783887745225,-inf,OK,
red2_6800:458,12,NEG_INF,-18.768427684424413,-inf,OK,
red2_6800:459,12,NEG_INF,-18.697077551836184,-inf,OK,
red2_6800:460,1,NEG_INF,-18.457306867675516,-inf,OK,
red2_6800:461,12,NEG_INF,-18.699882308222328,-inf,OK,
red2_6800:462,12,NEG_INF,-18.686983222380007,-inf,OK,
red2_6800:463,12,NEG_INF,-18.71749564582015,-inf,OK,
red2_6800:464,12,NEG_INF,-18.696806743776044,-inf,OK,
red2_6800:465,12,NEG_INF,-18.77053766384474,-inf,OK,
red2_6800:466,12,NEG_INF,-18.68502529487974,-inf,OK,
red2_6800:467,12,NEG_INF,-18.70695206654125,-inf,OK,
red2_6800:468,12,NEG_INF,-18.682660892717305,-inf,OK,
red2_6800:469,12,NEG_INF,-18.71651902743656,-inf,OK,
red2_6800:470,12,NEG_INF,-18.705910161489065,-inf,OK,
red2_6800:471,12,NEG_INF,-18.68859015797625,-inf,OK,
red2_6800:472,12,NEG_INF,-18.70352858886052,-inf,OK,
red2_6800:473,12,NEG_INF,-18.684262631060868,-inf,OK,
red2_6800:474,12,NEG_INF,-18.743428655135773,-inf,OK,
red2_6800:475,12,NEG_INF,-18.703049189714022,-inf,OK,
red2_6800:476,12,NEG_INF,-18.692201741022103,-inf,OK,
red2_6800:477,12,NEG_INF,-18.737399100116463,-inf,OK,
red2_6800:478,12,NEG_INF,-18.758349723967363,-inf,OK,
red2_6800:479,12,NEG_INF,-18.78019936776319,-inf,OK,
red2_6800:480,12,NEG_INF,-18.690700125727968,-inf,OK,
red2_6800:481,12,NEG_INF,-18.70410503807987,-inf,OK,
red2_6800:482,12,NEG_INF,-18.69250244007484,-inf,OK,
red2_6800:483,12,NEG_INF,-18.706493471054355,-inf,OK,
red2_6800:484,12,NEG_INF,-18.687236479651094,-inf,OK,
red2_6800:485,12,NEG_INF,-18.69149882704621,-inf,OK,
red2_6800:486,12,NEG_INF,-18.763434306276196,-inf,OK,
red2_6800:487,12,NEG_INF,-18.740828053436356,-inf,OK,
red2_6800:488,12,NEG_INF,-18.755494815710705,-inf,OK,
red2_6800:489,12,NEG_INF,-18.725077087272524,-inf,OK,
red2_6800:490,12,NEG_INF,-18.702189730154377,-inf,OK,
red2_6800:491,12,NEG_INF,-18.702397956032424,-inf,OK,
red2_6800:492,12,NEG_INF,-18.73684785619067,-inf,OK,
red2_6800:493,12,NEG_INF,-18.730643876460594,-inf,OK,
red2_6800:494,12,NEG_INF,-18.71962641235919,-inf,OK,
red2_6800:495,12,NEG_INF,-18.68300379818867,-inf,OK,
red2_6800:496,12,NEG_INF,-18.774633404575443,-inf,OK,
red2_6800:497,12,NEG_INF,-18.719225238078767,-inf,OK,
red2_6800:498,12,NEG_INF,-18.695814118041664,-inf,OK,
red2_6800:499,12,NEG_INF,-18.694142722142526,-inf,OK,
red2_6800:500,12,NEG_INF,-18.682502694189782,-inf,OK,
red2_6800:501,12,NEG_INF,-18.70602868728984,-inf,OK,
red2_6800:502,12,NEG_INF,-18.75749809099095,-inf,OK,
red2_6800:503,12,NEG_INF,-18.704729331724263,-inf,OK,
red2_6800:504,12,NEG_INF,-18.689678892137255,-inf,OK,
red2_6800:505,12,NEG_INF,-18.699193455714692,-inf,OK,
red2_6800:506,12,NEG_INF,-18.73601555488053,-inf,OK,
red2_6800:507,12,NEG_INF,-18.719805257945488,-inf,OK,
red2_6800:508,12,NEG_INF,-18.685884115690826,-inf,OK,
red2_6800:509,12,NEG_INF,-18.771069997705307,-inf,OK,
red2_6800:510,12,NEG_INF,-18.69924746720883,-inf,OK,
red2_6800:511,12,NEG_INF,-18.696824499763704,-inf,OK,
red2_6800:512,12,NEG_INF,-18.744373743559215,-inf,OK,
red2_6800:513,12,NEG_INF,-18.719941669898553,-inf,OK,
red2_6800:514,12,NEG_INF,-18.744017019665307,-inf,OK,
red2_6800:515,12,NEG_INF,-18.747405329852945,-inf,OK,
red2_6800:516,12,NEG_INF,-18.702168409971577,-inf,OK,
red2_6800:517,12,NEG_INF,-18.74245364606486,-inf,OK,
red2_6800:518,12,NEG_INF,-18.693593480922,-inf,OK,
red2_6800:519,12,NEG_INF,-18.70158812089416,-inf,OK,
red2_6800:520,2,NEG_INF,-18.215869049133243,-inf,OK,
red2_6800:521,12,NEG_INF,-18.701614129133617,-inf,OK,
red2_6800:522,12,NEG_INF,-18.70654439062056,-inf,OK,
red2_6800:523,12,NEG_INF,-18.68367643520573,-inf,OK,
red2_6800:524,12,NEG_INF,-18.682799661697604,-inf,OK,
red2_6800:525,12,NEG_INF,-18.69610945302124,-inf,OK,
red2_6800:526,12,NEG_INF,-18.684912231051847,-inf,OK,
red2_6800:527,1,NEG_INF,-17.860576014959246,-inf,OK,
red2_6800:528,12,NEG_INF,-18.72646976782589,-inf,OK,
red2_6800:529,12,NEG_INF,-18.683016462928403,-inf,OK,
red2_6800:530,12,NEG_INF,-18.699395118799057,-inf,OK,
red2_6800:531,12,NEG_INF,-18.707665920416787,-inf,OK,
red2_6800:532,12,NEG_INF,-18.684284182127097,-inf,OK,
red2_6800:533,12,NEG_INF,-18.768334500658742,-inf,OK,
red2_6800:534,1,NEG_INF,-18.01757090840092,-inf,OK,
red2_6800:535,12,NEG_INF,-18.717851711489672,-inf,OK,
red2_6800:536,12,NEG_INF,-18.69635242304412,-inf,OK,
red2_6800:537,12,NEG_INF,-18.68882783667605,-inf,OK,
red2_6800:538,12,NEG_INF,-18.74708376304296,-inf,OK,
red2_6800:539,12,NEG_INF,-18.753604433640536,-inf,OK,
red2_6800:540,12,NEG_INF,-18.682573291679663,-inf,OK,
red2_6800:541,12,NEG_INF,-18.700951558969013,-inf,OK,
red2_6800:542,12,NEG_INF,-18.752718518399774,-inf,OK,
red2_6800:543,12,NEG_INF,-18.715313919497618,-inf,OK,
red2_6800:544,12,NEG_INF,-18.7696719714163,-inf,OK,
red2_6800:545,12,NEG_INF,-18.708044423976677,-inf,OK,
red2_6800:546,12,NEG_INF,-18.692074351159324,-inf,OK,
red2_6800:547,12,NEG_INF,-18.716715519397216,-inf,OK,
red2_6800:548,12,NEG_INF,-18.682951551728816,-inf,OK,
red2_6800:549,12,NEG_INF,-18.727926748060295,-inf,OK,
red2_6800:550,12,NEG_INF,-18.73198770208939,-inf,OK,
red2_6800:551,12,NEG_INF,-18.71288538096744,-inf,OK,
red2_6800:552,12,NEG_INF,-18.707808366988143,-inf,OK,
red2_6800:553,12,NEG_INF,-18.714536176282454,-inf,OK,
red2_6800:554,12,NEG_INF,-18.774214285793217,-inf,OK,
red2_6800:555,12,NEG_INF,-18.70364501117996,-inf,OK,
red2_6800:556,12,NEG_INF,-18.70748957098904,-inf,OK,
red2_6800:557,12,NEG_INF,-18.683072788902827,-inf,OK,
red2_6800:558,1,NEG_INF,-18.342393059954457,-inf,OK,
red2_6800:559,12,NEG_INF,-18.72117116271431,-inf,OK,
red2_6800:560,12,NEG_INF,-18.75769376154769,-inf,OK,
red2_6800:561,12,NEG_INF,-18.73091974902063,-inf,OK,
red2_6800:562,12,NEG_INF,-18.71065983199489,-inf,OK,
red2_6800:563,12,NEG_INF,-18.77602795393308,-inf,OK,
red2_6800:564,1,NEG_INF,-17.675490420572093,-inf,OK,
red2_6800:565,12,NEG_INF,-18.744144079317792,-inf,OK,
red2_6800:566,12,NEG_INF,-18.705372628766757,-inf,OK,
red2_6800:567,12,NEG_INF,-18.704758346931488,-inf,OK,
red2_6800:568,12,NEG_INF,-18.68250332299639,-inf,OK,
red2_6800:569,12,NEG_INF,-18.73108122764071,-inf,OK,
red2_6800:570,12,NEG_INF,-18.68982268649107,-inf,OK,
red2_6800:571,12,NEG_INF,-18.717925689090144,-inf,OK,
red2_6800:572,12,NEG_INF,-18.68412719250432,-inf,OK,
red2_6800:573,12,NEG_INF,-18.72032971471613,-inf,OK,
red2_6800:574,12,NEG_INF,-18.769867520206898,-inf,OK,
red2_6800:575,12,NEG_INF,-18.695829263276117,-inf,OK,
red2_6800:576,12,NEG_INF,-18.766375545556553,-inf,OK,
red2_6800:577,12,NEG_INF,-18.68331988749847,-inf,OK,
red2_6800:578,12,NEG_INF,-18.720757853072552,-inf,OK,
red2_6800:579,12,NEG_INF,-18.682608207229443,-inf,OK,
red2_6800:580,1,NEG_INF,-18.080849879651232,-inf,OK,
red2_6800:581,12,NEG_INF,-18.69253043722425,-inf,OK,
red2_6800:582,12,NEG_INF,-18.77832528683091,-inf,OK,
red2_6800:583,12,NEG_INF,-18.72218922395116,-inf,OK,
red2_6800:584,12,NEG_INF,-18.742279312160683,-inf,OK,
red2_6800:585,12,NEG_INF,-18.690073434324223,-inf,OK,
red2_6800:586,12,NEG_INF,-18.694741910398577,-inf,OK,
red2_6800:587,12,NEG_INF,-18.689418022632207,-inf,OK,
red2_6800:588,12,NEG_INF,-18.688138737712563,-inf,OK,
red2_6800:589,12,NEG_INF,-18.764051144181376,-inf,OK,
red2_6800:590,12,NEG_INF,-18.682616907153506,-inf,OK,
red2_6800:591,12,NEG_INF,-18.682549207689473,-inf,OK,
red2_6800:592,12,NEG_INF,-18.736904581305296,-inf,OK,
red2_6800:593,1,NEG_INF,-18.726922040948775,-inf,OK,
red2_6800:594,12,NEG_INF,-18.770258790022343,-inf,OK,
red2_6800:595,12,NEG_INF,-18.68263088416725,-inf,OK,
red2_6800:596,12,NEG_INF,-18.762470082917996,-inf,OK,
red2_6800:597,12,NEG_INF,-18.74210735974844,-inf,OK,
red2_6800:598,12,NEG_INF,-18.743873718311015,-inf,OK,
red2_6800:599,12,NEG_INF,-18.68752696682458,-inf,OK,
red2_6800:600,12,NEG_INF,-18.685235196212773,-inf,OK,
red2_6800:601,12,NEG_INF,-18.689064924761237,-inf,OK,
red2_6800:602,12,NEG_INF,-18.73966895644818,-inf,OK,
red2_6800:603,12,NEG_INF,-18.725003947510697,-inf,OK,
red2_6800:604,12,NEG_INF,-18.68769971582144,-inf,OK,
red2_6800:605,12,NEG_INF,-18.75800342945353,-inf,OK,
red2_6800:606,12,NEG_INF,-18.692850533933523,-inf,OK,
red2_6800:607,12,NEG_INF,-18.70144011909309,-inf,OK,
red2_6800:608,12,NEG_INF,-18.732004609708973,-inf,OK,
red2_6800:609,12,NEG_INF,-18.69839013677904,-inf,OK,
red2_6800:610,12,NEG_INF,-18.682716905139785,-inf,OK,
red2_6800:611,12,NEG_INF,-18.72877695285896,-inf,OK,
red2_6800:612,12,NEG_INF,-18.704276042429647,-inf,OK,
red2_6800:613,12,NEG_INF,-18.695651414919695,-inf,OK,
red2_6800:614,12,NEG_INF,-18.690768864441345,-inf,OK,
red2_6800:615,12,NEG_INF,-18.68429488943892,-inf,OK,
red2_6800:616,12,NEG_INF,-18.68264851071619,-inf,OK,
red2_6800:617,12,NEG_INF,-18.684029725310264,-inf,OK,
red2_6800:618,12,NEG_INF,-18.72596598041553,-inf,OK,
red2_6800:619,12,NEG_INF,-18.709948020986573,-inf,OK,
red2_6800:620,12,NEG_INF,-18.69601939895437,-inf,OK,
red2_6800:621,12,NEG_INF,-18.692033041133698,-inf,OK,
red2_6800:622,12,NEG_INF,-18.695822232172468,-inf,OK,
red2_6800:623,1,NEG_INF,-17.53779419182604,-inf,OK,
red2_6800:624,12,NEG_INF,-18.71049079513868,-inf,OK,
red2_6800:625,12,NEG_INF,-18.68942407117203,-inf,OK,
red2_6800:626,12,NEG_INF,-18.68378889545526,-inf,OK,
red2_6800:627,12,NEG_INF,-18.68484857204527,-inf,OK,
red2_6800:628,12,NEG_INF,-18.747704123349777,-inf,OK,
red2_6800:629,12,NEG_INF,-18.736309034780472,-inf,OK,
red2_6800:630,12,NEG_INF,-18.709670460820963,-inf,OK,
red2_6800:631,12,NEG_INF,-18.70382567661343,-inf,OK,
red2_6800:632,1,NEG_INF,-18.494646481219785,-inf,OK,
red2_6800:633,12,NEG_INF,-18.683434279166487,-inf,OK,
red2_6800:634,12,NEG_INF,-18.734049952076465,-inf,OK,
red2_6800:635,12,NEG_INF,-18.691373574719528,-inf,OK,
red2_6800:636,12,NEG_INF,-18.723365053787447,-inf,OK,
red2_6800:637,12,NEG_INF,-18.771674349457857,-inf,OK,
red2_6800:638,12,NEG_INF,-18.72380398002214,-inf,OK,
red2_6800:639,12,NEG_INF,-18.70263795807169,-inf,OK,
red2_6800:640,12,NEG_INF,-18.68322270214386,-inf,OK,
red2_6800:641,12,NEG_INF,-18.685529871040806,-inf,OK,
red2_6800:642,12,NEG_INF,-18.688495425195804,-inf,OK,
red2_6800:643,12,NEG_INF,-18.71912340392043,-inf,OK,
red2_6800:644,12,NEG_INF,-18.683912460300675,-inf,OK,
red2_6800:645,12,NEG_INF,-18.708610600737945,-inf,OK,
red2_6800:646,12,NEG_INF,-18.684675261991963,-inf,OK,
red2_6800:647,12,NEG_INF,-18.68439852803009,-inf,OK,
red2_6800:648,12,NEG_INF,-18.699178823082732,-inf,OK,
red2_6800:649,12,NEG_INF,-18.68752626614765,-inf,OK,
red2_6800:650,12,NEG_INF,-18.69242100613576,-inf,OK,
red2_6800:651,1,NEG_INF,-17.67038464133681,-inf,OK,
red2_6800:652,12,NEG_INF,-18.68510257829098,-inf,OK,
red2_6800:653,12,NEG_INF,-18.7584374754268,-inf,OK,
red2_6800:654,12,NEG_INF,-18.74635676390071,-inf,OK,
red2_6800:655,1,NEG_INF,-18.706057203656343,-inf,OK,
red2_6800:656,12,NEG_INF,-18.713951594717734,-inf,OK,
red2_6800:657,12,NEG_INF,-18.706966694428203,-inf,OK,
red2_6800:658,12,NEG_INF,-18.7599567601786,-inf,OK,
red2_6800:659,12,NEG_INF,-18.686799704369612,-inf,OK,
red2_6800:660,12,NEG_INF,-18.70122989569616,-inf,OK,
red2_6800:661,12,NEG_INF,-18.68282712043337,-inf,OK,
red2_6800:662,12,NEG_INF,-18.694696421022773,-inf,OK,
red2_6800:663,12,NEG_INF,-18.76539428079839,-inf,OK,
red2_6800:664,12,NEG_INF,-18.7317108984448,-inf,OK,
red2_6800:665,12,NEG_INF,-18.715862815189244,-inf,OK,
red2_6800:666,12,NEG_INF,-18.7419527175622,-inf,OK,
red2_6800:667,12,NEG_INF,-18.705128846488,-inf,OK,
red2_6800:668,12,NEG_INF,-18.68385556177113,-inf,OK,
red2_6800:669,12,NEG_INF,-18.698007974634145,-inf,OK,
red2_6800:670,12,NEG_INF,-18.741477429436294,-inf,OK,
red2_6800:671,12,NEG_INF,-18.682727316774557,-inf,OK,
red2_6800:672,12,NEG_INF,-18.77283114601373,-inf,OK,
red2_6800:673,12,NEG_INF,-18.69268851049599,-inf,OK,
red2_6800:674,12,NEG_INF,-18.684779147084377,-inf,OK,
red2_6800:675,12,NEG_INF,-18.70066358678436,-inf,OK,
red2_6800:676,12,NEG_INF,-18.766152412321027,-inf,OK,
red2_6800:677,12,NEG_INF,-18.684542525839888,-inf,OK,
red2_6800:678,12,NEG_INF,-18.699736409502197,-inf,OK,
red2_6800:679,12,NEG_INF,-18.699867130498163,-inf,OK,
red2_6800:680,12,NEG_INF,-18.68825059993201,-inf,OK,
red2_6800:681,12,NEG_INF,-18.736733027650324,-inf,OK,
red2_6800:682,12,NEG_INF,-18.68834370399775,-inf,OK,
red2_6800:683,12,NEG_INF,-18.760699454353933,-inf,OK,
red2_6800:684,12,NEG_INF,-18.75124557515124,-inf,OK,
red2_6800:685,12,NEG_INF,-18.69563983584527,-inf,OK,
red2_6800:686,12,NEG_INF,-18.69385973002522,-inf,OK,
red2_6800:687,12,NEG_INF,-18.711624282968703,-inf,OK,
red2_6800:688,12,NEG_INF,-18.69076413502147,-inf,OK,
red2_6800:689,12,NEG_INF,-18.69272851742907,-inf,OK,
red2_6800:690,1,NEG_INF,-18.074805099647023,-inf,OK,
red2_6800:691,12,NEG_INF,-18.751570813744664,-inf,OK,
red2_6800:692,12,NEG_INF,-18.719588889542393,-inf,OK,
red2_6800:693,12,NEG_INF,-18.706241904652934,-inf,OK,
red2_6800:694,12,NEG_INF,-18.68764212583189,-inf,OK,
red2_6800:695,12,NEG_INF,-18.738166015789453,-inf,OK,
red2_6800:696,12,NEG_INF,-18.752296472555695,-inf,OK,
red2_6800:697,12,NEG_INF,-18.6829028904025,-inf,OK,
red2_6800:698,12,NEG_INF,-18.68477358438202,-inf,OK,
red2_6800:699,12,NEG_INF,-18.717346657676224,-inf,OK,
red2_6800:700,12,NEG_INF,-18.76543866393776,-inf,OK,
red2_6800:701,12,NEG_INF,-18.683266188451856,-inf,OK,
red2_6800:702,12,NEG_INF,-18.700844276531036,-inf,OK,
red2_6800:703,12,NEG_INF,-18.76149714779912,-inf,OK,
red2_6800:704,12,NEG_INF,-18.697852075810932,-inf,OK,
red2_6800:705,12,NEG_INF,-18.682908206545292,-inf,OK,
red2_6800:706,12,NEG_INF,-18.710010261320427,-inf,OK,
red2_6800:707,12,NEG_INF,-18.752093814384693,-inf,OK,
red2_6800:708,12,NEG_INF,-18.688271299053227,-inf,OK,
red2_6800:709,12,NEG_INF,-18.68293594589906,-inf,OK,
red2_6800:710,12,NEG_INF,-18.68250239908616,-inf,OK,
red2_6800:711,12,NEG_INF,-18.68929933415316,-inf,OK,
red2_6800:712,12,NEG_INF,-18.68620804172089,-inf,OK,
red2_6800:713,12,NEG_INF,-18.69452541955889,-inf,OK,
red2_6800:714,1,NEG_INF,-16.80773468274874,-inf,OK,
red2_6800:715,12,NEG_INF,-18.68530023858848,-inf,OK,
red2_6800:716,12,NEG_INF,-18.69455906922773,-inf,OK,
red2_6800:717,12,NEG_INF,-18.7146433131692,-inf,OK,
red2_6800:718,12,NEG_INF,-18.733829640817177,-inf,OK,
red2_6800:719,12,NEG_INF,-18.71491086705252,-inf,OK,
red2_6800:720,12,NEG_INF,-18.689654567249463,-inf,OK,
red2_6800:721,12,NEG_INF,-18.690493345702087,-inf,OK,
red2_6800:722,12,NEG_INF,-18.690868668824717,-inf,OK,
red2_6800:723,12,NEG_INF,-18.694387819924575,-inf,OK,
red2_6800:724,12,NEG_INF,-18.702940921298307,-inf,OK,
red2_6800:725,12,NEG_INF,-18.701840466194824,-inf,OK,
red2_6800:726,12,NEG_INF,-18.683154589582102,-inf,OK,
red2_6800:727,12,NEG_INF,-18.69599270063066,-inf,OK,
red2_6800:728,12,NEG_INF,-18.69601632275256,-inf,OK,
red2_6800:729,12,NEG_INF,-18.73446896265082,-inf,OK,
red2_6800:730,12,NEG_INF,-18.724825796600147,-inf,OK,
red2_6800:731,12,NEG_INF,-18.78051811687848,-inf,OK,
red2_6800:732,12,NEG_INF,-18.755769046457345,-inf,OK,
red2_6800:733,12,NEG_INF,-18.768614801472644,-inf,OK,
red2_6800:734,12,NEG_INF,-18.683954898668652,-inf,OK,
red2_6800:735,12,NEG_INF,-18.76363048223732,-inf,OK,
red2_6800:736,12,NEG_INF,-18.70314681062416,-inf,OK,
