rxn_id,enz,sub,bigg,mnx,Temp_C,Temp_K
rxn06591_LSQBKT_c0_RSQBKT_,Q6M130,L-Glutamyl-tRNA-Glu,cpd12227,,37.0,310.15
rxn00126_LSQBKT_c0_RSQBKT_,P0CW63,L-Methionine,cpd00060,,37.0,310.15
rxn00414_LSQBKT_c0_RSQBKT_,Q6LYH8,L-Glutamine,cpd00053,,37.0,310.15
rxn06937_LSQBKT_c0_RSQBKT_,Q6LYI0,tRNA-Glu,cpd11912,,37.0,310.15
rxn03127_LSQBKT_c0_RSQBKT_,Q6LWZ5,HTP,cpd02817,,37.0,310.15
rxn10312_LSQBKT_c0_RSQBKT_,Q6LXC9,Isotetradecanoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15751,,37.0,310.15
rxn02508_LSQBKT_c0_RSQBKT_,Q6LYI7,N-5-phosphoribosyl-anthranilate,cpd02642,,37.0,310.15
rxn05251_LSQBKT_c0_RSQBKT_,Q6LZQ8,fa12,cpd11433,,37.0,310.15
rxn02938_LSQBKT_c0_RSQBKT_,Q6M0I8,5'-Phosphoribosyl-4-carboxy-5-aminoimidazole,cpd02893,,37.0,310.15
rxn00139_LSQBKT_c0_RSQBKT_,Q6LZG8,Adenine,cpd00128,,37.0,310.15
rxn05736_LSQBKT_c0_RSQBKT_,Q6LZQ8,Myristic_acid,cpd03847,,37.0,310.15
rxn05527_LSQBKT_c0_RSQBKT_,Q6LZ40,Cytosine,cpd00307,,37.0,310.15
rxn02465_LSQBKT_c0_RSQBKT_,Q6M102,n-acetylglutamyl-phosphate,cpd02552,,37.0,310.15
rxn09205_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-didodecanoylglycerol,cpd15417,,37.0,310.15
rxn05957_LSQBKT_c0_RSQBKT_,Q6M1A4,O-Succinyl-L-homoserine,cpd00822,,37.0,310.15
rxn03513_LSQBKT_c0_RSQBKT_,Q6LYN7,Precorrin_3B,cpd03833,,37.0,310.15
rxn00549_LSQBKT_c0_RSQBKT_,Q6M0F4,D-fructose-1_6-bisphosphate,cpd00290,,37.0,310.15
rxn01257_LSQBKT_c0_RSQBKT_,Q6LYI6,Chorismate,cpd00216,,37.0,310.15
rxn01740_LSQBKT_c0_RSQBKT_,Q6LYQ2,Shikimate,cpd00383,,37.0,310.15
rxn12847_LSQBKT_c0_RSQBKT_,Q6LXA8,Gly-Tyr,cpd15606,,37.0,310.15
rxn00416_LSQBKT_c0_RSQBKT_,Q6LYS0,L-Glutamine,cpd00053,,37.0,310.15
rxn01620_LSQBKT_c0_RSQBKT_,Q6LY06,L-Fuculose1-phosphate,cpd00806,,37.0,310.15
rxn00903_LSQBKT_c0_RSQBKT_,Q6M0Y6,2-Oxoglutarate,cpd00024,,37.0,310.15
rxn00947_LSQBKT_c0_RSQBKT_,Q6LZQ8,Palmitate,cpd00214,,37.0,310.15
rxn10310_LSQBKT_c0_RSQBKT_,Q6LXC9,Isoheptadecanoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15749,,37.0,310.15
rxn00838_LSQBKT_c0_RSQBKT_,Q6LXC0,GTP,cpd00038,,37.0,310.15
rxn00297_LSQBKT_c0_RSQBKT_,Q6M0B4,UDP-N-acetylglucosamine,cpd00037,,37.0,310.15
rxn00141_LSQBKT_c0_RSQBKT_,Q6LYR8,S-Adenosyl-homocysteine,cpd00019,,37.0,310.15
rxn01454_LSQBKT_c0_RSQBKT_,Q6LXY3,Acetoacetyl-CoA,cpd00279,,37.0,310.15
rxn00337_LSQBKT_c0_RSQBKT_,Q6LYH4,L-Aspartate,cpd00041,,37.0,310.15
rxn00777_LSQBKT_c0_RSQBKT_,Q6LY04,ribose-5-phosphate,cpd00101,,37.0,310.15
rxn01512_LSQBKT_c0_RSQBKT_,Q6M0I7,dTDP,cpd00297,,37.0,310.15
rxn01466_LSQBKT_c0_RSQBKT_,Q6M172,Geranyldiphosphate,cpd00283,,37.0,310.15
rxn02185_LSQBKT_c0_RSQBKT_,Q6LZH8,ALCTT,cpd00668,,37.0,310.15
rxn03406_LSQBKT_c0_RSQBKT_,O59648,Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,cpd03487,,37.0,310.15
rxn01106_LSQBKT_c0_RSQBKT_,Q6LXB3,2-Phospho-D-glycerate,cpd00482,,37.0,310.15
rxn00293_LSQBKT_c0_RSQBKT_,Q6LYB5,UTP,cpd00062,,37.0,310.15
rxn05740_LSQBKT_c0_RSQBKT_,Q6LXX5,Glycogen,cpd00155,,37.0,310.15
rxn11544_LSQBKT_c0_RSQBKT_,Q6LX75,Hydrogenobyrinate,cpd03832,,37.0,310.15
rxn02277_LSQBKT_c0_RSQBKT_,Q6LWY1,7-8-Diaminononanoate,cpd00764,,37.0,310.15
rxn12638_LSQBKT_c0_RSQBKT_,Q6LXA8,gly-pro-L,cpd11588,,37.0,310.15
rxn02480_LSQBKT_c0_RSQBKT_,Q6LY02,5_10-Methenyltetrahydromethanopterin,cpd02655,,37.0,310.15
rxn12643_LSQBKT_c0_RSQBKT_,Q6LXA8,Ala-Leu,cpd11583,,37.0,310.15
rxn03079_LSQBKT_c0_RSQBKT_,Q6M099,5_10-Methylenetetrahydromethanopterin,cpd02679,,37.0,310.15
rxn02264_LSQBKT_c0_RSQBKT_,Q6M077,Hydroxymethylbilane,cpd00755,,37.0,310.15
rxn05209_LSQBKT_c0_RSQBKT_,Q6M118,Na,cpd00971,,37.0,310.15
rxn08306_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-didodecanoyl-sn-glycerol_3-phosphate,cpd15521,,37.0,310.15
rxn00214_LSQBKT_c0_RSQBKT_,Q6LYA1,UDP-glucose,cpd00026,,37.0,310.15
rxn05197_LSQBKT_c0_RSQBKT_,Q6LZE8,Uracil,cpd00092,,37.0,310.15
rxn05289_LSQBKT_c0_RSQBKT_,Q6LYN1,trdox,cpd11420,,37.0,310.15
rxn10228_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-diisotetradecanoylglycerol,cpd15685,,37.0,310.15
rxn01977_LSQBKT_c0_RSQBKT_,Q6LXQ4,D-glucose-6-phosphate,cpd00079,,37.0,310.15
rxn09448_LSQBKT_c0_RSQBKT_,Q6LZQ8,octadecenoate,cpd15269,,37.0,310.15
rxn03421_LSQBKT_c0_RSQBKT_,Q6M183,2_5-Diaminopyrimidine_nucleoside_triphosphate,cpd03519,,37.0,310.15
rxn12635_LSQBKT_c0_RSQBKT_,Q6LXA8,Gly-Met,cpd11591,,37.0,310.15
rxn00213_LSQBKT_c0_RSQBKT_,Q6LYA0,UTP,cpd00062,,37.0,310.15
rxn10314_LSQBKT_c0_RSQBKT_,Q6LXC9,Anteisopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15753,,37.0,310.15
rxn00493_LSQBKT_c0_RSQBKT_,Q6LZB6,L-Phenylalanine,cpd00066,,37.0,310.15
rxn00789_LSQBKT_c0_RSQBKT_,P60807,PRPP,cpd00103,,37.0,310.15
rxn06077_LSQBKT_c0_RSQBKT_,Q6LYY1,trdox,cpd11420,,37.0,310.15
rxn02895_LSQBKT_c0_RSQBKT_,Q6M079,5-Phosphoribosylamine,cpd01982,,37.0,310.15
rxn09211_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-dioctadec-11-enoylglycerol,cpd15420,,37.0,310.15
rxn02312_LSQBKT_c0_RSQBKT_,Q6LYX0,8-Amino-7-oxononanoate,cpd00800,,37.0,310.15
rxn00438_LSQBKT_c0_RSQBKT_,Q6LY67,Thiamine_phosphate,cpd00793,,37.0,310.15
rxn10474_LSQBKT_c0_RSQBKT_,Q6LY83,Co2,cpd00149,,37.0,310.15
rxn01643_LSQBKT_c0_RSQBKT_,Q6LXG0,4-Phospho-L-aspartate,cpd01977,,37.0,310.15
rxn09209_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-dihexadec-9-enoylglycerol,cpd15418,,37.0,310.15
rxn02431_LSQBKT_c0_RSQBKT_,Q6LWU5,Methanofuran,cpd00643,,37.0,310.15
rxn01999_LSQBKT_c0_RSQBKT_,Q6M0C0,dTDP-4-amino-4_6-dideoxy-D-glucose,cpd02616,,37.0,310.15
rxn01362_LSQBKT_c0_RSQBKT_,Q6LX60,PRPP,cpd00103,,37.0,310.15
rxn06493_LSQBKT_c0_RSQBKT_,Q6LXL8,Dihydrolipolprotein,cpd12225,,37.0,310.15
rxn02402_LSQBKT_c0_RSQBKT_,Q6LYV8,Quinolinate,cpd02333,,37.0,310.15
rxn10224_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-dianteisopentadecanoyl-sn-glycerol_3-phosphate,cpd15681,,37.0,310.15
rxn10231_LSQBKT_c0_RSQBKT_,Q6LY22,CDP-1_2-diisohexadecanoylglycerol,cpd15688,,37.0,310.15
rxn02811_LSQBKT_c0_RSQBKT_,Q6LY44,3-Isopropylmalate,cpd02693,,37.0,310.15
rxn05939_LSQBKT_c0_RSQBKT_,Q6M1B3,Succinyl-CoA,cpd00078,,37.0,310.15
rxn01019_LSQBKT_c0_RSQBKT_,Q6LZS1,Ornithine,cpd00064,,37.0,310.15
rxn00412_LSQBKT_c0_RSQBKT_,Q6LYU4,UTP,cpd00062,,37.0,310.15
rxn08310_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-dihexadec-9-enoyl-sn-glycerol_3-phosphate,cpd15525,,37.0,310.15
rxn03135_LSQBKT_c0_RSQBKT_,P61782,phosphoribulosylformimino-AICAR-phosphate,cpd02991,,37.0,310.15
rxn00469_LSQBKT_c0_RSQBKT_,Q6LXF3,N-Acetylornithine,cpd00342,,37.0,310.15
rxn12512_LSQBKT_c0_RSQBKT_,Q6M0R5,4-phosphopantothenate,cpd02201,,37.0,310.15
rxn00791_LSQBKT_c0_RSQBKT_,Q6LYI4,Anthranilate,cpd00093,,37.0,310.15
rxn08040_LSQBKT_c0_RSQBKT_,Q6LXC9,Undecaprenylphosphate,cpd00286,,37.0,310.15
rxn01636_LSQBKT_c0_RSQBKT_,P62065,N-Acetylornithine,cpd00342,,37.0,310.15
rxn00914_LSQBKT_c0_RSQBKT_,Q6M053,Guanosine,cpd00311,,37.0,310.15
rxn03843_LSQBKT_c0_RSQBKT_,Q6LXK5,Farnesyldiphosphate,cpd00350,,37.0,310.15
rxn01329_LSQBKT_c0_RSQBKT_,Q6LYB4,D-mannose-6-phosphate,cpd00235,,37.0,310.15
rxn04047_LSQBKT_c0_RSQBKT_,Q6LYN7,Cobalt-precorrin_3,cpd08369,,37.0,310.15
rxn05177_LSQBKT_c0_RSQBKT_,Q6LX35,Thiamin,cpd00305,,37.0,310.15
rxn01353_LSQBKT_c0_RSQBKT_,Q6M0I7,dGDP,cpd00295,,37.0,310.15
rxn09450_LSQBKT_c0_RSQBKT_,Q6LZQ8,hexadecenoate,cpd15237,,37.0,310.15
rxn01213_LSQBKT_c0_RSQBKT_,Q6M172,Isopentenyldiphosphate,cpd00113,,37.0,310.15
rxn01917_LSQBKT_c0_RSQBKT_,Q6M154,N-Acetyl-L-glutamate,cpd00477,,37.0,310.15
rxn01100_LSQBKT_c0_RSQBKT_,P62423,3-Phosphoglycerate,cpd00169,,37.0,310.15
rxn02339_LSQBKT_c0_RSQBKT_,Q6LYB9,2-Oxoglutarate,cpd00024,,37.0,310.15
rxn02175_LSQBKT_c0_RSQBKT_,Q6LY98,Phosphopantetheine,cpd00834,,37.0,310.15
rxn00288_LSQBKT_c0_RSQBKT_,Q6LXS1,FADH2,cpd00982,,37.0,310.15
rxn01790_LSQBKT_c0_RSQBKT_,Q6LZF7,Pantoate,cpd00408,,37.0,310.15
rxn03075_LSQBKT_c0_RSQBKT_,Q6LY53,4-Methyl-5-2-hydroxyethyl-thiazole,cpd02636,,37.0,310.15
rxn00747_LSQBKT_c0_RSQBKT_,Q6LZE2,Glyceraldehyde3-phosphate,cpd00102,,37.0,310.15
rxn00707_LSQBKT_c0_RSQBKT_,Q6LZK1,ITP,cpd00068,,37.0,310.15
rxn03108_LSQBKT_c0_RSQBKT_,Q6LWR7,4-Amino-5-phosphomethyl-2-methylpyrimidine,cpd02775,,37.0,310.15
rxn03512_LSQBKT_c0_RSQBKT_,Q6M0E1,Precorrin_8,cpd03835,,37.0,310.15
rxn00420_LSQBKT_c0_RSQBKT_,Q6LZT2,phosphoserine,cpd00738,,37.0,310.15
rxn10313_LSQBKT_c0_RSQBKT_,Q6LXC9,Isopentadecanoyllipoteichoic_acid_n=24__linked__unsubstituted,cpd15752,,37.0,310.15
rxn01268_LSQBKT_c0_RSQBKT_,Q6LX39,Prephenate,cpd00219,,37.0,310.15
rxn10220_LSQBKT_c0_RSQBKT_,Q6LWL1,1_2-diisoheptadecanoyl-sn-glycerol_3-phosphate,cpd15677,,37.0,310.15
rxn00858_LSQBKT_c0_RSQBKT_,Q6LWW9,Agmatine,cpd00152,,37.0,310.15
rxn03393_LSQBKT_c0_RSQBKT_,Q6LXR1,3-Octaprenyl-4-hydroxybenzoate,cpd03443,,37.0,310.15
rxn05388_LSQBKT_c0_RSQBKT_,Q6LXY3,5-methyl-hexanoyl-ACP,cpd11524,,37.0,310.15
rxn05359_LSQBKT_c0_RSQBKT_,Q6LXY3,2-methylbutyryl-ACP,cpd11495,,37.0,310.15
rxn02288_LSQBKT_c0_RSQBKT_,Q6LYZ9,UroporphyrinogenIII,cpd00774,,37.0,310.15
rxn08766_LSQBKT_c0_RSQBKT_,Q6LXY3,Acetoacetyl-ACP,cpd11488,,37.0,310.15
rxn05396_LSQBKT_c0_RSQBKT_,Q6LXY3,9-methyl-decanoyl-ACP,cpd11532,,37.0,310.15
rxn01675_LSQBKT_c0_RSQBKT_,Q6LYB5,TTP,cpd00357,,37.0,310.15
rxn01644_LSQBKT_c0_RSQBKT_,Q6LZP8,L-Aspartate4-semialdehyde,cpd00346,,37.0,310.15
rxn01997_LSQBKT_c0_RSQBKT_,Q6LYA1,dTDPglucose,cpd00626,,37.0,310.15
rxn05379_LSQBKT_c0_RSQBKT_,Q6LXY3,12-methyl-tetra-decanoyl-ACP,cpd11515,,37.0,310.15
rxn05371_LSQBKT_c0_RSQBKT_,Q6LXY3,8-methyl-decanoyl-ACP,cpd11507,,37.0,310.15
rxn00300_LSQBKT_c0_RSQBKT_,Q6M0T5,GTP,cpd00038,,37.0,310.15
rxn03397_LSQBKT_c0_RSQBKT_,Q6LZX6,2-Octaprenyl-6-methoxy-1_4-benzoquinone,cpd03447,,37.0,310.15
rxn02914_LSQBKT_c0_RSQBKT_,Q6M080,L-Glutamate,cpd00023,,37.0,310.15
rxn05054_LSQBKT_c0_RSQBKT_,Q6LYN9,Adenosyl_cobinamide,cpd03918,,37.0,310.15
rxn02160_LSQBKT_c0_RSQBKT_,P60888,L-histidinol-phosphate,cpd00807,,37.0,310.15
rxn12008_LSQBKT_c0_RSQBKT_,Q6M172,all-trans-Heptaprenyl_diphosphate,cpd02590,,37.0,310.15
rxn02269_LSQBKT_c0_RSQBKT_,Q6LXT8,3MOP,cpd00508,,37.0,310.15
rxn03891_LSQBKT_c0_RSQBKT_,Q6M172,all-trans-Hexaprenyl_diphosphate,cpd00906,,37.0,310.15
rxn05513_LSQBKT_c0_RSQBKT_,Q6LZW3,Ca2,cpd00063,,37.0,310.15
rxn03030_LSQBKT_c0_RSQBKT_,Q6M0C1,Acetyl-CoA,cpd00022,,37.0,310.15
rxn00119_LSQBKT_c0_RSQBKT_,Q6M086,UMP,cpd00091,,37.0,310.15
rxn03919_LSQBKT_c0_RSQBKT_,Q6LZN4,D-Glycero-D-manno-heptose1-7-bisphosphate,cpd08316,,37.0,310.15
rxn05384_LSQBKT_c0_RSQBKT_,Q6LXY3,isovaleryl-ACP,cpd11520,,37.0,310.15
rxn11650_LSQBKT_c0_RSQBKT_,Q6M103,Cob(I)yrinate_diamide,cpd03915,,37.0,310.15
rxn00172_LSQBKT_c0_RSQBKT_,Q6M0L7,Acetate,cpd00029,,37.0,310.15
rxn00917_LSQBKT_c0_RSQBKT_,Q6LYU3,XMP,cpd00497,,37.0,310.15
rxn00274_LSQBKT_c0_RSQBKT_,Q6LWY0,L-2-Amino-acetoacetate,cpd02211,,37.0,310.15
rxn05400_LSQBKT_c0_RSQBKT_,Q6LXY3,11-methyl-dodecanoyl-ACP,cpd11536,,37.0,310.15
rxn03540_LSQBKT_c0_RSQBKT_,Q6LXX9,Adenosylcobyric_acid,cpd03917,,37.0,310.15
rxn05404_LSQBKT_c0_RSQBKT_,Q6LXY3,13-methyl-tetra-decanoyl-ACP,cpd11540,,37.0,310.15
rxn05392_LSQBKT_c0_RSQBKT_,Q6LXY3,7-methyl-octanoyl-ACP,cpd11528,,37.0,310.15
rxn05367_LSQBKT_c0_RSQBKT_,Q6LXY3,6-methyl-octanoyl-ACP,cpd11503,,37.0,310.15
rxn03408_LSQBKT_c0_RSQBKT_,Q6M068,Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine,cpd03494,,37.0,310.15
rxn06729_LSQBKT_c0_RSQBKT_,Q6M0C1,HMA,cpd11484,,37.0,310.15
rxn00086_LSQBKT_c0_RSQBKT_,Q6LXL8,Oxidized_glutathione,cpd00111,,37.0,310.15
rxn03086_LSQBKT_c0_RSQBKT_,Q6LYB9,L-2-Acetamido-6-oxopimelate,cpd03289,,37.0,310.15
rxn01332_LSQBKT_c0_RSQBKT_,Q6LX25,D-Erythrose4-phosphate,cpd00236,,37.0,310.15
rxn03904_LSQBKT_c0_RSQBKT_,Q6LXC9,Undecaprenylphosphate,cpd00286,,37.0,310.15
rxn08618_LSQBKT_c0_RSQBKT_,Q6LXQ6,inner_core_oligosaccharide_lipid_A,cpd15489,,37.0,310.15
rxn00611_LSQBKT_c0_RSQBKT_,Q6M0P4,Glycerone-phosphate,cpd00095,,37.0,310.15
rxn01117_LSQBKT_c0_RSQBKT_,Q6LYH5,D-Ribulose5-phosphate,cpd00171,,37.0,310.15
rxn05735_LSQBKT_c0_RSQBKT_,Q6LX65,Aminoacetaldehyde,cpd04122,,37.0,310.15
rxn02929_LSQBKT_c0_RSQBKT_,Q6LYR5,Dihydrodipicolinate,cpd02120,,37.0,310.15
rxn05375_LSQBKT_c0_RSQBKT_,Q6LXY3,10-methyl-dodecanoyl-ACP,cpd11511,,37.0,310.15
rxn09128_LSQBKT_c0_RSQBKT_,Q6M0J4,2-octadecanoyl-sn-glycerol_3-phosphate,cpd15358,,37.0,310.15
rxn05363_LSQBKT_c0_RSQBKT_,Q6LXY3,4-methyl-hexanoyl-ACP,cpd11499,,37.0,310.15
rxn03538_LSQBKT_c0_RSQBKT_,Q6LYQ0,Adenosylcobinamide-GDP,cpd03920,,37.0,310.15
rxn00351_LSQBKT_c0_RSQBKT_,Q6LWV4,gamma-Glutamylcysteine,cpd00506,,37.0,310.15
rxn01791_LSQBKT_c0_RSQBKT_,Q6M131,Pantoate,cpd00408,,37.0,310.15
rxn01501_LSQBKT_c0_RSQBKT_,Q6M131,HMG-CoA,cpd00292,,37.0,310.15
rxn00250_LSQBKT_c0_RSQBKT_,Q6M0D1,H2CO3,cpd00242,,37.0,310.15
rxn00646_LSQBKT_c0_RSQBKT_,Q6M035,L-Glutamate,cpd00023,,37.0,310.15
rxn05287_LSQBKT_c0_RSQBKT_,Q6M172,Geranylgeranyl_diphosphate,cpd00289,,37.0,310.15
rxn05108_LSQBKT_c0_RSQBKT_,Q6LX26,L-Glutamate,cpd00023,,37.0,310.15
rxn03892_LSQBKT_c0_RSQBKT_,Q6M172,pendp,cpd02591,,37.0,310.15
rxn05104_LSQBKT_c0_RSQBKT_,Q6LY06,methylthioribulose-1-phosphate,cpd02791,,37.0,310.15
rxn00178_LSQBKT_c0_RSQBKT_,Q6LXY2,Acetyl-CoA,cpd00022,,37.0,310.15
rxn00134_LSQBKT_c0_RSQBKT_,Q6M053,Adenosine,cpd00182,,37.0,310.15
HdrABC,Q6LY38,CoM-S-S-CoB,cpd02935,,37.0,310.15
Eha_FSLASH_Ehb,Q6LWT2,Oxidizedferredoxin,cpd11621,,37.0,310.15
rxn04042_LSQBKT_c0_RSQBKT_,Q6LXQ3,D-Glucose,cpd00027,,37.0,310.15
rxn04043_LSQBKT_c0_RSQBKT_,Q6LXQ3,D-fructose-6-phosphate,cpd00072,,37.0,310.15
rxn04026_LSQBKT_c0_RSQBKT_,Q6LWM0,3-sulfopyruvate,cpd03285,,37.0,310.15
rxn04934_LSQBKT_c0_RSQBKT_,Q6LY58,(2R)-3-sulfolactate,cpd08367,,37.0,310.15
rxn04036_LSQBKT_c0_RSQBKT_,Q6M0V7,2R-Phosphosulfolactate,cpd08366,,37.0,310.15
rxn07741_LSQBKT_c0_RSQBKT_,Q6LX26,tetrahydrodipicolinate,cpd02465,,37.0,310.15
rxn05109_LSQBKT_c0_RSQBKT_,Q6LYH3,Acetyl-CoA,cpd00022,,37.0,310.15
rxn02749_LSQBKT_c0_RSQBKT_,Q6LY44,Citramalate,cpd00607,,37.0,310.15
rxn02751_LSQBKT_c0_RSQBKT_,Q6LX72,Citraconate,cpd01502,,37.0,310.15
rxn00735_LSQBKT_c0_RSQBKT_,Q6LZT4,D-erythro-3-methylmalate,cpd03593,,37.0,310.15
rxn08043_LSQBKT_c0_RSQBKT_,Q6LZH7,2-Oxobutyrate,cpd00094,,37.0,310.15
rxn08764_LSQBKT_c0_RSQBKT_,Q6LZH4,2-Aceto-2-hydroxybutanoate,cpd00498,,37.0,310.15
rxn00405_LSQBKT_c0_RSQBKT_,Q6LWX2,L-Arginine,cpd00051,,37.0,310.15
rxn10561_LSQBKT_c0_RSQBKT_,Q6LZB6,Indole-3-pyruvate,cpd00278,,37.0,310.15
rxn06696_LSQBKT_c0_RSQBKT_,Q6M0Z1,5_10-Methenyltetrahydromethanopterin,cpd02655,,37.0,310.15
ATPS,Q6LYF2,Na,cpd00971,,37.0,310.15
Fdh,F1SVN3,Coenzyme_F420,cpd00649,,37.0,310.15
Hdr_formate,Q6LZ08,CoM-S-S-CoB,cpd02935,,37.0,310.15
rxn00249_LSQBKT_c0_RSQBKT_,Q6LZI3,L-Malate,cpd00130,,37.0,310.15
Tfr,Q6LXS1,HTP,cpd02817,,37.0,310.15
rxn05215_LSQBKT_c0_RSQBKT_,Q6LX42,L-Alanine,cpd00035,,37.0,310.15
rxn13660_LSQBKT_c0_RSQBKT_,Q6LX42,D-Alanine,cpd00117,,37.0,310.15
rxn10434_LSQBKT_c0_RSQBKT_,Q6M0W5,Acetyl-CoA,cpd00022,,37.0,310.15
rxn10472_LSQBKT_c0_RSQBKT_,Q6LX72,cis-Homoaconitate,cpd02483,,37.0,310.15
rxn10612_LSQBKT_c0_RSQBKT_,Q6LYV7,threo-isohomocitrate,cpd15888,,37.0,310.15
rxn10433_LSQBKT_c0_RSQBKT_,Q6M0W5,Acetyl-CoA,cpd00022,,37.0,310.15
rxn10595_LSQBKT_c0_RSQBKT_,Q6LX72,(R)-(homo)2citrate,cpd15831,,37.0,310.15
rxn10468_LSQBKT_c0_RSQBKT_,Q6LX72,cis-(homo)2aconitate,cpd15882,,37.0,310.15
rxn10610_LSQBKT_c0_RSQBKT_,Q6LYV7,(-)threo-iso(homo)2citrate,cpd15908,,37.0,310.15
rxn10435_LSQBKT_c0_RSQBKT_,Q6M0W5,Acetyl-CoA,cpd00022,,37.0,310.15
rxn10596_LSQBKT_c0_RSQBKT_,Q6LX72,(R)-(homo)3citrate,cpd15832,,37.0,310.15
rxn10469_LSQBKT_c0_RSQBKT_,Q6LX72,cis-(homo)3aconitate,cpd15883,,37.0,310.15
rxn10611_LSQBKT_c0_RSQBKT_,Q6LYV7,(-)threo-iso(homo)3citrate,cpd15909,,37.0,310.15
MptA,Q6M183,GTP,cpd00038,,37.0,310.15
rxn10490_LSQBKT_c0_RSQBKT_,Q6M0P0,"7,8-dihydronepterin_2_3-cyclicphosphate",cpd15850,,37.0,310.15
rxn02504_LSQBKT_c0_RSQBKT_,Q6M0M7,Dihydroneopterin,cpd02961,,37.0,310.15
rxn02503_LSQBKT_c0_RSQBKT_,Q6LZP5,6-hydroxymethyl_dihydropterin,cpd00954,,37.0,310.15
rxn10446_LSQBKT_c0_RSQBKT_,Q6M0J1,ABEE,cpd00443,,37.0,310.15
ADTHs,Q6LZE3,6-deoxy-5-ketofructose-1-phosphate,cpd15853,,37.0,310.15
ADTHOR,Q6M1B0,"2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate",2ATDLH6U,,37.0,310.15
rxn00529_LSQBKT_c0_RSQBKT_,Q6M0Y7,L-Tyrosine,cpd00069,,37.0,310.15
MfnD,Q6LZR0,Tyramine,cpd00374,,37.0,310.15
MfnB,Q6LZC1,Glycerone-phosphate,cpd00095,,37.0,310.15
MfnC,Q6LYB9,4-(hydroxymethyl)-2-furancarboxaldehyde-phosphate,4HM2FCP,,37.0,310.15
F1Pp,Q6LXF2,5-(aminomethyl)-3-furanmethanol-phosphate,5AM3FMP,,37.0,310.15
F1PPc,Q6M145,gamma-Glutamyl-tyramine,GGT,,37.0,310.15
rxn10499_LSQBKT_c0_RSQBKT_,Q6M161,4-1-D-Ribitylamino-5-aminouracil,cpd02882,,37.0,310.15
rxn01053_LSQBKT_c0_RSQBKT_,Q6LX65,L-Lactaldehyde,cpd00334,,37.0,310.15
rxn10567_LSQBKT_c0_RSQBKT_,Q6M101,GTP,cpd00038,,37.0,310.15
rxn10566_LSQBKT_c0_RSQBKT_,Q6M067,"7,8-didemethyl-8-hydroxy-5-deazariboflavin",cpd15839,,37.0,310.15
rxn10525_LSQBKT_c0_RSQBKT_,Q6LYQ1,Coenzyme_F420-0,cpd15864,,37.0,310.15
rxn10526_LSQBKT_c0_RSQBKT_,Q6LYQ1,Coenzyme_F420-1,cpd15865,,37.0,310.15
rxn10527_LSQBKT_c0_RSQBKT_,Q6M0U8,Coenzyme_F420,cpd00649,,37.0,310.15
rxn01361_LSQBKT_c0_RSQBKT_,Q6M033,S-Dihydroorotate,cpd00282,,37.0,310.15
CODH,Q6LYK6,Reducedferredoxin,cpd11620,,37.0,310.15
ACS,Q6LYK6,5-Methyl-H4MPT,cpd02737,,37.0,310.15
FNO,Q6LX04,Reduced_coenzyme_F420,cpd00792,,37.0,310.15
Mot,Q6LZV7,Molybdenum,cpd00131,,37.0,310.15
HcyS,Q6LXJ1,L-Aspartate4-semialdehyde,cpd00346,,37.0,310.15
MetS,Q6M070,5-Methyl-H4MPT,cpd02737,,37.0,310.15
H4MPTdUMPm,Q6LYK5,5_10-Methylenetetrahydromethanopterin,cpd02679,,37.0,310.15
rxn02377_LSQBKT_c0_RSQBKT_,Q6LZC3,UDP-N-acetyl-D-mannosamine,cpd00861,,37.0,310.15
rxn00298_LSQBKT_c0_RSQBKT_,Q6M0B8,UDP-N-acetylglucosamine,cpd00037,,37.0,310.15
UGAor,Q6M0B9,UDP-N-acetyl-D-glucosaminouronate,cpd02782,,37.0,310.15
UGNAa,Q6M0C0,UDP-2-acetamido-2-deoxy-3-oxo-glucuronate,U2A2D3OG,,37.0,310.15
UGNAna,Q6M0C1,Acetyl-CoA,cpd00022,,37.0,310.15
UGNAe,Q6M0B4,"UDP-2,3-diacetamido-2,3-dideoxy-glucuronate",U23DA23DDG,,37.0,310.15
UMNAat,Q6LYB0,"UDP-2,3-diacetamido-2,3-dideoxy-mannuronate",U23DA23DDM,,37.0,310.15
2NACmt,Q6LYA6,"NDP-2-acetamino-2,4-dideoxy-5-O-methyl-hexos-5-ulo-1,5-pyranose",N2A24D5MH4U15P,,37.0,310.15
TSot,Q6LYA7,L-Threonine,cpd00161,,37.0,310.15
