temp_C,growth,mu_pred,mu_measured
22.0,0.007086970526994927,0.08091142256067141,0.2984
24.0,0.012702898517108666,0.14502806040297242,0.4086
26.0,0.02125491128052723,0.24266576269191129,0.4879
28.0,0.03291576599439969,0.37579688544441414,0.5949
30.0,0.04693973692686452,0.5359075326910846,0.6167
32.0,0.04693973692686451,0.5359075326910845,0.6033
34.0,0.04693973692686451,0.5359075326910845,0.5387
36.0,0.04693973692686451,0.5359075326910845,0.4686
38.0,0.04693973692686451,0.5359075326910845,0.153
40.0,0.04693973692686451,0.5359075326910845,0.0
42.0,0.04693973692686451,0.5359075326910845,0.0
44.0,0.04693973692686451,0.5359075326910845,0.0
