temp_C,growth,mu_pred,mu_measured
22.0,0.019558096318991754,0.15001656762893065,0.289
24.0,0.031621970717158505,0.24255016599157558,0.3675
26.0,0.044988684758410724,0.3450769420254438,0.4785
28.0,0.05710993834754841,0.4380506562941765,0.5453
30.0,0.06664646140641568,0.511198698571492,0.578
32.0,0.0751060530216536,0.5760863480114912,0.8002
34.0,0.0820644617402905,0.629459466494167,0.6742
36.0,0.0855628664310108,0.6562932981370344,0.6231
38.0,0.08570176864579367,0.6573587205154664,0.4819
40.0,0.08301797244476636,0.6367731845958624,0.0
42.0,0.07779749475609712,0.5967305275057093,0.0
44.0,0.07071634168374592,0.5424159223701546,0.0
