temp_C,growth,mu_pred,mu_measured
22.0,0.007089037149172169,0.08093501703442484,0.2984
24.0,0.012707063385905963,0.14507561040442754,0.4086
26.0,0.021262500378194903,0.24275240686312766,0.4879
28.0,0.03292804389066262,0.3759370612851535,0.5949
30.0,0.046957154882928745,0.5361063922174211,0.6167
32.0,0.046957154882928745,0.5361063922174211,0.6033
34.0,0.046957154882928745,0.5361063922174211,0.5387
36.0,0.046957154882928745,0.5361063922174211,0.4686
38.0,0.04695715488292875,0.5361063922174212,0.153
40.0,0.046957154882928745,0.5361063922174211,0.0
42.0,0.04695715488292875,0.5361063922174212,0.0
44.0,0.046957154882928745,0.5361063922174211,0.0
