medium,Topt_C,rmax,o2_at_Topt,co2_at_Topt,glc__D_at_Topt,pyr_at_Topt,lac__D_at_Topt,ac_at_Topt,co2_release_at_Topt,RQ_at_Topt
glucose_minimal,38.0,1.186913482880629,29.562707082888245,-6.441285415359186,38.33280001354169,-53.28172146326624,0.0,-5.524074639267541,6.441285415359186,0.21788550680758154
NLDM,39.0,1.9110213263275238,36.58214096902919,-38.20784480455602,4.375,-20.002060138207437,2.625,-24.987496450922894,38.20784480455602,1.0444398220679092
LB,39.5,2.016801938091042,49.30802224078689,-44.960893963868614,0.19236256885512357,-1.0645834000321346,0.0,-0.07847779701499863,44.960893963868614,0.9118373019365925
BHI,39.5,2.0168019380910427,49.308022240786904,-44.960893963868536,0.19236256885512365,-1.064583400032008,0.0,-0.07847779701499866,44.960893963868536,0.9118373019365906
