,Topt_C,rmax,CTmin_C,CTmax_C,niche_width_C,B80_C,Ea_eV,Ea_kJmol,skewness
budget_scale,-0.3086066999241839,1.0,0.028571428571428574,-0.15179418517972906,0.028571428571428574,0.4285714285714286,0.028571428571428574,0.028571428571428574,0.8285714285714287
thermal_Z,0.9258200997725515,-0.08571428571428573,0.942857142857143,0.6982532518267538,-0.7142857142857143,-0.48571428571428577,0.942857142857143,0.942857142857143,-0.14285714285714288
