rxn_id,enzyme_id,group,u_sub_27C,u_opt_37C,u_supra_44.65C
LPADSSNo1,P10441,default,1.4233127769358966e-06,9.238127633950475e-07,1.0192280788272485e-06
GLUTRSNo1,P04805,default,0.00021681391043100681,0.01612571833216847,0.0025048377207115458
TDSKNo1,P27300,default,0.0006295191843877636,0.00037121038337017905,0.0003613685338678558
PGINo1,P0A6T1,default,4.620527981683948e-05,2.7635136963749033e-05,2.4619340113720064e-05
EDANo1,P0A955,default,0.03130800624693012,0.015457741313535212,0.011986978562834061
PGLNo1,P52697,default,0.003158116532590513,0.0018274356874719256,0.0016133110679751406
DHQTiNo1,P05194,default,6.187886002464065e-05,4.2408646209611406e-05,4.2391628491007855e-05
IPMDNo1,P30125,default,0.0005347044693788649,0.0003261731507561226,0.0003287370463147895
ADSL2rNo1,P0AB89,default,0.000532056911106156,0.0005601046547323927,0.0008402265367404912
TMDSNo1,P0A884,default,4.828187234038551e-05,2.2271337835867548e-05,2.100735816804553e-05
PPCDCNo1,P0ABQ0,default,5.727939967358598e-05,4.064846083866486e-05,5.1172782078806044e-05
DHAD1No1,P05791,default,0.0010730814323298102,0.0005597948003655499,0.0005632814869717918
EDDNo1,P0ADF6,default,0.006484252535716394,0.005121989200460684,0.006106178162753027
FUMNo3,P05042,default,6.840305048793167e-05,5.589307239795915e-05,5.979937092207384e-05
FMNATNo1,P0AG40,default,1.8306379066155388e-06,1.3881343526411387e-06,1.5791704812184098e-06
KARA2No1,P05793,default,0.001016320859634013,0.0007449445356338404,0.0007791161342574535
ACCOACNo1,P0A9Q5,default,0.00016155580226523956,0.00010888244989010858,0.00010771801512659636
NADKNo1,P0A7B3,default,2.0971284421232295e-07,1.4445723419430648e-07,1.5015937669536267e-07
GLUTRRNo1,P0A6X1,default,0.0018857551415802016,0.19268216098347618,0.03492513824621264
HACD6No2,P77399,default,4.7725494145387455e-06,3.3435692551557368e-06,3.5388366326760214e-06
ECOAH1No1,P77399,default,6.1083194955190666e-06,4.279387700768272e-06,4.529307696423533e-06
ECOAH2No1,P77399,default,6.1083194955190666e-06,4.279387700768272e-06,4.529307696423533e-06
ARGSSNo1,P0A6E4,default,0.04439685870487093,0.027107662615833993,0.11180230190273624
G1SATNo1,P23893,default,0.00031368373646941604,0.030842911280693535,0.004785322159804099
KDOCT2No1,P04951,default,0.00010777896380741387,6.476535385148934e-05,6.062144578618744e-05
ECOAH3No1,P77399,default,6.108319495519065e-06,4.279387700768272e-06,4.529307696423533e-06
DXPSNo1,P77488,default,9.003822836386157e-05,6.39028062850162e-05,7.15225542966557e-05
CDPMEKNo1,P62615,default,0.00011577597103061976,8.959170144347484e-05,0.00010402611869615286
MECDPSNo1,P62617,default,2.1827395776554473e-05,1.4137298545617581e-05,1.4225495318928082e-05
UAGDPNo1,P0ACC7,default,2.444558229254631e-05,1.719350883643137e-05,2.9888739321508608e-05
UAGCVTNo1,P0A749,default,0.0004345610464967468,0.0003203226947856368,0.0003557320471022542
NNDPRNo1,P30011,default,0.0009042892906769191,0.0006649854087546222,0.0006722289363908857
PPCNo1,P00864,default,0.001201751396505041,0.0011482535178076502,0.0011095215211153256
HACD4No2,P77399,default,6.108319495519064e-06,4.279387700768272e-06,4.529307696423534e-06
HACD5No2,P77399,default,6.108319495519064e-06,4.279387700768273e-06,4.529307696423534e-06
HACD7No1,P77399,default,4.772549414538745e-06,3.343569255155738e-06,3.538836632676022e-06
HPPK2No1,P26281,default,2.9061878979519315e-06,2.9600062113532566e-06,3.957671825045341e-06
PTPATiNo1,P0A6I6,default,3.1411855998491286e-06,3.1882351181602353e-06,4.2914962785364155e-06
DXPRIiNo1,P45568,default,4.1719090746572615e-06,2.521055651271186e-06,2.75060479881464e-06
GTPCII2No1,P0A7I7,default,0.00013825386008583891,8.481806988709608e-05,7.988450886332867e-05
SADT2No1,P21156,default,0.0005723526216089376,0.0004568434434239915,0.0005221168063401107
OPHBDCNo1,P0AAB4,default,6.592868309732846e-08,3.359121211791398e-08,2.8040029549955045e-08
SDPDSNo1,P0AED7,default,0.0003041771117804533,0.00017075783088805967,0.00017234372889595397
ADCSNo1,P00903,default,3.7090200904245916e-05,2.5374940539782838e-05,2.963031702533665e-05
ADCLNo1,P28305,default,8.857941780896187e-08,6.772776337882619e-08,7.472915583826405e-08
UMPKNo2,P0A7E9,default,5.1295038298780606e-05,2.9492655956098448e-05,2.7830773962965013e-05
UAPGRNo1,P08373,default,0.00011399670271420585,6.722828680104415e-05,6.590112751546689e-05
CTPS2No1,P0A7E5,default,0.0011307200185567846,0.0008582464538017248,0.0008725315174302921
