rxn_id,enzyme_id,flux,C_i,Ea_i_eV,Ea_kcat_eV,Ea_fN_eV,contrib,gene,enzyme_name,cog,cog_category
HACD4No2,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),I,lipid metab
HACD5No2,P77399,0.2514817132934726,5.17966771973466e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,3.670245847486402e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),I,lipid metab
MPTGNo4,P0ABG4,0.0098181604037864,5.810236694547832e-06,0.6002247745789046,0.6002783373340789,-5.356275517414191e-05,3.487759222520627e-06,mrcB,Murein polymerizing transglycosylase,M,cell wall/membrane
5DOANNo1,P0AF12,0.000315164786245,4.161000413671623e-06,0.7264868157509959,0.7266602886306162,-0.0001734728796204,3.0236337615907345e-06,mtnN,5'-deoxyadenosine nuclosidase,F,nucleotide metab
TRPS3No1,P0A877,0.0401652787406719,3.7344439526854063e-06,0.7895867207744903,0.7931272109272487,-0.0035404901527581,2.961889116557507e-06,trpA;trpB,Tryptophan synthase (indoleglycerol phosphate),E,amino-acid metab
P5CRNo1,P0A9L8,0.156200897254568,3.239197311766251e-06,0.9103906117271996,0.9103906117271996,-0.0,2.9489348221639777e-06,proC,Pyrroline-5-carboxylate reductase,E,amino-acid metab
HISTPNo1,P06987,0.0669419192402025,3.3857797829273117e-06,0.8597789916585049,0.8597905029003602,-1.1511241855197472e-05,2.9110613022729458e-06,hisB,Histidinol-phosphatase,E,amino-acid metab
RNTR3c2No3,P0ABY4,0.0190914955829205,2.617927098713668e-06,1.0984752773972122,1.098655170298933,-0.0001798929017209,2.876199142467456e-06,nrdD,Ribonucleoside-triphosphate reductase (CTP) (flavodoxin),K,transcription
RNTR2c2No2,P0ABY4,0.0190914955829205,2.617927098713668e-06,1.0984752773972122,1.098655170298933,-0.0001798929017209,2.876199142467456e-06,nrdD,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),K,transcription
ECOAH7No1,P77399,0.1964875780362195,4.046975643490214e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,2.867634827965271e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),I,lipid metab
HACD6No2,P77399,0.1964875780362195,4.0469756323879835e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,2.8676348200983735e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),I,lipid metab
HACD7No1,P77399,0.1964875780362195,4.0469756323879835e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,2.8676348200983735e-06,fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),I,lipid metab
ECOAH6No1,P77399,0.1964875780362195,4.0469756323879835e-06,0.7085871194504255,0.7085871229736758,-3.523250141020129e-09,2.8676348200983735e-06,fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),I,lipid metab
DXPRIiNo1,P45568,0.0016881808841691,4.037514496346706e-06,0.7024322395912429,0.7024322396352433,-4.400031298804504e-11,2.8360803502285777e-06,dxr,1-deoxy-D-xylulose reductoisomerase,I,lipid metab
RNTR1c2No4,P0ABY4,0.0184901385580448,2.5354658497733773e-06,1.0984752773972122,1.098655170298933,-0.0001798929017209,2.7856026649698984e-06,nrdD,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),K,transcription
RNTR4c2No4,P0ABY4,0.0184901385580448,2.5354658497733773e-06,1.0984752773972122,1.098655170298933,-0.0001798929017209,2.7856026649698984e-06,nrdD,Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),K,transcription
DHFSNo1,P08192,0.0004727471793675,4.044999690755446e-06,0.6573151704744987,0.6653723559501313,-0.0080571854756326,2.691430974055504e-06,folC,Dihydrofolate synthase,H,coenzyme metab
ADPTNo1,P69503,0.0006303295724901,3.3139697416806335e-06,0.8104751352047183,0.8104751352840877,-7.936942050954765e-11,2.6858900747159844e-06,apt,Adenine phosphoribosyltransferase,F,nucleotide metab
PYK4No1,P21599,0.127905317947787,4.0267402634519556e-06,0.6543516425423616,0.6544784018343391,-0.0001267592919775,2.635414532226022e-06,pykA,Pyruvate kinase(4),G,carbohydrate/glycolysis
ACODANo1,P23908,0.2090051319006698,4.182801797980584e-06,0.5796125269734254,0.5796274903691094,-1.4963395684057163e-05,2.4244669088748847e-06,argE,Acetylornithine deacetylase,E,amino-acid metab
DNTPPANo1,P0AFC0,0.0004727471793675,1.991096855447072e-06,0.8858932536520244,0.8877825656632617,-0.0018893120112372,1.7676610748128542e-06,,Dihydroneopterin triphosphate pyrophosphatase,S,unknown/other
MEPCTNo1,Q46893,0.0016881808841691,2.081009971288683e-06,0.8388705374736004,0.8388771948884475,-6.657414847124755e-06,1.745711807249539e-06,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,I,lipid metab
S2FE2SSNo1,P77444,0.0002021011857983,2.3282883565567403e-06,0.7141159693503539,0.7141167333850087,-7.640346546441718e-07,1.6626696755626497e-06,sufB;sufC;sufD;sufE,SUF [2Fe-2S] Synthesis,O,chaperone/PTM (stress)
AGPAT161No1,P26647,0.0531497852749669,2.1323478482937475e-06,0.7680660258915123,0.768396164586618,-0.0003301386951058,1.638487908193443e-06,plsC,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),I,lipid metab
S2FE2SS2No1,P77444,0.0001837283507258,2.1166257774263286e-06,0.7141159693503539,0.7141167333850087,-7.640346546441718e-07,1.5115178859741942e-06,sufB;sufC;sufD;sufE,SUF [2Fe-2S] Synthesis II,O,chaperone/PTM (stress)
AGPAT160No1,P26647,0.0450940037431428,1.8091531439612396e-06,0.7680660258915123,0.768396164586618,-0.0003301386951058,1.390146336969638e-06,plsC,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),I,lipid metab
DPRNo1,P0A9J4,0.0004762804168815,1.4880889784296691e-06,0.767535887793705,0.767614988592186,-7.91007984812493e-05,1.1422794042014482e-06,panE,2-dehydropantoate 2-reductase,H,coenzyme metab
HSTPTNo1,P06986,0.0669419192402025,1.6877347103205764e-06,0.662926197605192,0.6629265027803333,-3.051751414267562e-07,1.1188440691337987e-06,hisC,Histidinol-phosphate transaminase,E,amino-acid metab
PTPATiNo1,P0A6I6,0.0004762804168815,2.6236107841803857e-06,0.3666962929625123,0.3666962929756708,-1.3158403465565186e-11,9.6206834876994e-07,coaD,Pantetheine-phosphate adenylyltransferase,H,coenzyme metab
APRAURNo1,P25539,0.0003151647862449,1.2121187317748472e-06,0.7885688625609358,0.788576315198037,-7.452637101107208e-06,9.558481230855266e-07,ribD,5-amino-6-(5-phosphoribosylamino)uracil reductase,H,coenzyme metab
UDCPDPSNo1,P60472,3.88656126535377e-05,1.1395875257336208e-06,0.835494587149087,0.8359240950435145,-0.0004295078944277,9.526086711717548e-07,ispU,Undecaprenyl diphosphate synthase,I,lipid metab
FMNATNo1,P0AG40,0.0001575823931224,1.523547910053935e-06,0.6248167056546279,0.624886783596222,-7.007794159411728e-05,9.520449531683496e-07,ribF,FMN adenylyltransferase,H,coenzyme metab
RBFKNo1,P0AG40,0.0001575823931224,1.523547910053935e-06,0.6248167056546279,0.624886783596222,-7.007794159411728e-05,9.520449531683496e-07,ribF,Riboflavin kinase,H,coenzyme metab
HPPK2No1,P26281,0.0004727471793675,2.4393829747837437e-06,0.3635580488366566,0.3650855433447289,-0.0015274945080723,8.905834587748042e-07,,6-hydroxymethyl-dihydropterin pyrophosphokinase,S,unknown/other
LPADSSNo1,P10441,0.0137485338143132,1.0849517673161555e-06,0.684781995151472,0.6848048230764457,-2.282792497382036e-05,7.42980203063417e-07,lpxB,Lipid A disaccaride synthase,M,cell wall/membrane
DUTPDPNo2,P52006,0.0184901385580448,6.98962848710849e-07,0.9898078164958072,0.9921441254869304,-0.0023363089911231,6.93471884282079e-07,,DUTP diphosphatase,S,unknown/other
HACD1No1,P21177,0.2514817132934726,8.643265103636111e-07,0.6544094008685718,0.654747401767641,-0.0003380008990693,5.659155369394664e-07,fadB,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),I,lipid metab
TPI_REVNo1,P0A858,0.0998535320294693,6.609824909631357e-07,0.7391708728140554,0.7392344401595432,-6.356734548797374e-05,4.886210216623939e-07,tpiA,Triose-phosphate isomerase,G,carbohydrate/glycolysis
DHQSNo1,P07639,0.269148042192763,7.694571813043893e-07,0.6001662968856956,0.6002348869789258,-6.85900932301954e-05,4.6185504425536297e-07,aroB,3-dehydroquinate synthase,E,amino-acid metab
RPI_REVNo2,P37351,0.5200294348777112,5.165956884489731e-07,0.8017824404083419,0.8036668104233319,-0.0018843700149899,4.1517080921423147e-07,,Ribose-5-phosphate isomerase,S,unknown/other
PYK6No1,P21599,0.0184901385580448,5.821101586866995e-07,0.6543516425423616,0.6544784018343391,-0.0001267592919775,3.8097852634880463e-07,pykA,RE2954,G,carbohydrate/glycolysis
IPPMIb_REVNo1,P0A6A6,0.3183447000076133,4.429218089518905e-07,0.7431118041614387,0.7431129086219844,-1.1044605457604246e-06,3.2914091374235023e-07,leuC;leuD,2-isopropylmalate hydratase,E,amino-acid metab
IPPMIa_REVNo1,P0A6A6,0.3183447000076133,4.429218089518905e-07,0.7431118041614387,0.7431129086219844,-1.1044605457604246e-06,3.2914091374235023e-07,leuC;leuD,3-isopropylmalate dehydratase,E,amino-acid metab
TMKNo1,P75948,0.0001575823931225,2.3367084378556058e-07,0.8899747847668492,0.8900752854321358,-0.0001005006652863,2.0798464297960085e-07,,Thiamine kinase,S,unknown/other
4HTHRKNo1,P00547,0.0001575823931225,2.8047228706196137e-07,0.7238827726905491,0.723908028960502,-2.5256269952774256e-05,2.0303614050506856e-07,thrB,4-Hydroxy-L-threonine kinase,E,amino-acid metab
SHCHFNo1,P0AEA8,0.0001575823931225,3.524557742884405e-07,0.5277782183714359,0.5279777955350441,-0.000199577163608,1.8608882273240788e-07,cysG,Sirohydrochlorin ferrochelatase,H,coenzyme metab
SHCHD2No1,P0AEA8,0.0001575823931225,3.5245575902287385e-07,0.5277782183714359,0.5279777955350441,-0.000199577163608,1.8608881467252765e-07,cysG,Sirohydrochlorin dehydrogenase (NAD),H,coenzyme metab
UPP3MTNo1,P0AEA8,0.0001575823931225,3.5245575902287385e-07,0.5277782183714359,0.5279777955350441,-0.000199577163608,1.8608881467252765e-07,cysG,Uroporphyrinogen methyltransferase,H,coenzyme metab
RBFSaNo1,P61714,0.0006303295724899,1.6187708673509604e-07,0.9284885754132584,0.930128273055982,-0.0016396976427237,1.505664551322483e-07,ribE,Riboflavin synthase,H,coenzyme metab
NADKNo1,P0A7B3,0.0003158714337483,1.7974683130805857e-07,0.7316110738672158,0.7316417392356112,-3.066536839542495e-05,1.3151028428031797e-07,,NAD kinase,S,unknown/other
4HTHRA_REVNo1,P75823,0.0001575823931225,2.4214865126936935e-06,-0.0538900103029202,-0.05389000945522,-8.47700225701762e-10,-1.3049393106475087e-07,ltaE,4-hydroxy-L-threonine aldolase,E,amino-acid metab
OPHHXyNo1,P25535,0.0001575823931225,2.0344905621305642e-07,0.6002247745789046,0.6002783373340789,-5.356275517414191e-05,1.2212606119576107e-07,ubiI,2-Octaprenylphenol hydroxylase (NADPH),H,coenzyme metab
PPNDNo1,P07023,0.0974403308074357,9.482408885874705e-08,0.7299355105731993,0.7300258287790095,-9.0318205810033e-05,6.922403405732125e-08,tyrA,Prephenate dehydrogenase,E,amino-acid metab
OPHBDCNo1,P0AAB4,0.0001575823931225,5.927215246392947e-08,1.017413757149601,1.0174137571465318,3.0690912560005836e-12,6.030430333248855e-08,ubiD,Octaprenyl-hydroxybenzoate decarboxylase,H,coenzyme metab
ADCLNo1,P28305,0.0004727471793675,7.673379154304882e-08,0.6516574486334757,0.6519079007157006,-0.0002504520822248,5.002336495878514e-08,pabC,4-aminobenzoate synthase,E,amino-acid metab
THMabcppNo1,P31548,0.0001575823931225,4.853536600402109e-08,0.9991246952185544,0.9993961173979168,-0.0002714221793622,4.8506056340905525e-08,thiB,Thiamine transport via ABC system (periplasm),H,coenzyme metab
GCALDDNo1,P25553,0.000315164786245,5.6568638662213295e-08,0.8441392470626491,0.8441392470626491,-8.598657473659536e-17,4.775180804767979e-08,aldA,Glycolaldehyde dehydrogenase,C,energy (ETC/TCA)
PPNDHNo1,P0A9J8,0.1309121030721652,9.638316256221913e-08,0.4249834472563157,0.4654247667476446,-0.0404413194913288,4.485911095392115e-08,pheA,Prephenate dehydratase,E,amino-acid metab
UPP3SNo1,P09126,0.000315164786245,4.3886089207134666e-08,0.8186438255287676,0.8188386964718128,-0.0001948709430449,3.593562807961584e-08,hemD,Uroporphyrinogen-III synthase,H,coenzyme metab
THRD_LNo1,P04968,0.2052888726834889,4.00789249010991e-08,0.7106017165697786,0.7106020389794528,-3.2240967425403674e-07,2.8480165754825385e-08,ilvA,L-threonine deaminase,E,amino-acid metab
DHPPDA2No1,P25539,0.0003151647862449,2.7548954784073487e-08,0.7885688625609358,0.788576315198037,-7.452637101107208e-06,2.1724453251182e-08,ribD,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),H,coenzyme metab
CPPPGO2No1,P32131,0.0001575823931225,2.4071755699850428e-08,0.842493943766199,0.8424956439960087,-1.7002298096456052e-06,2.028034932046008e-08,hemN,Oxygen Independent coproporphyrinogen-III oxidase,H,coenzyme metab
CHORMNo1,P0A9J8,0.228352433879601,4.3243508773826995e-08,0.4249834472563157,0.4654247667476446,-0.0404413194913288,2.0126599984408152e-08,pheA,Chorismate mutase,E,amino-acid metab
G1PACTNo1,P0ACC7,0.0667697092437721,5.3859643217579745e-06,-0.0005556778867695,0.0024278540329202,-0.0029835319196898,1.3076335199744408e-08,glmU,Glucosamine-1-phosphate N-acetyltransferase,M,cell wall/membrane
HCO3ENo2,P0ABE9,0.3714252338273273,4.264126551856151e-09,0.7123918824537706,0.712761120656025,-0.0003692382022545,3.039303619720102e-09,,HCO3 equilibration reaction,S,unknown/other
MOBDabcppNo1,P09833,4.946532519541162e-06,1.3680265253945834e-09,0.6742918986494889,0.6743078696681406,-1.5971018651815545e-05,9.2247105198833e-10,modA;modC,Molybdate transport via ABC system (periplasm),P,inorganic ion
FCLTNo2,P76536,0.0001575823931225,3.682734672771914e-10,0.6002247745789046,0.6002783373340789,-5.356275517414191e-05,2.2106658462140877e-10,yfeX,Ferrochelatase,P,inorganic ion
