rxn_id,enzyme_id,group,u_sub_26.6C,u_opt_36.6C,u_supra_44.6C
AICARTNo1,P15639,default,0.007015404606456236,0.0070138846274840775,0.0070996328804493174
MPTGNo1,P0ABG4,default,1.770615958884129e-05,1.770232331826891e-05,1.791874308827744e-05
MCTP1AppNo1,P02918,default,0.000934667730655498,0.0009344652226925441,0.0009458895281320102
5DOANNo1,P0AF12,default,5.267371281652641e-06,5.266230036914929e-06,5.330612337075458e-06
K2L4AabcppNo1,P60752,default,8.536078799684355e-06,8.534229346801113e-06,8.638564575529459e-06
FACOAE120No1,P0AGG2,default,4.825721007850838e-05,4.841723994626011e-05,4.883659526590832e-05
PSSA161No1,P23830,default,2.370375884198952e-05,2.36986231132594e-05,2.3988350651926455e-05
PSD160No1,P0A8K1,default,1.2131358161811805e-05,1.212872974472984e-05,1.2277009541378968e-05
PSD161No1,P0A8K1,default,1.4298554749467404e-05,1.4295456780958887e-05,1.4470225900982196e-05
COLIPAabcppNo1,P60752,default,0.0,2.412533995034445e-08,4.1468036805123976e-24
ACONTbNo1,P36683,default,0.037498403041627264,0.037490278523186184,0.03794861595775167
SUCDiNo1,P07014,default,0.00010282657296543856,0.00010280429424633249,0.00010406112824019137
FADRx2No1,P17846,default,0.0005798300207368913,0.0005801565639597796,0.0005867915695847884
G3PAT160No1,P0A6A8,default,0.00010722975881569691,0.0,0.00010851717957220577
G3PAT161No1,P0A6A8,default,0.00012638573165079495,0.0,0.00012790314263866684
AGPAT160No1,P26647,default,2.1508353346858823e-06,2.1503693281383233e-06,2.1766586703371984e-06
3OAS140No1,P0A953,default,0.08041180009133418,0.08062164400441553,0.08137723936536785
3OAR140No1,P0AEK2,default,0.006540051508389578,0.006557118530875272,0.0066185726032193274
PE160abcppNo1,P60752,default,2.7997601383792008e-05,2.7991535338032787e-05,2.833374587905204e-05
PE161abcppNo1,P60752,default,3.2999210055482055e-05,3.299206034592407e-05,3.339540481002634e-05
ACONTaNo1,P36683,default,0.036790819779754895,0.03678284856846274,0.03723253731746612
PSSA160No1,P23830,default,2.01110387260712e-05,2.01066814070457e-05,2.0352495659079882e-05
AGPAT161No1,P26647,default,2.5350695593923583e-06,2.534520303485065e-06,2.5655060837863494e-06
NADH16ppNo1,P0AFC3,default,0.0019260991905494839,0.0009253206619310076,0.002139952044182973
POR5No2,P52647,default,0.0,0.0002874467489999958,0.0002925885888779345
THRANo1,P0A825,default,0.00022836805429510252,0.00022831857537551796,0.00023110988432877128
K2L4AabctexNo1,P0A9V1,default,3.5490244362955264e-06,3.5482554938302047e-06,3.5916346946333967e-06
SCYSDSNo1,P77444,default,0.00010818406401602803,0.00010816062452656007,0.00010948294234118695
S2FE2SSNo1,P77444,default,3.0012942435392397e-06,3.0006439739690267e-06,3.037328349632535e-06
ACPPAT161No1,P0A6A8,default,0.0,8.401659688614144e-07,5.672323202308624e-22
APG3PAT160No1,P60782,default,0.0,0.00027539720298272284,0.0
APG3PAT161No1,P60782,default,0.0,0.0003245953117676767,0.0
