temp_C,growth,mu_pred
15.0,0.0012255807185285207,0.013992365146901758
15.5,0.0014430586654867639,0.016475294911733444
16.0,0.0016859940936615862,0.01924887087188913
16.5,0.0019538876003727924,0.022307391383608443
17.0,0.0022452176743621927,0.02563348546448455
17.5,0.002705045669513076,0.03088330794916262
18.0,0.0032700401575176744,0.03733380856705657
18.5,0.003937706418057523,0.044956505279319346
19.0,0.00472276958767697,0.0539195138895464
19.5,0.005641186507480796,0.06440501248193378
20.0,0.006709727819756889,0.07660447024907939
20.5,0.007945814518073337,0.0907167813964332
21.0,0.00936708163326628,0.10694328377723135
21.5,0.010990856573425384,0.12548180313838267
22.0,0.012833520255355767,0.14651935920524106
22.5,0.014909760257468188,0.17022363898294632
23.0,0.01723173758803703,0.1967334838107567
23.5,0.019808202702573736,0.2261487969972563
24.0,0.022643610670730573,0.2585204417458123
24.5,0.02573729783849078,0.2938408411672052
25.0,0.02908279050264677,0.3320360854668669
25.5,0.03261293087841806,0.3723394391430886
26.0,0.03635519670648298,0.4150646135452498
26.5,0.04028495574387711,0.4599303841626065
27.0,0.0443735030131523,0.5066090283736162
27.5,0.04858366715288314,0.554676163472017
28.0,0.052874066481159554,0.6036593378314695
28.5,0.05720170210917243,0.653067636293117
29.0,0.06152218321653448,0.7023942521173961
29.5,0.0657912528633629,0.7511339070686405
30.0,0.06996629002188941,0.7987999999997741
30.5,0.06996629002190916,0.7987999999999996
31.0,0.06996629002190917,0.7987999999999997
31.5,0.06996629002190917,0.7987999999999997
32.0,0.06996629002190917,0.7987999999999997
32.5,0.06996629002190917,0.7987999999999997
33.0,0.06996629002190917,0.7987999999999997
33.5,0.06996629002190917,0.7987999999999997
34.0,0.06996629002190917,0.7987999999999997
34.5,0.06996629002190917,0.7987999999999997
35.0,0.06996629002190917,0.7987999999999997
35.5,0.06996629002190917,0.7987999999999997
36.0,0.06996629002190916,0.7987999999999996
36.5,0.06996629002190917,0.7987999999999997
37.0,0.06996629002190916,0.7987999999999996
37.5,0.06996629002190916,0.7987999999999996
38.0,0.06996629002190917,0.7987999999999997
38.5,0.06996629002190916,0.7987999999999996
39.0,0.06996629002190918,0.7988
39.5,0.06996629002190917,0.7987999999999997
40.0,0.06996629002190916,0.7987999999999996
40.5,0.06996629002190916,0.7987999999999996
41.0,0.06996629002190917,0.7987999999999997
41.5,0.06996629002190916,0.7987999999999996
42.0,0.06996629002190918,0.7988
42.5,0.06996629002190917,0.7987999999999997
43.0,0.06996629002190916,0.7987999999999996
43.5,0.06996629002190917,0.7987999999999997
44.0,0.06996629002190917,0.7987999999999997
44.5,0.06996629002190917,0.7987999999999997
45.0,0.06996629002190917,0.7987999999999997
45.5,0.06996629002190917,0.7987999999999997
46.0,0.06996629002190917,0.7987999999999997
46.5,0.06996629002190916,0.7987999999999996
47.0,0.06996629002190917,0.7987999999999997
47.5,0.06996629002190917,0.7987999999999997
48.0,0.06996629002190917,0.7987999999999997
48.5,0.06844812295609824,0.781467197992204
49.0,0.06568462759909467,0.74991657424921
49.5,0.06277368155437438,0.7166825168224915
50.0,0.05964360800374086,0.6809466967373746
50.5,0.05617794995747244,0.641379533086246
51.0,0.05218842095803228,0.5958313731973212
51.5,0.04741609312972302,0.5413460565103895
52.0,0.04172696933616796,0.4763937475503355
52.5,0.033245553999158795,0.3795620508992566
53.0,0.019608604897791596,0.22387000350384617
53.5,0.00602874782913904,0.06882977165729753
54.0,0.0009949777338771413,0.011359587789665296
54.5,0.00011795831289179922,0.0013467214040999407
55.0,1.0230549104042241e-05,0.00011680142854151503
55.5,0.0,0.0
56.0,0.0,0.0
56.5,0.0,0.0
57.0,0.0,0.0
57.5,0.0,0.0
58.0,0.0,0.0
58.5,0.0,0.0
59.0,0.0,0.0
59.5,0.0,0.0
60.0,0.0,0.0
60.5,0.0,0.0
61.0,0.0,0.0
61.5,0.0,0.0
62.0,0.0,0.0
62.5,0.0,0.0
63.0,0.0,0.0
63.5,0.0,0.0
64.0,0.0,0.0
64.5,0.0,0.0
65.0,0.0,0.0
65.5,0.0,0.0
66.0,0.0,0.0
66.5,0.0,0.0
67.0,0.0,0.0
67.5,0.0,0.0
68.0,0.0,0.0
68.5,0.0,0.0
69.0,0.0,0.0
69.5,0.0,0.0
70.0,0.0,0.0
70.5,0.0,0.0
71.0,0.0,0.0
71.5,0.0,0.0
72.0,0.0,0.0
72.5,0.0,0.0
73.0,0.0,0.0
73.5,0.0,0.0
74.0,0.0,0.0
74.5,0.0,0.0
75.0,0.0,0.0
