fit,param,median,ci90_lo,ci90_hi,width_ratio_vs_prior
E_NLDM,f_maint,0.3572277567317424,0.31025853845653806,0.40822079576942766,0.32654085770963204
E_NLDM,ngam_scale,1.0599961718560194,0.5194764154397823,2.731010520995324,0.3748362890772105
E_NLDM,ngam_steepness,0.9069611104069177,0.42705036143294406,2.049749415223165,0.2750337379305459
E_NLDM,F_ETC_mult,1.2532008719540961,0.6386730557291219,1.8644382975548595,0.7210383775445516
E_NLDM,clearance_mult,0.8297687871924209,0.5429059493685887,1.4588882680394242,0.5724889491692722
E_NLDM,resp_scale,3.6039242427602005,1.23988865889482,5.436908924012137,0.08397399490030646
E_NLDM,disc_resp,0.472304636249114,0.2997612952132169,0.7368795204208591,0.145754659955866
E_NLDM,disc_growth,0.3565118363619759,0.16695259667458587,0.6317527160205847,0.0929618831068619
E_LB,dTopt,5.047243367596737,-1.1325691208290218,12.507546253317667,0.45467051247155627
E_LB,topt_scale,0.8846492609813674,0.6312236155575849,1.25216326624494,0.8279195342498067
E_LB,dCp_scale,1.3376402827778793,0.7334199810349944,2.5628324648404006,0.487843329014775
E_LB,dTm,3.8806213573436086,-4.96391982582707,11.060265917623125,0.5341395247816733
E_LB,tm_scale,0.9913991797429802,0.8256354471214872,1.2701546093527898,0.24695509012850142
E_LB,kcat_scale,1.493830358116314,0.5357338712086707,3.890245124479054,0.2842806146839308
E_LB,kappa_scale,1.2497682945087876,0.48903926226606714,3.5066588272060315,0.2557304716050817
E_LB,sigma,0.6058614756021574,0.3359395177442384,0.8478288991629589,0.5388309278091794
E_LB,f_metab,0.28864478267469607,0.23350168443818972,0.3286793892561867,0.31725901605998996
E_LB,f_maint,0.36517153681229364,0.3150463139363054,0.4191433620220315,0.34699016028575375
E_LB,ngam_scale,0.7497482761266998,0.3487664680770926,1.4374327939888605,0.18451971625623184
E_LB,ngam_steepness,1.0228624954705725,0.3738299372970091,2.508091363330949,0.36173922475151526
E_LB,F_ETC_mult,1.0975885823194167,0.6504335987524497,1.8277770274118519,0.6925549580349425
E_LB,resp_scale,6.522666933009017,3.086050568745077,9.939496311615935,0.13712376436316243
E_LB,disc_resp,0.3469531803303814,0.18716114715228652,0.6270942293278395,0.14669325847801035
E_LB,disc_growth,0.9290708809879327,0.6817050462093899,1.3596795867670772,0.13559762006393875
F_NLDM,dTopt,1.794291976625915,-4.2660737563777085,11.416338416444935,0.5227470724274215
F_NLDM,topt_scale,0.9683473325489329,0.76192470134673,1.2538696336950068,0.655926576464369
F_NLDM,dCp_scale,1.4899283015459348,0.8283007072344523,2.666951515403863,0.49030688217850954
F_NLDM,dTm,-3.251341896001228,-7.0537906335597595,3.911608711887939,0.3655133115149233
F_NLDM,tm_scale,0.9684014657175585,0.7499891119844989,1.251296302687085,0.27850399483476995
F_NLDM,kcat_scale,1.2922497817183525,0.5015630440290658,3.0166381858438087,0.2131419611707409
F_NLDM,kappa_scale,0.9604951428233576,0.47203241666498247,2.535576684484533,0.17487663286606359
F_NLDM,sigma,0.7214061409834837,0.23713591624333338,0.950758225185062,0.7511813778333986
F_NLDM,f_metab,0.27332367924288703,0.2258334323625711,0.3184043815196332,0.3085698305235402
F_NLDM,f_maint,0.3593107455246669,0.3216474674313239,0.41044953168631015,0.29600688084995425
F_NLDM,ngam_scale,0.9946011870968283,0.4775375392642106,2.532724105001079,0.3483367060570963
F_NLDM,ngam_steepness,0.8252884941214537,0.3856956534040192,2.1205277584820648,0.29403933984373654
F_NLDM,F_ETC_mult,1.060074871128101,0.5021648750594436,1.9211490626993144,0.8346965809646298
F_NLDM,clearance_mult,0.9378511657739119,0.5760351166702661,1.6052977526346104,0.6432891474777153
F_NLDM,resp_scale,3.675975901037546,1.1078595034675,6.011401132219762,0.0981100766056875
F_NLDM,disc_resp,0.46348512071379255,0.22453572359168833,0.7740870353884085,0.18324485221631215
F_NLDM,disc_growth,0.3550948074954891,0.17501802219426346,0.7350252667311008,0.1120036889811471
F_LB,dTopt,4.793453805021855,-0.5313441050161084,8.51664881427098,0.3015997639762363
F_LB,topt_scale,0.9371740125269554,0.658156999545179,1.2148206768669505,0.7422182364290285
F_LB,dCp_scale,1.232216111321133,0.5024451606531869,2.309177643150536,0.4817953286659597
F_LB,dTm,2.8769119630677302,-2.273658836898818,12.0042682329772,0.4759309023292006
F_LB,tm_scale,1.010092523141657,0.7746702369346229,1.2818523107451318,0.28176781878361606
F_LB,kcat_scale,1.4967952232847805,0.6962503998543929,3.798163091822431,0.26287395694644394
F_LB,kappa_scale,1.1538488866495156,0.45444918629817904,3.0113584162951406,0.21668722288109843
F_LB,sigma,0.6464786121652797,0.4517124779774579,0.8653459075723638,0.43540361009990103
F_LB,f_metab,0.2735719524532675,0.23456231647835582,0.3249317875940024,0.3012315703854885
F_LB,f_maint,0.3586671892799299,0.31381479248358696,0.4142702117271024,0.33485139747838477
F_LB,ngam_scale,0.8488909420722486,0.4129122708225605,1.9398600267106325,0.2588047043878088
F_LB,ngam_steepness,1.0286576933893965,0.4408704222693491,2.1624909685286786,0.291800092586327
F_LB,F_ETC_mult,1.2837722876666975,0.6634950036398879,1.8763028211174808,0.7134163632221135
F_LB,resp_scale,6.26234681322261,3.6705723464446582,9.506886267813803,0.11677298762243188
F_LB,disc_resp,0.3448206382358443,0.19531445207872009,0.5713417628184569,0.1253842316571313
F_LB,disc_growth,0.9500487105351191,0.725700859552602,1.313710929327107,0.11760436604222184
D_M9,dTopt,5.990504864038737,-4.6592955134835945,13.881676296286496,0.6180323936590031
D_M9,topt_scale,1.0332249040118455,0.6573888912278286,1.3104185263457049,0.8707061801571683
D_M9,dCp_scale,1.3223254489977996,0.4907772921123746,3.496027595874191,0.8014000810031511
D_M9,dTm,-2.3554950730464257,-11.137198341527448,7.54231133943283,0.622650322698676
D_M9,tm_scale,1.0276225616036156,0.7938017302397672,1.288997485157719,0.2751087527321954
D_M9,kcat_scale,0.8438185391456037,0.3890582012551727,1.8657982112674243,0.12514745847561454
D_M9,kappa_scale,0.9152856484958187,0.3720296169118134,2.2268212737755353,0.1571857336325188
D_M9,sigma,0.4885566711185859,0.19813894456415074,0.8054504347419792,0.6392752528187668
D_M9,f_metab,0.2780513844159598,0.23102980229970874,0.3224518349168167,0.3047401087236933
D_M9,f_maint,0.36034728826388573,0.3121338694878577,0.4108615689319803,0.3290923314804086
D_M9,ngam_scale,1.071333769453625,0.506644029928214,2.315097885135727,0.30651760257754457
D_M9,ngam_steepness,1.1481926878999795,0.47361621855183633,2.6804367799731166,0.37403738329174235
D_M9,resp_scale,2.3458838099759176,0.25696022036239996,6.186348344833252,0.11863521657604748
D_M9,disc_resp,0.3443899625660447,0.037502213161510624,0.823155213419422,0.26197165730507216
D_M9,disc_growth,0.34015040068115765,0.06154950239588583,0.5162917437684506,0.09095026727985853
E_M9,dTopt,3.204290242708429,-3.6341688892789104,13.124973825188356,0.5586380904822422
E_M9,topt_scale,1.0077055404741202,0.7305418712973012,1.2926487926824088,0.7494758951801435
E_M9,dCp_scale,1.481418477072796,0.5703621847009424,2.9610253707885352,0.6375101829566915
E_M9,dTm,-2.069091577375048,-10.571194292430718,7.7268062399056525,0.609933351077879
E_M9,tm_scale,1.0052597668301755,0.7631156094944729,1.3116793804645661,0.30475765053894066
E_M9,kcat_scale,0.9209746708087754,0.3561671628339413,2.063030283242652,0.14464941698378903
E_M9,kappa_scale,0.916455088462643,0.3710880264238444,2.2339195272307006,0.1578670763395641
E_M9,sigma,0.49992925825929124,0.24650623390023912,0.8229037276498261,0.6067342039469338
E_M9,f_metab,0.29415021955934195,0.23878394708467524,0.33916414426929264,0.33460065728205796
E_M9,f_maint,0.3624066164054331,0.319740813985806,0.4112668828310508,0.30508689615081597
E_M9,ngam_scale,1.2934947146604208,0.5486106869419931,3.660188770330919,0.5273861158286315
E_M9,ngam_steepness,0.8202608763288686,0.3956540035174607,1.9863414136664697,0.26960803561847607
E_M9,F_ETC_mult,0.8947613792213114,0.5517392703111719,1.549257013815415,0.58677514323779
E_M9,resp_scale,3.3919505562921826,0.2360053260850291,6.508490667370874,0.12549990678843229
E_M9,disc_resp,0.4176940339152957,0.1591107055342833,0.9064319169565703,0.24919013385204636
E_M9,disc_growth,0.2643549246518837,0.06226241197996595,0.49048238953726525,0.08564570842562837
F_M9,dTopt,7.010474998229675,-0.2046624127927325,13.892405912394755,0.4699022775062496
F_M9,topt_scale,0.9810674116211615,0.6995661109112478,1.2635381760040247,0.7519627534570359
F_M9,dCp_scale,1.3212257790594535,0.5806739668770987,2.581775428222603,0.5336270563588011
F_M9,dTm,-2.9095928388281402,-11.396627963815522,5.647046499174251,0.5681224820996591
F_M9,tm_scale,1.045150660872785,0.8281861564838308,1.321517331261786,0.2740728748766418
F_M9,kcat_scale,0.932054578933277,0.4087208902492183,2.7714099944979553,0.20022789019057094
F_M9,kappa_scale,1.0384119415372055,0.4017693332973795,2.7824104781446213,0.20174924956332554
F_M9,sigma,0.4662568572966789,0.16568290772770744,0.81003902814885,0.678269600443308
F_M9,f_metab,0.27654992385474875,0.22289245713034433,0.32988379082182834,0.3566377789716133
F_M9,f_maint,0.36106357688687896,0.3074630685227501,0.414320334595741,0.3561908869099697
F_M9,ngam_scale,1.245581266077932,0.4801647035265047,3.6379763055898904,0.5352223054344721
F_M9,ngam_steepness,0.8383457989346952,0.44674188559899813,1.985616278813463,0.2608261683414347
F_M9,F_ETC_mult,0.9624076793107308,0.568243571408515,1.6725604285158984,0.6495981512396373
F_M9,resp_scale,1.6225742083354837,0.20659052040708104,6.556376950656462,0.12704654722387718
F_M9,disc_resp,0.3909279395634234,0.07636211248449645,1.041211991048442,0.32172386747714093
F_M9,disc_growth,0.352632981175782,0.06506708831442719,0.5459538296180674,0.09617927184616495
