fit,param,median,ci90_lo,ci90_hi,width_ratio_vs_prior
D_NLDM,dTopt,3.1823099521254825,-2.1850118604556235,9.018624860350956,0.37345455736021926
D_NLDM,topt_scale,0.9272943907300941,0.6810685097707714,1.2464681503972932,0.7538661875020289
D_NLDM,dCp_scale,1.529077537710905,0.5966639704997775,3.20613229731777,0.6958582204847981
D_NLDM,dTm,-3.682199859004003,-5.490826847467347,3.0939462624402565,0.28615910366358677
D_NLDM,tm_scale,1.0078274144931938,0.7727540628003817,1.255373496271905,0.2681219074841795
D_NLDM,kcat_scale,1.440605365272611,0.7154433919771755,3.8526932039712074,0.26586862813508744
D_NLDM,kappa_scale,1.0329171156991275,0.47572152284281444,2.537153181440762,0.17469759818626673
D_NLDM,sigma,0.7301836917587226,0.46972799430583273,0.9460090699649447,0.5013485006938021
D_NLDM,f_metab,0.29198811432680094,0.24554478537247704,0.3480590486398469,0.3417142108912328
D_NLDM,f_maint,0.35447001122097754,0.31208974542267737,0.40134333718075677,0.29751197252693135
D_NLDM,ngam_scale,1.3128717665704817,0.5746733563891486,2.3846866469181283,0.30678191364897955
D_NLDM,ngam_steepness,0.8832257382894704,0.3629755818263792,2.2093963395932743,0.3129526708079483
D_NLDM,clearance_mult,0.9550925901941593,0.5934232464925181,1.5202818156940345,0.5792866057509477
D_NLDM,resp_scale,3.9270138544957804,2.0752702997551635,5.503904240302031,0.06860011885848075
D_NLDM,disc_resp,0.3493295505334186,0.17910035813473368,0.6236566278112472,0.14823483483711689
D_NLDM,disc_growth,0.234861855362392,0.10542108761067535,0.6067614083523372,0.10027006954972335
D_LB,dTopt,4.360649422392756,-0.42488190913447854,7.859376728571858,0.27614195459021124
D_LB,topt_scale,0.8972665432280593,0.6637689728181817,1.1939401831513548,0.7068949471108973
D_LB,dCp_scale,1.4234859975358813,0.7180550278680234,2.521622384163542,0.4809512950121383
D_LB,dTm,2.195529378054313,-1.6982609802344355,10.472936026069743,0.40570656687680595
D_LB,tm_scale,1.0067460516314046,0.7779764590600285,1.329713494394644,0.3065205751858974
D_LB,kcat_scale,1.693938981733838,0.7794578826406814,3.7247338111412565,0.24959965495767586
D_LB,kappa_scale,1.0519549227758567,0.4998631647141116,2.744709447448552,0.19024121040122374
D_LB,sigma,0.7311683613370539,0.4852967981140874,0.9339604302055927,0.4722775074647425
D_LB,f_metab,0.28662695239828473,0.2414267111048435,0.33163207318655585,0.30068454027237446
D_LB,f_maint,0.34885694540170337,0.3032033901399459,0.39438021617382446,0.30392275344626185
D_LB,ngam_scale,1.0298147998540188,0.4543681674816294,1.982662739112931,0.25903297824259347
D_LB,ngam_steepness,0.9375069056476435,0.393974437551117,1.9810294655973535,0.2689923776349553
D_LB,resp_scale,4.958964653994379,3.637411776796205,7.462972336475267,0.07654182792475114
D_LB,disc_resp,0.29153525910953326,0.1546150656658419,0.5657119255405852,0.137077979284676
D_LB,disc_growth,0.7484353812062501,0.5236710476668802,1.0766111274431773,0.11059022775981461
E_NLDM,dTopt,1.8505332101717544,-5.727528137232158,9.028330456085738,0.49186195311059655
E_NLDM,topt_scale,0.9604582827224339,0.7002392112086138,1.2794865662772528,0.7723298067581852
E_NLDM,dCp_scale,1.6761778905335314,0.6482558233778988,3.1204067422964012,0.659240245044934
E_NLDM,dTm,-3.784074974265807,-6.165959531512383,4.595431248664323,0.3587130260058903
E_NLDM,tm_scale,0.9243930340260609,0.7117430111490183,1.1728380852426548,0.2561639300520202
E_NLDM,kcat_scale,1.7416058731847917,0.8016374527477156,3.6536813955343455,0.2416986392192059
E_NLDM,kappa_scale,0.975105846797488,0.47772228761872393,2.2867832335178053,0.1533102496524645
E_NLDM,sigma,0.6354366411596316,0.39272007902401923,0.8534129489482877,0.4849398630781773
E_NLDM,f_metab,0.2704291360367219,0.22133110171973833,0.31663134328071063,0.3176674718699076
