T,OTU,Replicate,r,K,O2_0,T_end_min,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,N_inoculation_cells_per_L,otu_name,cell_volume_um3,cell_carbon_fg,N0_cells_per_L,C_tot_O2_mg_per_L,biomass_integral_cells_min_per_L,R_O2_mg_cell_min,growth_fgC_h,respiration_fgC_h,growth_C_per_C_h,respiration_C_per_C_h,CUE,resp_over_growth
43,2,R3,0.05010864366135174,0.021961724238738857,6.566329463012492,38.12,60.1,99.1,0,400000000,Ecoli_LB,2,350,400000000,2.521894970963581,45932549622.22219,5.490431059684714e-11,1052.2815168883865,1236.5566746272848,3.006518619681104,3.533019070363671,0.45974482634421804,1.1751196374557666
43,2,R4,0.04906446055535092,0.020227212653054258,6.454980550072225,49.15,56.1,105.6,0,400000000,Ecoli_LB,2,350,400000000,4.1847798781836465,82755443371.51674,5.056803163263565e-11,1030.3536716623694,1138.89485831537,2.943867633321055,3.2539853094724855,0.47498184621240375,1.1053436209703418
43,2,R5,0.047957963389440694,0.017172845373519607,7.104824387556793,52.15,50.1,102.9,0,400000000,Ecoli_LB,2,350,400000000,4.008639448827757,93371584303.88124,4.293211343379901e-11,1007.1172311782545,966.9184595037686,2.8774778033664417,2.7626241700107674,0.5101818756024106,0.9600853103988141
45,1,R1,0.013740108104635095,0.013139694479304525,7.262660044311202,91.33,55.2,147.9,0,400000000,Ecoli_R2A,2,350,400000000,2.397862288393576,72995983039.64502,3.284923619826131e-11,288.542270197337,739.8315694305579,0.8244064862781058,2.1138044840873085,0.2805811068684348,2.564031845055421
45,1,R2,0.021593016061871757,0.011732613984159361,7.27727494328867,76.27,62.9,140.2,0,400000000,Ecoli_R2A,2,350,400000000,2.2771130884587487,77633614863.08725,2.93315349603984e-11,453.4533372993069,660.6057873792334,1.2955809637123055,1.8874451067978097,0.40702807171939825,1.4568330036199364
45,1,R3,0.0119776408972946,0.014850225783598845,7.238812053363915,78.27,62.4,141.6,0,400000000,Ecoli_R2A,2,350,400000000,1.9261533579169476,51882129901.196915,3.7125564458997116e-11,251.53045884318655,836.1431740427796,0.7186584538376759,2.3889804972650848,0.23125545314157442,3.3242223541764475
45,1,R4,0.015864463973667683,0.014083911748514056,7.234291924298304,83.28,64.4,148.7,0,400000000,Ecoli_R2A,2,350,400000000,2.4394783391012114,69284113182.79079,3.520977937128513e-11,333.1537434470213,792.995799790935,0.951867838420061,2.2657022851169573,0.29583437248406863,2.3802698165300327
45,1,R5,0.013067841559496711,0.014048014762441538,7.016228547263314,88.32,59.4,148.7,0,400000000,Ecoli_R2A,2,350,400000000,2.334196302395477,66463378402.36709,3.512003690610384e-11,274.42467274943095,790.9746170620912,0.7840704935698027,2.2599274773202604,0.25757917747249387,2.882301394905212
45,2,R1,0.04826327090762101,0.012940132433646735,6.802276055695403,60.199999999999996,45.1,105.9,0,400000000,Ecoli_LB,2,350,400000000,4.631278830212762,143160167918.23804,3.235033108411684e-11,1013.5286890600413,728.5952121719995,2.895796254457261,2.081700606205713,0.5817776154401346,0.7188698455568213
45,2,R2,0.046726122990500066,0.019348306698961433,6.745623696233412,47.16,51,99.1,0,400000000,Ecoli_LB,2,350,400000000,3.3364821819576442,68977244032.14548,4.837076674740358e-11,981.2485828005014,1089.4079868799256,2.803567379430004,3.112594248228359,0.47388282401264714,1.110226303482381
45,2,R3,0.0525417394724256,0.015566530500585795,6.242186521801863,39.11,49,89.1,0,400000000,Ecoli_LB,2,350,400000000,2.0164463801572174,51814921252.52535,3.891632625146449e-11,1103.3765289209377,876.4747695599849,3.1525043683455363,2.504213627314243,0.5573027276177376,0.7943569095285591
45,2,R4,0.045802404024562815,0.01763536915166941,6.8167907391495675,52.16,50.1,102.9,0,400000000,Ecoli_LB,2,350,400000000,3.8130318282741653,86486011049.29439,4.408842287917353e-11,961.8504845158191,992.9608985594472,2.748144241473769,2.8370311387412777,0.4920426046438593,1.032344334742721
45,2,R5,0.04954901962875668,0.01876788118278383,6.37148279074805,42.129999999999995,51.1,94.1,0,400000000,Ecoli_LB,2,350,400000000,2.675936048039059,57032246143.880135,4.691970295695958e-11,1040.5294122038902,1056.7270808476305,2.9729411777254007,3.01922023099323,0.49613836726756944,1.0155667571274443
47,1,R1,0.00612727183112824,0.007910713000985914,8.290859144214599,116.33,71.9,188.7,0,400000000,Ecoli_R2A,2,350,400000000,1.3422761234410416,67871309363.580925,1.9776782502464787e-11,128.67270845369305,445.4133407783697,0.3676363098676944,1.2726095450810562,0.22413488121826786,3.4615991699488147
47,1,R2,0.006283097068996057,0.00787740797430567,8.557796238759694,103.29999999999998,76.4,180.8,0,400000000,Ecoli_R2A,2,350,400000000,1.1455606662848399,58169421719.49965,1.9693519935764173e-11,131.9450384489172,443.5380985345274,0.3769858241397634,1.2672517100986498,0.22927698479671169,3.3615367712840842
47,1,R3,0.007970109548280613,0.007246771267904626,8.453656981026803,107.30999999999999,74.8,182.7,0,400000000,Ecoli_R2A,2,350,400000000,1.229311117440144,67854280036.94088,1.8116928169761565e-11,167.37230051389287,408.0300473410953,0.47820657289683677,1.1658001352602723,0.2908787236232719,2.437858869647469
47,1,R4,0.009258913736155488,0.006068136603274095,8.759262682022923,111.32999999999998,67.6,179.7,0,400000000,Ecoli_R2A,2,350,400000000,1.181848080630782,77905173063.71184,1.5170341508185238e-11,194.43718845926526,341.6669264106748,0.5555348241693293,0.9761912183162138,0.3626854990777978,1.7572097658789914
47,1,R5,0.008447042646899038,0.006002969417824592,8.798524042156364,103.29999999999998,76.8,181.2,0,400000000,Ecoli_R2A,2,350,400000000,0.9900023096094825,65967506459.044945,1.500742354456148e-11,177.3878955848798,337.99768271840975,0.5068225588139423,0.9657076649097421,0.3441848259876844,1.9054157083490426
47,2,R1,0.028340579616669682,0.015061181237025267,6.687695897982779,78.21000000000001,49,127.7,0,400000000,Ecoli_LB,2,350,400000000,4.3446500878016,115386702262.66295,3.765295309256317e-11,595.1521719500633,848.0210380550839,1.700434777000181,2.422917251585954,0.41239136634745366,1.4248810271102188
47,2,R2,0.03199866366535175,0.014874226037993687,6.495053454217951,72.21000000000001,51.1,124.1,0,400000000,Ecoli_LB,2,350,400000000,4.2210670276665025,113513591009.9659,3.718556509498422e-11,671.9719369723867,837.4945103241242,1.919919819921105,2.3928414580689266,0.44517182755264545,1.2463236397899444
47,2,R3,0.029605861652099722,0.01656011684376148,6.5703302101632515,73.21000000000001,51.5,126.2,0,400000000,Ecoli_LB,2,350,400000000,4.327116404948019,104518982463.05258,4.14002921094037e-11,621.7230946940941,932.4187296569432,1.7763516991259831,2.6640535133055523,0.4000427019932411,1.4997331410307677
47,2,R4,0.029330848527991716,0.019594501530121836,6.2728569134485594,69.21000000000001,55,125.1,0,400000000,Ecoli_LB,2,350,400000000,4.4184858411327,90198484188.84941,4.898625382530459e-11,615.947819087826,1103.2700069299333,1.759850911679503,3.1522000197998095,0.35827212222115673,1.7911744676096037
47,2,R5,0.030384431725560344,0.01612917226612761,6.405330294488856,74.21000000000001,49.9,125.1,0,400000000,Ecoli_LB,2,350,400000000,4.529980056595153,112342530214.23616,4.032293066531903e-11,638.0730662367673,908.1543600621542,1.823065903533621,2.5947267430347263,0.4126644343413768,1.423276436691294
50,1,R4,0.007548743657490408,0.0014848104411620392,8.732834868759417,114.33,84.2,198.53,0,400000000,Ecoli_R2A,2,350,400000000,0.26954763814917737,72614693613.87964,3.712026102905099e-12,158.52361680729857,83.60237300204976,0.45292461944942447,0.23886392286299932,0.6547154104857605,0.5273811857552864
50,1,R5,3.0831254088093063e-4,7.775223736818106e-4,8.747473457635978,895.25,103.3,999.7,0,400000000,Ecoli_R2A,2,350,400000000,0.8016250057467486,412399711123.8378,1.9438059342045266e-12,6.474563358499543,43.778460670786735,0.018498752452855836,0.12508131620224783,0.1288392785024503,6.761608196067177
50,2,R2,6.354660003584937e-4,0.01009582197568419,6.569563066496198,174.5,49.6,225.6,0,400000000,Ecoli_LB,2,350,400000000,1.8631113113257576,73817122204.13812,2.5239554939210474e-11,13.344786007528368,568.4460798328464,0.03812796002150962,1.6241316566652755,0.022937427847466,42.59686738417248
50,2,R3,0.003251503002446817,0.00965424303965499,6.795246807026918,118.31,51.6,170.6,0,400000000,Ecoli_LB,2,350,400000000,1.3929886615533351,57715085722.68618,2.413560759913747e-11,68.28156305138316,543.5829418211891,0.19509018014680904,1.553094119489112,0.11159588848123093,7.9609036104245705
50,2,R4,6.0197610800760014e-05,0.011821632862261996,6.102344838288337,186.51,44.4,231.7,0,400000000,Ecoli_LB,2,350,400000000,2.2172766418797476,75024378365.12158,2.9554082155654985e-11,1.2641498268159603,665.6180025718583,0.0036118566480456008,1.9017657216338808,0.0018956120242069829,526.5341088946425
50,2,R5,0.007185091316013824,0.009246242339395633,7.353441235721586,119.31,50.1,170.2,0,400000000,Ecoli_LB,2,350,400000000,1.7458621391787348,75527422928.99283,2.311560584848908e-11,150.88691763629032,520.610429113449,0.4311054789608295,1.4874583688955685,0.22470217993657157,3.450335107039361
