rxn_id,enzyme_id,flux,C_i,Ea_i_eV,Ea_kcat_eV,Ea_fN_eV,contrib,base,calvin
CHPHYS,,0.0013447609147989753,3.94251436164339e-05,1.1519805139785748,1.151980217434855,2.965437198502439e-07,4.541698551565991e-05,CHPHYS,
EAR40y_TG_forward,,0.02637418718611945,0.0001105797809763942,0.4013402876332895,0.4013427787540132,-2.491120723720968e-06,4.4380396571076215e-05,EAR40y_TG_forward,
PGMT_TG_reverse,,0.024936066827047423,6.344954621706478e-05,0.6909096360396255,0.6909096354509731,5.886524969986919e-10,4.3837902846361895e-05,PGMT,
AGPAT182_9_12,,0.0017957390619893104,3.7627397408979135e-05,1.1618116065832091,1.1618115704031033,3.618010597588087e-08,4.371594567390771e-05,AGPAT182_9_12,
UAGAAT_TG_forward,,0.0032018902702608226,3.918475208752881e-05,1.090013365409575,1.0900140718807971,-7.064712222643637e-07,4.271193117856684e-05,UAGAAT_TG_forward,
3HAD161,,0.0013911926389337526,3.292803387733301e-05,1.2852279138385652,1.2852454326784932,-1.7518839928218154e-05,4.232060514792494e-05,3HAD161,
3OAR40_2_TG_reverse,,0.02637418718611945,0.00010286869803755039,0.40169791009054145,0.40171449502593853,-1.6584935397014066e-05,4.132384708613031e-05,3OAR40_2,
EAR121y,,0.0013911926389337526,5.9570997479330146e-05,0.6907699648299557,0.6907703633427107,-3.985127548398817e-07,4.1149879573484585e-05,EAR121y,
3OAS121,,0.0013911926389337526,7.502701662165379e-05,0.5399996338473522,0.5399996338506464,-3.2943522652836664e-12,4.051456150459941e-05,3OAS121,
Kt2pp,,0.010737272747108988,0.00014445133310614366,0.2776885861254791,0.27768941337383907,-8.272483599194928e-07,4.011260595131405e-05,Kt2pp,
DHORDfum,,0.019791230500779366,7.943240161178977e-05,0.47870417445502367,0.4787086435048041,-4.469049780399587e-06,3.8024977225908694e-05,DHORDfum,
ASPCT_TG_forward,,0.019791230500779366,3.8128756940647435e-05,0.9309517078595013,0.9309517024142956,5.445205807352784e-09,3.549603118483662e-05,ASPCT_TG_forward,
PPTGF_Syn_1,,0.0016009451351304113,3.773396107797922e-05,0.9281012090684911,0.9281014818133451,-2.727448541572059e-07,3.50209451911596e-05,PPTGF_Syn_1,
AIRCra_TG_forward,,0.02057841670866298,0.00012163704762313543,0.2862779693429328,0.28627795721833327,1.2124599490472736e-08,3.482200551562033e-05,AIRCra_TG_forward,
UAGPT3,,0.0016009451351304113,8.553553999535168e-05,0.39663264698796363,0.39663266553822296,-1.8550259294293412e-08,3.3926189226607616e-05,UAGPT3,
ARGSS,,0.01725859850222561,0.0001080299163014331,0.31000572941122945,0.3100930489999119,-8.731958868237148e-05,3.349932612911668e-05,ARGSS,
GRTT,,0.0028411436703358293,4.339951893417293e-05,0.7648447432383143,0.7648447436518897,-4.135751154575165e-10,3.319389393382283e-05,GRTT,
IG3PS,,0.005435204926224219,3.952545895025139e-05,0.8367139501005029,0.8367143145129683,-3.644124651796988e-07,3.307151729137006e-05,IG3PS,
AGPAT183_6_9_12,,0.0016615142683822177,2.9149037739095718e-05,1.1165847465403507,1.1165850803567356,-3.338163848533666e-07,3.254738064622971e-05,AGPAT183_6_9_12,
3OAR60_TG_forward,,0.02637418718611945,2.608316693741841e-05,1.2081397510544498,1.2081399187085304,-1.6765408068732327e-07,3.1512115183433706e-05,3OAR60_TG_forward,
MTHFD,,0.03950679473611132,8.939954759812352e-05,0.3522431192573898,0.35224311549650106,3.760888866714988e-09,3.1490375169940767e-05,MTHFD,
3HAD121,,0.0013911926389337526,2.5582146190306077e-05,1.2124413417712985,1.2124413433990084,-1.6277098502553712e-09,3.101685169400452e-05,3HAD121,
3OAR120_TG_forward,,0.024982994547185697,2.5978009832172688e-05,1.1756617509728282,1.1756617201369952,3.0835833046285985e-08,3.054135172502792e-05,3OAR120_TG_forward,
MPML_TG_forward,,0.0013447609147989753,6.103553890079993e-05,0.49617966324505086,0.4962176174307727,-3.795418572188122e-05,3.0286909691958187e-05,MPML_TG_forward,
TRPS3_1,,0.004524440514483626,5.763007251413654e-05,0.5167546165664062,0.5167544666061423,1.4996026393001198e-07,2.9780597382515935e-05,TRPS3_1,
KAS15,,0.02637418718611945,0.0001410351596953241,0.20900143034281898,0.20911644788733053,-0.00011501754451153455,2.949277162270858e-05,KAS15,
DXPS,,0.011360050685042245,0.00014305164375283397,0.20482143666068586,0.204818373158173,3.063502512905009e-06,2.9299604951057976e-05,DXPS,
GF6PTA_TG_forward,,0.006403780540521645,4.457434503724045e-05,0.6499904190776518,0.6499903555167074,6.356094422630822e-08,2.89728943776803e-05,GF6PTA_TG_forward,
SADT,,0.011799989494365623,5.512592065048949e-05,0.5141577588132455,0.5141577503328524,8.480393215749979e-09,2.834341934668301e-05,SADT,
EAR161y,,0.0013911926389337526,4.811327080078698e-05,0.5717150688081404,0.5717155600787739,-4.912706334146613e-07,2.7507105563093646e-05,EAR161y,
PYK2,,0.03778500321442118,3.4968526729795e-05,0.7375550793531879,0.7375550761009758,3.2522120667753615e-09,2.579121439333296e-05,PYK2,
GCATENEC_TG_forward,,0.0005613588340480267,2.3771626767032927e-05,1.0472800841915992,1.0472801981987359,-1.1400713650428542e-07,2.489555399208462e-05,GCATENEC_TG_forward,
CS,,0.07916257211417047,0.0001363835849255146,0.17416191955998786,0.17416192639772518,-6.837737296939155e-09,2.375282787965538e-05,CS,
PHYTES2,,0.0006637944467453277,2.043614452107434e-05,1.1383310475293011,1.1383310457625513,1.7667498861353882e-09,2.3263097764029186e-05,PHYTES2,
ADSS,,0.015971589836515865,0.0006339993497750385,0.03654360675274439,0.03656315541006866,-1.954865732426339e-05,2.318101675570721e-05,ADSS,
GLGC,,0.013346074653927254,2.927828639531782e-05,0.7887629895380277,0.7887636651019073,-6.755638795367336e-07,2.3093648485074193e-05,GLGC,
G3PAT181,,0.00030246618108747356,1.4331424003088955e-05,1.4635666625495423,1.4637980314548307,-0.0002313689052888813,2.0978310243666123e-05,G3PAT181,
PRAMPC,,0.005435204926224219,4.217865509081875e-05,0.4658761636027603,0.4658771223063309,-9.58703570521747e-07,1.9650070456461913e-05,PRAMPC,
CTPS1_2,,0.011075128776101945,9.139279196768157e-05,0.21273947598376206,0.21273947642133192,-4.375698196693836e-10,1.944285471188829e-05,CTPS1_2,
MGDG160,,0.003242504067885821,3.0004175788356235e-05,0.6431676317873137,0.6431676455064038,-1.371909010180602e-08,1.9297715097157326e-05,MGDG160,
G3PAT184_6_9_12_15,,0.0016615142683822177,1.929501114439347e-05,0.9903233205754455,0.9903252184386312,-1.89786318587927e-06,1.9108336126347287e-05,G3PAT184_6_9_12_15,
MOBDabcpp,,0.0001922365267897001,1.56694744846142e-05,1.1961719470249448,1.1961743742061484,-2.4271812036449384e-06,1.8743423835772597e-05,MOBDabcpp,
PGI_TG_reverse,,0.024936066827047423,1.2978896768434112e-05,1.4401377010472947,1.4401446096473982,-6.908600103716071e-06,1.8691488220230422e-05,PGI,
MPOMMM2,,0.0013447609147989753,2.3063556697788812e-05,0.7993600076652634,0.7993600490672391,-4.1401975915802306e-08,1.8436085813609515e-05,MPOMMM2,
PAPA160,,0.004758350605180102,2.6771996886054694e-05,0.6573103098206954,0.6573530883482568,-4.2778527561535706e-05,1.759865483429797e-05,PAPA160,
3HAD60,,0.02637418718611945,6.499842417628798e-05,0.2696784750156809,0.2696784750746777,-5.899692044707574e-11,1.7528675914118406e-05,3HAD60,
G5SD,,0.014983318370685008,9.143876165129683e-05,0.18972966199971447,0.18979270805604442,-6.30460563300034e-05,1.735441019509081e-05,G5SD,
TMDS,,0.0016754460701487678,1.9074933343965483e-05,0.893140686254889,0.8931406861881089,6.678031343980111e-11,1.703659905582177e-05,TMDS,
TPI_TG_reverse,,2.0996556266451134,3.5850032453765834e-05,0.46838748025099863,0.46838768077915033,-2.0052815163301197e-07,1.679171355687665e-05,TPI,TPI
ANSN,,0.004524440514483626,5.0788715311167465e-05,0.32767278074147405,0.3278193802688891,-0.00014659952741508648,1.6649525177959957e-05,ANSN,
ADSK,,0.011799989494365623,4.725284521445161e-05,0.3409215190394361,0.3409220290857424,-5.100463062626927e-07,1.6109535870585354e-05,ADSK,
OMPDC,,0.019791230500779366,3.038588964887623e-05,0.5299224906127141,0.5299224906129504,-2.3630049466732e-13,1.610216632222276e-05,OMPDC,
DCTPD_1,,0.0016754460701487678,1.584418932720766e-05,0.9577103766404041,0.9577147195890136,-4.3429486097917784e-06,1.5174213338621924e-05,DCTPD_1,
G3PAT160,,0.005265800968786823,2.5111986623471694e-05,0.5996198135517689,0.5996526642934897,-3.285074172104313e-05,1.5058469684467277e-05,G3PAT160,
TRPS2_1_TG_forward,,0.004524440514483626,4.6881088278105665e-05,0.3211461683538035,0.3211461401397596,2.821404399819432e-08,1.5055680546064964e-05,TRPS2_1_TG_forward,
DGDG160,,0.0013178542738724137,1.7906109328613695e-05,0.8312676874559175,0.8312714789131728,-3.791457255152123e-06,1.4884837983177666e-05,DGDG160,
MPOMOR2_1,,0.0013447609147989753,2.013033002512543e-05,0.7391339073836232,0.7391478587025581,-1.395131893478528e-05,1.4879290333047274e-05,MPOMOR2_1,
PSCVT_TG_forward,,0.024975136665772085,4.227874123019504e-05,0.33176353118305646,0.3318691377545139,-0.0001056065714573916,1.4031009397411043e-05,PSCVT_TG_forward,
ALAR_TG_forward,,0.0032018902702608226,1.2321197440101628e-05,1.0861409444584453,1.0861409445497185,-9.127308814800593e-11,1.3382557025575555e-05,ALAR_TG_forward,
GLU5K,,0.014983318370685008,4.5225703804163686e-05,0.284206920153561,0.2842068842476613,3.590589976539118e-08,1.2853456366088962e-05,GLU5K,
ALAALAr_TG_forward,,0.0016009451351304113,1.5517513318741294e-05,0.8239137180779448,0.8239149697393894,-1.2516614446307894e-06,1.2785111516441305e-05,ALAALAr_TG_forward,
UAAGDS,,0.0016009451351304113,2.794233839864546e-05,0.45060361259090403,0.4506035402883326,7.230257145682249e-08,1.2590916606364263e-05,UAAGDS,
DHFS,,5.664545964688269e-05,2.1864025379070284e-05,0.5743582531016196,0.5743567705850773,1.482516542248538e-06,1.2557751008712979e-05,DHFS,
MECDPDH_syn,,0.011360050685042245,6.67439348900345e-05,0.17607532497465603,0.1763046645743841,-0.00022933959972812746,1.1767267053162063e-05,MECDPDH_syn,
SHK3Dr_TG_forward,,0.024975136665772085,2.0433468650438158e-05,0.574024407900973,0.5740285029068946,-4.095005921629233e-06,1.1729393418605979e-05,SHK3Dr_TG_forward,
DES2_6B,,0.0033230285367644354,2.330542360207133e-05,0.4955570613941839,0.49555795461137453,-8.932171906971994e-07,1.154918805159412e-05,DES2_6B,
ASAD_TG_reverse,,0.05438233827100221,1.4896402711350731e-05,0.7669947349772307,0.7670004917746274,-5.756797396735874e-06,1.1425548205278903e-05,ASAD,
NADS2,,0.0001445620839065388,1.3015873945310119e-05,0.8713354365642498,0.8713367623111402,-1.325746890304583e-06,1.1341209462156447e-05,NADS2,
3OAR100_TG_forward,,0.02637418718611945,1.1645241204671919e-05,0.9662172752632268,0.9662241227662346,-6.847503007754282e-06,1.1251912967385334e-05,3OAR100_TG_forward,
DAPE_TG_forward,,0.01382315985790341,1.2842075547414566e-05,0.8668012764682712,0.8668013146462598,-3.817798851473778e-08,1.1131527967285533e-05,DAPE_TG_forward,
ICHORS_TG_forward,,0.00010435207627273062,9.635481423853065e-06,1.1494826249778956,1.1494830741772861,-4.491993902052794e-07,1.1075822808268756e-05,ICHORS_TG_forward,
EAR140y_TG_forward,,0.01857921400666405,6.809552941522412e-05,0.1614569659613131,0.1614574986877798,-5.327264666946697e-07,1.099453385120222e-05,EAR140y_TG_forward,
DGDG183_6_9_12,,0.0007318098659554425,1.1957998091727262e-05,0.8955997682148228,0.8955997707573115,-2.5424885250549615e-09,1.0709580349667303e-05,DGDG183_6_9_12,
OCBT_TG_forward,,0.01725859850222561,1.3267165299701844e-05,0.7867975587557606,0.7867975456260863,1.3129674308291587e-08,1.043857309522099e-05,OCBT_TG_forward,
MPOMC2,,0.0013447609147989753,1.6409804359796e-05,0.6360412007620972,0.6358854257472671,0.00015577501483007893,1.0434755431758239e-05,MPOMC2,
SUCOAS_TG_forward,,0.013829395789233435,3.511034742942343e-05,0.29684998049391,0.29684969040457504,2.9008933501625027e-07,1.042249576442141e-05,SUCOAS_TG_forward,
FTHFD,,0.013479021731114163,5.8492673238319526e-05,0.1768618571363035,0.1768158570693925,4.600006691102596e-05,1.0342432150913386e-05,FTHFD,
DES2_15,,0.000253291058382184,8.93955277581071e-06,1.1548541167536988,1.154853105463003,1.0112906958337925e-06,1.0323870284595407e-05,DES2_15,
AGPAT160,,0.005265800968786823,2.1264471672388652e-05,0.4813296753518854,0.4813296759018781,-5.499925486450109e-10,1.0235221258295496e-05,AGPAT160,
MG2tex_TG_forward,,0.0018253554047261648,1.627129680992212e-05,0.6105399185190803,0.6105172161325899,2.270238649043316e-05,9.933906831260744e-06,MG2tex_TG_forward,
HISTDa_1,,0.005435204926224219,3.407502651153749e-05,0.28963901037087475,0.2896369801308398,2.03024003490248e-06,9.869387776680024e-06,HISTDa_1,
PHYTEDH1,,0.0006637944467453277,1.1527286103429901e-05,0.8407732296209045,0.8407730502487974,1.7937210706391657e-07,9.691831498271333e-06,PHYTEDH1,
ZCAROTDH2,,0.0006637944467453277,1.525704539373507e-05,0.6297340306844063,0.6297210322515383,1.2998432867980018e-05,9.607682374451425e-06,ZCAROTDH2,
ORPT_TG_reverse,,0.019791230500779366,8.87579951758255e-05,0.10773308172753504,0.10773308636306733,-4.635532288001242e-09,9.562172759689922e-06,ORPT,
SDPTA_TG_reverse,,0.01382315985790341,2.4268626530599136e-05,0.3934860199936506,0.39348635424327594,-3.34249625265412e-07,9.549373376017097e-06,SDPTA,
DMPPS_syn,,0.0028411436703358293,3.5388124974833346e-05,0.26937102034631816,0.2693711447678611,-1.2442154298406856e-07,9.532539735658995e-06,DMPPS_syn,
3OAR160_TG_forward,,0.01857921400666405,9.340560236381634e-06,0.9903214865359066,0.9903202779269492,1.2086089570565214e-06,9.25014620928687e-06,3OAR160_TG_forward,
12MGDG183_6_9_12,,0.0016454299353415424,1.6487401288678427e-05,0.55774908397006,0.5577490975001231,-1.3530063194435587e-08,9.19583318888276e-06,12MGDG183_6_9_12,
MTRI_TG_forward,,0.00042798693019105883,7.590730466411344e-06,1.1976733664859007,1.197673895606315,-5.291204144555089e-07,9.091219728204415e-06,MTRI_TG_forward,
PAPA161,,0.0003844793994852792,7.830694526145265e-06,1.1381369926754152,1.1381360911304599,9.015449553148661e-07,8.912396058823662e-06,PAPA161,
EAR100y_TG_forward,,0.024982994547185697,9.988405118566135e-05,-0.08722634334628937,-0.08722572110518413,-6.222411052580971e-07,-8.712458391576433e-06,EAR100y_TG_forward,
SQD2_182_9_12,,0.0005175974671070907,9.409259271730974e-06,0.9249546429387706,0.9250201989532617,-6.555601449126822e-05,8.703754883539409e-06,SQD2_182_9_12,
UAGDP,,0.006403780540521645,1.6519072820742053e-05,0.4827478781552365,0.4827776472913961,-2.97691361598032e-05,7.975039111833095e-06,UAGDP,
HMBS_1,,0.0014013873367282174,1.1297985891278728e-05,0.6838309600789769,0.6838309185428181,4.15361587268288e-08,7.725912069716932e-06,HMBS_1,
GLUR_TG_reverse,,0.0016009451351304113,1.183636569868085e-05,0.6368163994532541,0.6371819905146645,-0.0003655910614104083,7.541919056344962e-06,GLUR,
RBFSb,,4.24940895369184e-05,1.0832479424571773e-05,0.684856383332185,0.6856833291210325,-0.0008269457888475105,7.427650554475459e-06,RBFSb,
U23GAAT,,0.0032018902702608226,8.938715601036762e-06,0.7526685007734293,0.752668475033617,2.5739812195994623e-08,6.727889440191541e-06,U23GAAT,
PAPA181_9,,0.00027008619634035554,5.575765593679449e-06,1.1885597039797235,1.1885625089688374,-2.8049891135047254e-06,6.6271459434457654e-06,PAPA181_9,
PAPPT3,,0.0016009451351304113,1.3172453550147623e-05,0.5028130937053348,0.5028130866720619,7.033272780794724e-09,6.623282028594086e-06,PAPPT3,
SHKK,,0.024975136665772085,1.52671751241229e-05,0.4244620089192657,0.4244623666808986,-3.5776163297504587e-07,6.480341285716948e-06,SHKK,
UAMAS,,0.0016009451351304113,9.028260683496825e-06,0.7143832231271885,0.7143832290324827,-5.905294324864269e-09,6.449638019623471e-06,UAMAS,
PPA,,0.21787580845005589,1.3710203405903343e-05,0.4687489080841351,0.4687488948352232,1.3248912021153943e-08,6.426642694483305e-06,PPA,
3HAD181,,0.0006049323621749453,6.130052554453869e-06,1.0448233731046621,1.0448234037396746,-3.06350123087592e-08,6.404822375047578e-06,3HAD181,
ACKr_TG_forward,,0.012346488755207604,5.342799425100964e-06,1.1372108137854746,1.1372107669092486,4.687622597733228e-08,6.075889031661359e-06,ACKr_TG_forward,
LTHRK,,1.4151370109960429e-05,7.257854450770651e-06,0.8239219275209738,0.823921901960724,2.5560249710683108e-08,5.979905243233061e-06,LTHRK,
PGSA182_9_12,,0.0003288638803625468,5.144195613926428e-06,1.1381596659464055,1.1381596656167718,3.2963367822085174e-10,5.854915959813767e-06,PGSA182_9_12,
OXGDC2,,0.00010435207627273062,7.666293400099278e-06,0.7535362655714393,0.7535365706260354,-3.050545961955663e-07,5.776832438123819e-06,OXGDC2,
12MGDG182_9_12,,0.0009492777145196729,9.857654981182407e-06,0.5802979928576828,0.5803177153946038,-1.9722536920942967e-05,5.72057181782801e-06,12MGDG182_9_12,
DTMPK_TG_forward,,0.0016754460701487678,1.2652652114919505e-05,0.44242375016452545,0.4424239865960033,-2.3643147776981554e-07,5.59783678969504e-06,DTMPK_TG_forward,
DPPS,,3.396963416978365e-06,5.199221908558371e-06,1.0478506229282403,1.0483290243745105,-0.0004784014462704856,5.450495230905578e-06,DPPS,
PRATPP,,0.005435204926224219,1.7895035642201407e-05,0.27162046538086404,0.27161529256716965,5.172813694363948e-06,4.8605653414564636e-06,PRATPP,
TYRTA_TG_reverse,,0.008520013233019224,6.575181543677644e-06,0.7321873523548303,0.7321873566487571,-4.293926852098395e-09,4.8142647939510286e-06,TYRTA,
SQD2_160,,0.0015158465372942813,1.0576549058782803e-05,0.42479325431357223,0.424792513985644,7.403279282530058e-07,4.492838863972843e-06,SQD2_160,
MEPCT,,0.011360050685042245,7.529754852964032e-06,0.5927039629405099,0.592703797789084,1.6515142593362952e-07,4.4629142977725675e-06,MEPCT,
PHYTFDH2,,0.0006637944467453277,7.162619686251759e-06,0.616598358346718,0.6165983411103813,1.723633651372349e-08,4.416459416547394e-06,PHYTFDH2,
UMPK_TG_forward,,0.02299312077104019,6.848791822555711e-06,0.6347748175264917,0.6347748017174341,1.58090576530669e-08,4.347440471166785e-06,UMPK_TG_forward,
EAR141y,,0.0013911926389337526,3.367336071091742e-05,0.12785644467196586,0.12785647367543357,-2.9003467693416016e-08,4.305357157298792e-06,EAR141y,
LYCOPC_TG_forward,,0.0006637944467453277,8.566933296094703e-06,0.49517185081292786,0.49517190488441226,-5.40714844938513e-08,4.24210467924491e-06,LYCOPC_TG_forward,
PGSA160,,0.00050745036360672,4.303954903583929e-06,0.9673512157514426,0.967351354295026,-1.3854358331339366e-07,4.163436604806631e-06,PGSA160,
SERAT,,0.0029592884461182335,6.5484546007965605e-06,0.6351016604544395,0.6351092436392631,-7.583184823601157e-06,4.1589840485179565e-06,SERAT,
G3PAT161,,0.00039313013837940385,4.205239712007369e-06,0.9723811507091911,0.9723812224014932,-7.16923021649922e-08,4.0890961316530285e-06,G3PAT161,
UDCPDP,,0.0016009451351304113,9.003890821812632e-06,0.45202551091025966,0.4520255109237339,-1.3474285362816965e-11,4.069988349031373e-06,UDCPDP,
GK1_TG_forward,,0.010056183168481296,4.967110822651222e-06,0.7700326778281358,0.770032652649668,2.517846771646024e-08,3.824837522770995e-06,GK1_TG_forward,
ASP1DC,,3.6554575470487136e-05,3.444770035887501e-06,0.9947179915408444,0.9947179919397294,-3.988853414834068e-10,3.426574732792165e-06,ASP1DC,
APRAUR,,4.24940895369184e-05,6.455292211882124e-06,0.5242047646497476,0.5242045657369665,1.9891278105700683e-07,3.383893650634891e-06,APRAUR,
Cobalt2abcppI,,0.00020638789689966054,6.154380760570177e-06,0.5469862270786727,0.5469856692420828,5.578365900007397e-07,3.366358079091077e-06,Cobalt2abcppI,
ADK1_TG_forward,,0.1329480910098235,7.056636164293195e-06,0.4699291801274802,0.4699292790273124,-9.889983222796751e-08,3.3161199450443605e-06,ADK1_TG_forward,
ICDHyr,,0.07916257211417047,4.5543496962618946e-05,0.0725418572343465,0.07256383052123584,-2.1973286889334545e-05,3.3048105949399006e-06,ICDHyr,
CYTK1_TG_forward,,0.012369460934489256,7.125299694710208e-06,0.45499401530104144,0.45499402974541064,-1.444436926974836e-08,3.2419688212399415e-06,CYTK1_TG_forward,
PPND,,0.008552755315155794,9.193137895380232e-06,0.34754457005637307,0.3475445661088348,3.9475383566050985e-09,3.1950251210286093e-06,PPND,
GLCS1,,0.013346074653927254,4.3088609014141355e-06,0.7349532079221814,0.7350116003457324,-5.839242355096391e-05,3.1670627468155588e-06,GLCS1,
DHQTi,,0.024975136665772085,9.178699977852034e-06,0.3365093958382905,0.33650940294678516,-7.108494637711724e-09,3.088718849374658e-06,DHQTi,
OXADC,,0.006915267249291181,6.0246222455262455e-06,0.4705276080465002,0.4706618541034682,-0.0001342460569679831,2.835559876352383e-06,OXADC,
PPM_TG_forward,,0.0015975713977289497,2.974642643316372e-06,0.9235580446016476,0.9235579398168771,1.047847703185489e-07,2.747254831352698e-06,PPM_TG_forward,
MG2uabcpp,,0.0018253554047261648,6.4188028336964464e-06,0.42374165193668845,0.42374145658326345,1.9535342505668426e-07,2.7199128622713113e-06,MG2uabcpp,
AHCi,,0.0015975713977289497,3.7652605366922387e-06,0.7143976808619728,0.7143976967738688,-1.5911896039256556e-08,2.6898934551664762e-06,AHCi,
MTAP,,0.00042798693019105883,3.2409604666661096e-06,0.8169897075957009,0.8169900142812917,-3.066855907178866e-07,2.6478323379466467e-06,MTAP,
DXPRIi,,0.011360050685042245,1.3021684575065251e-05,0.2023229232729074,0.2023232330993004,-3.0982639301209844e-07,2.634589323626491e-06,DXPRIi,
GALUi_TG_forward,,0.011589992173120168,4.2640165176521805e-06,0.5936611703309933,0.5936732672235341,-1.2096892540698758e-05,2.531432617529686e-06,GALUi_TG_forward,
PPPGO,,0.001387235966618257,5.4559319395686146e-06,0.44902705048802677,0.4490270504796319,8.394870319675531e-12,2.449861026442112e-06,PPPGO,
PPTGS_Syn_1,,0.0016009451351304113,9.774000275797334e-06,0.24346564421748176,0.2434656714765305,-2.7259048720398608e-08,2.379633540158792e-06,PPTGS_Syn_1,
G3PAT182_9_12,,0.0017957390619893104,6.221412407469984e-06,0.3687961157555956,0.3687965792976493,-4.635420536705257e-07,2.294435614274883e-06,G3PAT182_9_12,
BCAROHX11,,0.00018438664121749336,2.49546613373397e-06,0.8923053254726243,0.8923032522677327,2.0732048916804804e-06,2.226712547054806e-06,BCAROHX11,
UPP3S,,0.0014013873367282174,3.640282608685652e-06,0.6044477635844646,0.6044477738493698,-1.0264905166980196e-08,2.2003607190026187e-06,UPP3S,
PAPA181,,0.00027008619634035554,2.4039292223498876e-06,0.8632414572445836,0.8632414087441964,4.8500387275706404e-08,2.0751712484226575e-06,PAPA181,
AGPAT161,,0.00039313013837940385,2.6514949791334175e-06,0.7704514544021688,0.7704460498623436,5.404539825070564e-06,2.0428338329031786e-06,AGPAT161,
SQD2_183_9_12_15,,2.218274859030389e-05,1.5267159980680844e-06,1.3289190619137028,1.3289891511595586,-7.00892458560912e-05,2.028988998334222e-06,SQD2_183_9_12_15,
DVOCHR,,0.0013447609147989753,8.314145305554632e-06,0.24109095512463358,0.24111969631124192,-2.8741186608264768e-05,2.0047041911628706e-06,DVOCHR,
NDPK7_TG_forward,,0.0031998595803795723,1.759821111058102e-06,1.105453066462926,1.1054497082715227,3.358191403538352e-06,1.9453937338292458e-06,NDPK7_TG_forward,
DGDG182_9_12,,0.0003364408919819606,3.057730402211689e-06,0.6328951357045822,0.6331301159003254,-0.00023498019574322963,1.9359412039442355e-06,DGDG182_9_12,
GGDPR,,0.0014818550732082743,8.908210957780938e-06,0.20754643365536826,0.20754647071597365,-3.706060535688131e-08,1.8488677446807969e-06,GGDPR,
CYSS,,0.0029592884461182335,1.9958165009548168e-06,0.9140289210364975,0.914028915669476,5.367021381370042e-09,1.824233992242979e-06,CYSS,
DES2_6,,0.000134751503795042,2.0011211909753968e-06,0.8754262717762905,0.875426037036204,2.3474008662876155e-07,1.7518335938447605e-06,DES2_6,
UDPG4E_TG_forward,,0.0059990957132588715,9.3789255140031e-06,0.18232332764442782,0.18232384228457352,-5.146401456745162e-07,1.7100017362138638e-06,UDPG4E_TG_forward,
NDPK3_TG_forward,,0.00920615592958017,2.038290425332434e-06,0.7838710462627795,0.7838710288349597,1.7427819927999967e-08,1.5977568127697827e-06,NDPK3_TG_forward,
NDPK8_TG_forward,,0.0016696712957989634,1.2922582670604754e-06,1.2100956693267308,1.2100957086632866,-3.9336555602562335e-08,1.5637561834545367e-06,NDPK8_TG_forward,
RBFK,,2.8321777937557575e-05,1.4425840411114166e-06,1.0790241727251266,1.079024076319837,9.640528957298455e-08,1.556582912473984e-06,RBFK,
BCAROKE,,0.00015980260184261143,2.2252812925671606e-06,0.6967337061077108,0.6967864977481335,-5.2791640422525e-05,1.5505459583523114e-06,BCAROKE,
FUM_TG_forward,,0.05380236911607443,4.06604819813694e-06,0.3797543904244906,0.3797543912188095,-7.943188168850568e-10,1.544099658149831e-06,FUM_TG_forward,
DASYN182_9_12,,0.0003288638803625468,2.3118742253913638e-06,0.6597515953197334,0.6597508544080174,7.409117160204339e-07,1.5252609954858256e-06,DASYN182_9_12,
MDH_TG_forward,,0.05380236911607443,1.6888846543494651e-06,0.8981415711454799,0.8981415357512494,3.5394230749987356e-08,1.5168574571641467e-06,MDH_TG_forward,
FRTT,,0.0028094439666989297,2.054298364750906e-06,0.7381190838895715,0.7381190863677974,-2.4782261523906786e-09,1.5163168321167991e-06,FRTT,
PAPA183_6_9_12,,0.0016614508093234287,5.8184780216130605e-06,0.2596940572649704,0.259694057283745,-1.8774619918890616e-11,1.5110241646489935e-06,PAPA183_6_9_12,
G3PAT181_9,,0.00030246618108747356,1.951106343156539e-06,0.7648545262838164,0.7648545335800997,-7.296283092451748e-09,1.4923125320601686e-06,G3PAT181_9,
MOHMT,,3.6554575470487136e-05,2.104685026260711e-06,0.7090197569338743,0.7090197934879225,-3.6554048421601524e-08,1.492263342676492e-06,MOHMT,
MNt2pp,,0.0001922174890720634,3.1148600920793967e-06,0.4754122498468605,0.4754122619135473,-1.2066686550707024e-08,1.4808426819197063e-06,MNt2pp,
ZCAROTDH1,,0.0006637944467453277,9.682500956564866e-06,0.13883006035283,0.13883005658469585,3.768134079061336e-09,1.344222155681272e-06,ZCAROTDH1,
3OAR80_TG_forward,,0.02637418718611945,3.865566211569416e-06,0.34300518882923847,0.34300527634220296,-8.751296432389653e-08,1.32590960661845e-06,3OAR80_TG_forward,
PAPA182_9_12,,0.0014668751816267636,5.133588543149159e-06,0.25825916342621014,0.2582733538801879,-1.419045397768488e-05,1.325869130480041e-06,PAPA182_9_12,
CUabcpp,,0.00019088484883749313,2.5559067973190963e-06,0.48729824207391204,0.487298266934487,-2.4860575043820423e-08,1.2454889527796709e-06,CUabcpp,
SQD2_181_9,,0.0001947177759883524,1.8799274026370938e-06,0.6465517037138901,0.6465517037228629,-8.972734347620616e-12,1.2154702650503094e-06,SQD2_181_9,
PMDPHT_TG_forward,,4.24940895369184e-05,1.5773453321266118e-06,0.7578968744741434,0.7578967359938485,1.3848029483824963e-07,1.195464878753892e-06,PMDPHT_TG_forward,
