rxn_id,enzyme_id,flux,C_i,Ea_i_eV,Ea_kcat_eV,Ea_fN_eV,contrib,base,calvin
RPE_TG_reverse,,1.7282477015207336,9.171770579685656e-05,0.7555150705229072,0.7555150696907009,8.322065949232666e-10,6.92941088869833e-05,RPE,RPE
3HAD80,,0.02637418718611945,0.00010445526862357113,0.6629429761780415,0.6631522716252617,-0.00020929544721991694,6.926974867094812e-05,3HAD80,
NAR_syn,,0.5720840589024372,0.00010643069230376057,0.6211240316422993,0.6211226558232965,1.3758190028846869e-06,6.610651426482385e-05,NAR_syn,
MTHFC_TG_forward,,0.03950679473611132,0.0001110472248821992,0.5739729462594195,0.5739725010264737,4.452329456547208e-07,6.373805339768514e-05,MTHFC_TG_forward,
IPPS,,0.033316640454844504,0.000783401438786413,0.07935619286025185,0.07935656535208964,-3.724918377678312e-07,6.216804747397503e-05,IPPS,
DES2_9,,0.00789126963588733,7.812177311716795e-05,0.7522344164402872,0.7520526401469703,0.0001817762933170989,5.8751685725728763e-05,DES2_9,
PTAr_TG_reverse,,0.34127539085586606,5.490182112266595e-05,1.0635123820162862,1.0635200481722589,-7.666155972831648e-06,5.838918744512243e-05,PTAr,
DNMPPA,,5.664545964688269e-05,0.00010547555000517406,0.5348956589222543,0.534895878086496,-2.1916424145320155e-07,5.641843693667369e-05,DNMPPA,
ADCS,,5.664545964688269e-05,5.313409626728216e-05,1.0529329134924534,1.0529329281839963,-1.4691543018274211e-08,5.5946639569119754e-05,ADCS,
3HAD141,,0.0013911926389337526,3.909591905770782e-05,1.429013990899821,1.4294167261297994,-0.0004027352299784993,5.588436062450434e-05,3HAD141,
THRD_L_1,,0.018332687493571604,0.00015101508014092602,0.35767239227322833,0.35767408964504416,-1.697371815993217e-06,5.40141813120791e-05,THRD_L_1,
DDPA,,0.024975136665772085,0.0005172854025126128,0.10417825484833604,0.1041782578943672,-3.0460311834219444e-09,5.388989206795052e-05,DDPA,
GOR1,,0.022740840837572218,0.00013192002041861883,0.40018793494728744,0.40018723455692273,7.003903647019708e-07,5.279270815401985e-05,GOR1,
HISTDb_1,,0.005435204926224219,6.698057426479664e-05,0.7631123264098634,0.7630880338220231,2.4292587840390243e-05,5.111207471999367e-05,HISTDb_1,
PRFGS,,0.02057841670866298,3.9660607509262036e-05,1.2843725100295609,1.2845756034863365,-0.0002030934567757985,5.094704882584501e-05,PRFGS,
ORNTAC_TG_forward,,0.01725859850222561,0.00011654827195561879,0.42711149443905355,0.4271114964956409,-2.056587193784722e-09,4.977910684894528e-05,ORNTAC_TG_forward,
FMNAT,,1.4170407827597148e-05,6.418876531411044e-05,0.7709245606586704,0.7708806618302292,4.389882844127803e-05,4.9481877887406713e-05,FMNAT,
HSK,,0.03438801974438021,9.39645981135051e-05,0.5087071687312261,0.5087105038912341,-3.335160008020341e-06,4.780077805425848e-05,HSK,
EAR181y,,0.0006049323621749471,4.983744501529941e-05,0.9589015262870229,0.9589028359726146,-1.3096855915405992e-06,4.778926736279985e-05,EAR181y,
CDPMEK,,0.011360050685042245,7.788905777017519e-05,0.6088438221156042,0.6088377355786544,6.08653694977608e-06,4.742179755914846e-05,CDPMEK,
AGTi_TG_reverse,,0.029599462627216515,7.88842123289335e-05,0.5922709862856207,0.5922709836375972,2.648023315139727e-09,4.672083002953452e-05,AGTi,
