t,growth_term,min_growth,n_below_thresh,n_o2_nan,resp_current,resp_clamp,resp_impute
0.0,6.3629775784107006,9.999999859845847e-05,1,0,-13.548952722490425,-16.3523673739014,-128.74796428399057
0.025,5.465771069339061,0.0,1,1,-13.648639526196398,-14.875143295810004,-129.04457214881717
0.05,3.8065498446116877,0.0,1,1,-13.713338987348344,-14.934556524491633,-129.30613343329793
0.07500000000000001,1.555091205621162,0.0,1,1,-13.776344890231947,-14.993124392807582,-129.5655946007178
0.1,-1.1324283508624424,0.0,1,1,-14.021496060628026,-15.234625610835243,-130.00671152659575
0.125,-4.233619372598509,0.0,1,1,-14.218331645704817,-15.428543160090152,-130.39894415176337
0.15000000000000002,-7.643653810004356,0.0,1,1,-14.495542925680791,-15.703499503723357,-130.8708916331048
0.17500000000000002,-11.420914992765873,0.0,1,1,-14.809254446271154,-16.0054798789571,-131.3685156813969
0.2,-15.365103237405151,0.0,1,1,-15.216169604439429,-16.363455114498233,-131.92076334396975
0.225,-20.218189589303936,0.0,1,1,-16.0061762735148,-17.089583687857488,-132.8397690757484
0.25,-25.418271306971878,0.0,1,1,-16.91570920979161,-17.912356347817404,-133.85399936706028
0.275,-30.205004055317115,0.0,1,1,-17.81961882212231,-18.697688117017282,-134.82934471196464
0.30000000000000004,-35.57133434693834,0.0,1,1,-18.365993530835233,-19.56193773066439,-135.88213911702326
0.325,-41.94768321136006,0.0,1,1,-17.717977399315686,-19.14673848798349,-135.65399087333947
0.35000000000000003,-48.435840539574485,0.0,1,1,-18.315317496582537,-19.880284110966002,-136.57306848034548
0.375,-53.35059431880586,0.0,1,1,-18.898651117913147,-20.60567817510973,-137.48245001962638
0.4,-56.05628268174849,0.0,1,1,-19.699436675575193,-22.106667265048266,-139.16585629628287
0.42500000000000004,-57.289663341364395,0.0,1,1,-18.81550097665086,-23.207174939796793,-140.44718515470893
0.45,-57.12578420474039,0.0,1,1,-17.327470315694235,-24.219907647868034,-141.6391164680365
0.47500000000000003,-56.39576762750666,0.0,1,1,-16.934656592745938,-25.342979282718645,-142.93973792022632
0.5,-55.2063784588449,0.0,1,1,-15.708883984317161,-26.329033818465994,-144.1016668448155
0.525,-52.677918281014186,0.0,1,1,-15.21148458695069,-27.551778363230525,-145.49858331457534
0.55,-49.140788397355955,0.0,1,1,-14.748484897185286,-28.469389721563154,-146.5886369665982
0.5750000000000001,-45.53357326104018,0.0,2,1,-14.630203148406778,-29.469363962073523,-272.26201076510927
0.6000000000000001,-42.054188374318194,0.0,2,1,-14.272346291683995,-30.09921765920081,-273.189850808982
0.625,-39.038821129375854,0.0,3,1,-12.957297613270207,-30.85945159225782,-403.91660402540435
0.65,-36.31036119992388,0.0,4,2,-12.488669007900775,-28.43832190606897,-537.6791343483388
0.675,-33.83934182447828,0.0,5,2,-11.739576077172757,-27.77256091216784,-674.6773187447011
0.7000000000000001,-31.600551492876388,0.0,5,2,-7.846861645566111,-32.674975586599814,-675.9088473373799
0.7250000000000001,-29.401191767035257,0.0,6,2,-5.566516337537948,-34.769769940828894,-810.77057573812
0.75,-27.466778294219154,0.0,7,2,-3.6776200311931504,-37.13418232162381,-954.6728611197412
0.775,-25.779874770396304,0.0,7,2,-2.8868680686278765,-39.31273610269126,-958.4626306257906
0.8,-24.324587532245918,0.0,8,3,-2.1312589886403934,-33.83666087811713,-1095.7130832480675
0.8250000000000001,-23.081443689798675,0.0,8,4,-1.4429677552795503,-30.730437496986383,-1097.6204533550194
0.8500000000000001,-22.03016951873841,0.0,8,5,-0.9496022814453227,-27.222700354408047,-1099.3025489801546
0.875,-21.153755357978387,0.0,9,6,-0.703050195959257,-23.61739741511759,-1246.6182224832373
0.9,-20.435685279382305,0.0,9,7,-0.49562978428519244,-19.079410824546272,-1248.0610169139563
0.925,-19.860563972299783,0.0,10,8,-0.2809690777392575,-15.232608825402036,-1398.0441905568453
0.9500000000000001,-19.41445187644786,0.0,10,10,-0.19520549094416495,-5.624358508201674,-1399.7113484412484
0.9750000000000001,-19.08466155321738,0.0,11,11,-0.09266659433271585,-1.710396138923027,-1542.8717767424546
1.0,-18.859630544795294,0.0,11,11,-7.105427357601002e-15,-1.7232264214655686,-1544.34963456108
