line,scheme,step_sd,logL,min_growth,n_infeasible,n_below_mask,T_min_growth
axis:f_maint,current,0.2,-7.346504916802018,0.0,1,1,15.0
axis:f_maint,current,0.25,-7.388489967257671,0.0,1,1,15.0
axis:f_maint,current,0.30000000000000004,-7.431124565022434,0.0,1,1,15.0
axis:f_maint,current,0.35000000000000003,-7.474408766481043,0.0,1,1,15.0
axis:f_maint,current,0.4,-7.5183646504714305,0.0,1,1,15.0
axis:f_maint,current,0.45,-7.56330444929562,0.0,1,1,15.0
axis:f_maint,current,0.5,-7.60954285869148,0.0,1,1,15.0
axis:f_maint,current,0.55,-7.656524753713568,0.0,1,1,15.0
axis:f_maint,current,0.6000000000000001,-7.704574134584409,0.0,1,1,15.0
axis:f_maint,current,0.65,-7.753563018487195,0.0,1,1,15.0
axis:f_maint,current,0.7000000000000001,-7.8034750903829835,0.0,1,1,15.0
axis:f_maint,current,0.75,-7.854310515432606,0.0,1,1,15.0
axis:f_maint,current,0.8,-7.90606946072949,0.0,1,1,15.0
axis:f_maint,current,0.8500000000000001,-7.958721824558758,0.0,1,1,15.0
axis:f_maint,current,0.9,-8.01241277703712,0.0,1,1,15.0
axis:f_maint,current,0.9500000000000001,-8.067311551008174,0.0,1,1,15.0
axis:f_maint,current,1.0,-8.123154956853824,0.0,1,1,15.0
PC1,current,-1.0,-14.707658166950237,0.0008279894110415904,0,0,50.0
PC1,current,-0.9500000000000001,-14.18393596650659,0.0008307487089583076,0,0,50.0
PC1,current,-0.9,-13.672438043395935,0.0008334690261991408,0,0,50.0
PC1,current,-0.8500000000000001,-13.16879177244823,0.0008361476668448374,0,0,50.0
PC1,current,-0.8,-12.55568011481858,0.0008387818096891818,0,0,50.0
PC1,current,-0.75,-12.101933251216595,0.0008413685022736618,0,0,50.0
PC1,current,-0.7000000000000001,-11.6558535682405,0.0008439046548641168,0,0,50.0
PC1,current,-0.65,-11.226143789124055,0.0008463870340942377,0,0,50.0
PC1,current,-0.6000000000000001,-10.810572383792415,0.0008488122566449145,0,0,50.0
PC1,current,-0.55,-10.41130551615061,0.0008511767825240194,0,0,50.0
PC1,current,-0.5,-10.024760076674902,0.0008534769083734592,0,0,50.0
PC1,current,-0.45,-9.654789939993089,0.000855708760574343,0,0,50.0
PC1,current,-0.4,-9.292068149755178,0.0008578682882500736,0,0,50.0
PC1,current,-0.35000000000000003,-8.94734013262492,0.0008599512561935558,0,0,50.0
PC1,current,-0.30000000000000004,-8.635032749909767,0.0008619532377029643,0,0,50.0
PC1,current,-0.25,-8.350476965395654,0.0008638696074335029,0,0,50.0
PC1,current,-0.2,-8.087853697200782,0.0008656955342096714,0,0,50.0
PC1,current,-0.15000000000000002,-7.845328296801361,0.0008674259740017161,0,0,50.0
PC1,current,-0.1,-7.557468526083726,0.0007617422573145312,0,0,15.0
PC1,current,-0.05,-7.364545193512513,0.00043622511356464547,0,0,15.0
PC1,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
PC1,current,0.05,-7.118079253725976,0.0,1,1,15.0
PC1,current,0.1,-7.075299303459111,0.0,1,1,15.0
PC1,current,0.15000000000000002,-7.064922226024142,0.0,1,1,15.0
PC1,current,0.2,-7.068257978978909,0.0,1,1,15.0
PC1,current,0.25,-7.090485021267736,0.0,1,1,15.0
PC1,current,0.30000000000000004,-7.166234693322825,0.0,1,1,15.0
PC1,current,0.35000000000000003,-7.297215469190126,0.0,1,1,15.0
PC1,current,0.4,-7.45637071177161,0.0,1,1,15.0
PC1,current,0.45,-7.639974512627857,0.0,1,1,15.0
PC1,current,0.5,-7.8527293196360795,0.0,1,1,15.0
PC1,current,0.55,-8.060245264254977,0.0,1,1,15.0
PC1,current,0.6000000000000001,-8.338802998201889,0.0,1,1,15.0
PC1,current,0.65,-8.629504167001894,0.0,1,1,15.0
PC1,current,0.7000000000000001,-8.961490032063049,0.0,1,1,15.0
PC1,current,0.75,-9.327164838021655,0.0,1,1,15.0
PC1,current,0.8,-9.727200480583507,0.0,1,1,15.0
PC1,current,0.8500000000000001,-10.157108797580875,0.0,1,1,15.0
PC1,current,0.9,-10.621575754889639,0.0,1,1,15.0
PC1,current,0.9500000000000001,-11.118663346378582,0.0,1,1,15.0
PC1,current,1.0,-11.650845423696977,0.0,1,1,15.0
axis:clearance_mult,current,-1.0,-8.978242338339644,0.0,1,1,15.0
axis:clearance_mult,current,-0.9500000000000001,-8.717400054421613,0.0,1,1,15.0
axis:clearance_mult,current,-0.9,-8.474649146142106,0.0,1,1,15.0
axis:clearance_mult,current,-0.8500000000000001,-8.251265710678387,0.0,1,1,15.0
axis:clearance_mult,current,-0.8,-8.054416009811879,0.0,1,1,15.0
axis:clearance_mult,current,-0.75,-7.886158562133193,0.0,1,1,15.0
axis:clearance_mult,current,-0.7000000000000001,-7.751249786571756,0.0,1,1,15.0
axis:clearance_mult,current,-0.65,-7.63844840624172,0.0,1,1,15.0
axis:clearance_mult,current,-0.6000000000000001,-7.547329795313665,0.0,1,1,15.0
axis:clearance_mult,current,-0.55,-7.470635069819442,0.0,1,1,15.0
axis:clearance_mult,current,-0.5,-7.403614062301827,0.0,1,1,15.0
axis:clearance_mult,current,-0.45,-7.35362352980145,0.0,1,1,15.0
axis:clearance_mult,current,-0.4,-7.3100075185331095,0.0,1,1,15.0
axis:clearance_mult,current,-0.35000000000000003,-7.282652044230248,0.0,1,1,15.0
axis:clearance_mult,current,-0.30000000000000004,-7.260820221246237,0.0,1,1,15.0
axis:clearance_mult,current,-0.25,-7.2376092754692,0.0,1,1,15.0
axis:clearance_mult,current,-0.2,-7.218776675131388,0.0,1,1,15.0
axis:clearance_mult,current,-0.15000000000000002,-7.201330501931588,0.0,1,1,15.0
axis:clearance_mult,current,-0.1,-7.187001650758413,0.0,1,1,15.0
axis:clearance_mult,current,-0.05,-7.184469723544112,0.0,1,1,15.0
axis:clearance_mult,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
axis:clearance_mult,current,0.05,-7.252935044945982,0.00037025345936433923,0,0,15.0
axis:clearance_mult,current,0.1,-7.30430794118464,0.000612470994854971,0,0,15.0
axis:clearance_mult,current,0.15000000000000002,-7.3600590889337845,0.0008581605960230283,0,0,15.0
axis:clearance_mult,current,0.2,-7.42431915820571,0.000872592993791498,0,0,50.0
axis:clearance_mult,current,0.25,-7.491560736485907,0.0008726100403252939,0,0,50.0
axis:clearance_mult,current,0.30000000000000004,-7.557719566365537,0.0008726273312140659,0,0,50.0
axis:clearance_mult,current,0.35000000000000003,-7.631281126448152,0.0008726448699571242,0,0,50.0
axis:clearance_mult,current,0.4,-7.7105284268979215,0.0008726626601094823,0,0,50.0
axis:clearance_mult,current,0.45,-7.794715897864376,0.0008726807052762367,0,0,50.0
axis:clearance_mult,current,0.5,-7.884076553521592,0.000872699009110157,0,0,50.0
axis:clearance_mult,current,0.55,-7.985009413936275,0.0008727175753202659,0,0,50.0
axis:clearance_mult,current,0.6000000000000001,-8.087082576411579,0.0008727364076675933,0,0,50.0
axis:clearance_mult,current,0.65,-8.199782092541756,0.0008727555099671064,0,0,50.0
axis:clearance_mult,current,0.7000000000000001,-8.310925128170588,0.0008727748860883492,0,0,50.0
axis:clearance_mult,current,0.75,-8.431466157858456,0.000872794539956501,0,0,50.0
axis:clearance_mult,current,0.8,-8.55777542390608,0.000872814475550137,0,0,50.0
axis:clearance_mult,current,0.8500000000000001,-8.688614092877957,0.0008728346969158859,0,0,50.0
axis:clearance_mult,current,0.9,-8.822462824785196,0.000872855208141105,0,0,50.0
axis:clearance_mult,current,0.9500000000000001,-8.959371187938594,0.0008728760133861563,0,0,50.0
axis:clearance_mult,current,1.0,-9.112273946751067,0.0008728971168608702,0,0,50.0
axis:kcat_scale,current,-1.0,-36.88654654262272,0.0,1,1,15.0
axis:kcat_scale,current,-0.9500000000000001,-34.37111836982058,0.0,1,1,15.0
axis:kcat_scale,current,-0.9,-31.96220236691009,0.0,1,1,15.0
axis:kcat_scale,current,-0.8500000000000001,-29.725279578486756,0.0,1,1,15.0
axis:kcat_scale,current,-0.8,-27.581300517504644,0.0,1,1,15.0
axis:kcat_scale,current,-0.75,-25.5072568946093,0.0,1,1,15.0
axis:kcat_scale,current,-0.7000000000000001,-23.531854261099802,0.0,1,1,15.0
axis:kcat_scale,current,-0.65,-21.69351610343234,0.0,1,1,15.0
axis:kcat_scale,current,-0.6000000000000001,-19.923807484942124,0.0,1,1,15.0
axis:kcat_scale,current,-0.55,-18.235838178864896,0.0,1,1,15.0
axis:kcat_scale,current,-0.5,-16.625112688703858,0.0,1,1,15.0
axis:kcat_scale,current,-0.45,-15.101983935943284,0.0,1,1,15.0
axis:kcat_scale,current,-0.4,-13.698428200007816,0.0,1,1,15.0
axis:kcat_scale,current,-0.35000000000000003,-12.393220484730286,0.0,1,1,15.0
axis:kcat_scale,current,-0.30000000000000004,-11.192244101082027,0.0,1,1,15.0
axis:kcat_scale,current,-0.25,-10.106778105468866,0.0,1,1,15.0
axis:kcat_scale,current,-0.2,-9.16407398049705,0.0,1,1,15.0
axis:kcat_scale,current,-0.15000000000000002,-8.427859900500764,0.0,1,1,15.0
axis:kcat_scale,current,-0.1,-7.862094079851577,0.0,1,1,15.0
axis:kcat_scale,current,-0.05,-7.4422478116917254,0.0,1,1,15.0
axis:kcat_scale,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
axis:kcat_scale,current,0.05,-7.245964809596053,0.0008983601097105169,0,0,50.0
axis:kcat_scale,current,0.1,-7.440913971061926,0.0009249408505204845,0,0,50.0
axis:kcat_scale,current,0.15000000000000002,-7.790937074631105,0.0009522910531487033,0,0,50.0
axis:kcat_scale,current,0.2,-8.283151846947693,0.000980432991970189,0,0,50.0
axis:kcat_scale,current,0.25,-8.928050929593908,0.001009389586264198,0,0,50.0
axis:kcat_scale,current,0.30000000000000004,-9.703095940678576,0.0010391844187535113,0,0,50.0
axis:kcat_scale,current,0.35000000000000003,-10.618063215791523,0.0010698417548288199,0,0,50.0
axis:kcat_scale,current,0.4,-11.699827112114525,0.0011013865623451067,0,0,50.0
axis:kcat_scale,current,0.45,-12.910006035973165,0.0011338445318876671,0,0,50.0
axis:kcat_scale,current,0.5,-14.22783818899898,0.001167242097763112,0,0,50.0
axis:kcat_scale,current,0.55,-15.556315977357443,0.0012016064594938124,0,0,50.0
axis:kcat_scale,current,0.6000000000000001,-16.986875133492834,0.0012369656039764576,0,0,50.0
axis:kcat_scale,current,0.65,-18.48670976377035,0.001273348328275077,0,0,50.0
axis:kcat_scale,current,0.7000000000000001,-20.145065676855726,0.0013107842630523479,0,0,50.0
axis:kcat_scale,current,0.75,-21.95152007366848,0.0013493038968081042,0,0,50.0
axis:kcat_scale,current,0.8,-23.906755212651653,0.0013889386004964795,0,0,50.0
axis:kcat_scale,current,0.8500000000000001,-26.04043577094746,0.001429720653287859,0,0,50.0
axis:kcat_scale,current,0.9,-28.38724222561012,0.0014716832687512406,0,0,50.0
axis:kcat_scale,current,0.9500000000000001,-30.964706707742288,0.0015148606219250454,0,0,50.0
axis:kcat_scale,current,1.0,-33.69669235285028,0.0015592878771465305,0,0,50.0
PC2,current,-1.0,-11.694137986615209,0.0,1,1,15.0
PC2,current,-0.9500000000000001,-11.010787635644148,0.0,1,1,15.0
PC2,current,-0.9,-10.32559352037701,0.0,1,1,15.0
PC2,current,-0.8500000000000001,-10.006837003912219,0.0,1,1,15.0
PC2,current,-0.8,-9.768827975667197,0.0,1,1,15.0
PC2,current,-0.75,-9.546141031014931,0.0,1,1,15.0
PC2,current,-0.7000000000000001,-9.28651650009432,0.0,1,1,15.0
PC2,current,-0.65,-9.144579952166076,0.0,1,1,15.0
PC2,current,-0.6000000000000001,-8.933476012320813,0.0,1,1,15.0
PC2,current,-0.55,-8.736587597216921,0.0,1,1,15.0
PC2,current,-0.5,-8.470426919002882,0.0,1,1,15.0
PC2,current,-0.45,-8.293345927114338,0.0,1,1,15.0
PC2,current,-0.4,-8.140173202955204,0.0,1,1,15.0
PC2,current,-0.35000000000000003,-7.992743289367867,0.0,1,1,15.0
PC2,current,-0.30000000000000004,-7.855049026056308,0.0,1,1,15.0
PC2,current,-0.25,-7.73649571110419,0.0,1,1,15.0
PC2,current,-0.2,-7.625554813948205,0.0,1,1,15.0
PC2,current,-0.15000000000000002,-7.5136904578516255,0.0,1,1,15.0
PC2,current,-0.1,-7.413187984186134,0.0,1,1,15.0
PC2,current,-0.05,-7.259572357966693,0.0,1,1,15.0
PC2,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
PC2,current,0.05,-7.293529367625034,0.0008678367878189419,0,0,50.0
PC2,current,0.1,-7.394396754093111,0.0008631523249239915,0,0,50.0
PC2,current,0.15000000000000002,-7.510388566651105,0.000858473444681468,0,0,50.0
PC2,current,0.2,-7.63750722957559,0.0008537997926531646,0,0,50.0
PC2,current,0.25,-7.7793213269568655,0.0008491310094803249,0,0,50.0
PC2,current,0.30000000000000004,-7.939131082602475,0.0008444667312142115,0,0,50.0
PC2,current,0.35000000000000003,-8.135970332287394,0.000839806589413601,0,0,50.0
PC2,current,0.4,-8.339017448068867,0.0008351502113990406,0,0,50.0
PC2,current,0.45,-8.496499608601345,0.0008307033625434011,0,0,50.0
PC2,current,0.5,-8.709725381581226,0.0008265336994422923,0,0,50.0
PC2,current,0.55,-8.934038373524253,0.0008223762196480969,0,0,50.0
PC2,current,0.6000000000000001,-9.107463006058655,0.0008182307513655136,0,0,50.0
PC2,current,0.65,-9.225823635375885,0.0008140971216832448,0,0,50.0
PC2,current,0.7000000000000001,-9.372375946059897,0.000809975156642859,0,0,50.0
PC2,current,0.75,-9.505755454428163,0.0008058646813859988,0,0,50.0
PC2,current,0.8,-9.67034777358293,0.0008017655203623423,0,0,50.0
PC2,current,0.8500000000000001,-9.83951107064778,0.0007976774974198214,0,0,50.0
PC2,current,0.9,-10.054339788107947,0.0007936004359030448,0,0,50.0
PC2,current,0.9500000000000001,-10.242578020751196,0.0007895341589216526,0,0,50.0
PC2,current,1.0,-10.448547124083015,0.0007854784895455717,0,0,50.0
axis:topt_scale,current,-1.0,-16.523819603816044,0.0008658723459902955,0,0,50.0
axis:topt_scale,current,-0.9500000000000001,-15.796171350810935,0.0008662346560997227,0,0,50.0
axis:topt_scale,current,-0.9,-15.10055052111619,0.0008665942271761392,0,0,50.0
axis:topt_scale,current,-0.8500000000000001,-14.434031108807392,0.0008669509907111347,0,0,50.0
axis:topt_scale,current,-0.8,-13.818609228249347,0.0008673048786661554,0,0,50.0
axis:topt_scale,current,-0.75,-13.159749493563952,0.0008676558238263323,0,0,50.0
axis:topt_scale,current,-0.7000000000000001,-12.560515531403057,0.0008680037600688963,0,0,50.0
axis:topt_scale,current,-0.65,-11.996282717995609,0.0008683486228552004,0,0,50.0
axis:topt_scale,current,-0.6000000000000001,-11.474810342596165,0.0008686903493610812,0,0,50.0
axis:topt_scale,current,-0.55,-10.99525613916144,0.0008690288790649391,0,0,50.0
axis:topt_scale,current,-0.5,-10.553526336715843,0.0008693641582636348,0,0,50.0
axis:topt_scale,current,-0.45,-10.153138718757706,0.0008696961269647398,0,0,50.0
axis:topt_scale,current,-0.4,-9.921973075919787,0.0008700247324651451,0,0,50.0
axis:topt_scale,current,-0.35000000000000003,-9.597755124655855,0.0008703499250906141,0,0,50.0
axis:topt_scale,current,-0.30000000000000004,-9.09873505571104,0.0008706716581957602,0,0,50.0
axis:topt_scale,current,-0.25,-8.624506914566737,0.0008709898882621548,0,0,50.0
axis:topt_scale,current,-0.2,-8.213462013779697,0.0008713045748965292,0,0,50.0
axis:topt_scale,current,-0.15000000000000002,-7.85851329427939,0.0008716156807236406,0,0,50.0
axis:topt_scale,current,-0.1,-7.577477184427893,0.0008719231712999515,0,0,50.0
axis:topt_scale,current,-0.05,-7.355217511838274,0.0008722270149925937,0,0,50.0
axis:topt_scale,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
axis:topt_scale,current,0.05,-7.315776682106734,0.0,1,1,15.0
axis:topt_scale,current,0.1,-7.513736923893433,0.0,1,1,15.0
axis:topt_scale,current,0.15000000000000002,-7.7844195065845145,0.0,1,1,15.0
axis:topt_scale,current,0.2,-8.13251031803875,0.0,1,1,15.0
axis:topt_scale,current,0.25,-8.561871130870596,0.0,1,1,15.0
axis:topt_scale,current,0.30000000000000004,-9.087823665456163,0.0,1,1,15.0
axis:topt_scale,current,0.35000000000000003,-9.702728077190983,0.0,1,1,15.0
axis:topt_scale,current,0.4,-10.413080974348176,0.0,1,1,15.0
axis:topt_scale,current,0.45,-11.246399107737119,0.0,1,1,15.0
axis:topt_scale,current,0.5,-12.356776027388824,0.0,1,1,15.0
axis:topt_scale,current,0.55,-13.532884062763445,0.0,1,1,15.0
axis:topt_scale,current,0.6000000000000001,-14.975192772650832,0.0,1,1,15.0
axis:topt_scale,current,0.65,-16.80098638838613,0.0,1,1,15.0
axis:topt_scale,current,0.7000000000000001,-19.193931518922295,0.0,1,1,15.0
axis:topt_scale,current,0.75,-22.239234965786753,0.0,1,1,15.0
axis:topt_scale,current,0.8,-26.394115982729822,0.0,1,1,15.0
axis:topt_scale,current,0.8500000000000001,-32.02745504349814,0.0,1,1,15.0
axis:topt_scale,current,0.9,-39.27861847192897,0.0,1,1,15.0
axis:topt_scale,current,0.9500000000000001,-47.830485863965606,0.0,1,1,15.0
axis:topt_scale,current,1.0,-56.288466099649554,0.0,1,1,15.0
axis:dCp_scale,current,-1.0,-35.547001130302576,0.000885752097467714,0,0,50.0
axis:dCp_scale,current,-0.9500000000000001,-32.91442054996013,0.0008852589888661699,0,0,50.0
axis:dCp_scale,current,-0.9,-30.34462899091901,0.0008847498297359604,0,0,50.0
axis:dCp_scale,current,-0.8500000000000001,-27.806953039787338,0.0008842240136758728,0,0,50.0
axis:dCp_scale,current,-0.8,-25.37327664043143,0.000883680907066161,0,0,50.0
axis:dCp_scale,current,-0.75,-23.096726625325154,0.0008831198474779729,0,0,50.0
axis:dCp_scale,current,-0.7000000000000001,-21.001088559566256,0.0008825401422678886,0,0,50.0
axis:dCp_scale,current,-0.65,-19.068250960429236,0.0008819410669068974,0,0,50.0
axis:dCp_scale,current,-0.6000000000000001,-17.29607463050576,0.0008813218632510105,0,0,50.0
axis:dCp_scale,current,-0.55,-15.702048772810533,0.0008806817377190603,0,0,50.0
axis:dCp_scale,current,-0.5,-14.26593852069178,0.0008800198593490521,0,0,50.0
axis:dCp_scale,current,-0.45,-12.980472724873033,0.0008793353577533815,0,0,50.0
axis:dCp_scale,current,-0.4,-11.843540692519543,0.0008786273208716132,0,0,50.0
axis:dCp_scale,current,-0.35000000000000003,-10.87573543048618,0.0008778947927488082,0,0,50.0
axis:dCp_scale,current,-0.30000000000000004,-10.073790475654953,0.0008771367709730929,0,0,50.0
axis:dCp_scale,current,-0.25,-9.438002376553307,0.0008763522040772816,0,0,50.0
axis:dCp_scale,current,-0.2,-9.08994787759275,0.0008755399887602917,0,0,50.0
axis:dCp_scale,current,-0.15000000000000002,-8.802701166744892,0.0008746989668837889,0,0,50.0
axis:dCp_scale,current,-0.1,-8.42032070836839,0.0008738279224364188,0,0,50.0
axis:dCp_scale,current,-0.05,-7.701062053574883,0.0008729255779343033,0,0,50.0
axis:dCp_scale,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
axis:dCp_scale,current,0.05,-7.473439208600151,0.0,1,1,15.0
axis:dCp_scale,current,0.1,-7.936306815809299,0.0,1,1,15.0
axis:dCp_scale,current,0.15000000000000002,-8.579675683396172,0.0,1,1,15.0
axis:dCp_scale,current,0.2,-9.399090684866792,0.0,1,1,15.0
axis:dCp_scale,current,0.25,-10.510928993452794,0.0,1,1,15.0
axis:dCp_scale,current,0.30000000000000004,-11.657984001086051,0.0,1,1,15.0
axis:dCp_scale,current,0.35000000000000003,-12.963372768932322,0.0,1,1,15.0
axis:dCp_scale,current,0.4,-14.420450012486905,0.0,1,1,15.0
axis:dCp_scale,current,0.45,-16.016072648226128,0.0,1,1,15.0
axis:dCp_scale,current,0.5,-19.19278101087906,0.0,1,1,15.0
axis:dCp_scale,current,0.55,-20.63777205727817,0.0,1,1,15.0
axis:dCp_scale,current,0.6000000000000001,-22.510405560076865,0.0,1,1,15.0
axis:dCp_scale,current,0.65,-23.36128281411692,0.0,1,1,15.0
axis:dCp_scale,current,0.7000000000000001,-24.78307690738779,0.0,1,1,15.0
axis:dCp_scale,current,0.75,-26.314366416528536,0.0,1,1,15.0
axis:dCp_scale,current,0.8,-28.044654103811933,0.0,2,2,15.0
axis:dCp_scale,current,0.8500000000000001,-30.273240850988465,0.0,2,2,15.0
axis:dCp_scale,current,0.9,-32.59706336720134,0.0,2,2,15.0
axis:dCp_scale,current,0.9500000000000001,-36.35731505433891,0.0,2,2,15.0
axis:dCp_scale,current,1.0,-41.1728293288307,0.0,2,2,15.0
axis:ngam_scale,current,-1.0,-8.466406882912253,0.0008793900379717772,0,0,50.0
axis:ngam_scale,current,-0.9500000000000001,-8.47588517486189,0.0008791075901336229,0,0,50.0
axis:ngam_scale,current,-0.9,-8.48138492786648,0.0008788194928521503,0,0,50.0
axis:ngam_scale,current,-0.8500000000000001,-8.48755460881515,0.0008785256332021404,0,0,50.0
axis:ngam_scale,current,-0.8,-8.495062091490889,0.0008782258957346193,0,0,50.0
axis:ngam_scale,current,-0.75,-8.503576893902636,0.000877920163090788,0,0,50.0
axis:ngam_scale,current,-0.7000000000000001,-8.512862198401878,0.0008776083152677245,0,0,50.0
axis:ngam_scale,current,-0.65,-8.522932493307472,0.0008772902299579259,0,0,50.0
axis:ngam_scale,current,-0.6000000000000001,-8.533810979106548,0.0008769657824022852,0,0,50.0
axis:ngam_scale,current,-0.55,-8.47938274749204,0.0008766348453548917,0,0,50.0
axis:ngam_scale,current,-0.5,-8.364944019032674,0.0008762972890079469,0,0,50.0
axis:ngam_scale,current,-0.45,-8.250235327102718,0.0008759529809453657,0,0,50.0
axis:ngam_scale,current,-0.4,-8.135258699172935,0.0008756017861599091,0,0,50.0
axis:ngam_scale,current,-0.35000000000000003,-8.021410168153619,0.0008752435668968855,0,0,50.0
axis:ngam_scale,current,-0.30000000000000004,-7.90833405193692,0.0008748781826285758,0,0,50.0
axis:ngam_scale,current,-0.25,-7.794120585257447,0.0008745054900578119,0,0,50.0
axis:ngam_scale,current,-0.2,-7.678777169432315,0.0008741253429858279,0,0,50.0
axis:ngam_scale,current,-0.15000000000000002,-7.562312092199583,0.0008737375923715844,0,0,50.0
axis:ngam_scale,current,-0.1,-7.444734563850259,0.0008733420860515301,0,0,50.0
axis:ngam_scale,current,-0.05,-7.324044950214899,0.0008729386689732328,0,0,50.0
axis:ngam_scale,current,0.0,-7.185975143950628,9.999999859862579e-05,0,1,15.0
axis:ngam_scale,current,0.05,-7.212777347695908,0.0,1,1,15.0
axis:ngam_scale,current,0.1,-7.239525845746868,0.0,1,1,15.0
axis:ngam_scale,current,0.15000000000000002,-7.266833036060323,0.0,1,1,15.0
axis:ngam_scale,current,0.2,-7.295271831244191,0.0,1,1,15.0
axis:ngam_scale,current,0.25,-7.324872685149366,0.0,1,1,15.0
axis:ngam_scale,current,0.30000000000000004,-7.355623902253146,0.0,1,1,15.0
axis:ngam_scale,current,0.35000000000000003,-7.387649185270982,0.0,1,1,15.0
axis:ngam_scale,current,0.4,-7.42086964319523,0.0,1,1,15.0
axis:ngam_scale,current,0.45,-7.455605691833385,0.0,1,1,15.0
axis:ngam_scale,current,0.5,-7.491675257394519,0.0,1,1,15.0
axis:ngam_scale,current,0.55,-7.5290526447990835,0.0,1,1,15.0
axis:ngam_scale,current,0.6000000000000001,-7.567927538294857,0.0,1,1,15.0
axis:ngam_scale,current,0.65,-7.608084482069513,0.0,1,1,15.0
axis:ngam_scale,current,0.7000000000000001,-7.649969728556204,0.0,1,1,15.0
axis:ngam_scale,current,0.75,-7.693662922905499,0.0,1,1,15.0
axis:ngam_scale,current,0.8,-7.739162596113974,0.0,1,1,15.0
axis:ngam_scale,current,0.8500000000000001,-7.786555506162182,0.0,1,1,15.0
axis:ngam_scale,current,0.9,-7.835928618316499,0.0,1,1,15.0
axis:ngam_scale,current,0.9500000000000001,-7.8874328238538665,0.0,1,1,15.0
axis:ngam_scale,current,1.0,-7.94141233531077,0.0,1,1,15.0
PC3,current,-1.0,-16.762462164086244,0.0011026620635172506,0,0,50.0
PC3,current,-0.9500000000000001,-15.981852567236894,0.0010904909240744235,0,0,50.0
PC3,current,-0.9,-15.251115182874594,0.0010783241934787966,0,0,50.0
PC3,current,-0.8500000000000001,-14.567311290145598,0.0010661725887831147,0,0,50.0
PC3,current,-0.8,-13.791908185713403,0.0010540459349765783,0,0,50.0
PC3,current,-0.75,-13.04783995286795,0.0010419532250310378,0,0,50.0
PC3,current,-0.7000000000000001,-12.359423453059835,0.0010299030814951969,0,0,50.0
PC3,current,-0.65,-11.72630599940832,0.0010179039344426447,0,0,50.0
PC3,current,-0.6000000000000001,-11.10502561529799,0.001005961201952421,0,0,50.0
PC3,current,-0.55,-10.519907931271872,0.000994081090469185,0,0,50.0
PC3,current,-0.5,-9.980242151409058,0.0009822692286828606,0,0,50.0
PC3,current,-0.45,-9.473265543763475,0.0009705307096030237,0,0,50.0
PC3,current,-0.4,-9.015386401713876,0.0009588701302028817,0,0,50.0
PC3,current,-0.35000000000000003,-8.616406260911944,0.0009472916280018535,0,0,50.0
PC3,current,-0.30000000000000004,-8.270061892937719,0.0009357989157308159,0,0,50.0
PC3,current,-0.25,-7.972247701256025,0.000924395313377971,0,0,50.0
