t,growth_term,min_growth,n_below_thresh,n_o2_nan,resp_current,resp_clamp,resp_impute
0.9,-20.435685279382305,0.0,9,7,-0.49562978428329174,-19.063281479056833,-1248.0610169138797
0.9004166666666666,-20.424970313162916,0.0,9,7,-0.4923709426244507,-19.072592344327603,-1248.0878040881394
0.9008333333333334,-20.414295034149223,0.0,9,7,-0.48911800899835356,-19.339338646553724,-1248.1145925736655
0.90125,-20.403659340574123,0.0,9,7,-0.485871227400132,-19.314371289099647,-1248.1413827578842
0.9016666666666667,-20.393063034188323,0.0,9,7,-0.48262982168629875,-19.100577143838713,-1248.1681529582038
0.9020833333333333,-20.38250647298979,0.0,9,7,-0.47939454159415007,-19.10990958228288,-1248.1949195220284
0.9025000000000001,-20.371983410275867,0.0,9,7,-0.47617169095362755,-19.136131579918228,-1248.221691042284
0.9029166666666667,-20.36151111390659,0.0,9,7,-0.4729440901582187,-19.321156902082887,-1248.248445633415
0.9033333333333333,-20.351069311737046,0.0,9,7,-0.4697320955973652,-19.137961903234046,-1248.2752146581486
0.90375,-20.34067443364092,0.0,9,7,-0.46652088139413195,-19.14734711022995,-1248.3019781322064
0.9041666666666667,-20.3303118814742,0.0,9,8,-0.46331990268919654,-15.002804643189204,-1248.3287408068875
0.9045833333333334,-20.31998836946252,0.0,9,8,-0.4601261942399226,-14.813098964032669,-1248.3555026919698
0.905,-20.3097038307335,0.0,9,8,-0.4569398918203902,-15.091702791885606,-1248.3822637869043
0.9054166666666666,-20.299458197048597,0.0,9,8,-0.45376193996620273,-15.04667574024121,-1248.40902402377
0.9058333333333334,-20.289251369091986,0.0,9,8,-0.4506104665664452,-15.108795714494839,-1248.435781903199
0.90625,-20.2790833160573,0.0,9,8,-0.44746600627483346,-15.117356658345766,-1248.4625390558792
0.9066666666666667,-20.268953971494717,0.0,9,8,-0.4443286894012388,-15.125927823059584,-1248.4892954819802
0.9070833333333334,-20.258863269056146,0.0,9,8,-0.44119864828934396,-15.134509228606323,-1248.5160511823171
0.9075,-20.24881114253501,0.0,9,8,-0.438075995630939,-15.143100892312646,-1248.5428061565171
0.9079166666666667,-20.238797525824946,0.0,9,8,-0.43496084499711074,-15.151702833490727,-1248.5695604091463
0.9083333333333333,-20.228822352931886,0.0,9,8,-0.43185330686860723,-15.160315073953399,-1248.5963139401133
0.9087500000000001,-20.21888555797521,0.0,9,8,-0.428753486649196,-15.168937631617535,-1248.6230667519544
0.9091666666666667,-20.208987075187675,0.0,9,8,-0.4256614849252003,-15.177570529653114,-1248.6498188490857
0.9095833333333334,-20.199126838915348,0.0,9,8,-0.4225773972027085,-15.186213789310855,-1248.6765702348998
0.91,-20.18930478361753,0.0,9,8,-0.41950131392996326,-15.19486743290048,-1248.7033209120177
0.9104166666666667,-20.179520843866655,0.0,9,8,-0.41643332045082104,-15.203531483636276,-1248.7300708849125
0.9108333333333334,-20.169774954348174,0.0,9,8,-0.4133734969512304,-15.212205965402742,-1248.7568201598506
0.91125,-20.160067049860523,0.0,9,8,-0.4103219184216442,-15.220890903110153,-1248.7835687416127
0.9116666666666667,-20.150397063338474,0.0,9,8,-0.40727865462009305,-15.22958556857106,-1248.81031663607
0.9120833333333334,-20.140764930997104,0.0,9,8,-0.40424377005892254,-15.238291420420392,-1248.8370638505517
0.9125000000000001,-20.131170563889416,0.0,9,8,-0.40121732978233027,-15.196552990032028,-1248.8638103957908
0.9129166666666667,-20.121613918436253,0.0,9,8,-0.39819937001990624,-15.251631688581973,-1248.8905562642813
0.9133333333333333,-20.112094929967082,0.0,9,8,-0.39519079262410983,-15.258289429802392,-1248.917301479156
0.9137500000000001,-20.102613539824507,0.0,9,8,-0.39218914209281763,-15.264952985965838,-1248.9440460438302
0.9141666666666667,-20.093169683609908,0.0,9,8,-0.38919694992836895,-15.2716327508792,-1248.9707899624095
0.9145833333333334,-20.08376329009978,0.0,9,8,-0.38231613660695984,-15.13395456788125,-1248.8531900276234
0.915,-20.07439405175189,0.0,9,8,-0.3793338411425964,-15.136431601768141,-1248.8757299414192
0.9154166666666667,-20.065062123556544,0.0,9,8,-0.3764623139543595,-15.142720556265601,-1248.9020754568876
0.9158333333333334,-20.055767468401328,0.0,9,8,-0.36627744523022443,-15.092645142546914,-1248.8720500786278
0.91625,-20.046510031627037,0.0,9,8,-0.3634310409389414,-15.098593184436282,-1248.8980415382696
0.9166666666666667,-20.037289757436923,0.0,9,8,-0.36062590017990104,-15.104923174353296,-1248.9244083428268
0.9170833333333334,-20.02810658236503,0.0,9,8,-0.3578343235995547,-15.111300393906244,-1248.9508157876785
0.9175,-20.018959926756416,0.0,9,8,-0.3553461300312506,-15.11773429269929,-1248.9772733081813
0.9179166666666667,-20.009848950468214,0.0,9,8,-0.3535987530573834,-15.124144399495318,-1249.0037004169017
0.9183333333333333,-20.000774926885747,0.0,9,8,-0.351841135837617,-15.130485660683192,-1249.0300521264812
0.9187500000000001,-19.991737792559217,0.0,9,8,-0.3500732933386175,-15.136823586898064,-1249.0563938200562
0.9191666666666667,-19.982737474713588,0.0,9,8,-0.34829850902792003,-15.143184544803603,-1249.082751947402
0.9195833333333334,-19.9737739153439,0.0,10,8,-0.2964529459716019,-15.14955331134934,-1397.7127141051783
0.92,-19.964847051496825,0.0,10,8,-0.2952836759124864,-15.155920586746795,-1397.738254453237
0.9204166666666667,-19.955956811546745,0.0,10,8,-0.2941034317878959,-15.162244000679525,-1397.7637551689472
0.9208333333333334,-19.947103159919507,0.0,10,8,-0.29290678920227364,-15.16851091864914,-1397.7891719514885
0.92125,-19.938286003261176,0.0,10,8,-0.29171179776245637,-15.174837135571629,-1397.814650918819
0.9216666666666667,-19.92950529013112,0.0,10,8,-0.29051332249205686,-15.229942047472239,-1397.8401518910352
0.9220833333333334,-19.920760962085293,0.0,10,8,-0.28930968366382004,-15.238514033971338,-1397.86566162119
0.9225000000000001,-19.91205295139341,0.0,10,8,-0.2881001175327569,-15.247106523968629,-1397.891174309244
0.9229166666666667,-19.903381199965,0.0,10,8,-0.28688418950308403,-15.255717037820883,-1397.9166871157804
0.9233333333333333,-19.894745645863246,0.0,10,8,-0.28566164046369025,-15.264343744239575,-1397.9421984383976
0.9237500000000001,-19.886146222114775,0.0,10,8,-0.28442613349093904,-15.272910545305209,-1397.9676320382007
0.9241666666666667,-19.8775828168581,0.0,10,8,-0.2832783047756742,-15.281569009887988,-1397.9931393759007
0.9245833333333334,-19.869055420546793,0.0,10,8,-0.2821307665213766,-15.290297533696467,-1398.0186988583855
0.925,-19.86056397473408,0.0,10,8,-0.2809690753041316,-15.29897621263888,-1398.0441905564885
