reaction,name,bounds_changed,stoich_changed,lb_before,lb_after,ub_before,ub_after,costed,moves_proton
r_2203No1,"fatty-acid--CoA ligase (hexadecenoate), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2203No2,"fatty-acid--CoA ligase (hexadecenoate), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2204No1,"fatty-acid--CoA ligase (octadecanoate), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2204No2,"fatty-acid--CoA ligase (octadecanoate), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2205No1,"fatty-acid--CoA ligase (octadecenoate), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2205No2,"fatty-acid--CoA ligase (octadecenoate), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2206No1,"fatty-acid--CoA ligase (hexadecenoate), peroxisome (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2207No1,"fatty-acid--CoA ligase (octadecanoate), peroxisome (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2208No1,"fatty-acid--CoA ligase (octadecenoate), peroxisome (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2209No1,"fatty-acid--CoA ligase (arachidate), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2210No1,"fatty-acid--CoA ligase (behenate), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2211No1,"fatty-acid--CoA ligase (lignoceric acid), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2212No1,"fatty-acid--CoA ligase (cerotic acid), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2236No1,acyl-CoA oxidase (butanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2237No1,acyl-CoA oxidase (hexanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2238No1,acyl-CoA oxidase (octanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2239No1,acyl-CoA oxidase (icosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2240No1,acyl-CoA oxidase (docosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2241No1,acyl-CoA oxidase (tetracosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2242No1,acyl-CoA oxidase (palmitoleoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2243No1,acyl-CoA oxidase (cis-tetradec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2244No1,acyl-CoA oxidase (cis-dodec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2245No1,acyl-CoA oxidase (oleoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2246No1,acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2247No1,acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2248No1,2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2249No1,2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2250No1,2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2251No1,2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2252No1,2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2253No1,2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2254No1,2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2255No1,2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2256No1,2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2257No1,2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2258No1,2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2259No1,2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2260No1,2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2261No1,2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2262No1,2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2263No1,2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2264No1,2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2265No1,2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2266No1,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2267No1,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2268No1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2269No1,3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2270No1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2271No1,3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2272No1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2273No1,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2274No1,3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2275No1,3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2276No1,3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2277No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2278No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2279No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2280No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2281No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2282No1,3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,True
r_2283No1,acetyl-CoA C-acyltransferase (acetyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2284No1,acetyl-CoA C-acyltransferase (butanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2285No1,acetyl-CoA C-acyltransferase (hexanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2286No1,acetyl-CoA C-acyltransferase (stearoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2287No1,acetyl-CoA C-acyltransferase (icosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2288No1,acetyl-CoA C-acyltransferase (docosanoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2289No1,acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2290No1,acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2291No1,acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2292No1,acetyl-CoA C-acyltransferase (cis-hexadec-7-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2293No1,acetyl-CoA C-acyltransferase (cis-tetradec-5-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2294No1,acetyl-CoA C-acyltransferase (cis-dodec-3-enoyl-CoA) (No1),False,True,0.0,0.0,inf,inf,True,False
r_2295No1,"delta3,delta2-enoyl-CoA isomerase (cis-dec-3-enoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2296No1,"delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-dodecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2297No1,"delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2298No1,"delta3,delta2-enoyl-CoA isomerase (cis-dodec-3-enoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2299No1,"delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-tetradecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2300No1,"delta3,delta2-enoyl-CoA isomerase (trans-tetradec-3-enoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2301No1,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-dodecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2302No1,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase (trans-3,cis-5-tetradecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2303No1,"2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2304No1,"2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA) (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2305No1,cis-aconitate(3-) to isocitrate (No1),False,True,0.0,0.0,inf,inf,True,False
r_2308No1,"glycerol-3-phosphate acyltransferase (16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2308No2,"glycerol-3-phosphate acyltransferase (16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2309No1,"glycerol-3-phosphate acyltransferase (16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2309No2,"glycerol-3-phosphate acyltransferase (16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2310No1,"glycerol-3-phosphate acyltransferase (18:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2311No1,"glycerol-3-phosphate acyltransferase (18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2312No1,"dihydroxyacetone phosphate acyltransferase (16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2312No2,"dihydroxyacetone phosphate acyltransferase (16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2313No1,"dihydroxyacetone phosphate acyltransferase (16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2313No2,"dihydroxyacetone phosphate acyltransferase (16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2314No1,"dihydroxyacetone phosphate acyltransferase (18:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2315No1,"dihydroxyacetone phosphate acyltransferase (18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2316No1,"glycerol-3-phosphate acyltransferase (16:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2317No1,"glycerol-3-phosphate acyltransferase (16:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2318No1,"glycerol-3-phosphate acyltransferase (18:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2319No1,"glycerol-3-phosphate acyltransferase (18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2320No1,"dihydroxyacetone phosphate acyltransferase (16:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2321No1,"dihydroxyacetone phosphate acyltransferase (16:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2322No1,"dihydroxyacetone phosphate acyltransferase (18:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2323No1,"dihydroxyacetone phosphate acyltransferase (18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2324No1,"acyl dhap reductase (16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2325No1,"acyl dhap reductase (16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2326No1,"acyl dhap reductase (18:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2327No1,"acyl dhap reductase (18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2328No1,"acyl dhap reductase (16:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2329No1,"acyl dhap reductase (16:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2330No1,"acyl dhap reductase (18:0), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2331No1,"acyl dhap reductase (18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,True
r_2332No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2333No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2333No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2334No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2335No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2335No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2336No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2337No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2337No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2338No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2339No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2339No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2340No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2340No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2340No3,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:0, 2-18:1), lipid particle (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2341No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2341No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2341No3,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-16:1, 2-18:1), lipid particle (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2342No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2342No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2342No3,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:0, 2-18:1), lipid particle (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2343No1,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2343No2,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2343No3,"1-acyl-sn-glycerol-3-phosphate acyltransferase (1-18:1, 2-18:1), lipid particle (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2344No1,"PA phosphatase (1-16:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2345No1,"PA phosphatase (1-16:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2346No1,"PA phosphatase (1-16:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2347No1,"PA phosphatase (1-16:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2348No1,"PA phosphatase (1-18:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2349No1,"PA phosphatase (1-18:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2350No1,"PA phosphatase (1-18:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2351No1,"PA phosphatase (1-18:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2352No1,"PA phosphatase (1-16:0, 2-16:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2353No1,"PA phosphatase (1-16:0, 2-18:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2354No1,"PA phosphatase (1-16:1, 2-16:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2355No1,"PA phosphatase (1-16:1, 2-18:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2356No1,"PA phosphatase (1-18:0, 2-16:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2357No1,"PA phosphatase (1-18:0, 2-18:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2358No1,"PA phosphatase (1-18:1, 2-16:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2359No1,"PA phosphatase (1-18:1, 2-18:1), vacuolar membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2360No1,"PA phosphatase (1-16:0, 2-16:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2361No1,"PA phosphatase (1-16:0, 2-18:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2362No1,"PA phosphatase (1-16:1, 2-16:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2363No1,"PA phosphatase (1-16:1, 2-18:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2364No1,"PA phosphatase (1-18:0, 2-16:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2365No1,"PA phosphatase (1-18:0, 2-18:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2366No1,"PA phosphatase (1-18:1, 2-16:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2367No1,"PA phosphatase (1-18:1, 2-18:1), Golgi membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2368No1,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2368No2,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2368No3,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2369No1,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2369No2,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2369No3,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2370No1,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2370No2,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2370No3,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2371No1,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2371No2,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2371No3,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2372No1,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2372No2,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2372No3,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2373No1,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2373No2,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2373No3,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2374No1,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2374No2,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2374No3,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2375No1,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2375No2,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2375No3,"diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:0), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2376No1,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2376No2,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2376No3,"diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2377No1,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2377No2,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2377No3,"diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2378No1,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2378No2,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2378No3,"diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2379No1,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2379No2,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2379No3,"diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2380No1,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2380No2,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2380No3,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2381No1,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2381No2,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane (No2)",False,True,0.0,0.0,inf,inf,True,False
r_2381No3,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane (No3)",False,True,0.0,0.0,inf,inf,True,False
r_2382No1,"diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
