reaction,name,bounds_changed,stoich_changed,lb_before,lb_after,ub_before,ub_after,costed,moves_proton
r_2910No1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2911No1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2912No1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2913No1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2914No1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2915No1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2916No1,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2917No1,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2918No1,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2919No1,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2920No1,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2921No1,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2922No1,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2923No1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2924No1,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2925No1,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2926No1,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2927No1,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2928No1,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2929No1,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2930No1,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2931No1,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2932No1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2933No1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2934No1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2935No1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2936No1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2937No1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2938No1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2939No1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2940No1,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2941No1,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2942No1,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2943No1,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2944No1,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2945No1,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2946No1,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2947No1,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2948No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2949No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2950No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2951No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2952No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2953No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2954No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2955No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2956No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2957No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2958No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2959No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2960No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2961No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2962No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2963No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2964No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2965No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2966No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2967No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2968No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2969No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2970No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2971No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2972No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2973No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2974No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2975No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2976No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2977No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2978No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2979No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2980No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2981No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2982No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2983No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2984No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2985No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2986No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2987No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2988No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2989No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2990No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2991No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2992No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2993No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2994No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2995No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2996No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2997No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2998No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_2999No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3000No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3001No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3002No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3003No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3004No1,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3005No1,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3006No1,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3007No1,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3008No1,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3009No1,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3010No1,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3011No1,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,False
r_3022No1,"PC phospholipase B (1-16:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3023No1,"PC phospholipase B (1-16:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3024No1,"PC phospholipase B (1-18:0, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3025No1,"PC phospholipase B (1-18:1, 2-16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3026No1,"PC phospholipase B (1-16:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3027No1,"PC phospholipase B (1-16:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3028No1,"PC phospholipase B (1-18:0, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3029No1,"PC phospholipase B (1-18:1, 2-18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3030No1,"LPC phospholipase B (16:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3031No1,"LPC phospholipase B (16:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3032No1,"LPC phospholipase B (18:0), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3033No1,"LPC phospholipase B (18:1), ER membrane (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3034No1,"PC phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3035No1,"PC phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3036No1,"PC phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3037No1,"PC phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3038No1,"PC phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3039No1,"PC phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3040No1,"PC phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3041No1,"PC phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3042No1,"LPC phospholipase B (16:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3043No1,"LPC phospholipase B (16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3044No1,"LPC phospholipase B (18:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3045No1,"LPC phospholipase B (18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3046No1,"PE phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3046No2,"PE phospholipase B (1-16:0, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3047No1,"PE phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3047No2,"PE phospholipase B (1-16:1, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3048No1,"PE phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3048No2,"PE phospholipase B (1-18:0, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3049No1,"PE phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3049No2,"PE phospholipase B (1-18:1, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3050No1,"PE phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3050No2,"PE phospholipase B (1-16:0, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3051No1,"PE phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3051No2,"PE phospholipase B (1-16:1, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3052No1,"PE phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3052No2,"PE phospholipase B (1-18:0, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3053No1,"PE phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3053No2,"PE phospholipase B (1-18:1, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3054No1,"LPE phospholipase B (16:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3054No2,"LPE phospholipase B (16:0), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3055No1,"LPE phospholipase B (16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3055No2,"LPE phospholipase B (16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3056No1,"LPE phospholipase B (18:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3056No2,"LPE phospholipase B (18:0), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3057No1,"LPE phospholipase B (18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3057No2,"LPE phospholipase B (18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3058No1,"PS phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3058No2,"PS phospholipase B (1-16:0, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3059No1,"PS phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3059No2,"PS phospholipase B (1-16:1, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3060No1,"PS phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3060No2,"PS phospholipase B (1-18:0, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3061No1,"PS phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3061No2,"PS phospholipase B (1-18:1, 2-16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3062No1,"PS phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3062No2,"PS phospholipase B (1-16:0, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3063No1,"PS phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3063No2,"PS phospholipase B (1-16:1, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3064No1,"PS phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3064No2,"PS phospholipase B (1-18:0, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3065No1,"PS phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3065No2,"PS phospholipase B (1-18:1, 2-18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3066No1,"LPS phospholipase B (16:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3066No2,"LPS phospholipase B (16:0), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3067No1,"LPS phospholipase B (16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3067No2,"LPS phospholipase B (16:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3068No1,"LPS phospholipase B (18:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3068No2,"LPS phospholipase B (18:0), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3069No1,"LPS phospholipase B (18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3069No2,"LPS phospholipase B (18:1), cell envelope (No2)",False,True,0.0,0.0,inf,inf,True,True
r_3070No1,"PI phospholipase B (1-16:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3071No1,"PI phospholipase B (1-16:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3072No1,"PI phospholipase B (1-18:0, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3073No1,"PI phospholipase B (1-18:1, 2-16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3074No1,"PI phospholipase B (1-16:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3075No1,"PI phospholipase B (1-16:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3076No1,"PI phospholipase B (1-18:0, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3077No1,"PI phospholipase B (1-18:1, 2-18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3078No1,"LPI phospholipase B (16:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3079No1,"LPI phospholipase B (16:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3080No1,"LPI phospholipase B (18:0), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3081No1,"LPI phospholipase B (18:1), cell envelope (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3082No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3083No1,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3084No1,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3085No1,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm (No1)",False,True,0.0,0.0,inf,inf,True,True
r_3086No1,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm (No1)",False,True,0.0,0.0,inf,inf,True,True
