ion,inner_compartment,outer_compartment,atp_synthase,growth,n_ion_reactions,n_translocating,n_uncosted,n_uncosted_reversible,atp_synthase_draw,redox_translocated,redox_in_compartment,carrier_translocated,carrier_in_compartment,pure_ion_translocated,other_in_compartment,chain_supplies_fraction,chain_supplies_fraction_incl_chemistry,carrier_supplies_fraction,state,model,T_C,sigma,dilution,status
H+,m,c,['r_0226No1'],0.03593920367168154,110,11,15,0,22.599442197655126,21.050944328150546,7.016395605089034,0.02175725007508606,15.008765149508497,0.05964471419828976,0,0.9314807039943115,1.241948349333675,0.0009627339420502844,aerobic_chemostat,ecYeast7_v1.0_batch_minimal_thermo.mat,30.0,0.5,0.1,optimal
