reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,state,model
r_0240No1,r_0240No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.005851756901004656,-0.005851756901004656,2.9425612052730696e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1577 --> s_0803 + s_1207 + s_1578,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1682,r_1682,"cholestenol delta-isomerase, lumped reaction",False,False,False,False,redox,1.0,0.005657044493029789,0.005657044493029789,s_1275 + s_1416 + s_1569 --> s_0662 + s_0794 + 2.0 s_0803 + s_1413,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0364No1,r_0364No1,dUTP diphosphatase (No1),True,False,False,False,carrier,1.0,0.005192330879329774,0.005192330879329774,2.8935185185185186e-05 prot_P33317 + s_0656 + s_0803 --> s_0633 + s_0654 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0735No1,r_0735No1,mevalonate kinase (atp) (No1),True,False,False,False,carrier,1.0,0.004651896423449736,0.004651896423449736,9.746588693957115e-06 prot_P07277 + s_0028 + s_0434 --> s_0019 + s_0394 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0344No1,r_0344No1,dihydrofolate reductase (No1),True,False,False,False,redox,-1.0,0.0031153985275978644,-0.0031153985275978644,1.27420998980632e-06 prot_P07807 + s_0625 + s_0794 + s_1212 --> s_1207 + s_1487,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0326_REVNo1,r_0326_REVNo1,dCMP deaminase (reversible) (No1),True,False,False,False,carrier,1.0,0.0020769323517319093,0.0020769323517319093,1.9841269841269841e-07 prot_P06773 + s_0419 + s_0654 --> s_0589 + s_0794 + s_0803,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0038No1,r_0038No1,"3,4-dihydroxy-2-butanone-4-phosphate synthase (No1)",True,False,False,False,carrier,1.0,0.0017134691901788254,0.0017134691901788254,6.313131313131313e-06 prot_Q99258 + s_0577 --> s_0158 + s_0722 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0525No1,r_0525No1,GTP cyclohydrolase II (No1),True,False,False,False,carrier,2.0,0.0008567345950894127,0.0017134691901788254,6.430041152263375e-07 prot_P38066 + s_0785 + 3.0 s_0803 --> s_0141 + s_0633 + s_0722 + 2.0 s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0014No1,r_0014No1,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase (No1)",True,False,False,False,carrier,-1.0,0.0008567345950894127,-0.0008567345950894127,1.633986928104575e-06 prot_Q12362 + s_0142 + s_0794 + s_0803 --> s_0313 + s_0419,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0015No1,r_0015No1,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH) (No1)",True,False,False,False,redox,-1.0,0.0008567345950894127,-0.0008567345950894127,8.573388203017833e-10 prot_P33312 + s_0141 + s_0794 + s_1212 --> s_0142 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2223,r_2223,fatty acyl-CoA transport via ABC system (C18:0),False,False,False,False,carrier,1.0,0.00025750114990453967,0.00025750114990453967,s_0434 + s_0803 + s_1454 --> s_0394 + s_0794 + s_1322 + s_1457,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1830_REV,r_1830_REV,H+ diffusion (reversible),False,False,False,True,pure_ion_transport,1.0,0.00025750114990453967,0.00025750114990453967,s_0801 --> s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0986No1,r_0986No1,S-adenosyl-methionine delta-24-sterol-c-methyltransferase (No1),True,False,False,False,carrier,1.0,0.00018173158077654212,0.00018173158077654212,0.025252525252525256 prot_P25087 + s_1416 + s_1569 --> s_0700 + s_0794 + s_1413,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0935No1,r_0935No1,porphobilinogen synthase (No1),True,False,False,False,carrier,1.0,3.4615539195531827e-06,3.4615539195531827e-06,1.7253278122843338e-05 prot_P05373 + 2.0 s_0315 --> s_0794 + 2.0 s_0803 + s_1372,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1081No1,r_1081No1,uroporphyrinogen decarboxylase (uroporphyrinogen III) (No1),True,False,False,False,carrier,-4.0,8.653884798882957e-07,-3.4615539195531827e-06,0.0008762705923589204 prot_P32347 + 4.0 s_0794 + s_1558 --> 4.0 s_0456 + s_0538,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0272,arm_r_0272 r_0272No1 r_0272No2 r_0272No3,chitin synthase (arm),True,False,False,False,carrier,3.0,6.53669390267235e-07,1.961008170801705e-06,s_1544 --> pmet_r_0272 ; pmet_r_0272 + 0.0008417508417508417 prot_P29465 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.0008417508417508417 prot_P14180 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.0008417508417508417 prot_P08004 --> s_0509 + s_0794 + s_1538,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0304No1,r_0304No1,coproporphyrinogen oxidase (O2 required) (No1),True,False,False,False,redox,-2.0,8.653884798882957e-07,-1.7307769597765913e-06,1.736111111111111e-05 prot_P11353 + s_0538 + 2.0 s_0794 + s_1275 --> 2.0 s_0456 + 2.0 s_0803 + s_1384,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0760No1,r_0760No1,N-acetylglucosamine-6-phosphate synthase (No1),True,False,False,False,carrier,1.0,6.53669390267235e-07,6.53669390267235e-07,7.3099415204678366e-06 prot_P43577 + s_0373 + s_0412 --> s_0529 + s_0794 + s_1190,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1069No1,r_1069No1,UDP-N-acetylglucosamine diphosphorylase (No1),True,False,False,False,carrier,-1.0,6.53669390267235e-07,-6.53669390267235e-07,7.869058860560277e-05 prot_P43123 + s_0794 + s_1189 + s_1559 --> s_0633 + s_1544,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0486,arm_r_0486 r_0486No1 r_0486No2 r_0486No3,glyceraldehyde-3-phosphate dehydrogenase (arm),True,False,False,False,redox,3.0,33.54758661586506,100.64275984759517,s_0764 + s_1198 + s_1322 --> pmet_r_0486 ; pmet_r_0486 + 1.4570513415003297e-05 prot_P00359 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.6825817035106294e-05 prot_P00360 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.4577147328747388e-05 prot_P00358 --> s_0075 + s_0794 + s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0534,arm_r_0534 r_0534No1 r_0534No2 r_0534No3,hexokinase (D-glucose:ATP) (arm),True,False,False,False,carrier,3.0,18.34013811915205,55.020414357456154,s_0434 + s_0563 --> pmet_r_0534 ; pmet_r_0534 + 1.0305477605106158e-06 prot_P17709 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 1.0518036963356492e-06 prot_P04806 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 2.4273876265373014e-06 prot_P04807 --> s_0394 + s_0568 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0962,arm_r_0962 r_0962No1 r_0962No2,pyruvate kinase (arm),True,False,False,False,carrier,-1.0,33.017876512074146,-33.017876512074146,s_0394 + s_0794 + s_1360 --> pmet_r_0962 ; pmet_r_0962 + 1.2781159410952698e-06 prot_P00549 --> s_0434 + s_1399 ; pmet_r_0962 + 1.3859441801225086e-06 prot_P52489 --> s_0434 + s_1399,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0959,arm_r_0959 r_0959No1 r_0959No2 r_0959No3,pyruvate decarboxylase (arm),True,False,False,False,carrier,-1.0,31.37516964788008,-31.37516964788008,s_0794 + s_1399 --> pmet_r_0959 ; pmet_r_0959 + 4.5550158958339185e-06 prot_P26263 --> s_0359 + s_0456 ; pmet_r_0959 + 4.555015894034981e-06 prot_P06169 --> s_0359 + s_0456 ; pmet_r_0959 + 4.5550158940266865e-06 prot_P16467 --> s_0359 + s_0456,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_2115,arm_r_2115 r_2115No1 r_2115No2,"alcohol dehydrogenase, (acetaldehyde to ethanol) (arm)",True,False,False,False,redox,-1.0,31.30612739935747,-31.30612739935747,s_0359 + s_0794 + s_1203 --> pmet_r_2115 ; pmet_r_2115 + 1.101457719143588e-07 prot_P38113 --> s_0680 + s_1198 ; pmet_r_2115 + 0.007809255700034848 prot_P00330 --> s_0680 + s_1198,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_4041,r_4041,yeast 8 biomass pseudoreaction,False,False,False,False,carrier,56.11513795608944,0.3776020700959112,21.189192255937012,0.642498942709614 s_0001 + 0.21466987951807232 s_0004 + 0.5727840199750311 s_0404 + 0.046 s_0423 + 0.20062421972534333 s_0428 + 0.12696629213483146 s_0430 + 0.37141073657927587 s_0432 + 56.11513795608944 s_0434 + 7.553479223014507e-07 s_0509 + 0.0447 s_0526 + 0.008239700374531835 s_0542 + 0.0036 s_0,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0887No1,r_0887No1,phosphofructokinase (s7p) (No1),True,False,False,False,carrier,1.0,17.060067594378314,17.060067594378314,4.3982877593535264e-07 prot_P16861 + 4.790489423801316e-07 prot_P16862 + s_0434 + s_1427 --> s_0394 + s_0794 + s_1426,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2129,r_2129,proton leak,False,False,False,True,pure_ion_transport,-1.0,14.699333441091769,-14.699333441091769,s_0794 --> s_0799,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0439No1,r_0439No1,r_0439No1,True,False,False,True,redox,2.532,3.3782063850981667,8.553618567068558,7.173624183775288e-06 prot_P00127 + 2.9487094365216446e-06 prot_P00128 + 2.923173231255733e-06 prot_P00163 + 3.274116340477677e-06 prot_P07143 + 2.795903827582197e-06 prot_P07256 + 3.503977459825009e-06 prot_P07257 + 2.696726042433732e-06 prot_P08067 + 5.42880337705922e-06 prot_P08525 + 1.5984398060,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0438No1,r_0438No1,r_0438No1,True,False,False,True,redox,0.633,8.549698729727467,5.4119592959174865,4.885897092924271e-07 prot_P00401 + 4.4362131184722823e-07 prot_P00410 + 5.197793920817589e-07 prot_P00420 + 6.228795970703263e-07 prot_P00425 + 5.201866826435638e-07 prot_P00427 + 4.4474827602678027e-07 prot_P04037 + 1.5214189055049475e-06 prot_P04039 + 1.122307571518344e-06 prot_P07255 + 7.8635112,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0568No1,r_0568No1,inorganic diphosphatase (No1),True,False,False,False,carrier,1.0,3.0302300788480885,3.0302300788480885,1.904346572081622e-06 prot_P00817 + s_0633 + s_0803 --> s_0794 + 2.0 s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0958,arm_r_0958 r_0958No1 r_0958No2,pyruvate carboxylase (arm),True,False,False,False,carrier,2.0,1.3462607515536946,2.6925215031073892,s_0434 + s_0445 + s_1399 --> pmet_r_0958 ; pmet_r_0958 + 4.942048158520347e-06 prot_P32327 --> s_0394 + s_0794 + s_1271 + s_1322 ; pmet_r_0958 + 4.803235950123343e-06 prot_P11154 --> s_0394 + s_0794 + s_1271 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0091,arm_r_0091 r_0091No1 r_0091No2,6-phosphogluconolactonase (arm),True,False,False,False,carrier,2.0,1.3164644889488408,2.6329289778976817,s_0335 + s_0803 --> pmet_r_0091 ; pmet_r_0091 + 2.8821487764833698e-05 prot_P53315 --> s_0340 + s_0794 ; pmet_r_0091 + 2.9652286331915094e-05 prot_P38858 --> s_0340 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0471,arm_r_0471 r_0471No1 r_0471No2,glutamate dehydrogenase (NADP) (arm),True,False,False,False,redox,-1.0,2.283561498237829,-2.283561498237829,s_0180 + s_0419 + s_0794 + s_1212 --> pmet_r_0471 ; pmet_r_0471 + 1.0734737880047261e-08 prot_P39708 --> s_0803 + s_0991 + s_1207 ; pmet_r_0471 + 1.2561669627683132e-08 prot_P07262 --> s_0803 + s_0991 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0770,arm_r_0770 r_0770No1 r_0770No2,"NADH dehydrogenase, cytosolic/mitochondrial (arm)",True,False,False,False,redox,-1.0,2.074572656995798,-2.074572656995798,s_0794 + s_1203 + s_1537 --> pmet_r_0770 ; pmet_r_0770 + 6.430772790133023e-07 prot_Q07500 --> s_1198 + s_1535 ; pmet_r_0770 + 6.430771128025181e-07 prot_P40215 --> s_1198 + s_1535,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
NGAM,NGAM,NGAM,False,False,False,False,carrier,1.0,1.6838341960517724,1.6838341960517724,s_0434 + s_0803 --> s_0394 + s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1667,r_1667,bicarbonate formation,False,False,False,False,carrier,1.0,1.5245363582741187,1.5245363582741187,s_0456 + s_0803 --> s_0445 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0466No1,r_0466No1,glucose 6-phosphate dehydrogenase (No1),True,False,False,False,redox,1.0,1.3164644889488408,1.3164644889488408,5.689697237116549e-07 prot_P11412 + s_0568 + s_1207 --> s_0335 + s_0794 + s_1212,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2034,r_2034,pyruvate transport,False,False,False,True,carrier,-1.0,0.9901927990610206,-0.9901927990610206,s_0794 + s_1399 --> s_0799 + s_1401,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0553No1,r_0553No1,hydroxyacylglutathione hydrolase (No1),True,False,False,False,carrier,1.0,0.8966429797655664,0.8966429797655664,3.7365453692460825e-07 prot_Q05584 + s_0033 + s_0803 --> s_0025 + s_0750 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0714_REVNo1,r_0714_REVNo1,"malate dehydrogenase, cytoplasmic (reversible) (No1)",True,False,False,False,redox,-1.0,0.5934053820351036,-0.5934053820351036,2.5292341203777913e-09 prot_P22133 + s_0794 + s_1203 + s_1271 --> s_0066 + s_1198,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0510,arm_r_0510 r_0510No1 r_0510No2 r_0510No3 r_0510No4,glycogen (starch) synthase (arm),True,False,False,False,carrier,4.0,0.14788705692525458,0.5915482277010183,s_0803 + s_1543 --> pmet_r_0510 ; pmet_r_0510 + 1.7963529426748388e-06 prot_P23337 + 1.7965020456537116e-06 prot_P47011 --> s_0773 + s_0794 + s_1538 ; pmet_r_0510 + 1.4953007927664717e-06 prot_P23337 + 1.4953014696783983e-06 prot_P36143 --> s_0773 + s_0794 + s_1538 ; pmet_r_0510 + 1.7105484535805569,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0891,arm_r_0891 r_0891No1 r_0891No2,phosphoglycerate dehydrogenase (arm),True,False,False,False,redox,2.0,0.28052102232686466,0.5610420446537293,s_0260 + s_1198 --> pmet_r_0891 ; pmet_r_0891 + 1.0194348840906712e-07 prot_P40054 --> s_0258 + s_0794 + s_1203 ; pmet_r_0891 + 1.0194348840906712e-07 prot_P40510 --> s_0258 + s_0794 + s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0005,arm_r_0005 r_0005No1 r_0005No2,"1,3-beta-glucan synthase (arm)",True,False,False,False,carrier,2.0,0.2426089308015845,0.485217861603169,s_1543 --> pmet_r_0005 ; pmet_r_0005 + 2.1260381648628817e-05 prot_P40989 --> s_0001 + s_0794 + s_1538 ; pmet_r_0005 + 2.1472031686759838e-05 prot_P38631 --> s_0001 + s_0794 + s_1538,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1084No1,r_1084No1,UTP-glucose-1-phosphate uridylyltransferase (No1),True,False,False,False,carrier,-1.0,0.4782299485951291,-0.4782299485951291,1.1390719938672359e-05 prot_P32861 + s_0567 + s_0794 + s_1559 --> s_0633 + s_1543,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0250,arm_r_0250 r_0250No1 r_0250No2,carbamoyl-phosphate synthase (glutamine-hydrolysing) (arm),True,False,False,False,carrier,4.0,0.11751890963227443,0.47007563852909773,2.0 s_0434 + s_0445 + s_0803 + s_0999 --> pmet_r_0250 ; pmet_r_0250 + 1.1562169456680397e-07 prot_P03965 + 1.3530830310505718e-07 prot_P07258 --> 2.0 s_0394 + s_0455 + 2.0 s_0794 + s_0991 + s_1322 ; pmet_r_0250 + 6.911134228694532e-07 prot_P07259 --> 2.0 s_0394 + s_0455 + 2.0 s_0794 + s_0991 + s_132,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0916,arm_r_0916 r_0916No1 r_0916No2 r_0916No3,phosphoribosylpyrophosphate synthetase (arm),True,False,False,False,carrier,3.0,0.12378445936713076,0.37135337810139224,s_0434 + s_1408 --> pmet_r_0916 ; pmet_r_0916 + 4.886797407571193e-06 prot_P38063 + 5.29893255845234e-06 prot_Q12265 --> s_0423 + s_0794 + s_1386 ; pmet_r_0916 + 4.88682590850015e-06 prot_P38620 + 5.29893255845234e-06 prot_Q12265 --> s_0423 + s_0794 + s_1386 ; pmet_r_0916 + 4.886665512922225e-06 pro,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0476No1,r_0476No1,glutamine synthetase (No1),True,False,False,False,carrier,1.0,0.35319915920117584,0.35319915920117584,2.266221872682062e-06 prot_P32288 + s_0419 + s_0434 + s_0991 --> s_0394 + s_0794 + s_0999 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0722No1,r_0722No1,mannose-1-phosphate guanylyltransferase (No1),True,False,False,False,carrier,-1.0,0.23058745676508766,-0.23058745676508766,1.5702828101054632e-06 prot_P41940 + s_0573 + s_0785 + s_0794 --> s_0633 + s_0743,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1825_REV,r_1825_REV,H+ diffusion (reversible),False,False,False,True,pure_ion_transport,1.0,0.2251073179217857,0.2251073179217857,s_0795 --> s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0219No1,r_0219No1,aspartate-semialdehyde dehydrogenase (No1),True,False,False,False,redox,-1.0,0.20497051195718125,-0.20497051195718125,8.57383904883316e-07 prot_P13663 + s_0295 + s_0794 + s_1212 --> s_0978 + s_1207 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0546No1,r_0546No1,homoserine dehydrogenase (NADH) (No1),True,False,False,False,redox,-1.0,0.20497051195718125,-0.20497051195718125,1.362045586188888e-05 prot_P31116 + s_0794 + s_0978 + s_1203 --> s_1014 + s_1198,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0548No1,r_0548No1,homoserine kinase (No1),True,False,False,False,carrier,1.0,0.18106985658406927,0.18106985658406927,6.920849355111192e-06 prot_P17423 + s_0434 + s_1014 --> s_0394 + s_0794 + s_1238,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2140No1,r_2140No1,fatty-acyl-CoA synthase (n-C16:0CoA) (No1),True,False,False,False,redox,-21.0,0.008285266213522172,-0.1739905904839656,0.00018523513119568413 prot_P07149 + 0.0001852346471536803 prot_P19097 + s_0373 + 21.0 s_0794 + 7.0 s_1101 + 14.0 s_1212 --> 7.0 s_0456 + 7.0 s_0529 + 7.0 s_0803 + 14.0 s_1207 + s_1302,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0957No1,r_0957No1,pyrroline-5-carboxylate reductase (No1),True,False,False,False,redox,-2.0,0.07764177396354129,-0.15528354792708257,8.044686278558377e-08 prot_P32263 + s_0118 + 2.0 s_0794 + s_1212 --> s_1035 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1239,r_1239,oxaloacetate transport,False,False,False,True,carrier,-1.0,0.15481515542267466,-0.15481515542267466,s_0794 + s_1271 --> s_0799 + s_1273,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0725No1,r_0725No1,methenyltetrahydrofolate cyclohydrolase (No1),True,False,False,False,carrier,1.0,0.14181188574421866,0.14181188574421866,2.1084674669485216e-06 prot_P07245 + s_0304 + s_0803 --> s_0120 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0029No1,r_0029No1,2-oxo-4-methyl-3-carboxypentanoate decarboxylation (No1),True,False,False,False,carrier,-1.0,0.1397269083351162,-0.1397269083351162,2.6014461374440046e-07 prot_P47176 + s_0010 + s_0794 --> s_0291 + s_0456,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0061No1,r_0061No1,3-isopropylmalate dehydrogenase (No1),True,False,False,False,redox,1.0,0.1397269083351162,0.1397269083351162,1.6407143936637214e-05 prot_P04173 + s_0009 + s_1198 --> s_0010 + s_0794 + s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0173No1,r_0173No1,"aldehyde dehydrogenase (acetaldehyde, NADP) (No1)",True,False,False,False,redox,2.0,0.06904224852261097,0.13808449704522194,1.3982848485580726e-05 prot_P54115 + s_0359 + s_0803 + s_1207 --> s_0362 + 2.0 s_0794 + s_1212,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1027No1,r_1027No1,sulfite reductase (NADPH2) (No1),True,False,False,False,redox,-5.0,0.027011983291505257,-0.1350599164575263,1.971470846504874e-06 prot_P39692 + 1.9008103317371353e-06 prot_P47169 + 5.0 s_0794 + 3.0 s_1212 + s_1469 --> 3.0 s_0803 + s_0841 + 3.0 s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0678No1,r_0678No1,L-aminoadipate-semialdehyde dehydrogenase (NADPH) (No1),True,False,False,False,redox,-1.0,0.1349184924612357,-0.1349184924612357,4.492770656489701e-06 prot_P07702 + 4.660793512486788e-06 prot_P50113 + s_0434 + s_0794 + s_0953 + s_1212 --> s_0423 + s_0633 + s_0959 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0988No1,r_0988No1,"saccharopine dehydrogenase (NAD, L-lysine forming) (No1)",True,False,False,False,redox,1.0,0.1349184924612357,0.1349184924612357,1.6359039836032958e-05 prot_P38998 + s_0803 + s_1038 + s_1198 --> s_0180 + s_0794 + s_1025 + s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0989No1,r_0989No1,"saccharopine dehydrogenase (NADP, L-glutamate forming) (No1)",True,False,False,False,redox,-1.0,0.1349184924612357,-0.1349184924612357,8.471071167185474e-08 prot_P38999 + s_0794 + s_0959 + s_0991 + s_1212 --> s_0803 + s_1038 + s_1207,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0996No1,r_0996No1,shikimate dehydrogenase (No1),True,False,False,False,redox,-1.0,0.12459454073202163,-0.12459454073202163,8.582677025850916e-07 prot_P08566 + s_0211 + s_0794 + s_1212 --> s_1207 + s_1429,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0997No1,r_0997No1,shikimate kinase (No1),True,False,False,False,carrier,1.0,0.12459454073202163,0.12459454073202163,6.597431639030259e-07 prot_P08566 + s_0434 + s_1429 --> s_0261 + s_0394 + s_0794,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0883,arm_r_0883 r_0883No1 r_0883No2,phosphoadenylyl-sulfate reductase (thioredoxin) (arm),True,False,False,False,carrier,4.0,0.027011983291505257,0.10804793316602103,s_0201 + s_1616 --> pmet_r_0883 ; pmet_r_0883 + 9.191543127407482e-05 prot_P18408 + 0.00010631488050611783 prot_P22803 --> s_0390 + 2.0 s_0794 + s_1469 + s_1620 ; pmet_r_0883 + 9.191543127407482e-05 prot_P18408 + 9.681026165651273e-05 prot_P22217 --> s_0390 + 2.0 s_0794 + s_1469 + s_1620,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0153No1,r_0153No1,adenylosuccinate synthase (No1),True,False,False,False,carrier,2.0,0.049983765856975386,0.09996753171395077,5.919147526253618e-05 prot_P80210 + s_0785 + s_0849 + s_0973 --> s_0393 + s_0739 + 2.0 s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0211,arm_r_0211 r_0211No1 r_0211No2,asparagine synthase (glutamine-hydrolysing) (arm),True,False,False,False,carrier,2.0,0.047942734742514564,0.09588546948502913,s_0434 + s_0803 + s_0973 + s_0999 --> pmet_r_0211 ; pmet_r_0211 + 4.8770217909154285e-05 prot_P49090 --> s_0423 + s_0633 + s_0794 + s_0969 + s_0991 ; pmet_r_0211 + 5.0584307980636574e-05 prot_P49089 --> s_0423 + s_0633 + s_0794 + s_0969 + s_0991,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0536No1,r_0536No1,histidinol dehydrogenase (No1),True,False,False,False,redox,3.0,0.03125470318022336,0.09376410954067008,8.067731703767277e-06 prot_P00815 + s_0803 + s_1010 + 2.0 s_1198 --> 3.0 s_0794 + s_1006 + 2.0 s_1203,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1244,r_1244,phosphate transport,False,False,False,True,carrier,1.0,0.08215582667946927,0.08215582667946927,s_0796 + s_1324 --> s_0794 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0006,r_0006,"1,6-beta-glucan synthase",False,False,False,False,carrier,1.0,0.08105979089326396,0.08105979089326396,s_1543 --> s_0004 + s_0794 + s_1538,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1887,r_1887,L-glutamate 5-semialdehyde dehydratase,False,False,False,False,carrier,1.0,0.07764177396354129,0.07764177396354129,s_0997 --> s_0118 + s_0794 + s_0803,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0473No1,r_0473No1,glutamate-5-semialdehyde dehydrogenase (No1),True,False,False,False,redox,-1.0,0.07764177396354129,-0.07764177396354129,6.898033581105867e-07 prot_P54885 + s_0794 + s_0986 + s_1212 --> s_0997 + s_1207 + s_1322,aerobic_etcpy_30C,ecYeast7_v1.0_batch_minimal_thermo.mat
