reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,state,model
r_0938No1,r_0938No1,prephenate dehydratase (No1),True,False,False,False,carrier,-1.0,0.01621898143214785,-0.01621898143214785,1.4377731769036117e-07 prot_P32452 + s_0794 + s_1377 --> s_0456 + s_0803 + s_0951,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0080,arm_r_0080 r_0080No1 r_0080No2,"5,10-methylenetetrahydrofolate reductase (NADPH) (arm)",True,False,False,False,redox,-2.0,0.008053203582850258,-0.016106407165700515,s_0306 + 2.0 s_0794 + s_1212 --> pmet_r_0080 ; pmet_r_0080 + 1.7361111111111112e-06 prot_P53128 --> s_0322 + s_1207 ; pmet_r_0080 + 1.7361111111111112e-06 prot_P46151 --> s_0322 + s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0109No1,r_0109No1,"acetyl-CoA carboxylase, reaction (No1)",True,False,False,False,carrier,1.0,0.01547161817647141,0.01547161817647141,7.71604938271605e-10 prot_P48445 + 7.71604938271605e-10 prot_Q00955 + s_0373 + s_0434 + s_0445 --> s_0394 + s_0794 + s_1101 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0565,arm_r_0565 r_0565No1 r_0565No2 r_0565No3,IMP dehydrogenase (arm),True,False,False,False,redox,3.0,0.004791974980134133,0.014375924940402398,s_0803 + s_0849 + s_1198 --> pmet_r_0565 ; pmet_r_0565 + 0.0006944444444444445 prot_P38697 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.0006944444444444445 prot_P50095 --> s_0794 + s_1203 + s_1565 ; pmet_r_0565 + 0.0006944444444444445 prot_P50094 --> s_0794 + s_1203 + s_1565,batch_pristine,ecYeast7_v1.0_batch.mat
r_0214No1,r_0214No1,aspartate carbamoyltransferase (No1),True,False,False,False,carrier,1.0,0.010730763976570875,0.010730763976570875,6.661337596589396e-07 prot_P07259 + s_0455 + s_0973 --> s_0794 + s_1194 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0821No1,r_0821No1,orotidine-5'-phosphate decarboxylase (No1),True,False,False,False,carrier,-1.0,0.010730763976570875,-0.010730763976570875,4.873294346978557e-07 prot_P03962 + s_0794 + s_1270 --> s_0456 + s_1545,batch_pristine,ecYeast7_v1.0_batch.mat
r_0349_REVNo1,r_0349_REVNo1,dihydroorotase (reversible) (No1),True,False,False,False,carrier,-1.0,0.010730763976570875,-0.010730763976570875,1.4245014245014244e-06 prot_P20051 + s_0794 + s_1194 --> s_0061 + s_0803,batch_pristine,ecYeast7_v1.0_batch.mat
r_0079No1,r_0079No1,5'-phosphoribosylformyl glycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.009604324828579635,0.009604324828579635,5.596462713209001e-05 prot_P38972 + s_0301 + s_0434 + s_0803 + s_0999 --> s_0302 + s_0394 + s_0794 + s_0991 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0499No1,r_0499No1,glycinamide ribotide transformylase (No1),True,False,False,False,carrier,1.0,0.009604324828579635,0.009604324828579635,6.944444444444445e-06 prot_P04161 + s_0120 + s_0325 --> s_0301 + s_0794 + s_1487,batch_pristine,ecYeast7_v1.0_batch.mat
r_0908No1,r_0908No1,phosphoribosyl amino imidazolesuccinocarbozamide synthetase (No1),True,False,False,False,carrier,1.0,0.009604324828579635,0.009604324828579635,5.050505050505051e-06 prot_P27616 + s_0434 + s_0973 + s_1364 --> s_0299 + s_0394 + s_0794 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0911No1,r_0911No1,phosphoribosylaminoimidazole-carboxylase (No1),True,False,False,False,carrier,1.0,0.009604324828579635,0.009604324828579635,3.6075036075036075e-06 prot_P21264 + s_0300 + s_0434 + s_0456 + s_0803 --> s_0394 + s_0794 + s_1322 + s_1364,batch_pristine,ecYeast7_v1.0_batch.mat
r_0914No1,r_0914No1,phosphoribosylglycinamidine synthetase (No1),True,False,False,False,carrier,1.0,0.009604324828579635,0.009604324828579635,0.0002777777777777778 prot_P07244 + s_0327 + s_0434 + s_1003 --> s_0325 + s_0394 + s_0794 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0514No1,r_0514No1,GMP synthase (No1),True,False,False,False,carrier,2.0,0.004791974980134133,0.009583949960268266,9.107468123861566e-05 prot_P38625 + s_0434 + s_0803 + s_0999 + s_1565 --> s_0423 + s_0633 + s_0782 + 2.0 s_0794 + s_0991,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_1038,arm_r_1038 r_1038No1 r_1038No2 r_1038No3,thioredoxin reductase (NADPH) (arm),True,False,False,False,redox,-1.0,0.008104887868468089,-0.008104887868468089,s_0794 + s_1212 + s_1620 --> pmet_r_1038 ; pmet_r_1038 + 8.341675008341675e-06 prot_P22803 + 8.341675008341675e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 8.341675008341675e-06 prot_P22217 + 8.341675008341675e-06 prot_P29509 --> s_1207 + s_1616 ; pmet_r_1038 + 8.341675008341675e-06 prot_P295,batch_pristine,ecYeast7_v1.0_batch.mat
r_0727No1,r_0727No1,methionine synthase (No1),True,False,False,False,carrier,1.0,0.008053203582850258,0.008053203582850258,0.0008417508417508417 prot_P05694 + s_0322 + s_1012 --> s_0794 + s_1029 + s_1487,batch_pristine,ecYeast7_v1.0_batch.mat
r_0563No1,r_0563No1,Imidazole-glycerol-3-phosphate synthase (No1),True,False,False,False,carrier,1.0,0.008030757796500393,0.008030757796500393,2.012882447665056e-06 prot_P33734 + s_0312 + s_0999 --> s_0403 + s_0550 + s_0794 + s_0991,batch_pristine,ecYeast7_v1.0_batch.mat
r_0910No1,r_0910No1,phosphoribosyl-ATP pyrophosphatase (No1),True,False,False,False,carrier,1.0,0.008030757796500393,0.008030757796500393,7.936507936507936e-06 prot_P00815 + s_0326 + s_0803 --> s_0078 + s_0633 + s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0558,arm_r_0558 r_0558No1 r_0558No2,hydroxymethylglutaryl CoA reductase (arm),True,False,False,False,redox,-2.0,0.003987943867350741,-0.007975887734701481,s_0218 + 2.0 s_0794 + 2.0 s_1212 --> pmet_r_0558 ; pmet_r_0558 + 0.005335633290076822 prot_P12684 --> s_0028 + s_0529 + 2.0 s_1207 ; pmet_r_0558 + 0.005338696015041834 prot_P12683 --> s_0028 + s_0529 + 2.0 s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0154No1,r_0154No1,adenylyl-sulfate kinase (No1),True,False,False,False,carrier,1.0,0.006940609679328394,0.006940609679328394,6.313131313131312e-05 prot_Q02196 + s_0298 + s_0434 --> s_0201 + s_0394 + s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
r_0813No1,r_0813No1,O-acetylhomoserine (thiol)-lyase (No1),True,False,False,False,carrier,1.0,0.006940609679328394,0.006940609679328394,2.3148148148148147e-05 prot_P06106 + s_0841 + s_1233 --> s_0362 + s_0794 + s_1012,batch_pristine,ecYeast7_v1.0_batch.mat
r_1026No1,r_1026No1,sulfate adenylyltransferase (ADP) (No1),True,False,False,False,carrier,-1.0,0.006940609679328394,-0.006940609679328394,9.259259259259259e-05 prot_P16550 + s_0394 + s_0794 + s_1467 --> s_0298 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0736No1,r_0736No1,mevalonate kinase (ctp) (No1),True,False,False,False,carrier,1.0,0.003987943867350741,0.003987943867350741,9.746588693957115e-06 prot_P07277 + s_0028 + s_0539 --> s_0019 + s_0467 + s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
r_0203No1,r_0203No1,anthranilate synthase (No1),True,False,False,False,carrier,1.0,0.0034400229475205304,0.0034400229475205304,7.25268349289237e-07 prot_P00899 + 7.25268349289237e-07 prot_P00937 + s_0515 + s_0999 --> s_0427 + s_0794 + s_0991 + s_1399,batch_pristine,ecYeast7_v1.0_batch.mat
r_0566No1,r_0566No1,indole-3-glycerol-phosphate synthase (No1),True,False,False,False,carrier,-1.0,0.0034400229475205304,-0.0034400229475205304,2.5025025025025026e-05 prot_P00937 + s_0076 + s_0794 --> s_0086 + s_0456 + s_0803,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0195,arm_r_0195 r_0195No1 r_0195No2,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) (arm)",True,False,False,False,carrier,2.0,0.0017148984667377503,0.0034297969334755006,s_0568 + s_1543 --> pmet_r_0195 ; pmet_r_0195 + 1.9025875190258754e-05 prot_P31688 + 1.9025875190258754e-05 prot_P38427 + 1.9025875190258754e-05 prot_Q00764 --> s_0409 + s_0794 + s_1538 ; pmet_r_0195 + 1.9025875190258754e-05 prot_P31688 + 1.9025875190258754e-05 prot_P38426 + 1.9025875190258754e-05 p,batch_pristine,ecYeast7_v1.0_batch.mat
r_0792No1,r_0792No1,nucleoside diphosphatase (No1),True,False,False,False,carrier,1.0,0.0034064050163378212,0.0034064050163378212,9.200986345736263e-08 prot_P40009 + s_0467 + s_0803 --> s_0526 + s_0794 + s_1322,batch_pristine,ecYeast7_v1.0_batch.mat
r_0241No1,r_0241No1,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol) (No1)",True,False,False,False,redox,-3.0,0.0006560707595802182,-0.0019682122787406547,8.82768361581921e-06 prot_P53045 + s_0122 + 3.0 s_0794 + 3.0 s_1212 + 3.0 s_1275 --> s_0297 + 4.0 s_0803 + 3.0 s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0142No1,r_0142No1,adenosine kinase (No1),True,False,False,False,carrier,1.0,0.0019120358561146636,0.0019120358561146636,1.0893246187363834e-05 prot_P47143 + s_0386 + s_0434 --> s_0394 + s_0423 + s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
r_0317No1,r_0317No1,cytochrome P450 lanosterol 14-alpha-demethylase (NADP) (No1),True,False,False,False,redox,-2.0,0.0006615040577962034,-0.0013230081155924068,8.82768361581921e-06 prot_P10614 + 8.82768361581921e-06 prot_P16603 + 2.0 s_0794 + s_1059 + 3.0 s_1212 + 3.0 s_1275 --> s_0262 + s_0722 + 4.0 s_0803 + 3.0 s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0491,arm_r_0491 r_0491No1 r_0491No2,glycerol-3-phosphate dehydrogenase (NAD) (arm),True,False,False,False,redox,-1.0,0.0009299309946506139,-0.0009299309946506139,s_0629 + s_0794 + s_1203 --> pmet_r_0491 ; pmet_r_0491 + 2.4582104228121927e-06 prot_Q00055 --> s_0767 + s_1198 ; pmet_r_0491 + 2.4582104228121927e-06 prot_P41911 --> s_0767 + s_1198,batch_pristine,ecYeast7_v1.0_batch.mat
r_1012No1,r_1012No1,squalene synthase (No1),True,False,False,False,redox,-1.0,0.0006646087996339092,-0.0006646087996339092,0.00016835016835016836 prot_P29704 + 2.0 s_0190 + s_0794 + s_1212 --> 2.0 s_0633 + s_1207 + s_1447,batch_pristine,ecYeast7_v1.0_batch.mat
r_0231No1,r_0231No1,C-14 sterol reductase (No1),True,False,False,False,redox,-1.0,0.0006615040577962034,-0.0006615040577962034,2.1334698754053596e-06 prot_P32462 + s_0262 + s_0794 + s_1212 --> s_0122 + s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0234No1,r_0234No1,C-3 sterol dehydrogenase (No1),True,False,False,False,redox,1.0,0.0006560707595802182,0.0006560707595802182,2.3303504847129008e-08 prot_P53199 + s_1207 + s_1578 --> s_0456 + s_0794 + s_1212 + s_1579,batch_pristine,ecYeast7_v1.0_batch.mat
r_0235No1,r_0235No1,C-3 sterol dehydrogenase (4-methylzymosterol) (No1),True,False,False,False,redox,1.0,0.0006560707595802182,0.0006560707595802182,2.3303504847129008e-08 prot_P53199 + s_0297 + s_1198 --> s_0209 + s_0456 + s_0794 + s_1203,batch_pristine,ecYeast7_v1.0_batch.mat
r_0236No1,r_0236No1,C-3 sterol keto reductase (4-methylzymosterol) (No1),True,False,False,False,redox,-1.0,0.0006560707595802182,-0.0006560707595802182,0.000380517503805175 prot_Q12452 + s_0209 + s_0794 + s_1212 --> s_0296 + s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0237No1,r_0237No1,C-3 sterol keto reductase (zymosterol) (No1),True,False,False,False,redox,-1.0,0.0006560707595802182,-0.0006560707595802182,0.000380517503805175 prot_Q12452 + s_0794 + s_1212 + s_1579 --> s_1207 + s_1569,batch_pristine,ecYeast7_v1.0_batch.mat
r_0238No1,r_0238No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0006560707595802182,-0.0006560707595802182,2.9425612052730696e-06 prot_P53045 + s_0296 + s_0794 + s_1212 + s_1275 --> s_0803 + s_1207 + s_1576,batch_pristine,ecYeast7_v1.0_batch.mat
r_0239No1,r_0239No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0006560707595802182,-0.0006560707595802182,2.9425612052730696e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1576 --> 2.0 s_0803 + s_1207 + s_1577,batch_pristine,ecYeast7_v1.0_batch.mat
r_0240No1,r_0240No1,C-4 methyl sterol oxidase (No1),True,False,False,False,redox,-1.0,0.0006560707595802182,-0.0006560707595802182,2.9425612052730696e-06 prot_P53045 + s_0794 + s_1212 + s_1275 + s_1577 --> s_0803 + s_1207 + s_1578,batch_pristine,ecYeast7_v1.0_batch.mat
r_1682,r_1682,"cholestenol delta-isomerase, lumped reaction",False,False,False,False,redox,1.0,0.0006342405435338489,0.0006342405435338489,s_1275 + s_1416 + s_1569 --> s_0662 + s_0794 + 2.0 s_0803 + s_1413,batch_pristine,ecYeast7_v1.0_batch.mat
r_3525,r_3525,"H+ transport, cytoplasm-ER membrane",False,False,False,True,pure_ion_transport,-1.0,0.0004887290750502572,-0.0004887290750502572,s_0794 --> s_2783,batch_pristine,ecYeast7_v1.0_batch.mat
r_0326No1,r_0326No1,dCMP deaminase (No1),True,False,False,False,carrier,-1.0,0.0003492834567419085,-0.0003492834567419085,1.9841269841269841e-07 prot_P06773 + s_0589 + s_0794 + s_0803 --> s_0419 + s_0654,batch_pristine,ecYeast7_v1.0_batch.mat
r_0344No1,r_0344No1,dihydrofolate reductase (No1),True,False,False,False,redox,-1.0,0.0003492834567419085,-0.0003492834567419085,1.27420998980632e-06 prot_P07807 + s_0625 + s_0794 + s_1212 --> s_1207 + s_1487,batch_pristine,ecYeast7_v1.0_batch.mat
r_0038No1,r_0038No1,"3,4-dihydroxy-2-butanone-4-phosphate synthase (No1)",True,False,False,False,carrier,1.0,0.00019210590120804968,0.00019210590120804968,6.313131313131313e-06 prot_Q99258 + s_0577 --> s_0158 + s_0722 + s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
r_0525No1,r_0525No1,GTP cyclohydrolase II (No1),True,False,False,False,carrier,2.0,9.605295060402484e-05,0.00019210590120804968,6.430041152263375e-07 prot_P38066 + s_0785 + 3.0 s_0803 --> s_0141 + s_0633 + s_0722 + 2.0 s_0794,batch_pristine,ecYeast7_v1.0_batch.mat
r_0014No1,r_0014No1,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase (No1)",True,False,False,False,carrier,-1.0,9.605295060402484e-05,-9.605295060402484e-05,1.633986928104575e-06 prot_Q12362 + s_0142 + s_0794 + s_0803 --> s_0313 + s_0419,batch_pristine,ecYeast7_v1.0_batch.mat
r_0015No1,r_0015No1,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH) (No1)",True,False,False,False,redox,-1.0,9.605295060402484e-05,-9.605295060402484e-05,8.573388203017833e-10 prot_P33312 + s_0141 + s_0794 + s_1212 --> s_0142 + s_1207,batch_pristine,ecYeast7_v1.0_batch.mat
r_0986No1,r_0986No1,S-adenosyl-methionine delta-24-sterol-c-methyltransferase (No1),True,False,False,False,carrier,1.0,2.0374868309944662e-05,2.0374868309944662e-05,0.025252525252525256 prot_P25087 + s_1416 + s_1569 --> s_0700 + s_0794 + s_1413,batch_pristine,ecYeast7_v1.0_batch.mat
r_0935No1,r_0935No1,porphobilinogen synthase (No1),True,False,False,False,carrier,1.0,3.8809272971323163e-07,3.8809272971323163e-07,1.7253278122843338e-05 prot_P05373 + 2.0 s_0315 --> s_0794 + 2.0 s_0803 + s_1372,batch_pristine,ecYeast7_v1.0_batch.mat
r_1081No1,r_1081No1,uroporphyrinogen decarboxylase (uroporphyrinogen III) (No1),True,False,False,False,carrier,-4.0,9.702318242830791e-08,-3.8809272971323163e-07,0.0008762705923589204 prot_P32347 + 4.0 s_0794 + s_1558 --> 4.0 s_0456 + s_0538,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0272,arm_r_0272 r_0272No1 r_0272No2 r_0272No3,chitin synthase (arm),True,False,False,False,carrier,3.0,7.328625926229701e-08,2.1985877778689104e-07,s_1544 --> pmet_r_0272 ; pmet_r_0272 + 0.0008417508417508417 prot_P29465 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.0008417508417508417 prot_P14180 --> s_0509 + s_0794 + s_1538 ; pmet_r_0272 + 0.0008417508417508417 prot_P08004 --> s_0509 + s_0794 + s_1538,batch_pristine,ecYeast7_v1.0_batch.mat
r_0304No1,r_0304No1,coproporphyrinogen oxidase (O2 required) (No1),True,False,False,False,redox,-2.0,9.702318242830791e-08,-1.9404636485661581e-07,1.736111111111111e-05 prot_P11353 + s_0538 + 2.0 s_0794 + s_1275 --> 2.0 s_0456 + 2.0 s_0803 + s_1384,batch_pristine,ecYeast7_v1.0_batch.mat
r_0760_REVNo1,r_0760_REVNo1,N-acetylglucosamine-6-phosphate synthase (reversible) (No1),True,False,False,False,carrier,-1.0,-7.328625926229701e-08,7.328625926229701e-08,7.3099415204678366e-06 prot_P43577 + s_0529 + s_0794 + s_1190 --> s_0373 + s_0412,batch_pristine,ecYeast7_v1.0_batch.mat
r_1069_REVNo1,r_1069_REVNo1,UDP-N-acetylglucosamine diphosphorylase (reversible) (No1),True,False,False,False,carrier,1.0,-7.328625926229701e-08,-7.328625926229701e-08,3.306878306878307e-05 prot_P43123 + s_0633 + s_1544 --> s_0794 + s_1189 + s_1559,batch_pristine,ecYeast7_v1.0_batch.mat
arm_r_0486,arm_r_0486 r_0486No1 r_0486No2 r_0486No3,glyceraldehyde-3-phosphate dehydrogenase (arm),True,False,False,False,redox,3.0,73.7253524910903,221.17605747327093,s_0764 + s_1198 + s_1322 --> pmet_r_0486 ; pmet_r_0486 + 1.1246063877642825e-05 prot_P00359 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.1246063877642825e-05 prot_P00360 --> s_0075 + s_0794 + s_1203 ; pmet_r_0486 + 1.1246063877642825e-05 prot_P00358 --> s_0075 + s_0794 + s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0534,arm_r_0534 r_0534No1 r_0534No2 r_0534No3,hexokinase (D-glucose:ATP) (arm),True,False,False,False,carrier,3.0,40.452425514710676,121.35727654413202,s_0434 + s_0563 --> pmet_r_0534 ; pmet_r_0534 + 1.013787510137875e-06 prot_P17709 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 1.013787510137875e-06 prot_P04806 --> s_0394 + s_0568 + s_0794 ; pmet_r_0534 + 2.1924055073226346e-06 prot_P04807 --> s_0394 + s_0568 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0962,arm_r_0962 r_0962No1 r_0962No2,pyruvate kinase (arm),True,False,False,False,carrier,-1.0,72.51136279716555,-72.51136279716555,s_0394 + s_0794 + s_1360 --> pmet_r_0962 ; pmet_r_0962 + 1.1973180076628352e-06 prot_P00549 --> s_0434 + s_1399 ; pmet_r_0962 + 1.1973180076628352e-06 prot_P52489 --> s_0434 + s_1399,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0959,arm_r_0959 r_0959No1 r_0959No2 r_0959No3,pyruvate decarboxylase (arm),True,False,False,False,carrier,-1.0,68.74660696374043,-68.74660696374043,s_0794 + s_1399 --> pmet_r_0959 ; pmet_r_0959 + 4.4802867383512545e-06 prot_P26263 --> s_0359 + s_0456 ; pmet_r_0959 + 4.4802867383512545e-06 prot_P06169 --> s_0359 + s_0456 ; pmet_r_0959 + 4.4802867383512545e-06 prot_P16467 --> s_0359 + s_0456,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_2115,arm_r_2115 r_2115No1 r_2115No2,"alcohol dehydrogenase, (acetaldehyde to ethanol) (arm)",True,False,False,False,redox,-1.0,68.58837592840243,-68.58837592840243,s_0359 + s_0794 + s_1203 --> pmet_r_2115 ; pmet_r_2115 + 7.936507936507937e-08 prot_P38113 --> s_0680 + s_1198 ; pmet_r_2115 + 3.08641975308642e-07 prot_P00330 --> s_0680 + s_1198,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_4041,r_4041,yeast 8 biomass pseudoreaction,False,False,False,False,carrier,56.11513795608944,0.8653884798882957,48.561393934542245,0.642498942709614 s_0001 + 0.21466987951807232 s_0004 + 0.5727840199750311 s_0404 + 0.046 s_0423 + 0.20062421972534333 s_0428 + 0.12696629213483146 s_0430 + 0.37141073657927587 s_0432 + 56.11513795608944 s_0434 + 7.553479223014507e-07 s_0509 + 0.0447 s_0526 + 0.008239700374531835 s_0542 + 0.0036 s_0,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0887No1,r_0887No1,phosphofructokinase (s7p) (No1),True,False,False,False,carrier,1.0,37.51875969740625,37.51875969740625,4.3267566632052614e-07 prot_P16861 + 4.3267566632052614e-07 prot_P16862 + s_0434 + s_1427 --> s_0394 + s_0794 + s_1426,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2129,r_2129,proton leak,False,False,False,True,pure_ion_transport,-1.0,33.68793454635095,-33.68793454635095,s_0794 --> s_0799,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0439No1,r_0439No1,r_0439No1,True,False,False,True,redox,2.532,7.742173891171993,19.603184292447487,2.5252525252525253e-06 prot_P00127 + 2.5252525252525253e-06 prot_P00128 + 2.5252525252525253e-06 prot_P00163 + 2.5252525252525253e-06 prot_P07143 + 2.5252525252525253e-06 prot_P07256 + 2.5252525252525253e-06 prot_P07257 + 2.5252525252525253e-06 prot_P08067 + 2.5252525252525253e-06 prot_P08525 + 2.52,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0438No1,r_0438No1,r_0438No1,True,False,False,True,redox,0.633,19.594200808651507,12.403129111876405,4.0054474084755266e-07 prot_P00401 + 4.0054474084755266e-07 prot_P00410 + 4.0054474084755266e-07 prot_P00420 + 4.0054474084755266e-07 prot_P00425 + 4.0054474084755266e-07 prot_P00427 + 4.0054474084755266e-07 prot_P04037 + 8.010894816951053e-07 prot_P04039 + 4.0054474084755266e-07 prot_P07255 + 4.005,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0568No1,r_0568No1,inorganic diphosphatase (No1),True,False,False,False,carrier,1.0,6.944681741231106,6.944681741231106,1.0683760683760685e-06 prot_P00817 + s_0633 + s_0803 --> s_0794 + 2.0 s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0958,arm_r_0958 r_0958No1 r_0958No2,pyruvate carboxylase (arm),True,False,False,False,carrier,2.0,3.0853605887923385,6.170721177584677,s_0434 + s_0445 + s_1399 --> pmet_r_0958 ; pmet_r_0958 + 4.6296296296296296e-06 prot_P32327 --> s_0394 + s_0794 + s_1271 + s_1322 ; pmet_r_0958 + 4.6296296296296296e-06 prot_P11154 --> s_0394 + s_0794 + s_1271 + s_1322,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0091,arm_r_0091 r_0091No1 r_0091No2,6-phosphogluconolactonase (arm),True,False,False,False,carrier,2.0,3.017073509763846,6.034147019527692,s_0335 + s_0803 --> pmet_r_0091 ; pmet_r_0091 + 2.777777777777778e-05 prot_P53315 --> s_0340 + s_0794 ; pmet_r_0091 + 2.777777777777778e-05 prot_P38858 --> s_0340 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0471,arm_r_0471 r_0471No1 r_0471No2,glutamate dehydrogenase (NADP) (arm),True,False,False,False,redox,-1.0,5.233466578161348,-5.233466578161348,s_0180 + s_0419 + s_0794 + s_1212 --> pmet_r_0471 ; pmet_r_0471 + 9.69555943377933e-09 prot_P39708 --> s_0803 + s_0991 + s_1207 ; pmet_r_0471 + 9.69555943377933e-09 prot_P07262 --> s_0803 + s_0991 + s_1207,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0770,arm_r_0770 r_0770No1 r_0770No2,"NADH dehydrogenase, cytosolic/mitochondrial (arm)",True,False,False,False,redox,-1.0,4.754505921006815,-4.754505921006815,s_0794 + s_1203 + s_1537 --> pmet_r_0770 ; pmet_r_0770 + 5.555555555555555e-07 prot_Q07500 --> s_1198 + s_1535 ; pmet_r_0770 + 5.555555555555555e-07 prot_P40215 --> s_1198 + s_1535,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_1667,r_1667,bicarbonate formation,False,False,False,False,carrier,1.0,3.493932650544449,3.493932650544449,s_0456 + s_0803 --> s_0445 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0466No1,r_0466No1,glucose 6-phosphate dehydrogenase (No1),True,False,False,False,redox,1.0,3.017073509763846,3.017073509763846,4.389661469307487e-07 prot_P11412 + s_0568 + s_1207 --> s_0335 + s_0794 + s_1212,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_2034,r_2034,pyruvate transport,False,False,False,True,carrier,-1.0,2.269324002800355,-2.269324002800355,s_0794 + s_1399 --> s_0799 + s_1401,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0553No1,r_0553No1,hydroxyacylglutathione hydrolase (No1),True,False,False,False,carrier,1.0,2.054926513153761,2.054926513153761,2.837362387924186e-07 prot_Q05584 + s_0033 + s_0803 --> s_0025 + s_0750 + s_0794,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
r_0714_REVNo1,r_0714_REVNo1,"malate dehydrogenase, cytoplasmic (reversible) (No1)",True,False,False,False,redox,-1.0,1.3599665419907394,-1.3599665419907394,2.2843567251461987e-09 prot_P22133 + s_0794 + s_1203 + s_1271 --> s_0066 + s_1198,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0510,arm_r_0510 r_0510No1 r_0510No2 r_0510No3 r_0510No4,glycogen (starch) synthase (arm),True,False,False,False,carrier,4.0,0.3389275788535613,1.3557103154142451,s_0803 + s_1543 --> pmet_r_0510 ; pmet_r_0510 + 1.4726505374890463e-06 prot_P23337 + 1.4726505374890463e-06 prot_P47011 --> s_0773 + s_0794 + s_1538 ; pmet_r_0510 + 1.2258479187817044e-06 prot_P23337 + 1.2258479187817044e-06 prot_P36143 --> s_0773 + s_0794 + s_1538 ; pmet_r_0510 + 1.4777470020118295,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
arm_r_0891,arm_r_0891 r_0891No1 r_0891No2,phosphoglycerate dehydrogenase (arm),True,False,False,False,redox,2.0,0.6428981203055912,1.2857962406111825,s_0260 + s_1198 --> pmet_r_0891 ; pmet_r_0891 + 9.825885312266635e-08 prot_P40054 --> s_0258 + s_0794 + s_1203 ; pmet_r_0891 + 9.825885312266635e-08 prot_P40510 --> s_0258 + s_0794 + s_1203,aerobic_pristine,ecYeast7_v1.0_batch_minimal_thermo.mat
