rxn_id,mw_kDa,kcat_s,source,group
R03772__cyto,35.83,12.4607,dlkcat,Microbial metabolism in diverse environments
R04483__cyto,43.998,20.3279,dlkcat,
R00927__cyto,43.64,0.834,dlkcat,Biosynthesis of antibiotics
R04952__pero,124.995,13.7,default_13.7,Fatty acid biosynthesis
R00719__cyto,86.975,19.7538,dlkcat,Purine metabolism
R03050__mito,49.27,4.8909,dlkcat,
R04949__cyto,91.113333,13.7,default_13.7,
R03659__cyto,72.685,3.7991,dlkcat,Aminoacyl-tRNA biosynthesis
R04911__cyto,28.39,0.2295,dlkcat,Tryptophan metabolism
R04960__pero,124.995,13.7,default_13.7,Fatty acid biosynthesis
R11319__cyto,27.57,54.4371,dlkcat,Thiamine metabolism
R04360__mito,32.805,13.7,default_13.7,Ether lipid metabolism
R00122__cyto,86.975,13.7,default_13.7,Purine metabolism
R07948__cyto,79.676667,8.6275,dlkcat,Non enzymatic
R01354__cyto,71.985,55.1468,dlkcat,Propanoate metabolism
R00330__cyto,16.88,13.7,default_13.7,Purine metabolism
R01082__cyto,52.34,22.9158,dlkcat,Biosynthesis of antibiotics
R00994__cyto,39.53,2.4772,dlkcat,2-Oxocarboxylic acid metabolism
R00335__cyto,86.975,13.7,default_13.7,Purine metabolism
R04360__cyto,32.805,13.7,default_13.7,Ether lipid metabolism
R05069__mito,44.26,2.3527,dlkcat,2-Oxocarboxylic acid metabolism
R09365__cyto,85.98,0.9737,dlkcat,Selenocompound metabolism
R01320__cyto,22.96,13.7,default_13.7,Glycerophospholipid metabolism
R03096__cyto,92.855,7.1768,dlkcat,Tryptophan metabolism
R04957__cyto,124.995,13.7,default_13.7,Fatty acid biosynthesis
R04586__cyto,64.61,13.7,default_13.7,
R01899__cyto,46.51,6.7123,dlkcat,2-Oxocarboxylic acid metabolism
R12026__cyto,50.52,0.2622,dlkcat,Thiamine metabolism
R07238__cyto,50.497692,45.7727,dlkcat,
R07364__cyto,21.31,0.9762,dlkcat,Cysteine and methionine metabolism
R03646__cyto,68.48,0.3128,dlkcat,Aminoacyl-tRNA biosynthesis
R00115__cyto,53.03,502.1556,dlkcat,Glutathione metabolism
R09099__cyto,52.93,5.6209,dlkcat,Microbial metabolism in diverse environments
R11319__mito,27.57,54.4371,dlkcat,Thiamine metabolism
R03992__cyto,85.68625,23.1298,dlkcat,
R00926__cyto,71.985,55.1468,dlkcat,Propanoate metabolism
T_ATP_synthase__mito,43.441429,13.7,default_13.7,Oxidative Phosphorilation
R09366__cyto,42.69,1.4882,dlkcat,Selenocompound metabolism
R02124__cyto,47.4375,54.3616,dlkcat,Retinol metabolism
R00271__cyto,47.045,2.0466,dlkcat,2-Oxocarboxylic acid metabolism
R01579__cyto,49.903333,7.7668,dlkcat,D-Glutamine and D-glutamate metabolism
R08121__cyto,30.31,5.8378,dlkcat,Microbial metabolism in diverse environments
R00156__cyto,16.88,13.7,default_13.7,Pyrimidine metabolism
R03552__cyto,95.320769,10.8345,dlkcat,
R00217__mito,50.194,361.87,dlkcat,Pyruvate metabolism
R02410__cyto,54.23,8.13,dlkcat,Galactose metabolism
R00707__cyto,65.19,8.1925,dlkcat,Arginine and proline metabolism
R01959__cyto,28.39,0.3368,dlkcat,Tryptophan metabolism
R11527__cyto,56.353333,13.7,default_13.7,Glycerolipid metabolism
R00409__pero,61.24,23.3342,dlkcat,Propanoate metabolism
R07892__pero,79.676667,15.3766,dlkcat,alpha-Linolenic acid metabolism
R01201__cyto,62.22,34.5437,dlkcat,Amino sugar and nucleotide sugar metabolism
R10828__cyto,40.94,13.7,default_13.7,Fatty acid elongation
R01858__cyto,55.57,19.9129,dlkcat,Purine metabolism
R04958__cyto,40.94,13.7,default_13.7,Fatty acid biosynthesis
R05071__cyto,44.26,2.1947,dlkcat,2-Oxocarboxylic acid metabolism
R00876__cyto,55.9675,39.6507,dlkcat,
R09375__cyto,45.33,94.5527,dlkcat,Riboflavin metabolism
R01920__cyto,34.62,1.4209,dlkcat,Glutathione metabolism
R00494__mito,63.95,38.4137,dlkcat,Glutathione metabolism
R00217__cyto,50.194,361.87,dlkcat,Pyruvate metabolism
R05064__cyto,52.57,31.243,dlkcat,"Valine, leucine and isoleucine degradation"
R00715__cyto,40.33,0.456,dlkcat,Biosynthesis of antibiotics
R07140__cyto,51.71,23.9695,dlkcat,
R01138__cyto,55.57,16.8793,dlkcat,Purine metabolism
R01641__cyto,72.55,1.3236,dlkcat,Biosynthesis of antibiotics
R05068__mito,44.26,3.1094,dlkcat,2-Oxocarboxylic acid metabolism
R00472__pero,62.32,2.9164,dlkcat,Pyruvate metabolism
R00875__cyto,40.73,3.8054,dlkcat,Fructose and mannose metabolism
R03875__cyto,88.716667,13.7,default_13.7,Lysine degradation
R00274__cyto,18.28,278.8306,dlkcat,Glutathione metabolism
R00714__cyto,98.365,4.704,dlkcat,"Alanine, aspartate and glutamate metabolism"
R03655__cyto,57.44,13.2446,dlkcat,Aminoacyl-tRNA biosynthesis
R00158__cyto,59.4,13.7,default_13.7,Pyrimidine metabolism
R03435__cyto,63.836667,13.7,default_13.7,Inositol phosphate metabolism
R07136__cyto,34.41,706.2028,dlkcat,Cysteine and methionine metabolism
R01139__cyto,55.9675,33.7609,dlkcat,
R04480__cyto,200.26,13.7,default_13.7,Glycerophospholipid metabolism
R02940__cyto,55.16,32.855,dlkcat,
R01175__cyto,79.676667,23.7058,dlkcat,Fatty acid metabolism
R02199__mito,43.89,106.7022,dlkcat,Glucosinolate biosynthesis
R03098__cyto,255.24,0.3257,dlkcat,Lysine biosynthesis
R02530__cyto,36.17,156.8845,dlkcat,Pyruvate metabolism
R04954__cyto,145.915,13.7,default_13.7,Fatty acid biosynthesis
R01799__cyto,47.62,143.3832,dlkcat,Glycerophospholipid metabolism
R00342__pero,34.41,105.3567,dlkcat,Biosynthesis of antibiotics
R04988__mito,49.694167,60.7034,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R06154__cyto,76.425,23.5052,dlkcat,
R03991__cyto,43.64,0.834,dlkcat,Fatty acid elongation
R04544__cyto,145.915,13.7,default_13.7,Fatty acid biosynthesis
R03332__cyto,34.02,13.7,default_13.7,Inositol phosphate metabolism
R00185__cyto,36.47,0.6064,dlkcat,Purine metabolism
R11098__cyto,116.58,3.8057,dlkcat,Spontaneous
R01397__cyto,244.16,2.5457,dlkcat,Pyrimidine metabolism
R07763__cyto,99.11,13.7,default_13.7,Fatty acid biosynthesis
R05196__cyto,122.472222,7.8277,dlkcat,Starch and sucrose metabolism
R03774__cyto,47.14,6.401,dlkcat,Microbial metabolism in diverse environments
R07393__cyto,51.895,7.9582,dlkcat,Cysteine and methionine metabolism
R01108__cyto,62.86,5.7294,dlkcat,Glutathione metabolism
R02382__cyto,76.425,84.59,dlkcat,Tyrosine metabolism
R00965__cyto,69.3,0.2153,dlkcat,Pyrimidine metabolism
R11219__cyto,38.81,13.7,default_13.7,
R00619__cyto,33.62,2.4506,dlkcat,Thiamine metabolism
R12118__cyto,59.77,3.3525,dlkcat,
R06830__cyto,45.33,43.7641,dlkcat,Spontaneous
R01518__cyto,28.425,30.9948,dlkcat,Biosynthesis of antibiotics
R00022__cyto,111.29,5.0097,dlkcat,Amino sugar and nucleotide sugar metabolism
R01234__cyto,63.836667,3.558,dlkcat,Purine metabolism
R01049__cyto,54.2175,49.2203,dlkcat,Biosynthesis of antibiotics
R00999__cyto,66.69,13.4669,dlkcat,Cysteine and methionine metabolism
R07237__cyto,50.497692,77.8266,dlkcat,
R04014__cyto,42.965,13.7,default_13.7,Biosynthesis of antibiotics
R02750__cyto,34.53,36.9564,dlkcat,Pentose phosphate pathway
R07896__cyto,79.676667,15.7101,dlkcat,alpha-Linolenic acid metabolism
R06835__cyto,30.31,1.8284,dlkcat,Chlorocyclohexane and chlorobenzene degradation
R03527__cyto,91.113333,13.7,default_13.7,Starch and sucrose metabolism
R04956__mito,114.783333,13.7,default_13.7,Fatty acid biosynthesis
R07395__cyto,24.94,0.96,dlkcat,Cysteine and methionine metabolism
R02222__cyto,56.8,9.4188,dlkcat,Fatty acid metabolism
R11217__cyto,38.81,13.7,default_13.7,
R04764__cyto,29.59,1.254,dlkcat,Steroid hormone biosynthesis
R03804__cyto,45.5975,5.7719,dlkcat,
R04952__cyto,124.995,13.7,default_13.7,Fatty acid biosynthesis
R01513__cyto,49.23,13.5095,dlkcat,Biosynthesis of antibiotics
R02473__cyto,32.0,6.5006,dlkcat,Pantothenate and CoA biosynthesis
R01325__cyto,71.49,75.2874,dlkcat,2-Oxocarboxylic acid metabolism
R07235__mito,49.694167,82.1525,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R03613__cyto,71.33,13.7,default_13.7,
R04983__cyto,48.4,78.5082,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R07953__cyto,43.64,1.3374,dlkcat,Fatty acid metabolism
R00836__cyto,79.478519,69.2623,dlkcat,
R02251__cyto,90.685714,13.7,default_13.7,Glycerolipid metabolism
R07760__cyto,23.4,0.0656,dlkcat,Fatty acid metabolism
R08163__cyto,42.965,13.7,default_13.7,Fatty acid biosynthesis
R00968__cyto,59.45,8.5561,dlkcat,Pyrimidine metabolism
R01325__mito,71.49,75.2874,dlkcat,2-Oxocarboxylic acid metabolism
R07859__cyto,103.08,13.7,default_13.7,alpha-Linolenic acid metabolism
R04957__pero,124.995,13.7,default_13.7,Fatty acid biosynthesis
R07015__cyto,40.94,91.5147,dlkcat,Metabolism of xenobiotics by cytochrome P450
R02848__cyto,55.9675,33.7609,dlkcat,
R01676__cyto,51.92,37.0643,dlkcat,Purine metabolism
R00650__cyto,35.42,2.0084,dlkcat,Cysteine and methionine metabolism
R01896__cyto,40.73,3.8232,dlkcat,Pentose and glucuronate interconversions
R00430__cyto,55.57,16.8793,dlkcat,Purine metabolism
R03681__cyto,54.03,3.5701,dlkcat,
R04604__cyto,75.24,0.6444,dlkcat,
R01230__cyto,58.49,2.8728,dlkcat,Purine metabolism
R07761__cyto,40.94,64.224,dlkcat,Fatty acid metabolism
R04325__cyto,24.1,0.1573,dlkcat,Biosynthesis of antibiotics
R01326__cyto,53.883333,9.6714,dlkcat,Fructose and mannose metabolism
R01827__cyto,35.65,102.9564,dlkcat,Biosynthesis of antibiotics
R00524__cyto,46.89,1.0178,dlkcat,Cyanoamino acid metabolism
R07892__cyto,79.676667,15.3766,dlkcat,alpha-Linolenic acid metabolism
R03777__cyto,79.676667,17.9284,dlkcat,Fatty acid metabolism
R06522__cyto,71.49,13.7,default_13.7,Sphingolipid metabolism
R03118__cyto,181.46,4.6351,dlkcat,Starch and sucrose metabolism
R01548__cyto,60.835,47.2381,dlkcat,Pyrimidine metabolism
R03180__cyto,92.855,2.4305,dlkcat,Arginine and proline metabolism
R00308__cyto,58.51,13.7,default_13.7,Starch and sucrose metabolism
R00967__cyto,60.835,32.5352,dlkcat,Pyrimidine metabolism
R08198__cyto,46.11,16.0284,dlkcat,
R07950__cyto,79.676667,24.7964,dlkcat,Fatty acid metabolism
R04730__cyto,63.39,4.0354,dlkcat,
R02909__cyto,50.78,11.9344,dlkcat,Tryptophan metabolism
R01547__cyto,31.78,19.5039,dlkcat,Purine metabolism
R03778__cyto,43.64,0.834,dlkcat,Fatty acid elongation
R01177__cyto,42.63,20.3426,dlkcat,Fatty acid elongation
R00742__mito,243.23,5.6618,dlkcat,Biosynthesis of antibiotics
R10852__cyto,28.67,0.451,dlkcat,
R04673__mito,49.27,6.5584,dlkcat,
R07891__cyto,43.64,0.834,dlkcat,alpha-Linolenic acid metabolism
R12428__mito,90.685714,13.7,default_13.7,Lipoic acid metabolism
R01268__cyto,24.7,0.0675,dlkcat,Nicotinate and nicotinamide metabolism
R01015__cyto,26.69,199.0811,dlkcat,Biosynthesis of antibiotics
R01731__cyto,205.09,3.5397,dlkcat,"Phenylalanine, tyrosine and tryptophan biosynthesis"
R00028__cyto,41.27,15.4173,dlkcat,Starch and sucrose metabolism
R10851__cyto,28.67,0.451,dlkcat,"Glycine, serine and threonine metabolism"
R08193__cyto,58.7,0.5902,dlkcat,Biosynthesis of antibiotics
R02164__mito,30.4,29.9873,dlkcat,Oxidative Phosphorilation
R07486__cyto,42.05,1.0582,dlkcat,Steroid biosynthesis
R04326__cyto,24.1,0.1573,dlkcat,One carbon pool by folate
R01986__cyto,55.16,26.4859,dlkcat,Arginine and proline metabolism
R12205__cyto,55.66,0.9485,dlkcat,Fatty acid metabolism
R01327__cyto,55.9675,39.152,dlkcat,
R07324__cyto,57.25,7.1165,dlkcat,Biosynthesis of antibiotics
R03460__cyto,214.64,12.5079,dlkcat,Biosynthesis of antibiotics
R03245__cyto,46.49,11.9243,dlkcat,Biosynthesis of antibiotics
R06838__cyto,30.31,181.1824,dlkcat,Chlorocyclohexane and chlorobenzene degradation
R11063__cyto,35.42,2.0084,dlkcat,
R07766__mito,90.685714,13.7,default_13.7,
R07765__cyto,40.94,13.7,default_13.7,Fatty acid biosynthesis
R01395__cyto,182.555,0.4181,dlkcat,Nitrogen metabolism
R07392__cyto,27.99,116.059,dlkcat,Cysteine and methionine metabolism
R05000__mito,43.28,0.6569,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R10634__cyto,31.58,13.7,default_13.7,Nicotinate and nicotinamide metabolism
R00963__cyto,35.97,13.7,default_13.7,Pyrimidine metabolism
R01549__cyto,60.835,32.5352,dlkcat,Pyrimidine metabolism
R02315__cyto,48.96,6.9563,dlkcat,Biosynthesis of antibiotics
R01010__cyto,56.957143,47.9858,dlkcat,
R00802__cyto,54.23,7.9929,dlkcat,
R00189__cyto,176.78,4.4558,dlkcat,Nicotinate and nicotinamide metabolism
R10040__cyto,91.113333,16.203,dlkcat,Cyanoamino acid metabolism
R01011__mito,62.56,7.2162,dlkcat,Microbial metabolism in diverse environments
R01826__cyto,40.255,35.3189,dlkcat,Biosynthesis of antibiotics
R01013__cyto,87.733636,29.5533,dlkcat,Glycerophospholipid metabolism
R02534__cyto,29.59,0.139,dlkcat,Tyrosine metabolism
R01730__cyto,48.92,15.1112,dlkcat,Biosynthesis of antibiotics
R02756__mito,32.805,13.7,default_13.7,Glycerophospholipid metabolism
R02038__cyto,39.22,0.1602,dlkcat,Glycerophospholipid metabolism
R04390__cyto,255.24,13.7,default_13.7,Lysine biosynthesis
R02814__cyto,42.965,13.7,default_13.7,Fatty acid biosynthesis
R01923__pero,90.685714,7.4288,dlkcat,Fatty acid metabolism
R03243__cyto,43.63,0.3595,dlkcat,Histidine metabolism
R00188__cyto,42.73,9.969,dlkcat,
R00961__cyto,86.975,13.7,default_13.7,Purine metabolism
R04672__mito,49.27,4.8909,dlkcat,
R02756__cyto,32.805,13.7,default_13.7,Glycerophospholipid metabolism
R01829__cyto,39.22,8.5917,dlkcat,Microbial metabolism in diverse environments
R06521__cyto,60.103333,8.1139,dlkcat,Sphingolipid metabolism
R07606__cyto,90.685714,9.2288,dlkcat,
R02976__cyto,52.41,1.4882,dlkcat,Sphingolipid metabolism
R04328__cyto,43.398333,9.723,dlkcat,
R02161__mito,43.441429,13.7,default_13.7,Oxidative Phosphorilation
R00742__cyto,243.23,5.6618,dlkcat,Biosynthesis of antibiotics
R03522__cyto,42.743333,37.6148,dlkcat,Glutathione metabolism
R01231__cyto,58.49,3.3596,dlkcat,Purine metabolism
R04391__cyto,62.22,4.5637,dlkcat,Pantothenate and CoA biosynthesis
R06740__cyto,76.425,22.232,dlkcat,Biosynthesis of secondary metabolites
R00962__cyto,60.835,47.2381,dlkcat,Pyrimidine metabolism
R07489__cyto,57.7,1.5925,dlkcat,Steroid biosynthesis
R00187__cyto,70.08,5.4956,dlkcat,Purine metabolism
R01013__mito,87.733636,29.5533,dlkcat,Glycerophospholipid metabolism
R03024__cyto,34.78,0.0706,dlkcat,Aminobenzoate degradation
R01890__cyto,49.51,3.1527,dlkcat,Glycerophospholipid metabolism
R00801__cyto,54.23,7.9929,dlkcat,Galactose metabolism
R00245__cyto,65.19,6.3626,dlkcat,Arginine and proline metabolism
R01011__cyto,62.56,7.2162,dlkcat,Microbial metabolism in diverse environments
R04171__cyto,48.9,2.032,dlkcat,Tryptophan metabolism
R06520__cyto,54.95,0.5556,dlkcat,Sphingolipid metabolism
R00235__cyto,71.985,21.296,dlkcat,Biosynthesis of antibiotics
R00940__mito,23.08,39.9863,dlkcat,One carbon pool by folate
R01512__cyto,44.53,62.1047,dlkcat,Biosynthesis of antibiotics
R07477__cyto,41.53,2.8128,dlkcat,
R02236__cyto,23.08,82.5707,dlkcat,One carbon pool by folate
R05066__cyto,45.33,1.1335,dlkcat,"Valine, leucine and isoleucine degradation"
R00256__mito,182.555,20.2414,dlkcat,D-Glutamine and D-glutamate metabolism
R03534__mito,43.78,5.7616,dlkcat,Butanoate metabolism
R06517__cyto,38.725,15.7372,dlkcat,Sphingolipid metabolism
R00104__cyto,52.345,13.7,default_13.7,Nicotinate and nicotinamide metabolism
R02472__cyto,35.943333,20.1888,dlkcat,Pantothenate and CoA biosynthesis
R03239__cyto,105.13,11.8962,dlkcat,Galactose metabolism
R10952__cyto,63.836667,13.7,default_13.7,
R06927__cyto,47.4375,57.8171,dlkcat,Degradation of aromatic compounds
R10711__cyto,79.6444,64.4279,dlkcat,Thiamine metabolism
R00197__cyto,83.28,46.9079,dlkcat,Pyruvate metabolism
R04173__cyto,42.89,92.4451,dlkcat,Biosynthesis of antibiotics
R01325__pero,71.49,75.2874,dlkcat,2-Oxocarboxylic acid metabolism
R00087__cyto,70.08,13.7,default_13.7,Purine metabolism
R00814__cyto,40.94,748.4212,dlkcat,
R02100__cyto,16.35,84.9017,dlkcat,Pyrimidine metabolism
R08770__mito,51.78,3.7781,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R02088__cyto,30.43,47.0845,dlkcat,Purine metabolism
R00709__mito,40.24,10.108,dlkcat,2-Oxocarboxylic acid metabolism
R00945__mito,52.93,5.1234,dlkcat,Biosynthesis of antibiotics
R10783__cyto,46.38375,154.1017,dlkcat,alpha-Linolenic acid metabolism
R04558__mito,63.21,27.1393,dlkcat,Histidine metabolism
R09511__cyto,69.284,56.459,dlkcat,
R00214__cyto,69.65,17.3556,dlkcat,Pyruvate metabolism
R07215__cyto,42.05,3.2911,dlkcat,Steroid biosynthesis
R05640__cyto,59.77,2.5075,dlkcat,Biosynthesis of antibiotics
R11097__cyto,57.7,1.3518,dlkcat,Steroid biosynthesis
R07105__cyto,47.4375,47.7084,dlkcat,Metabolism of xenobiotics by cytochrome P450
R01969__cyto,33.07,0.2547,dlkcat,Purine metabolism
R00514__cyto,86.975,13.7,default_13.7,Pyrimidine metabolism
R00497__cyto,67.98,5.2601,dlkcat,Glutathione metabolism
R01392__pero,45.33,89.8702,dlkcat,"Glycine, serine and threonine metabolism"
R02920__cyto,29.59,0.4299,dlkcat,Tyrosine metabolism
R04216__cyto,160.37,13.7,default_13.7,
R01402__cyto,36.24,29.1462,dlkcat,Cysteine and methionine metabolism
R08280__cyto,32.685,37.6148,dlkcat,Drug metabolism - cytochrome P450
R04457__cyto,18.11,47.0678,dlkcat,Riboflavin metabolism
R04998__cyto,91.113333,24.5286,dlkcat,Phenylpropanoid biosynthesis
R00425__cyto,36.62,13.7,default_13.7,Riboflavin metabolism
R08280__mito,32.685,37.6148,dlkcat,Drug metabolism - cytochrome P450
R00996__cyto,45.613333,40.5338,dlkcat,Biosynthesis of antibiotics
R04867__cyto,88.716667,13.7,default_13.7,Lysine degradation
R07400__cyto,39.94,82.0118,dlkcat,Biosynthesis of antibiotics
R01018__cyto,66.83,0.6898,dlkcat,N-Glycan biosynthesis
R02282__cyto,46.28,204.0197,dlkcat,2-Oxocarboxylic acid metabolism
R11896__cyto,16.35,68.0915,dlkcat,Drug metabolism - other enzymes
R00835__cyto,57.32,14.0665,dlkcat,
R02971__cyto,62.22,65.3469,dlkcat,Pantothenate and CoA biosynthesis
R05691__cyto,45.33,14.5967,dlkcat,
R04558__cyto,63.21,27.1393,dlkcat,Histidine metabolism
R07100__cyto,32.685,37.6148,dlkcat,Metabolism of xenobiotics by cytochrome P450
R04321__cyto,32.89,121.4378,dlkcat,Ether lipid metabolism
R02472__mito,35.943333,20.1888,dlkcat,Pantothenate and CoA biosynthesis
R03665__cyto,119.98,5.7672,dlkcat,Aminoacyl-tRNA biosynthesis
R07456__cyto,28.705,39.123,dlkcat,Vitamin B6 metabolism
R02493__cyto,34.09,0.2087,dlkcat,Vitamin B6 metabolism
R01790__cyto,61.0,13.7,default_13.7,Galactose metabolism
R06863__cyto,72.55,0.1008,dlkcat,
R00214__mito,69.65,17.3556,dlkcat,Pyruvate metabolism
R11861__mito,28.72,5.6667,dlkcat,Glutathione metabolism
R04537__cyto,145.915,13.7,default_13.7,Fatty acid biosynthesis
R08539__cyto,75.73,13.7,default_13.7,
R00725__cyto,55.9675,39.152,dlkcat,
R04300__cyto,76.425,51.1172,dlkcat,Isoquinoline alkaloid biosynthesis
R00256__cyto,182.555,20.2414,dlkcat,D-Glutamine and D-glutamate metabolism
R02747__mito,171.82,13.7,default_13.7,Glycerophospholipid metabolism
R00755__cyto,62.91,8.7461,dlkcat,Glycolysis / Gluconeogenesis
R01318__cyto,200.26,13.7,default_13.7,Glycerophospholipid metabolism
R00066__cyto,25.68,55.9637,dlkcat,Riboflavin metabolism
R03424__cyto,22.96,13.7,default_13.7,Glycerophospholipid metabolism
R09832__cyto,64.142,1.9344,dlkcat,
R02142__cyto,24.7,0.2707,dlkcat,Purine metabolism
R00945__cyto,52.93,5.1234,dlkcat,Biosynthesis of antibiotics
R06364__cyto,32.89,108.7261,dlkcat,Ether lipid metabolism
R00479__pero,61.24,7.8792,dlkcat,Microbial metabolism in diverse environments
R01648__cyto,53.53,5.2826,dlkcat,"Alanine, aspartate and glutamate metabolism"
R07316__cyto,60.696667,70.6533,dlkcat,Spontaneous
R04427__cyto,42.7,0.2749,dlkcat,Biosynthesis of antibiotics
R01868__cyto,46.8,36.393,dlkcat,Pyrimidine metabolism
R05551__cyto,92.855,6.5302,dlkcat,Styrene degradation
R11765__mito,23.08,41.3472,dlkcat,Folate biosynthesis
R00713__cyto,98.365,4.704,dlkcat,"Alanine, aspartate and glutamate metabolism"
R10057__cyto,40.4,2.705,dlkcat,
R03269__cyto,69.425,0.5341,dlkcat,Pantothenate and CoA biosynthesis
R02878__cyto,46.38375,71.442,dlkcat,
R07481__cyto,42.7,1.2861,dlkcat,Steroid biosynthesis
R01137__cyto,16.88,13.7,default_13.7,Purine metabolism
R11193__cyto,50.293077,13.7,default_13.7,
R02135__cyto,56.135,210.2831,dlkcat,Thiamine metabolism
R00987__cyto,50.14,2.0721,dlkcat,Tryptophan metabolism
R01039__cyto,45.33,79.5115,dlkcat,Glycerolipid metabolism
R09372__cyto,35.98,1.5606,dlkcat,Selenocompound metabolism
R07092__cyto,32.685,37.6148,dlkcat,Metabolism of xenobiotics by cytochrome P450
R00155__cyto,86.975,13.7,default_13.7,Pyrimidine metabolism
R02294__cyto,33.07,9.8922,dlkcat,Nicotinate and nicotinamide metabolism
R00391__cyto,84.805,13.7,default_13.7,Fatty acid elongation
R04963__cyto,124.995,13.7,default_13.7,Fatty acid biosynthesis
R09220__cyto,30.31,14.2776,dlkcat,Microbial metabolism in diverse environments
R00010__cyto,121.79,31.4972,dlkcat,Biosynthesis of secondary metabolites
R01639__cyto,53.14,2.759,dlkcat,Pentose and glucuronate interconversions
R10052__cyto,39.53,3.8476,dlkcat,2-Oxocarboxylic acid metabolism
R08159__cyto,42.965,13.7,default_13.7,Fatty acid biosynthesis
R11034__cyto,71.49,80.9566,dlkcat,Spontaneous
R01373__cyto,71.49,181.2312,dlkcat,Biosynthesis of antibiotics
R00670__cyto,51.41,8.9649,dlkcat,Glutathione metabolism
R11861__cyto,28.72,5.6667,dlkcat,Glutathione metabolism
R04956__cyto,114.783333,13.7,default_13.7,Fatty acid biosynthesis
R00277__cyto,31.865,0.6648,dlkcat,Vitamin B6 metabolism
R05329__cyto,41.53,2.8128,dlkcat,
R00549__cyto,62.22,70.5149,dlkcat,Riboflavin metabolism
R02923__pero,39.94,57.8253,dlkcat,D-Arginine and D-ornithine metabolism
R08548__cyto,57.286,0.9442,dlkcat,
R01870__cyto,23.58,2.8213,dlkcat,Pyrimidine metabolism
R00057__cyto,16.945,13.7,default_13.7,
R03051__mito,44.26,2.1947,dlkcat,
R00996__mito,45.613333,40.5338,dlkcat,Biosynthesis of antibiotics
R03438__cyto,90.685714,13.7,default_13.7,Ether lipid metabolism
R02058__cyto,16.69,44.3624,dlkcat,Amino sugar and nucleotide sugar metabolism
R04968__cyto,124.995,13.7,default_13.7,Fatty acid biosynthesis
R05734__cyto,40.4,2.9833,dlkcat,
R10116__cyto,99.11,13.7,default_13.7,Biotin metabolism
R05070__mito,62.94,1.0939,dlkcat,2-Oxocarboxylic acid metabolism
R05286__cyto,55.16,1.4882,dlkcat,Microbial metabolism in diverse environments
R07362__cyto,45.12,18.2145,dlkcat,
R04959__mito,114.783333,13.7,default_13.7,Fatty acid biosynthesis
R02016__cyto,35.98,13.7,default_13.7,
R01529__cyto,25.19,609.823,dlkcat,Biosynthesis of antibiotics
R01039__mito,45.33,79.5115,dlkcat,Glycerolipid metabolism
R01526__cyto,80.57,4.7338,dlkcat,Pentose and glucuronate interconversions
R00221__cyto,45.5,0.3468,dlkcat,"Glycine, serine and threonine metabolism"
R07025__cyto,32.685,37.6148,dlkcat,Metabolism of xenobiotics by cytochrome P450
R00767__cyto,90.826667,50.405,dlkcat,
R07899__cyto,43.64,0.834,dlkcat,alpha-Linolenic acid metabolism
R04972__cyto,40.88,4.9317,dlkcat,Porphyrin and chlorophyll metabolism
R06875__cyto,57.286,13.7,default_13.7,
R01964__cyto,55.9675,54.8566,dlkcat,
R10994__cyto,67.98,6.6458,dlkcat,Cysteine and methionine metabolism
R00052__cyto,30.75,240.4561,dlkcat,
R02557__cyto,33.07,10.914,dlkcat,Purine metabolism
R03222__cyto,58.81,0.4479,dlkcat,Porphyrin and chlorophyll metabolism
R12403__cyto,40.4,0.4594,dlkcat,Biosynthesis of antibiotics
R00006__mito,49.27,3.2966,dlkcat,
R01863__cyto,33.07,13.7667,dlkcat,Purine metabolism
R01177__pero,42.63,20.3426,dlkcat,Fatty acid elongation
R02887__cyto,91.113333,25.6985,dlkcat,Starch and sucrose metabolism
R03220__cyto,34.39,0.3293,dlkcat,Porphyrin and chlorophyll metabolism
R11674__pero,40.94,76.2518,dlkcat,
R00551__cyto,34.15,2.5187,dlkcat,Biosynthesis of antibiotics
R00830__mito,141.08,0.4077,dlkcat,Porphyrin and chlorophyll metabolism
R02236__mito,23.08,82.5707,dlkcat,One carbon pool by folate
R03319__cyto,88.37,12.5062,dlkcat,
R03990__cyto,79.676667,16.535,dlkcat,Fatty acid metabolism
R10120__cyto,99.11,13.7,default_13.7,Biotin metabolism
R05615__cyto,43.28,0.6569,dlkcat,Ubiquinone and other terpenoid-quinone biosynthesis
R00709__cyto,40.24,10.108,dlkcat,2-Oxocarboxylic acid metabolism
R07083__cyto,32.685,37.6148,dlkcat,Metabolism of xenobiotics by cytochrome P450
R04959__cyto,114.783333,13.7,default_13.7,Fatty acid biosynthesis
R00936__mito,23.08,39.9863,dlkcat,One carbon pool by folate
R03660__cyto,64.86,82.1058,dlkcat,Aminoacyl-tRNA biosynthesis
R10826__cyto,45.33,13.7,default_13.7,Fatty acid elongation
R03869__cyto,55.16,1.4882,dlkcat,"Valine, leucine and isoleucine degradation"
R02894__cyto,39.94,196.1124,dlkcat,Arginine and proline metabolism
R02291__cyto,38.8,5.1735,dlkcat,2-Oxocarboxylic acid metabolism
R03330__cyto,57.286,6.9345,dlkcat,Inositol phosphate metabolism
