medium,Topt_C,rmax,o2_at_Topt,co2_at_Topt,glc__D_at_Topt,pyr_at_Topt,lac__D_at_Topt,ac_at_Topt,co2_release_at_Topt,RQ_at_Topt
glucose_minimal,38.0,1.1949348434102773,48.13636778552629,-0.9234094404616309,59.74643410760537,-101.51236473813768,0.0,0.0,0.9234094404616309,0.01918319729847342
NLDM,39.0,1.8874892335630307,35.3949396212072,-38.29493564598168,4.375,-17.151835788399193,0.0,-25.142219723616407,38.29493564598168,1.0819325037931955
NLDM_blanket,39.0,2.095421869557443,89.90887550475102,-183.08194471693002,2.440290591692946,0.0,-0.008180526978752257,0.0,183.08194471693002,2.0363055781657007
LB,39.0,2.0491644691415054,1.2409999039509827,-2.9590119359205556,0.1954493070667168,-87.80116053435667,-0.007999938087528437,0.0,2.9590119359205556,2.384377248136702
BHI,39.0,2.0491736943165306,1.2908471327657198,-2.9590252571563207,0.1954501869639107,-87.80153459337681,-0.007999974102611735,0.0,2.9590252571563207,2.292312685249125
