temp_C,growth,mu_pred,mu_measured
22.0,0.010114784068467084,0.11846348013944479,0.2607
24.0,0.017832237216261707,0.20884962694321124,0.3367
26.0,0.027958521014667243,0.3274477909295826,0.434
28.0,0.039132462539089814,0.4583160320010265,0.5233
30.0,0.05007956064137339,0.5865275024433175,0.6482
32.0,0.059149132736467026,0.6927495499420752,0.7478
34.0,0.06530260865936685,0.7648185301443852,0.7761
36.0,0.06820405330300221,0.7987999999998348,0.7988
38.0,0.06798784024786206,0.7962677313137109,0.7486
40.0,0.06498553173306,0.7611049524834119,0.6639
42.0,0.05935580770026299,0.6951701093235939,0.6082
44.0,0.05043735703746403,0.5907179830285024,0.2721
