medium,configD_cap,Topt_C,rmax,CTmax_C,CTmin_C,niche_width_C,Ea_eV,o2_uptake_at_Topt,co2_release_at_Topt,acetate_release_at_Topt,RQ_at_Topt
glucose_minimal,OFF,38.0,1.1949310684875596,40.97884049242691,15.894949937569125,25.08389055485779,0.9748273100869873,48.13622737030675,0.9234065233157007,-0.0,0.019183192654713778
glucose_minimal,c_max=230,38.0,1.186913482880629,40.980650761461675,15.870525947073823,25.110124814387852,0.9741931476147051,29.562707082888245,6.441285415359186,5.524074639267541,0.21788550680758154
glucose_minimal,c_max=60,37.5,0.8269370036311777,41.179093192047965,14.662851182990241,26.516242009057724,0.9890185246834682,24.295700422385032,26.059790454099534,-0.0,1.0726091448711288
NLDM,OFF,39.0,1.9110213262074156,46.07946112837528,14.429645471228605,31.649815657146675,0.949051344520582,36.582140967274256,38.20784480003154,24.98749644594266,1.0444398219943334
NLDM,c_max=230,39.0,1.9110213263275238,46.07946112833877,14.429645471365708,31.64981565697306,0.949051344525413,36.58214096902919,38.20784480455602,24.987496450922894,1.0444398220679092
NLDM,c_max=60,32.5,0.9544072914248907,46.38194784643101,12.28286646603956,34.09908138039145,1.2300803706089187,22.453950049225362,20.83011967360388,-0.0,0.9276817498898149
