temp_C,growth,mu_pred,mu_measured
22.0,0.09021898833991046,0.18712541299424146,0.2607
24.0,0.14576884188312497,0.30234272453047895,0.3367
26.0,0.20975094608393474,0.4350495736442007,0.434
28.0,0.2728935347574807,0.5660151630448069,0.5233
30.0,0.32714648429806503,0.6785425342306637,0.6482
32.0,0.3661891569583798,0.7595218976705933,0.7478
34.0,0.38512635313804905,0.7988000000000336,0.7761
36.0,0.38235607567680957,0.7930540996792499,0.7988
38.0,0.35929299248323643,0.7452183940597402,0.7486
40.0,0.3199089476260954,0.6635309821868667,0.6639
42.0,0.2699395691735029,0.5598882706905055,0.6082
44.0,0.21570091988785028,0.4473905600135865,0.2721
